"Status","Year","Organisation","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Office","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","White","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","180","170","21470","20920"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","White","310","290","21770","20920"
"In post","2021","Cabinet Office (excl. agencies)","EO","Asian","80","80","27800","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Black","60","60","27890","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Undeclared","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Unknown","180","180","27330","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","White","500","490","26970","27500"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Asian","170","170","58360","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Black","70","70","59070","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Mixed","70","70","58270","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Undeclared","100","90","58680","57820"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Unknown","980","960","61500","56340"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","White","1610","1570","58740","56340"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Unknown","490","480","88880","73700"
"In post","2021","Cabinet Office (excl. agencies)","SCS","White","410","400","95770","84560"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Asian","180","170","36950","35590"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Black","110","100","36970","35590"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Mixed","80","80","35670","34640"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Undeclared","80","80","36640","34810"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","2210","2200","31460","29250"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","White","1340","1320","36210","35590"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","White","50","50","20590","21050"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","White","110","100","25090","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","White","110","100","52060","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","White","290","280","32680","30220"
"In post","2021","Charity Commission","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","White","80","70","24830","24440"
"In post","2021","Charity Commission","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","White","50","40","[c]","[c]"
"In post","2021","Charity Commission","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","White","180","170","32820","29550"
"In post","2021","Companies House","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Undeclared","40","30","[c]","[c]"
"In post","2021","Companies House","AA/AO","Unknown","40","40","[c]","[c]"
"In post","2021","Companies House","AA/AO","White","340","290","21880","22490"
"In post","2021","Companies House","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","White","230","210","27790","27460"
"In post","2021","Companies House","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","White","60","60","57760","57800"
"In post","2021","Companies House","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","White","240","230","38680","38940"
"In post","2021","Competition and Markets Authority","AA/AO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","AA/AO","White","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","Black","[c]","[c]","[c]","[c]"
