"Status","Year","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","United Kingdom Statistics Authority","Female","70","60","30890","29540"
"In post","2021","Asian","United Kingdom Statistics Authority","Male","60","50","29660","26050"
"In post","2021","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Female","410","380","39860","32410"
"In post","2021","Black","Attorney General's Departments","Male","150","150","41760","32520"
"In post","2021","Black","Cabinet Office","Female","170","170","40040","35590"
"In post","2021","Black","Cabinet Office","Male","90","90","45850","40600"
"In post","2021","Black","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Female","250","250","37750","33640"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Male","150","140","39440","36880"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Female","60","60","39590","34020"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education","Female","200","200","39630","36500"
"In post","2021","Black","Department for Education","Male","90","90","40400","37100"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Female","130","130","34650","32560"
"In post","2021","Black","Department for Environment, Food and Rural Affairs","Male","80","80","36200","32640"
"In post","2021","Black","Department for International Trade","Female","80","80","37270","32230"
"In post","2021","Black","Department for International Trade","Male","50","50","[c]","[c]"
"In post","2021","Black","Department for Transport","Female","130","130","38010","35430"
"In post","2021","Black","Department for Transport","Male","120","110","35950","33390"
"In post","2021","Black","Department for Work and Pensions","Female","2720","2520","29080","30330"
"In post","2021","Black","Department for Work and Pensions","Male","1170","1150","29530","29290"
"In post","2021","Black","Department of Health and Social Care","Female","500","470","38000","32790"
"In post","2021","Black","Department of Health and Social Care","Male","180","170","44090","35980"
"In post","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Female","180","180","37730","34260"
"In post","2021","Black","Foreign, Commonwealth and Development Office","Male","80","80","40030","36020"
"In post","2021","Black","HM Land Registry","Female","40","40","[c]","[c]"
"In post","2021","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","Female","890","840","31930","30430"
"In post","2021","Black","HM Revenue and Customs","Male","570","560","32390","30470"
"In post","2021","Black","HM Treasury","Female","60","60","37940","32960"
"In post","2021","Black","HM Treasury","Male","40","40","[c]","[c]"
"In post","2021","Black","Home Office","Female","1220","1130","32360","29080"
"In post","2021","Black","Home Office","Male","670","650","32890","29080"
"In post","2021","Black","Ministry of Defence","Female","380","380","32430","30750"
"In post","2021","Black","Ministry of Defence","Male","370","370","33080","32050"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Female","100","90","41010","39600"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","Male","60","60","40030","34920"
"In post","2021","Black","Ministry of Justice","Female","2210","2110","29410","26630"
"In post","2021","Black","Ministry of Justice","Male","1390","1370","30910","30260"
"In post","2021","Black","National Crime Agency","Female","60","60","36230","35690"
"In post","2021","Black","National Crime Agency","Male","40","40","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Female","40","40","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","Female","30","30","[c]","[c]"
"In post","2021","Black","Scottish Government","Male","30","30","[c]","[c]"
"In post","2021","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Female","40","30","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Male","30","30","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Female","30","30","[c]","[c]"
"In post","2021","Chinese","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions","Female","100","90","27190","27570"
"In post","2021","Chinese","Department for Work and Pensions","Male","60","60","31100","27570"
"In post","2021","Chinese","Department of Health and Social Care","Female","60","60","47360","41460"
"In post","2021","Chinese","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Revenue and Customs","Female","100","90","35840","29570"
"In post","2021","Chinese","HM Revenue and Customs","Male","80","80","32320","29570"
"In post","2021","Chinese","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Home Office","Female","90","80","32130","29080"
"In post","2021","Chinese","Home Office","Male","60","60","31320","28670"
"In post","2021","Chinese","Ministry of Defence","Female","40","40","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence","Male","40","40","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice","Female","80","80","31660","27360"
"In post","2021","Chinese","Ministry of Justice","Male","60","60","30080","26410"
"In post","2021","Chinese","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Attorney General's Departments","Female","180","170","46160","50520"
"In post","2021","Mixed","Attorney General's Departments","Male","100","90","47930","50500"
"In post","2021","Mixed","Cabinet Office","Female","110","100","43660","36890"
"In post","2021","Mixed","Cabinet Office","Male","90","90","51220","51100"
"In post","2021","Mixed","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","Female","150","140","42120","40050"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy","Male","140","140","45630","41020"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","Female","40","40","[c]","[c]"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","Male","40","40","[c]","[c]"
"In post","2021","Mixed","Department for Education","Female","120","120","42700","40780"
"In post","2021","Mixed","Department for Education","Male","70","70","41310","38330"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","Female","110","100","36730","32620"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs","Male","80","80","39670","35900"
"In post","2021","Mixed","Department for International Trade","Female","50","50","44740","39680"
"In post","2021","Mixed","Department for International Trade","Male","50","50","[c]","[c]"
"In post","2021","Mixed","Department for Transport","Female","110","100","33020","30720"
"In post","2021","Mixed","Department for Transport","Male","100","100","36490","33730"
"In post","2021","Mixed","Department for Work and Pensions","Female","1060","970","27930","27570"
"In post","2021","Mixed","Department for Work and Pensions","Male","580","560","29180","27570"
"In post","2021","Mixed","Department of Health and Social Care","Female","230","210","39720","33640"
"In post","2021","Mixed","Department of Health and Social Care","Male","100","100","44510","40470"
"In post","2021","Mixed","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","Female","150","150","44140","38600"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office","Male","120","120","47050","44230"
"In post","2021","Mixed","HM Land Registry","Female","50","40","[c]","[c]"
"In post","2021","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","HM Revenue and Customs","Female","400","370","32060","29450"
"In post","2021","Mixed","HM Revenue and Customs","Male","360","340","35800","31810"
"In post","2021","Mixed","HM Treasury","Female","60","60","43640","38360"
"In post","2021","Mixed","HM Treasury","Male","50","50","49920","52530"
"In post","2021","Mixed","Home Office","Female","430","390","33510","28850"
"In post","2021","Mixed","Home Office","Male","300","280","33020","29010"
"In post","2021","Mixed","Ministry of Defence","Female","280","270","33820","30750"
"In post","2021","Mixed","Ministry of Defence","Male","330","320","35760","33300"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","Female","50","50","41100","38880"
"In post","2021","Mixed","Ministry of Housing, Communities and Local Government","Male","40","30","[c]","[c]"
"In post","2021","Mixed","Ministry of Justice","Female","950","880","30570","26850"
"In post","2021","Mixed","Ministry of Justice","Male","640","620","31730","30210"
"In post","2021","Mixed","National Crime Agency","Female","50","50","38160","36200"
"In post","2021","Mixed","National Crime Agency","Male","50","50","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scottish Government","Female","70","60","40860","35680"
"In post","2021","Mixed","Scottish Government","Male","50","50","40640","35110"
"In post","2021","Mixed","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","Female","50","50","30010","29540"
"In post","2021","Mixed","United Kingdom Statistics Authority","Male","30","30","[c]","[c]"
"In post","2021","Mixed","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Welsh Government","Female","40","40","[c]","[c]"
"In post","2021","Mixed","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Attorney General's Departments","Female","80","70","48740","51830"
"In post","2021","Other ethnicity","Attorney General's Departments","Male","50","50","53890","54810"
"In post","2021","Other ethnicity","Cabinet Office","Female","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","50","50","46540","48250"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education","Female","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Department for Transport","Male","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Department for Work and Pensions","Female","280","250","28990","28210"
"In post","2021","Other ethnicity","Department for Work and Pensions","Male","200","190","31630","27570"
"In post","2021","Other ethnicity","Department of Health and Social Care","Female","80","70","49930","41030"
"In post","2021","Other ethnicity","Department of Health and Social Care","Male","50","50","53760","51810"
"In post","2021","Other ethnicity","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","Female","50","50","[c]","[c]"
"In post","2021","Other ethnicity","Foreign, Commonwealth and Development Office","Male","50","50","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs","Female","120","110","33910","29780"
"In post","2021","Other ethnicity","HM Revenue and Customs","Male","110","100","35950","31810"
