"Status","Year","Region_ITL3","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","Declared non-disabled","LGBO","50","50","34710","29290"
"In post","2021","Berkshire","Declared non-disabled","Undeclared","120","110","34910","31880"
"In post","2021","Berkshire","Declared non-disabled","Unknown","220","200","33680","29920"
"In post","2021","Berkshire","Undeclared","Heterosexual / straight","70","70","32610","29290"
"In post","2021","Berkshire","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Undeclared","Undeclared","80","80","35970","36090"
"In post","2021","Berkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Heterosexual / straight","180","170","36140","37950"
"In post","2021","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Berkshire","Unknown","Unknown","370","360","33930","30890"
"In post","2021","Bexley and Greenwich","Declared disabled","Heterosexual / straight","130","130","30090","30780"
"In post","2021","Bexley and Greenwich","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Heterosexual / straight","900","860","32240","31060"
"In post","2021","Bexley and Greenwich","Declared non-disabled","LGBO","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Undeclared","70","70","31970","31060"
"In post","2021","Bexley and Greenwich","Declared non-disabled","Unknown","130","120","31960","31060"
"In post","2021","Bexley and Greenwich","Undeclared","Heterosexual / straight","80","80","33500","33180"
"In post","2021","Bexley and Greenwich","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Undeclared","50","50","32150","31880"
"In post","2021","Bexley and Greenwich","Undeclared","Unknown","70","60","31480","34750"
"In post","2021","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Unknown","200","190","29750","30150"
"In post","2021","Birmingham","Declared disabled","Heterosexual / straight","940","860","29730","27570"
"In post","2021","Birmingham","Declared disabled","LGBO","100","90","28450","27570"
"In post","2021","Birmingham","Declared disabled","Undeclared","120","110","28200","27320"
"In post","2021","Birmingham","Declared disabled","Unknown","120","100","28210","26410"
"In post","2021","Birmingham","Declared non-disabled","Heterosexual / straight","5620","5260","31880","27570"
"In post","2021","Birmingham","Declared non-disabled","LGBO","220","210","31890","27570"
"In post","2021","Birmingham","Declared non-disabled","Undeclared","500","460","30920","27570"
"In post","2021","Birmingham","Declared non-disabled","Unknown","1050","930","30070","27570"
"In post","2021","Birmingham","Undeclared","Heterosexual / straight","280","270","29570","27570"
"In post","2021","Birmingham","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Undeclared","Undeclared","240","220","33060","28130"
"In post","2021","Birmingham","Undeclared","Unknown","80","70","30850","27570"
"In post","2021","Birmingham","Unknown","Heterosexual / straight","520","490","34310","31820"
"In post","2021","Birmingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Undeclared","60","60","34710","31900"
"In post","2021","Birmingham","Unknown","Unknown","1710","1620","29670","25560"
"In post","2021","Blackburn with Darwen","Declared disabled","Heterosexual / straight","50","50","27370","27570"
"In post","2021","Blackburn with Darwen","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Heterosexual / straight","270","240","27080","27570"
"In post","2021","Blackburn with Darwen","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Declared non-disabled","Unknown","70","60","25880","25880"
"In post","2021","Blackburn with Darwen","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Declared disabled","Heterosexual / straight","550","490","27600","27570"
"In post","2021","Blackpool","Declared disabled","LGBO","50","50","26500","27570"
"In post","2021","Blackpool","Declared disabled","Undeclared","80","70","28760","27570"
"In post","2021","Blackpool","Declared disabled","Unknown","90","70","26100","27570"
"In post","2021","Blackpool","Declared non-disabled","Heterosexual / straight","2570","2370","29540","27570"
"In post","2021","Blackpool","Declared non-disabled","LGBO","120","120","26630","22920"
"In post","2021","Blackpool","Declared non-disabled","Undeclared","250","220","29600","27570"
"In post","2021","Blackpool","Declared non-disabled","Unknown","1000","890","28970","27570"
"In post","2021","Blackpool","Undeclared","Heterosexual / straight","140","130","28490","27570"
"In post","2021","Blackpool","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2021","Blackpool","Undeclared","Unknown","60","50","27800","27570"
"In post","2021","Blackpool","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Unknown","160","160","31150","27570"
"In post","2021","Bournemouth and Poole","Declared disabled","Heterosexual / straight","80","80","25980","27370"
"In post","2021","Bournemouth and Poole","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Heterosexual / straight","400","360","26900","27370"
"In post","2021","Bournemouth and Poole","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Declared non-disabled","Unknown","60","50","28510","27570"
"In post","2021","Bournemouth and Poole","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","Heterosexual / straight","250","210","26500","25560"
"In post","2021","Bradford","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Declared disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Bradford","Declared non-disabled","Heterosexual / straight","1430","1280","28750","27230"
"In post","2021","Bradford","Declared non-disabled","LGBO","50","50","27910","25560"
"In post","2021","Bradford","Declared non-disabled","Undeclared","160","140","25920","24440"
"In post","2021","Bradford","Declared non-disabled","Unknown","390","330","25680","25560"
"In post","2021","Bradford","Undeclared","Heterosexual / straight","60","50","24640","21010"
"In post","2021","Bradford","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Undeclared","Undeclared","50","40","[c]","[c]"
"In post","2021","Bradford","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Heterosexual / straight","70","60","28420","25560"
"In post","2021","Bradford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Unknown","Unknown","510","470","25240","21010"
"In post","2021","Breckland and South Norfolk","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Heterosexual / straight","310","290","28520","26580"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Declared non-disabled","Unknown","50","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Brent","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Brent","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","Heterosexual / straight","310","290","31360","31060"
"In post","2021","Brent","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2021","Brent","Declared non-disabled","Unknown","70","60","30700","30160"
"In post","2021","Brent","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Unknown","Unknown","60","50","31100","31060"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Heterosexual / straight","90","80","26880","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Heterosexual / straight","390","350","26820","27570"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Declared non-disabled","Unknown","90","70","25440","27570"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Declared disabled","Heterosexual / straight","50","50","29990","27570"
