"Status","Year","Region_ITL2","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Hampshire and Isle of Wight","South East (England)","Female","7790","6950","31410","27570"
"In post","2022","Hampshire and Isle of Wight","South East (England)","Male","7770","7410","34740","31650"
"In post","2022","Hampshire and Isle of Wight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Female","2340","2120","28470","26390"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Male","1860","1790","29960","27380"
"In post","2022","Highlands and Islands","Scotland","Female","1040","950","29240","27570"
"In post","2022","Highlands and Islands","Scotland","Male","970","930","30760","27570"
"In post","2022","Inner London - East","London","Female","10360","9750","40580","34610"
"In post","2022","Inner London - East","London","Male","8690","8500","44400","37930"
"In post","2022","Inner London - West","London","Female","32680","31370","46430","41950"
"In post","2022","Inner London - West","London","Male","28090","27770","49110","44500"
"In post","2022","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","South East (England)","Female","4400","4010","29240","27380"
"In post","2022","Kent","South East (England)","Male","4360","4190","30780","29260"
"In post","2022","Lancashire","North West (England)","Female","8650","7640","28500","27570"
"In post","2022","Lancashire","North West (England)","Male","6130","5850","30290","27570"
"In post","2022","Lancashire","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Female","3700","3280","27470","25220"
"In post","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Male","2570","2490","29340","27380"
"In post","2022","Lincolnshire","East Midlands (England)","Female","1570","1440","27690","26310"
"In post","2022","Lincolnshire","East Midlands (England)","Male","1440","1390","30160","27570"
"In post","2022","Merseyside","North West (England)","Female","12800","11440","28760","26370"
"In post","2022","Merseyside","North West (England)","Male","8420","8140","30800","27060"
"In post","2022","North Eastern Scotland","Scotland","Female","970","880","32990","27940"
"In post","2022","North Eastern Scotland","Scotland","Male","960","930","40580","35000"
"In post","2022","North Yorkshire","Yorkshire and The Humber","Female","2410","2220","32510","28200"
"In post","2022","North Yorkshire","Yorkshire and The Humber","Male","2250","2190","33270","29740"
"In post","2022","Northern Ireland","Northern Ireland","Female","1980","1820","30030","26820"
"In post","2022","Northern Ireland","Northern Ireland","Male","2280","2230","29290","26590"
"In post","2022","Northumberland, and Tyne and Wear","North East (England)","Female","13490","11690","28660","26590"
"In post","2022","Northumberland, and Tyne and Wear","North East (England)","Male","9760","9380","31960","27570"
"In post","2022","Outer London - East and North East","London","Female","2440","2220","30650","31060"
"In post","2022","Outer London - East and North East","London","Male","1630","1580","32680","31060"
"In post","2022","Outer London - South","London","Female","6700","6230","37250","32550"
"In post","2022","Outer London - South","London","Male","5120","5010","41060","37460"
"In post","2022","Outer London - West and North West","London","Female","4990","4570","33350","31060"
"In post","2022","Outer London - West and North West","London","Male","4140","3960","34320","31060"
"In post","2022","Overseas","Overseas","Female","1510","1500","48980","46600"
"In post","2022","Overseas","Overseas","Male","2180","2170","49750","49370"
"In post","2022","Shropshire and Staffordshire","West Midlands (England)","Female","4930","4490","30070","27570"
"In post","2022","Shropshire and Staffordshire","West Midlands (England)","Male","3980","3830","32350","28040"
"In post","2022","South Yorkshire","Yorkshire and The Humber","Female","6040","5330","31100","27570"
"In post","2022","South Yorkshire","Yorkshire and The Humber","Male","4440","4280","33690","29520"
"In post","2022","Southern Scotland","Scotland","Female","3660","3220","29600","26900"
"In post","2022","Southern Scotland","Scotland","Male","2580","2470","31190","27570"
"In post","2022","Surrey, East and West Sussex","South East (England)","Female","5030","4500","30830","27570"
"In post","2022","Surrey, East and West Sussex","South East (England)","Male","3740","3550","32570","28920"
"In post","2022","Tees Valley and Durham","North East (England)","Female","5840","5190","28370","26330"
"In post","2022","Tees Valley and Durham","North East (England)","Male","4020","3800","29860","27570"
"In post","2022","Unknown","Unknown","Female","1030","970","33060","30150"
"In post","2022","Unknown","Unknown","Male","2280","2270","37250","32900"
"In post","2022","West Central Scotland","Scotland","Female","10610","9600","31130","27570"
"In post","2022","West Central Scotland","Scotland","Male","9240","8890","32920","28810"
"In post","2022","West Midlands","West Midlands (England)","Female","11900","10730","30430","27570"
"In post","2022","West Midlands","West Midlands (England)","Male","8170","7910","32770","27570"
"In post","2022","West Wales and The Valleys","Wales","Female","10430","9140","27980","26130"
"In post","2022","West Wales and The Valleys","Wales","Male","6620","6360","31050","27570"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Female","10600","9590","32050","27570"
"In post","2022","West Yorkshire","Yorkshire and The Humber","Male","8550","8260","33480","28200"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Female","250","210","26440","24570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Male","210","190","32030","26970"
"Leaver CS","2021","Bedfordshire and Hertfordshire","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Female","330","290","29980","24540"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Male","390","360","33350","29930"
"Leaver CS","2021","Cheshire","North West (England)","Female","110","100","25690","21010"
"Leaver CS","2021","Cheshire","North West (England)","Male","80","80","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Female","50","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","South West (England)","Male","50","40","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Female","50","40","[c]","[c]"
"Leaver CS","2021","Cumbria","North West (England)","Male","70","60","26410","21050"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Female","350","290","26060","21640"
"Leaver CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Male","280","260","28700","25500"
"Leaver CS","2021","Devon","South West (England)","Female","270","230","25870","21100"
"Leaver CS","2021","Devon","South West (England)","Male","340","310","27100","24230"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Female","150","130","26090","25190"
"Leaver CS","2021","Dorset and Somerset","South West (England)","Male","200","190","31700","29280"
"Leaver CS","2021","East Anglia","East of England","Female","510","440","28020","24920"
"Leaver CS","2021","East Anglia","East of England","Male","480","440","33860","27570"
"Leaver CS","2021","East Wales","Wales","Female","620","510","30780","24500"
"Leaver CS","2021","East Wales","Wales","Male","560","520","34310","28850"
"Leaver CS","2021","East Wales","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Female","230","190","25670","24620"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Male","220","200","30000","26930"
"Leaver CS","2021","Eastern Scotland","Scotland","Female","580","490","32590","26890"
"Leaver CS","2021","Eastern Scotland","Scotland","Male","540","500","35900","32430"
"Leaver CS","2021","Essex","East of England","Female","200","170","28390","25260"
"Leaver CS","2021","Essex","East of England","Male","140","130","30550","27320"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Female","640","570","31070","27130"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Male","770","720","37390","33300"
"Leaver CS","2021","Greater Manchester","North West (England)","Female","530","460","29400","25100"
"Leaver CS","2021","Greater Manchester","North West (England)","Male","430","390","30940","26780"
"Leaver CS","2021","Greater Manchester","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Female","390","330","27170","23540"
"Leaver CS","2021","Hampshire and Isle of Wight","South East (England)","Male","480","430","31750","28530"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Female","140","120","23910","21270"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Male","130","120","25550","24730"
"Leaver CS","2021","Highlands and Islands","Scotland","Female","40","40","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Scotland","Male","60","50","28430","26530"
"Leaver CS","2021","Inner London - East","London","Female","500","450","39220","32200"
"Leaver CS","2021","Inner London - East","London","Male","450","430","43280","34270"
"Leaver CS","2021","Inner London - East","London","Unknown","80","70","47320","40450"
"Leaver CS","2021","Inner London - West","London","Female","1550","1360","42240","35000"
"Leaver CS","2021","Inner London - West","London","Male","1520","1370","45970","39250"
"Leaver CS","2021","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","South East (England)","Female","300","250","26420","24900"
"Leaver CS","2021","Kent","South East (England)","Male","260","240","27150","26210"
"Leaver CS","2021","Lancashire","North West (England)","Female","390","320","25360","21010"
"Leaver CS","2021","Lancashire","North West (England)","Male","330","290","27590","21090"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Female","390","330","25290","21010"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Male","250","230","27090","26890"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Female","140","120","27750","26500"
"Leaver CS","2021","Lincolnshire","East Midlands (England)","Male","190","170","29650","29930"
"Leaver CS","2021","Merseyside","North West (England)","Female","460","360","27040","23470"
"Leaver CS","2021","Merseyside","North West (England)","Male","310","270","28530","24980"
"Leaver CS","2021","North Eastern Scotland","Scotland","Female","70","60","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","Scotland","Male","90","80","38380","31400"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Female","140","120","31640","26220"
"Leaver CS","2021","North Yorkshire","Yorkshire and The Humber","Male","120","110","36310","32430"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Female","110","90","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","Male","90","80","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Female","640","490","25990","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","North East (England)","Male","430","380","27050","21010"
"Leaver CS","2021","Outer London - East and North East","London","Female","130","120","28710","30330"
"Leaver CS","2021","Outer London - East and North East","London","Male","100","90","[c]","[c]"
"Leaver CS","2021","Outer London - South","London","Female","230","200","32800","28810"
"Leaver CS","2021","Outer London - South","London","Male","210","190","37780","31060"
"Leaver CS","2021","Outer London - West and North West","London","Female","310","270","31930","31060"
"Leaver CS","2021","Outer London - West and North West","London","Male","250","220","34520","31060"
"Leaver CS","2021","Overseas","Overseas","Female","70","60","38340","36960"
"Leaver CS","2021","Overseas","Overseas","Male","70","50","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Female","260","220","26880","23180"
"Leaver CS","2021","Shropshire and Staffordshire","West Midlands (England)","Male","250","230","29050","27130"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Female","380","300","27790","24890"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Male","260","240","30780","25500"
"Leaver CS","2021","South Yorkshire","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scotland","Female","140","110","29240","26550"
"Leaver CS","2021","Southern Scotland","Scotland","Male","120","110","30300","27570"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Female","290","250","29370","24510"
"Leaver CS","2021","Surrey, East and West Sussex","South East (England)","Male","260","240","30320","27570"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Female","360","290","25590","21430"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Male","250","210","30000","22350"
"Leaver CS","2021","Tees Valley and Durham","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","330","320","38110","28000"
"Leaver CS","2021","Unknown","Unknown","Male","360","360","41480","32700"
"Leaver CS","2021","West Central Scotland","Scotland","Female","370","310","28780","24110"
"Leaver CS","2021","West Central Scotland","Scotland","Male","340","300","32030","27570"
"Leaver CS","2021","West Midlands","West Midlands (England)","Female","680","560","30690","26000"
"Leaver CS","2021","West Midlands","West Midlands (England)","Male","420","380","34020","26120"
"Leaver CS","2021","West Wales and The Valleys","Wales","Female","410","320","24950","21590"
"Leaver CS","2021","West Wales and The Valleys","Wales","Male","370","340","27740","21590"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Female","550","440","28290","26120"
"Leaver CS","2021","West Yorkshire","Yorkshire and The Humber","Male","430","370","31590","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Female","320","290","30490","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","East of England","Male","280","270","33090","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Female","600","540","29670","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Male","700","680","30890","27570"
"Leaver CS","2022","Cheshire","North West (England)","Female","180","160","29600","27570"
"Leaver CS","2022","Cheshire","North West (England)","Male","170","160","32510","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Female","110","90","26440","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","South West (England)","Male","70","60","26200","21890"
"Leaver CS","2022","Cumbria","North West (England)","Female","110","90","27830","25830"
"Leaver CS","2022","Cumbria","North West (England)","Male","90","90","31910","27170"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Female","590","520","27470","26780"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Midlands (England)","Male","480","430","30450","26780"
"Leaver CS","2022","Devon","South West (England)","Female","340","290","27590","24650"
"Leaver CS","2022","Devon","South West (England)","Male","420","390","31700","27570"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Female","260","220","28190","26850"
"Leaver CS","2022","Dorset and Somerset","South West (England)","Male","270","260","31510","27570"
"Leaver CS","2022","East Anglia","East of England","Female","720","630","30480","27570"
"Leaver CS","2022","East Anglia","East of England","Male","740","690","32590","27570"
"Leaver CS","2022","East Wales","Wales","Female","750","640","29760","24250"
"Leaver CS","2022","East Wales","Wales","Male","800","750","34160","28850"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Female","180","150","26130","26240"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Male","240","230","28370","26930"
"Leaver CS","2022","Eastern Scotland","Scotland","Female","830","730","32530","27570"
"Leaver CS","2022","Eastern Scotland","Scotland","Male","810","750","35150","30450"
"Leaver CS","2022","Essex","East of England","Female","350","300","30190","29290"
"Leaver CS","2022","Essex","East of England","Male","280","250","30470","28980"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Female","1200","1070","32430","27570"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Male","1410","1350","35210","32920"
"Leaver CS","2022","Greater Manchester","North West (England)","Female","830","730","29600","26000"
"Leaver CS","2022","Greater Manchester","North West (England)","Male","780","720","32670","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Female","720","610","28350","26470"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Male","810","730","32100","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Female","220","190","26380","25100"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Male","250","240","27250","26320"
"Leaver CS","2022","Highlands and Islands","Scotland","Female","100","90","26200","23780"
"Leaver CS","2022","Highlands and Islands","Scotland","Male","90","90","29540","27570"
"Leaver CS","2022","Inner London - East","London","Female","1580","1460","41980","34870"
"Leaver CS","2022","Inner London - East","London","Male","1030","990","46820","40070"
"Leaver CS","2022","Inner London - West","London","Female","2590","2190","42090","36660"
"Leaver CS","2022","Inner London - West","London","Male","2340","2030","46810","41750"
"Leaver CS","2022","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent","South East (England)","Female","410","360","30050","27370"
"Leaver CS","2022","Kent","South East (England)","Male","390","370","32110","27990"
"Leaver CS","2022","Lancashire","North West (England)","Female","640","530","26550","21260"
"Leaver CS","2022","Lancashire","North West (England)","Male","500","460","26500","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Female","550","480","26860","21480"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Male","370","350","29450","26670"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Female","130","120","26670","26670"
"Leaver CS","2022","Lincolnshire","East Midlands (England)","Male","160","150","30370","27570"
"Leaver CS","2022","Merseyside","North West (England)","Female","810","660","27790","25040"
"Leaver CS","2022","Merseyside","North West (England)","Male","540","480","29040","25040"
"Leaver CS","2022","North Eastern Scotland","Scotland","Female","70","60","30360","27570"
"Leaver CS","2022","North Eastern Scotland","Scotland","Male","90","80","34330","27940"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Female","200","170","29780","26670"
"Leaver CS","2022","North Yorkshire","Yorkshire and The Humber","Male","210","200","33530","29200"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Female","110","100","27510","22580"
"Leaver CS","2022","Northern Ireland","Northern Ireland","Male","140","130","28300","23500"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Female","1140","920","28110","22080"
"Leaver CS","2022","Northumberland, and Tyne and Wear","North East (England)","Male","710","640","28600","21260"
"Leaver CS","2022","Outer London - East and North East","London","Female","230","210","29860","31060"
"Leaver CS","2022","Outer London - East and North East","London","Male","180","170","30160","31060"
"Leaver CS","2022","Outer London - South","London","Female","430","390","33230","30600"
"Leaver CS","2022","Outer London - South","London","Male","350","330","36790","31060"
"Leaver CS","2022","Outer London - West and North West","London","Female","500","450","31590","31060"
"Leaver CS","2022","Outer London - West and North West","London","Male","410","360","32900","31060"
"Leaver CS","2022","Overseas","Overseas","Female","60","60","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","Male","80","70","52240","46600"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Female","420","360","27690","26470"
"Leaver CS","2022","Shropshire and Staffordshire","West Midlands (England)","Male","360","340","29800","27570"
