"Status","Year","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","London","380","370","47750","41760"
"In post","2021","Analysis","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","North West (England)","250","240","39040","38630"
"In post","2021","Analysis","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury","London","150","150","53930","52840"
"In post","2021","Analysis","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","London","90","80","43990","40640"
"In post","2021","Analysis","Ministry of Defence","South East (England)","390","370","40430","37360"
"In post","2021","Analysis","Ministry of Defence","South West (England)","170","160","38420","37320"
"In post","2021","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","London","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","London","360","350","46630","41040"
"In post","2021","Analysis","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","London","40","40","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","South West (England)","90","90","39150","32010"
"In post","2021","Analysis","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","London","60","60","54980","52000"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","London","230","220","40680","32540"
"In post","2021","Analysis","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","South East (England)","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Wales","1020","980","36210","36030"
"In post","2021","Analysis","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","East of England","70","60","57360","54800"
"In post","2021","Commercial","Cabinet Office","London","770","760","75440","67440"
"In post","2021","Commercial","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","North West (England)","190","190","61760","55870"
"In post","2021","Commercial","Cabinet Office","Scotland","40","40","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","South East (England)","70","60","67440","65640"
"In post","2021","Commercial","Cabinet Office","South West (England)","80","80","73540","64500"
"In post","2021","Commercial","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Commercial","Cabinet Office","Yorkshire and The Humber","110","100","64390","62210"
"In post","2021","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","180","170","43100","40140"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","North East (England)","30","30","[c]","[c]"
"In post","2021","Commercial","Department for Education","North West (England)","60","60","38230","36780"
"In post","2021","Commercial","Department for Education","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Commercial","Department for Education","Yorkshire and The Humber","60","50","38800","38000"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","40","40","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","40","40","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","Wales","160","150","33080","31040"
"In post","2021","Commercial","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","London","130","130","53670","45010"
"In post","2021","Commercial","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","Yorkshire and The Humber","90","80","41630","36820"
"In post","2021","Commercial","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Scotland","80","70","38960","39630"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","South East (England)","100","90","39830","33990"
"In post","2021","Commercial","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","North West (England)","100","100","35680","31810"
"In post","2021","Commercial","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Commercial","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","East of England","140","140","34700","33300"
"In post","2021","Commercial","Ministry of Defence","London","160","160","38400","34640"
"In post","2021","Commercial","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","North West (England)","60","50","31720","26670"
"In post","2021","Commercial","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Scotland","170","160","34780","33300"
"In post","2021","Commercial","Ministry of Defence","South East (England)","390","380","32870","33300"
"In post","2021","Commercial","Ministry of Defence","South West (England)","950","910","39380","36460"
"In post","2021","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","Wales","40","40","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","West Midlands (England)","80","80","33520","33300"
"In post","2021","Commercial","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","East Midlands (England)","70","70","42150","38510"
"In post","2021","Commercial","Ministry of Justice","East of England","70","70","47170","45830"
"In post","2021","Commercial","Ministry of Justice","London","360","350","46950","43930"
"In post","2021","Commercial","Ministry of Justice","North East (England)","50","50","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","North West (England)","100","90","46210","42630"
"In post","2021","Commercial","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","South East (England)","60","60","46000","46550"
"In post","2021","Commercial","Ministry of Justice","South West (England)","50","50","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Justice","West Midlands (England)","130","120","36420","31180"
"In post","2021","Commercial","Ministry of Justice","Yorkshire and The Humber","140","140","39980","37000"
"In post","2021","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","East of England","90","80","34770","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","North West (England)","190","180","33650","34800"
"In post","2021","Commercial","Other Cabinet Office Agencies","Wales","70","60","31160","28540"
"In post","2021","Commercial","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Scottish Government","Scotland","100","100","31960","25870"
"In post","2021","Commercial","The National Archives","London","40","40","[c]","[c]"
"In post","2021","Commercial","UK Export Finance","London","190","190","53960","49790"
"In post","2021","Commercial","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","London","70","70","44370","39750"
"In post","2021","Communications","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","London","320","320","47710","42990"
"In post","2021","Communications","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","London","40","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","London","140","130","48200","45190"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","South West (England)","40","30","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","Wales","50","40","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","London","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","London","160","150","43480","41460"
"In post","2021","Communications","Department for Education","North East (England)","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education","North West (England)","50","50","30690","29360"
"In post","2021","Communications","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","London","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","North West (England)","80","70","29570","26520"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","South East (England)","30","30","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs","South West (England)","40","40","[c]","[c]"
