"Status","Year","Disability","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","2680","2070","29160","26120"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","1830","1570","34870","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Female","250","220","30800","26890"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Male","280","260","32290","27570"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Female","180","160","31740","27570"
"Leaver CS","2021","Undeclared","Undeclared","Male","260","230","35200","32450"
"Leaver CS","2021","Undeclared","Unknown","Female","370","290","32940","31280"
"Leaver CS","2021","Undeclared","Unknown","Male","370","330","37850","32030"
"Leaver CS","2021","Unknown","Heterosexual / straight","Female","340","310","34050","29270"
"Leaver CS","2021","Unknown","Heterosexual / straight","Male","370","350","36800","33190"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Female","90","80","31200","24620"
"Leaver CS","2021","Unknown","Undeclared","Male","120","110","32610","29940"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","3390","2970","30910","26470"
"Leaver CS","2021","Unknown","Unknown","Male","3170","2940","33330","27570"
"Leaver CS","2021","Unknown","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Female","1700","1430","29710","27570"
"Leaver CS","2022","Declared disabled","Heterosexual / straight","Male","1240","1130","31030","27570"
"Leaver CS","2022","Declared disabled","LGBO","Female","240","230","28120","27570"
"Leaver CS","2022","Declared disabled","LGBO","Male","200","190","33240","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Female","250","190","27790","26780"
"Leaver CS","2022","Declared disabled","Undeclared","Male","190","170","32970","27570"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","360","270","29440","26240"
"Leaver CS","2022","Declared disabled","Unknown","Male","300","250","33700","30010"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Female","10020","8850","32300","27570"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Male","8690","8200","35150","29290"
"Leaver CS","2022","Declared non-disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","LGBO","Female","630","590","30670","27570"
"Leaver CS","2022","Declared non-disabled","LGBO","Male","580","560","33550","27570"
"Leaver CS","2022","Declared non-disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Female","1010","840","30890","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","Male","760","690","35930","30780"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","2570","1980","30040","26400"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","1970","1690","35900","29200"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Female","460","400","29760","27130"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Male","470","440","30440","27570"
"Leaver CS","2022","Undeclared","LGBO","Female","70","60","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Female","260","230","33550","27880"
"Leaver CS","2022","Undeclared","Undeclared","Male","410","380","36890","34370"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","230","180","30820","27570"
"Leaver CS","2022","Undeclared","Unknown","Male","300","240","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Female","720","600","35620","31530"
"Leaver CS","2022","Unknown","Heterosexual / straight","Male","830","740","37220","33350"
"Leaver CS","2022","Unknown","LGBO","Female","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Female","370","140","39800","36330"
"Leaver CS","2022","Unknown","Undeclared","Male","340","160","39300","36030"
"Leaver CS","2022","Unknown","Unknown","Female","4490","4050","32000","27230"
"Leaver CS","2022","Unknown","Unknown","Male","4430","4190","34300","28750"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Female","370","360","35230","32000"
"Leaver Dept.","2021","Declared disabled","Heterosexual / straight","Male","280","280","36150","32360"
"Leaver Dept.","2021","Declared disabled","LGBO","Female","60","50","34670","31420"
"Leaver Dept.","2021","Declared disabled","LGBO","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","80","70","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","70","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Female","2800","2690","37130","32000"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Male","2020","1980","38600","33300"
"Leaver Dept.","2021","Declared non-disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Female","180","180","36270","33510"
"Leaver Dept.","2021","Declared non-disabled","LGBO","Male","230","230","37170","32120"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Female","210","200","40620","35180"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Male","160","150","38700","33870"
"Leaver Dept.","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","760","650","37770","31060"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","580","510","37550","31990"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Female","140","130","36360","32440"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Male","90","90","35410","32830"
"Leaver Dept.","2021","Undeclared","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Female","90","80","40080","38260"
"Leaver Dept.","2021","Undeclared","Undeclared","Male","90","90","39550","36760"
"Leaver Dept.","2021","Undeclared","Unknown","Female","80","70","39020","36970"
"Leaver Dept.","2021","Undeclared","Unknown","Male","90","80","37270","34700"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Female","150","150","40710","36740"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Male","130","130","43060","37840"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","1590","1420","36790","32120"
"Leaver Dept.","2021","Unknown","Unknown","Male","1450","1320","37970","33120"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Female","780","730","35670","31880"
"Leaver Dept.","2022","Declared disabled","Heterosexual / straight","Male","470","450","36610","30820"
"Leaver Dept.","2022","Declared disabled","LGBO","Female","140","130","32760","28880"
"Leaver Dept.","2022","Declared disabled","LGBO","Male","120","110","34170","29290"
"Leaver Dept.","2022","Declared disabled","Undeclared","Female","90","80","35580","32160"
"Leaver Dept.","2022","Declared disabled","Undeclared","Male","80","70","35080","32160"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","100","80","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","80","70","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Female","6890","6480","36990","32000"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Male","4290","4180","39330","33300"
"Leaver Dept.","2022","Declared non-disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Female","390","370","36990","33210"
"Leaver Dept.","2022","Declared non-disabled","LGBO","Male","480","460","38950","33930"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Female","560","510","37780","32330"
"Leaver Dept.","2022","Declared non-disabled","Undeclared","Male","360","340","39610","33600"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Female","810","670","39370","31990"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Male","640","560","39610","32440"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Female","230","220","33660","29540"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Male","160","150","35640","32170"
"Leaver Dept.","2022","Undeclared","LGBO","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Female","140","140","38060","34550"
"Leaver Dept.","2022","Undeclared","Undeclared","Male","180","170","38690","35310"
"Leaver Dept.","2022","Undeclared","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Female","750","580","41600","36740"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Male","440","370","44940","38440"
"Leaver Dept.","2022","Unknown","LGBO","Female","50","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Female","750","180","45430","40560"
"Leaver Dept.","2022","Unknown","Undeclared","Male","570","130","51240","40940"
"Leaver Dept.","2022","Unknown","Unknown","Female","2190","2040","39740","32830"
"Leaver Dept.","2022","Unknown","Unknown","Male","1730","1660","41660","34550"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Heterosexual / straight","Female","1800","1720","27850","27570"
"New entrant CS","2021","Declared disabled","Heterosexual / straight","Male","1150","1140","28330","27570"
"New entrant CS","2021","Declared disabled","LGBO","Female","390","380","27650","27570"
"New entrant CS","2021","Declared disabled","LGBO","Male","300","300","27460","27570"
"New entrant CS","2021","Declared disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Undeclared","Female","150","150","27470","27570"
"New entrant CS","2021","Declared disabled","Undeclared","Male","110","110","29880","27570"
"New entrant CS","2021","Declared disabled","Unknown","Female","60","60","27870","26510"
"New entrant CS","2021","Declared disabled","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Heterosexual / straight","Female","14800","14240","28460","27570"
"New entrant CS","2021","Declared non-disabled","Heterosexual / straight","Male","11300","11180","29820","27570"
"New entrant CS","2021","Declared non-disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","LGBO","Female","1120","1110","27650","27570"
"New entrant CS","2021","Declared non-disabled","LGBO","Male","1150","1140","28970","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Female","850","820","29510","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Male","570","560","32150","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","320","300","30810","28120"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","310","300","31790","27540"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Female","610","580","29990","27570"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Male","410","400","29660","27570"
"New entrant CS","2021","Undeclared","LGBO","Female","90","90","27520","27570"
"New entrant CS","2021","Undeclared","LGBO","Male","70","70","27350","27570"
"New entrant CS","2021","Undeclared","Undeclared","Female","250","230","32690","29290"
"New entrant CS","2021","Undeclared","Undeclared","Male","260","250","34310","28030"
"New entrant CS","2021","Undeclared","Unknown","Female","110","100","36380","31370"
"New entrant CS","2021","Undeclared","Unknown","Male","110","110","39200","34710"
"New entrant CS","2021","Unknown","Heterosexual / straight","Female","2060","1990","31880","28840"
"New entrant CS","2021","Unknown","Heterosexual / straight","Male","1620","1610","34630","32540"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Female","180","180","29560","27680"
"New entrant CS","2021","Unknown","LGBO","Male","160","160","32230","28840"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","200","190","30880","27200"
"New entrant CS","2021","Unknown","Undeclared","Male","150","150","33360","29040"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","8680","8380","28710","25560"
"New entrant CS","2021","Unknown","Unknown","Male","7740","7630","30000","25560"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Female","2350","2220","29150","27570"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Male","1450","1410","29120","26590"
"New entrant CS","2022","Declared disabled","LGBO","Female","540","530","27520","26120"
"New entrant CS","2022","Declared disabled","LGBO","Male","340","340","28910","27570"
"New entrant CS","2022","Declared disabled","Undeclared","Female","220","200","30750","27850"
"New entrant CS","2022","Declared disabled","Undeclared","Male","160","150","29790","27570"
"New entrant CS","2022","Declared disabled","Unknown","Female","120","110","29060","26250"
"New entrant CS","2022","Declared disabled","Unknown","Male","60","60","31990","27570"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Female","17900","17200","29090","26740"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Male","13110","12930","30660","27570"
"New entrant CS","2022","Declared non-disabled","LGBO","Female","1530","1500","28630","26370"
"New entrant CS","2022","Declared non-disabled","LGBO","Male","1250","1240","30030","27230"
"New entrant CS","2022","Declared non-disabled","Undeclared","Female","940","900","29880","27230"
"New entrant CS","2022","Declared non-disabled","Undeclared","Male","680","660","31580","27570"
"New entrant CS","2022","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Female","820","770","25660","22000"
"New entrant CS","2022","Declared non-disabled","Unknown","Male","680","670","27650","24920"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Female","640","610","28940","27570"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Male","490","480","29850","27570"
"New entrant CS","2022","Undeclared","LGBO","Female","120","120","27100","26030"
"New entrant CS","2022","Undeclared","LGBO","Male","70","70","28210","27570"
"New entrant CS","2022","Undeclared","Undeclared","Female","240","230","31480","28620"
"New entrant CS","2022","Undeclared","Undeclared","Male","270","260","33400","30000"
"New entrant CS","2022","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","Female","1990","1890","31740","28200"
"New entrant CS","2022","Unknown","Heterosexual / straight","Male","1630","1590","33120","29360"
"New entrant CS","2022","Unknown","LGBO","Female","210","200","29970","27820"
"New entrant CS","2022","Unknown","LGBO","Male","170","160","31590","27570"
"New entrant CS","2022","Unknown","Undeclared","Female","500","330","34720","32260"
"New entrant CS","2022","Unknown","Undeclared","Male","360","230","36110","32790"
"New entrant CS","2022","Unknown","Unknown","Female","11300","10730","28440","25740"
"New entrant CS","2022","Unknown","Unknown","Male","9240","8970","29920","26590"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
