"Status","Year","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Policy","19710","19130","48170","45250"
"In post","2021","Declared non-disabled","Project Delivery","11460","11120","42740","39450"
"In post","2021","Declared non-disabled","Property","4820","4620","37220","33300"
"In post","2021","Declared non-disabled","Psychology","1010","970","35980","31180"
"In post","2021","Declared non-disabled","Science and Engineering","9570","9190","38710","37320"
"In post","2021","Declared non-disabled","Security","5230","5120","31180","26750"
"In post","2021","Declared non-disabled","Social Research","740","700","45100","43870"
"In post","2021","Declared non-disabled","Statistics","1350","1300","44390","40680"
"In post","2021","Declared non-disabled","Tax","9750","9180","35690","31810"
"In post","2021","Declared non-disabled","Unknown","84410","76660","30390","27570"
"In post","2021","Declared non-disabled","Veterinarian","340","320","46140","45430"
"In post","2021","Undeclared","Commercial","350","340","42530","40270"
"In post","2021","Undeclared","Communications","200","190","41960","38630"
"In post","2021","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","70","70","37480","33730"
"In post","2021","Undeclared","Digital, Data and Technology","720","700","41110","38560"
"In post","2021","Undeclared","Economics","120","120","44730","37090"
"In post","2021","Undeclared","Finance","520","500","39760","36500"
"In post","2021","Undeclared","Human Resources","410","390","38420","34710"
"In post","2021","Undeclared","Intelligence Analysis","290","270","34080","31810"
"In post","2021","Undeclared","Internal Audit","60","60","49490","49400"
"In post","2021","Undeclared","International Trade","50","50","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","170","160","38440","35390"
"In post","2021","Undeclared","Legal","530","500","45550","40820"
"In post","2021","Undeclared","Medicine","130","110","62810","51390"
"In post","2021","Undeclared","Operational Delivery","12750","11640","29620","28130"
"In post","2021","Undeclared","Operational Research","100","100","45340","46080"
"In post","2021","Undeclared","Other","1350","1290","29960","26670"
"In post","2021","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","1650","1620","46010","42100"
"In post","2021","Undeclared","Project Delivery","930","910","42020","40000"
"In post","2021","Undeclared","Property","540","510","37040","33300"
"In post","2021","Undeclared","Psychology","140","130","37360","31180"
"In post","2021","Undeclared","Science and Engineering","1050","1010","39050","37380"
"In post","2021","Undeclared","Security","680","670","34410","34890"
"In post","2021","Undeclared","Social Research","40","40","[c]","[c]"
"In post","2021","Undeclared","Statistics","90","90","43030","41760"
"In post","2021","Undeclared","Tax","860","810","38080","32520"
"In post","2021","Undeclared","Unknown","4860","4540","29520","27570"
"In post","2021","Undeclared","Veterinarian","50","50","46130","37910"
"In post","2021","Unknown","Commercial","980","950","38620","36140"
"In post","2021","Unknown","Communications","960","930","41820","38600"
"In post","2021","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","140","130","40870","35070"
"In post","2021","Unknown","Digital, Data and Technology","3160","3100","40850","37790"
"In post","2021","Unknown","Economics","540","530","42690","36030"
"In post","2021","Unknown","Finance","1420","1350","38210","33590"
"In post","2021","Unknown","Human Resources","1170","1110","34960","31180"
"In post","2021","Unknown","Inspector of Education and Training","80","70","58960","51360"
"In post","2021","Unknown","Intelligence Analysis","410","400","44130","40650"
"In post","2021","Unknown","Internal Audit","50","40","[c]","[c]"
"In post","2021","Unknown","International Trade","540","540","45700","38630"
"In post","2021","Unknown","Knowledge and Information Management","350","320","38900","36330"
"In post","2021","Unknown","Legal","2490","2360","43760","39800"
"In post","2021","Unknown","Medicine","700","630","59780","43610"
"In post","2021","Unknown","Operational Delivery","32930","30630","27510","24880"
"In post","2021","Unknown","Operational Research","170","160","42640","38630"
"In post","2021","Unknown","Other","5340","5180","34450","31320"
"In post","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","60","60","56520","58810"
"In post","2021","Unknown","Policy","5270","5160","46040","40650"
"In post","2021","Unknown","Project Delivery","2150","2090","42450","38630"
"In post","2021","Unknown","Property","1040","1000","32620","30000"
"In post","2021","Unknown","Psychology","150","140","34220","30930"
"In post","2021","Unknown","Science and Engineering","2340","2240","39790","37480"
"In post","2021","Unknown","Security","1800","1770","31160","28750"
"In post","2021","Unknown","Social Research","270","260","36190","36030"
"In post","2021","Unknown","Statistics","420","410","39740","37020"
"In post","2021","Unknown","Tax","5820","5550","28270","25560"
"In post","2021","Unknown","Unknown","13880","13420","37380","30650"
"In post","2021","Unknown","Veterinarian","40","30","[c]","[c]"
"In post","2022","Declared disabled","Commercial","590","570","38240","36510"
"In post","2022","Declared disabled","Communications","320","310","38830","35480"
"In post","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","990","880","28350","27570"
"In post","2022","Declared disabled","Digital, Data and Technology","1740","1670","40060","36500"
"In post","2022","Declared disabled","Economics","120","110","46830","40050"
"In post","2022","Declared disabled","Finance","1120","1060","38440","33900"
"In post","2022","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","1260","1200","39840","35310"
"In post","2022","Declared disabled","Inspector of Education and Training","70","70","63630","64500"
"In post","2022","Declared disabled","Intelligence Analysis","300","280","33310","30820"
"In post","2022","Declared disabled","Internal Audit","90","90","44680","40580"
"In post","2022","Declared disabled","International Trade","130","130","47380","43820"
"In post","2022","Declared disabled","Knowledge and Information Management","300","290","35030","32520"
"In post","2022","Declared disabled","Legal","1050","970","49230","50500"
"In post","2022","Declared disabled","Medicine","120","110","57240","45840"
"In post","2022","Declared disabled","Operational Delivery","31330","28080","27900","27570"
"In post","2022","Declared disabled","Operational Research","90","80","43730","41750"
"In post","2022","Declared disabled","Other","3330","3080","28410","26930"
"In post","2022","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","3090","2990","45120","40220"
"In post","2022","Declared disabled","Project Delivery","1510","1430","40880","38600"
"In post","2022","Declared disabled","Property","600","570","37210","33300"
"In post","2022","Declared disabled","Psychology","120","120","32490","29750"
"In post","2022","Declared disabled","Science and Engineering","1020","970","36780","34310"
"In post","2022","Declared disabled","Security","700","680","32630","30320"
"In post","2022","Declared disabled","Social Research","130","120","40780","38340"
"In post","2022","Declared disabled","Statistics","240","230","42440","38340"
"In post","2022","Declared disabled","Tax","1570","1460","36520","33370"
"In post","2022","Declared disabled","Unknown","2580","2490","39710","34550"
"In post","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Commercial","4000","3850","40150","37380"
"In post","2022","Declared non-disabled","Communications","2630","2530","42750","39580"
"In post","2022","Declared non-disabled","Corporate Finance","120","120","49230","45830"
"In post","2022","Declared non-disabled","Counter Fraud","4940","4450","29090","27570"
"In post","2022","Declared non-disabled","Digital, Data and Technology","13000","12640","42430","39040"
"In post","2022","Declared non-disabled","Economics","1400","1360","49100","51140"
"In post","2022","Declared non-disabled","Finance","8590","8250","40950","36650"
"In post","2022","Declared non-disabled","Geography","300","280","31810","33290"
"In post","2022","Declared non-disabled","Human Resources","6430","6100","39410","35200"
"In post","2022","Declared non-disabled","Inspector of Education and Training","800","780","66350","70500"
"In post","2022","Declared non-disabled","Intelligence Analysis","2310","2210","33640","30810"
"In post","2022","Declared non-disabled","Internal Audit","580","550","46050","43300"
"In post","2022","Declared non-disabled","International Trade","870","860","48050","47980"
"In post","2022","Declared non-disabled","Knowledge and Information Management","1660","1590","35420","32640"
"In post","2022","Declared non-disabled","Legal","8560","7990","50140","51250"
"In post","2022","Declared non-disabled","Medicine","1540","1370","53610","41900"
"In post","2022","Declared non-disabled","Operational Delivery","167780","153380","28760","27380"
"In post","2022","Declared non-disabled","Operational Research","880","850","45490","47010"
"In post","2022","Declared non-disabled","Other","19660","18590","30410","26950"
"In post","2022","Declared non-disabled","Planning","170","170","45980","41560"
"In post","2022","Declared non-disabled","Planning Inspectors","270","240","56300","58810"
"In post","2022","Declared non-disabled","Policy","22410","21720","48130","45310"
"In post","2022","Declared non-disabled","Project Delivery","11480","11020","43710","40520"
"In post","2022","Declared non-disabled","Property","5230","5000","38840","34110"
"In post","2022","Declared non-disabled","Psychology","1120","1070","36390","31180"
"In post","2022","Declared non-disabled","Science and Engineering","10460","10090","39180","38070"
"In post","2022","Declared non-disabled","Security","5920","5790","32270","28990"
"In post","2022","Declared non-disabled","Social Research","830","790","44270","40520"
"In post","2022","Declared non-disabled","Statistics","1610","1550","45000","40680"
"In post","2022","Declared non-disabled","Tax","11590","11020","36710","33370"
"In post","2022","Declared non-disabled","Unknown","17230","16700","42620","36390"
"In post","2022","Declared non-disabled","Veterinarian","310","300","44570","41510"
"In post","2022","Undeclared","Commercial","340","330","42180","40000"
"In post","2022","Undeclared","Communications","160","160","40820","38370"
"In post","2022","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","330","310","29760","27570"
"In post","2022","Undeclared","Digital, Data and Technology","1090","1070","41220","38410"
"In post","2022","Undeclared","Economics","100","90","45980","40350"
"In post","2022","Undeclared","Finance","670","640","40170","36050"
"In post","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","490","470","38050","34960"
"In post","2022","Undeclared","Intelligence Analysis","280","260","34580","32000"
"In post","2022","Undeclared","Internal Audit","60","50","51670","49750"
"In post","2022","Undeclared","International Trade","50","40","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","150","150","35910","31990"
"In post","2022","Undeclared","Legal","550","520","46870","43240"
"In post","2022","Undeclared","Medicine","100","90","51920","39780"
"In post","2022","Undeclared","Operational Delivery","14910","13610","29290","27570"
"In post","2022","Undeclared","Operational Research","40","40","[c]","[c]"
"In post","2022","Undeclared","Other","1670","1590","28450","26670"
"In post","2022","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","1700","1660","46660","42470"
"In post","2022","Undeclared","Project Delivery","770","740","43610","40580"
"In post","2022","Undeclared","Property","540","510","38590","34490"
"In post","2022","Undeclared","Psychology","130","120","37050","31180"
"In post","2022","Undeclared","Science and Engineering","660","640","38050","35910"
"In post","2022","Undeclared","Security","780","760","34560","34910"
"In post","2022","Undeclared","Social Research","40","40","[c]","[c]"
"In post","2022","Undeclared","Statistics","70","70","44650","42430"
"In post","2022","Undeclared","Tax","930","880","39660","33440"
"In post","2022","Undeclared","Unknown","790","770","41190","36130"
"In post","2022","Undeclared","Veterinarian","40","40","[c]","[c]"
"In post","2022","Unknown","Commercial","1270","1230","39290","36820"
"In post","2022","Unknown","Communications","1060","1040","42930","38870"
"In post","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","320","300","33410","27570"
"In post","2022","Unknown","Digital, Data and Technology","4170","4110","42200","38480"
"In post","2022","Unknown","Economics","480","470","43390","36650"
"In post","2022","Unknown","Finance","1950","1890","39520","36500"
"In post","2022","Unknown","Geography","140","130","30470","29290"
"In post","2022","Unknown","Human Resources","1420","1370","36340","32600"
"In post","2022","Unknown","Inspector of Education and Training","70","60","59760","51360"
"In post","2022","Unknown","Intelligence Analysis","360","350","35360","33000"
"In post","2022","Unknown","Internal Audit","50","40","[c]","[c]"
"In post","2022","Unknown","International Trade","590","580","46040","40520"
"In post","2022","Unknown","Knowledge and Information Management","260","250","36740","33210"
"In post","2022","Unknown","Legal","2520","2400","44870","40910"
"In post","2022","Unknown","Medicine","750","670","60320","46440"
"In post","2022","Unknown","Operational Delivery","40980","38320","28880","26350"
"In post","2022","Unknown","Operational Research","120","120","41610","37260"
"In post","2022","Unknown","Other","5720","5550","34290","31060"
"In post","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Planning Inspectors","70","60","56070","58810"
"In post","2022","Unknown","Policy","5760","5640","45590","41750"
"In post","2022","Unknown","Project Delivery","2130","2070","44010","40520"
"In post","2022","Unknown","Property","1230","1190","34580","31090"
"In post","2022","Unknown","Psychology","160","150","32780","29750"
"In post","2022","Unknown","Science and Engineering","1810","1730","41250","40200"
"In post","2022","Unknown","Security","1880","1850","31980","28890"
"In post","2022","Unknown","Social Research","330","320","38480","38340"
"In post","2022","Unknown","Statistics","470","460","39970","38250"
"In post","2022","Unknown","Tax","5520","5260","30860","26820"
"In post","2022","Unknown","Unknown","11630","11300","41240","33250"
"In post","2022","Unknown","Veterinarian","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","840","730","26630","22230"
"Leaver CS","2021","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","160","150","28340","26430"
"Leaver CS","2021","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","60","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","60","60","28440","26570"
"Leaver CS","2021","Declared disabled","Security","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","1480","1200","27420","26890"
"Leaver CS","2021","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","120","110","42450","38990"
"Leaver CS","2021","Declared non-disabled","Communications","130","120","37630","33300"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","230","220","43420","38790"
"Leaver CS","2021","Declared non-disabled","Economics","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","170","160","43450","40300"
"Leaver CS","2021","Declared non-disabled","Human Resources","180","170","38600","33940"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","60","60","68170","75500"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","80","70","35700","32650"
"Leaver CS","2021","Declared non-disabled","Legal","280","230","54390","54400"
"Leaver CS","2021","Declared non-disabled","Medicine","150","130","53130","38690"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","4480","3950","28250","23500"
"Leaver CS","2021","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","750","710","29780","26670"
"Leaver CS","2021","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","430","410","48890","41970"
"Leaver CS","2021","Declared non-disabled","Project Delivery","290","280","43120","39380"
"Leaver CS","2021","Declared non-disabled","Property","250","220","34370","31070"
"Leaver CS","2021","Declared non-disabled","Psychology","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","470","450","32900","30090"
"Leaver CS","2021","Declared non-disabled","Security","220","200","30880","27050"
"Leaver CS","2021","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","6890","5720","29210","26120"
"Leaver CS","2021","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","660","560","28910","24890"
"Leaver CS","2021","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","80","70","27590","21890"
"Leaver CS","2021","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","80","70","32300","34530"
"Leaver CS","2021","Undeclared","Security","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","630","550","30710","27570"
"Leaver CS","2021","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","80","80","35610","33120"
"Leaver CS","2021","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","170","160","41740","38220"
"Leaver CS","2021","Unknown","Economics","50","50","27080","19130"
"Leaver CS","2021","Unknown","Finance","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","70","70","37960","30330"
"Leaver CS","2021","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","90","80","51980","55000"
"Leaver CS","2021","Unknown","Medicine","80","70","52490","38570"
"Leaver CS","2021","Unknown","Operational Delivery","2280","2130","27410","22680"
"Leaver CS","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","490","470","32210","29930"
"Leaver CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","300","290","40980","34730"
"Leaver CS","2021","Unknown","Project Delivery","80","80","34890","36030"
"Leaver CS","2021","Unknown","Property","120","100","27640","24500"
"Leaver CS","2021","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","190","170","33810","28660"
"Leaver CS","2021","Unknown","Security","110","110","28090","24860"
"Leaver CS","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","3260","2780","33600","27570"
"Leaver CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data and Technology","110","100","38360","34110"
"Leaver CS","2022","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","60","50","37900","33300"
"Leaver CS","2022","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","70","60","35910","32730"
"Leaver CS","2022","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Operational Delivery","2450","2110","26850","26130"
"Leaver CS","2022","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other","290","250","26290","22330"
"Leaver CS","2022","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Policy","130","120","42470","37410"
"Leaver CS","2022","Declared disabled","Project Delivery","90","80","40510","38070"
"Leaver CS","2022","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Science and Engineering","120","110","38910","36330"
"Leaver CS","2022","Declared disabled","Security","60","60","32990","31180"
"Leaver CS","2022","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","770","630","32080","27570"
"Leaver CS","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Commercial","220","200","38830","36870"
"Leaver CS","2022","Declared non-disabled","Communications","200","180","39760","37540"
"Leaver CS","2022","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","210","160","28990","27570"
