"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Operational Delivery","160","150","40400","36780"
"In post","2022","Declared disabled","Department for Education","Policy","330","310","43410","40230"
"In post","2022","Declared disabled","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Property","50","40","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","90","90","41330","40340"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Finance","50","50","40330","36970"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Human Resources","60","50","42430","38300"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","470","430","26570","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Policy","450","430","40870","36000"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Property","60","50","36540","35900"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","120","110","30620","28270"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","International Trade","110","110","47560","51710"
"In post","2022","Declared disabled","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","90","90","32200","30190"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Policy","210","210","42960","38160"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Commercial","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Digital, Data and Technology","80","80","38140","36290"
"In post","2022","Declared disabled","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Finance","40","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Human Resources","50","40","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Operational Delivery","910","770","24640","21840"
"In post","2022","Declared disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Policy","110","110","43560","42470"
"In post","2022","Declared disabled","Department for Transport","Project Delivery","40","40","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Unknown","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Commercial","80","70","32660","31990"
"In post","2022","Declared disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Counter Fraud","910","810","27820","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Digital, Data and Technology","400","380","39420","33850"
"In post","2022","Declared disabled","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Finance","150","130","35340","32110"
"In post","2022","Declared disabled","Department for Work and Pensions","Human Resources","160","150","37000","32000"
"In post","2022","Declared disabled","Department for Work and Pensions","Knowledge and Information Management","70","60","34680","31990"
"In post","2022","Declared disabled","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Operational Delivery","12300","10750","26430","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Other","1360","1210","26370","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Policy","170","160","45910","40420"
"In post","2022","Declared disabled","Department for Work and Pensions","Project Delivery","260","230","34040","31990"
"In post","2022","Declared disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Security","70","60","35050","31990"
"In post","2022","Declared disabled","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","70","60","34070","27570"
"In post","2022","Declared disabled","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Finance","30","30","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Human Resources","50","50","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Operational Delivery","200","190","38650","32330"
"In post","2022","Declared disabled","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Policy","70","70","48630","37500"
"In post","2022","Declared disabled","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Science and Engineering","130","120","35980","32330"
"In post","2022","Declared disabled","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Human Resources","50","40","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Operational Delivery","90","80","33610","28250"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Policy","360","350","47390","41450"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Project Delivery","50","50","42280","38600"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Security","30","30","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Digital, Data and Technology","50","50","36970","38450"
"In post","2022","Declared disabled","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Operational Delivery","540","480","27980","27130"
"In post","2022","Declared disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Digital, Data and Technology","180","170","41330","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Finance","100","100","40170","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Human Resources","100","100","43280","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Legal","270","250","35440","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","3040","2650","27000","22080"
"In post","2022","Declared disabled","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Other","60","50","37570","35980"
"In post","2022","Declared disabled","HM Revenue and Customs","Policy","130","120","52040","55210"
"In post","2022","Declared disabled","HM Revenue and Customs","Project Delivery","250","240","44260","40520"
"In post","2022","Declared disabled","HM Revenue and Customs","Property","190","170","37340","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Statistics","40","40","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Tax","1570","1460","36510","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","350","340","35550","33080"
"In post","2022","Declared disabled","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Internal Audit","40","30","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Policy","160","150","47940","52500"
"In post","2022","Declared disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Digital, Data and Technology","110","110","53480","52050"
"In post","2022","Declared disabled","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Human Resources","90","90","43380","37460"
"In post","2022","Declared disabled","Home Office","Intelligence Analysis","120","110","30260","28760"
"In post","2022","Declared disabled","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Operational Delivery","2110","1920","27980","25630"
"In post","2022","Declared disabled","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Other","170","160","33990","30820"
"In post","2022","Declared disabled","Home Office","Policy","170","170","48620","42320"
"In post","2022","Declared disabled","Home Office","Project Delivery","130","120","43730","41140"
"In post","2022","Declared disabled","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Commercial","200","190","38390","37400"
"In post","2022","Declared disabled","Ministry of Defence","Communications","60","60","34930","33140"
"In post","2022","Declared disabled","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","280","270","34500","33300"
"In post","2022","Declared disabled","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Finance","410","390","35560","33300"
"In post","2022","Declared disabled","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Human Resources","250","230","33260","29240"
"In post","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","80","80","36600","33630"
"In post","2022","Declared disabled","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","120","110","31190","29260"
"In post","2022","Declared disabled","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Medicine","80","70","55080","43980"
"In post","2022","Declared disabled","Ministry of Defence","Operational Delivery","70","70","34400","32710"
"In post","2022","Declared disabled","Ministry of Defence","Operational Research","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Other","1430","1360","26980","22570"
"In post","2022","Declared disabled","Ministry of Defence","Policy","100","100","42050","35500"
"In post","2022","Declared disabled","Ministry of Defence","Project Delivery","530","510","41140","40000"
"In post","2022","Declared disabled","Ministry of Defence","Property","170","160","31800","33300"
"In post","2022","Declared disabled","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Science and Engineering","620","600","37400","37310"
"In post","2022","Declared disabled","Ministry of Defence","Security","430","410","30530","26670"
"In post","2022","Declared disabled","Ministry of Defence","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Commercial","80","80","40960","41750"
"In post","2022","Declared disabled","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Digital, Data and Technology","120","120","44470","41750"
"In post","2022","Declared disabled","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Finance","70","70","41830","36050"
"In post","2022","Declared disabled","Ministry of Justice","Human Resources","170","170","41950","38370"
"In post","2022","Declared disabled","Ministry of Justice","Intelligence Analysis","50","50","29430","27380"
"In post","2022","Declared disabled","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Legal","130","110","43590","43050"
"In post","2022","Declared disabled","Ministry of Justice","Operational Delivery","9260","8590","29090","27030"
"In post","2022","Declared disabled","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Policy","110","110","43460","41750"
"In post","2022","Declared disabled","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Property","40","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Psychology","120","110","32420","29750"
"In post","2022","Declared disabled","Ministry of Justice","Security","90","90","36780","33320"
"In post","2022","Declared disabled","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
