"Status","Year","Profession_of_post","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","30-39","60","60","36480","34800"
"In post","2021","Commercial","East Anglia","40-49","50","50","37680","36750"
"In post","2021","Commercial","East Anglia","50-59","70","70","42650","37670"
"In post","2021","Commercial","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","30-39","40","40","[c]","[c]"
"In post","2021","Commercial","East Wales","40-49","50","50","41340","35040"
"In post","2021","Commercial","East Wales","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","330","330","28840","28410"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","380","360","36920","36140"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","310","300","43110","40580"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","310","300","46440","41930"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","80","70","44270","42080"
"In post","2021","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","20-29","40","40","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","30-39","50","50","37590","36500"
"In post","2021","Commercial","Greater Manchester","40-49","50","50","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","50-59","70","60","42910","41410"
"In post","2021","Commercial","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","20-29","40","40","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","30-39","50","50","35690","34800"
"In post","2021","Commercial","Hampshire and Isle of Wight","40-49","50","40","[c]","[c]"
"In post","2021","Commercial","Hampshire and Isle of Wight","50-59","60","60","40810","40290"
"In post","2021","Commercial","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","20-29","110","110","38970","37310"
"In post","2021","Commercial","Inner London - West","30-39","130","130","48800","43360"
"In post","2021","Commercial","Inner London - West","40-49","140","140","56640","53360"
"In post","2021","Commercial","Inner London - West","50-59","140","140","52830","48020"
"In post","2021","Commercial","Inner London - West","60-64","40","30","[c]","[c]"
"In post","2021","Commercial","Inner London - West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","20-29","30","30","[c]","[c]"
"In post","2021","Commercial","Merseyside","30-39","70","60","33700","34800"
"In post","2021","Commercial","Merseyside","40-49","50","50","36080","35420"
"In post","2021","Commercial","Merseyside","50-59","60","60","39850","35760"
"In post","2021","Commercial","Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","Outer London - South","50-59","50","50","[c]","[c]"
"In post","2021","Commercial","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","50-59","40","30","[c]","[c]"
"In post","2021","Commercial","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","50-59","50","50","35990","34820"
"In post","2021","Commercial","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","40-49","40","40","[c]","[c]"
"In post","2021","Commercial","West Midlands","50-59","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","30-39","50","50","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","40-49","50","50","32650","31620"
"In post","2021","Commercial","West Wales and The Valleys","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","20-29","30","30","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","30-39","50","50","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","40-49","60","60","44160","38170"
"In post","2021","Commercial","West Yorkshire","50-59","40","40","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","50-59","30","30","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","40-49","30","30","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","20-29","40","40","[c]","[c]"
"In post","2021","Communications","East Wales","30-39","90","80","37930","36030"
"In post","2021","Communications","East Wales","40-49","80","80","41930","37410"
"In post","2021","Communications","East Wales","50-59","40","40","[c]","[c]"
"In post","2021","Communications","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","60","60","35970","33520"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","60","50","38120","36970"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","50","50","39600","35480"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","30-39","30","30","[c]","[c]"
"In post","2021","Communications","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","30-39","50","40","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","40-49","50","40","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","50-59","60","60","33070","29840"
"In post","2021","Communications","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","20-29","50","50","[c]","[c]"
"In post","2021","Communications","Inner London - East","30-39","60","60","48880","44280"
"In post","2021","Communications","Inner London - East","40-49","60","50","57470","53850"
"In post","2021","Communications","Inner London - East","50-59","40","40","[c]","[c]"
"In post","2021","Communications","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inner London - West","20-29","530","530","36930","36160"
"In post","2021","Communications","Inner London - West","30-39","600","590","48300","45590"
"In post","2021","Communications","Inner London - West","40-49","400","390","53820","53240"
"In post","2021","Communications","Inner London - West","50-59","220","210","50940","46710"
"In post","2021","Communications","Inner London - West","60-64","30","30","[c]","[c]"
"In post","2021","Communications","Inner London - West","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lancashire","20-29","[c]","[c]","[c]","[c]"
