"Status","Year","Region_ITL2","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","South East (England)","130","130","35840","34260"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","190","190","40770","36970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","South East (England)","120","110","47060","51860"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","South East (England)","1150","1050","28280","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","South East (England)","90","90","27700","26780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","South East (England)","770","740","38770","34760"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","280","270","31540","27060"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","South East (England)","320","290","24610","21530"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","South East (England)","2280","2180","30730","30400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","South East (England)","450","420","31240","29570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office (incl. agencies)","South East (England)","80","70","28450","25630"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Met Office","South East (England)","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","South East (England)","2660","2590","32580","28750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","South East (England)","110","110","39480","39570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","South East (England)","370","320","44390","40030"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","South East (England)","180","170","30440","25900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Valuation Office Agency","South East (England)","30","30","[c]","[c]"
"In post","2021","Cheshire","Animal and Plant Health Agency","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","170","170","43090","47550"
"In post","2021","Cheshire","Department for Work and Pensions (excl. agencies)","North West (England)","940","850","25480","27570"
"In post","2021","Cheshire","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Health and Safety Executive","North West (England)","30","30","[c]","[c]"
"In post","2021","Cheshire","HM Courts and Tribunals Service","North West (England)","120","110","25750","20100"
"In post","2021","Cheshire","HM Prison and Probation Service","North West (England)","1090","1030","29160","26860"
"In post","2021","Cheshire","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office (incl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence (excl. agencies)","North West (England)","70","60","29580","27370"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","60","60","37510","33770"
"In post","2021","Cheshire","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","National Crime Agency","North West (England)","1190","1170","36300","36410"
"In post","2021","Cheshire","Rural Payments Agency","North West (England)","100","90","25310","24920"
"In post","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","South West (England)","60","50","32700","26520"
"In post","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","South West (England)","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","South West (England)","70","50","23400","20100"
"In post","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","South West (England)","50","40","29920","28200"
"In post","2021","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","South West (England)","40","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","South West (England)","460","440","25170","21580"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Animal and Plant Health Agency","North West (England)","160","150","25630","21050"
"In post","2021","Cumbria","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Crown Prosecution Service","North West (England)","40","30","[c]","[c]"
"In post","2021","Cumbria","Defence Equipment and Support","North West (England)","100","90","23950","21660"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","80","70","36740","35900"
"In post","2021","Cumbria","Department for Work and Pensions (excl. agencies)","North West (England)","270","230","26610","27570"
"In post","2021","Cumbria","Driver and Vehicle Standards Agency","North West (England)","30","30","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","HM Courts and Tribunals Service","North West (England)","90","70","23890","20420"
"In post","2021","Cumbria","HM Prison and Probation Service","North West (England)","310","280","28500","26810"
"In post","2021","Cumbria","Ministry of Defence (excl. agencies)","North West (England)","140","130","29240","24610"
"In post","2021","Cumbria","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Public Health England","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Rural Payments Agency","North West (England)","760","680","24910","21050"
"In post","2021","Cumbria","Submarine Delivery Agency","North West (England)","150","150","42610","41000"
"In post","2021","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","East Midlands (England)","100","90","29690","30950"
"In post","2021","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Crown Prosecution Service","East Midlands (England)","270","260","37450","30370"
"In post","2021","Derbyshire and Nottinghamshire","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","East Midlands (England)","220","210","41850","37100"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","60","50","41520","36970"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","East Midlands (England)","2290","2030","26060","27570"
"In post","2021","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","East Midlands (England)","410","390","33490","31040"
"In post","2021","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","East Midlands (England)","60","60","42010","37100"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Health and Safety Executive","East Midlands (England)","400","360","42350","39390"
"In post","2021","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","East Midlands (England)","410","360","23340","19830"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","East Midlands (England)","560","510","31980","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Prison and Probation Service","East Midlands (England)","2370","2210","28840","26850"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","East Midlands (England)","3320","3130","32690","31810"
"In post","2021","Derbyshire and Nottinghamshire","Insolvency Service","East Midlands (England)","70","70","31350","28130"
"In post","2021","Derbyshire and Nottinghamshire","Institute for Apprenticeships and Technical Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal Aid Agency","East Midlands (England)","180","160","23090","19970"
"In post","2021","Derbyshire and Nottinghamshire","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","East Midlands (England)","220","220","28200","24900"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","East Midlands (England)","90","90","40690","38180"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","East Midlands (England)","70","60","37210","36410"
"In post","2021","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","170","160","44560","39850"
"In post","2021","Derbyshire and Nottinghamshire","Office of the Public Guardian","East Midlands (England)","420","390","21360","20280"
"In post","2021","Derbyshire and Nottinghamshire","Public Health England","East Midlands (England)","170","160","43750","36330"
"In post","2021","Derbyshire and Nottinghamshire","Rural Payments Agency","East Midlands (England)","60","60","25370","25100"
"In post","2021","Derbyshire and Nottinghamshire","Standards and Testing Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Teaching Regulation Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Valuation Office Agency","East Midlands (England)","160","140","33770","31100"
"In post","2021","Devon","Animal and Plant Health Agency","South West (England)","210","200","27290","21050"
"In post","2021","Devon","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Crown Prosecution Service","South West (England)","100","90","39950","36240"
"In post","2021","Devon","Defence Equipment and Support","South West (England)","100","90","26980","22540"
"In post","2021","Devon","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","110","100","37800","36560"
"In post","2021","Devon","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Work and Pensions (excl. agencies)","South West (England)","2040","1730","25570","27570"
"In post","2021","Devon","Driver and Vehicle Standards Agency","South West (England)","70","70","29320","26780"
"In post","2021","Devon","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HM Courts and Tribunals Service","South West (England)","200","160","22720","20100"
"In post","2021","Devon","HM Land Registry","South West (England)","920","850","34820","33840"
"In post","2021","Devon","HM Prison and Probation Service","South West (England)","1150","1070","29040","26810"
"In post","2021","Devon","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Home Office (incl. agencies)","South West (England)","100","90","29950","26080"
"In post","2021","Devon","Insolvency Service","South West (England)","100","100","27670","20880"
"In post","2021","Devon","Maritime and Coastguard Agency","South West (England)","30","30","[c]","[c]"
"In post","2021","Devon","Met Office","South West (England)","1720","1640","40390","39650"
"In post","2021","Devon","Ministry of Defence (excl. agencies)","South West (England)","1250","1190","28880","23120"
"In post","2021","Devon","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","40","40","[c]","[c]"
"In post","2021","Devon","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon","National Crime Agency","South West (England)","50","50","[c]","[c]"
"In post","2021","Devon","Public Health England","South West (England)","40","40","[c]","[c]"
"In post","2021","Devon","Rural Payments Agency","South West (England)","220","200","27760","25740"
"In post","2021","Devon","Submarine Delivery Agency","South West (England)","100","100","37360","37400"
"In post","2021","Devon","Valuation Office Agency","South West (England)","410","380","26620","21100"
"In post","2021","Dorset and Somerset","Animal and Plant Health Agency","South West (England)","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","140","130","33130","29270"
"In post","2021","Dorset and Somerset","Charity Commission","South West (England)","50","50","35580","30350"
"In post","2021","Dorset and Somerset","Defence Equipment and Support","South West (England)","370","350","34640","33740"
"In post","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","South West (England)","910","800","26650","27570"
"In post","2021","Dorset and Somerset","Driver and Vehicle Standards Agency","South West (England)","70","60","28540","26780"
"In post","2021","Dorset and Somerset","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","HM Courts and Tribunals Service","South West (England)","220","200","22670","20100"
"In post","2021","Dorset and Somerset","HM Land Registry","South West (England)","290","250","29180","27130"
"In post","2021","Dorset and Somerset","HM Prison and Probation Service","South West (England)","1110","1030","28780","27150"
"In post","2021","Dorset and Somerset","Home Office (incl. agencies)","South West (England)","90","80","28040","27130"
"In post","2021","Dorset and Somerset","Maritime and Coastguard Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","South West (England)","980","950","27660","22640"
"In post","2021","Dorset and Somerset","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","UK Hydrographic Office","South West (England)","840","800","34690","33290"
"In post","2021","Dorset and Somerset","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Advisory, Conciliation and Arbitration Service","East of England","40","40","[c]","[c]"
"In post","2021","East Anglia","Animal and Plant Health Agency","East of England","90","80","31270","29180"
"In post","2021","East Anglia","Cabinet Office (excl. agencies)","East of England","110","110","47220","40250"
"In post","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","East of England","460","440","34620","30220"
"In post","2021","East Anglia","Crown Commercial Service","East of England","170","160","35020","33340"
"In post","2021","East Anglia","Crown Prosecution Service","East of England","120","110","36490","28430"
"In post","2021","East Anglia","Defence Equipment and Support","East of England","160","150","34080","33250"
"In post","2021","East Anglia","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Education (excl. agencies)","East of England","40","40","[c]","[c]"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","160","150","38090","36750"
"In post","2021","East Anglia","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Work and Pensions (excl. agencies)","East of England","1840","1610","26920","27570"
"In post","2021","East Anglia","Driver and Vehicle Standards Agency","East of England","180","170","28150","26780"
"In post","2021","East Anglia","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Food Standards Agency","East of England","40","30","[c]","[c]"
"In post","2021","East Anglia","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Government Property Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HM Courts and Tribunals Service","East of England","500","440","22910","20100"
"In post","2021","East Anglia","HM Land Registry","East of England","280","260","31050","27130"
"In post","2021","East Anglia","HM Prison and Probation Service","East of England","3730","3520","29610","28400"
"In post","2021","East Anglia","HM Revenue and Customs (excl. agencies)","East of England","600","550","29770","28130"
"In post","2021","East Anglia","HM Treasury (excl. agencies)","East of England","70","60","29430","23780"
"In post","2021","East Anglia","Home Office (incl. agencies)","East of England","830","750","24910","21430"
"In post","2021","East Anglia","Insolvency Service","East of England","80","70","28240","23560"
"In post","2021","East Anglia","Legal Aid Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Maritime and Coastguard Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Met Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Ministry of Defence (excl. agencies)","East of England","2230","2150","29500","26670"
"In post","2021","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","30","30","[c]","[c]"
"In post","2021","East Anglia","Ministry of Justice (excl. agencies)","East of England","50","50","41350","42000"
"In post","2021","East Anglia","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","East of England","100","100","62230","64500"
"In post","2021","East Anglia","Public Health England","East of England","320","290","42820","34700"
"In post","2021","East Anglia","Rural Payments Agency","East of England","50","50","27520","25190"
"In post","2021","East Anglia","UK Hydrographic Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Valuation Office Agency","East of England","90","80","34460","31270"
"In post","2021","East Wales","Advisory, Conciliation and Arbitration Service","Wales","90","90","30920","30950"
"In post","2021","East Wales","Animal and Plant Health Agency","Wales","110","100","29490","25100"
"In post","2021","East Wales","Cabinet Office (excl. agencies)","Wales","60","60","38710","30620"
"In post","2021","East Wales","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Companies House","Wales","1030","950","31130","27460"
"In post","2021","East Wales","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Crown Commercial Service","Wales","110","110","33670","31680"
"In post","2021","East Wales","Crown Prosecution Service","Wales","290","270","41190","38760"
"In post","2021","East Wales","Defence Electronics and Components Agency","Wales","380","360","28840","28750"
"In post","2021","East Wales","Defence Equipment and Support","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","80","70","34620","30360"
"In post","2021","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for Work and Pensions (excl. agencies)","Wales","2240","2030","26210","27570"
"In post","2021","East Wales","Driver and Vehicle Standards Agency","Wales","100","90","28900","26780"
"In post","2021","East Wales","ESTYN","Wales","110","100","58000","74730"
"In post","2021","East Wales","Food Standards Agency","Wales","120","110","38970","37910"
"In post","2021","East Wales","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Health and Safety Executive","Wales","90","80","40810","43830"
"In post","2021","East Wales","HM Courts and Tribunals Service","Wales","500","450","23310","20100"
"In post","2021","East Wales","HM Prison and Probation Service","Wales","1940","1860","29040","26300"
"In post","2021","East Wales","HM Revenue and Customs (excl. agencies)","Wales","4100","3790","27850","25560"
"In post","2021","East Wales","Home Office (incl. agencies)","Wales","540","490","27520","25040"
"In post","2021","East Wales","Insolvency Service","Wales","70","70","28260","26000"
"In post","2021","East Wales","Legal Aid Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Maritime and Coastguard Agency","Wales","50","40","[c]","[c]"
"In post","2021","East Wales","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Ministry of Defence (excl. agencies)","Wales","540","520","25660","21580"
"In post","2021","East Wales","Ministry of Justice (excl. agencies)","Wales","100","100","38140","31090"
"In post","2021","East Wales","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Planning Inspectorate","Wales","40","40","[c]","[c]"
"In post","2021","East Wales","Public Health England","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","UK Intellectual Property Office","Wales","1490","1410","37580","31010"
"In post","2021","East Wales","United Kingdom Statistics Authority","Wales","2710","2570","34510","31090"
"In post","2021","East Wales","Valuation Office Agency","Wales","200","180","35060","32110"
"In post","2021","East Wales","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Water Services Regulation Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Welsh Government (excl. agencies)","Wales","3180","2990","42630","37410"
"In post","2021","East Wales","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","Yorkshire and The Humber","70","70","38580","28430"
"In post","2021","East Yorkshire and Northern Lincolnshire","Defence Equipment and Support","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","1210","1030","25920","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Driver and Vehicle Standards Agency","Yorkshire and The Humber","70","70","28380","26780"
"In post","2021","East Yorkshire and Northern Lincolnshire","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
