"Status","Year","Ethnicity","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Heterosexual / straight","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Durham CC","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Ealing","130","120","31870","31060"
"In post","2021","Asian","Heterosexual / straight","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Kent","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Lancashire","60","50","24890","27570"
"In post","2021","Asian","Heterosexual / straight","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Surrey","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Enfield","50","50","30540","31060"
"In post","2021","Asian","Heterosexual / straight","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Essex Thames Gateway","30","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Glasgow City","160","150","28770","25560"
"In post","2021","Asian","Heterosexual / straight","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Greater Manchester North East","90","90","27570","27570"
"In post","2021","Asian","Heterosexual / straight","Greater Manchester North West","60","50","24670","23860"
"In post","2021","Asian","Heterosexual / straight","Greater Manchester South East","70","60","24820","21920"
"In post","2021","Asian","Heterosexual / straight","Greater Manchester South West","380","360","29200","25560"
"In post","2021","Asian","Heterosexual / straight","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Hackney and Newham","460","420","31890","31060"
"In post","2021","Asian","Heterosexual / straight","Haringey and Islington","130","120","28820","31060"
"In post","2021","Asian","Heterosexual / straight","Harrow and Hillingdon","1060","980","29920","29080"
"In post","2021","Asian","Heterosexual / straight","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Heart of Essex","30","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Hertfordshire","260","250","33960","30750"
"In post","2021","Asian","Heterosexual / straight","Hounslow and Richmond upon Thames","530","490","30090","29080"
"In post","2021","Asian","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","90","90","33070","31060"
"In post","2021","Asian","Heterosexual / straight","Kent Thames Gateway","30","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Lambeth","330","310","40590","34950"
"In post","2021","Asian","Heterosexual / straight","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Leeds","770","720","29840","27570"
"In post","2021","Asian","Heterosexual / straight","Leicester","610","550","24920","21440"
"In post","2021","Asian","Heterosexual / straight","Leicestershire CC and Rutland","110","100","26740","24890"
"In post","2021","Asian","Heterosexual / straight","Lewisham and Southwark","130","130","32310","30850"
"In post","2021","Asian","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Liverpool","70","70","34250","25040"
"In post","2021","Asian","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Luton","100","90","25460","25260"
"In post","2021","Asian","Heterosexual / straight","Manchester","530","510","30660","27570"
"In post","2021","Asian","Heterosexual / straight","Medway","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Merton, Kingston upon Thames and Sutton","60","60","29810","31060"
"In post","2021","Asian","Heterosexual / straight","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Mid Lancashire","500","450","23870","21010"
"In post","2021","Asian","Heterosexual / straight","Milton Keynes","110","100","29800","26920"
"In post","2021","Asian","Heterosexual / straight","Monmouthshire and Newport","70","70","33760","30550"
"In post","2021","Asian","Heterosexual / straight","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North Hampshire","40","40","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Nottingham","390","360","30970","28200"
"In post","2021","Asian","Heterosexual / straight","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Overseas","130","130","45910","41090"
"In post","2021","Asian","Heterosexual / straight","Oxfordshire","70","60","32860","27570"
"In post","2021","Asian","Heterosexual / straight","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Peterborough","200","160","23760","21430"
"In post","2021","Asian","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Portsmouth","50","50","28990","27570"
"In post","2021","Asian","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Redbridge and Waltham Forest","270","250","29310","31060"
"In post","2021","Asian","Heterosexual / straight","Sandwell","70","70","26250","27570"
"In post","2021","Asian","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Sefton","50","40","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Sheffield","340","320","27900","24890"
"In post","2021","Asian","Heterosexual / straight","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Solihull","250","230","26900","25310"
"In post","2021","Asian","Heterosexual / straight","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South Hampshire","60","50","29540","23780"
"In post","2021","Asian","Heterosexual / straight","South Lanarkshire","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Southampton","50","50","35570","28620"
"In post","2021","Asian","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Staffordshire CC","130","120","32410","27570"
"In post","2021","Asian","Heterosexual / straight","Stoke-on-Trent","40","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Suffolk","40","40","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Swansea","60","60","27580","21590"
"In post","2021","Asian","Heterosexual / straight","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Telford and Wrekin","80","70","37240","31810"
"In post","2021","Asian","Heterosexual / straight","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Tower Hamlets","870","840","40600","34870"
"In post","2021","Asian","Heterosexual / straight","Tyneside","190","180","28790","25560"
"In post","2021","Asian","Heterosexual / straight","Unknown","130","120","30270","27570"
"In post","2021","Asian","Heterosexual / straight","Wakefield","30","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Walsall","70","70","25380","27570"
"In post","2021","Asian","Heterosexual / straight","Wandsworth","60","50","31460","31060"
"In post","2021","Asian","Heterosexual / straight","Warrington","30","30","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Warwickshire","110","100","26240","24970"
"In post","2021","Asian","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","West Essex","60","50","35670","29290"
"In post","2021","Asian","Heterosexual / straight","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","West Northamptonshire","50","50","26440","23730"
"In post","2021","Asian","Heterosexual / straight","West Surrey","130","120","30530","29290"
"In post","2021","Asian","Heterosexual / straight","West Sussex (North East)","70","60","28060","26990"
"In post","2021","Asian","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Westminster","4550","4420","42590","38160"
"In post","2021","Asian","Heterosexual / straight","Wiltshire","110","100","36500","33000"
"In post","2021","Asian","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","Wolverhampton","120","100","24620","24800"
"In post","2021","Asian","Heterosexual / straight","Worcestershire","50","40","[c]","[c]"
"In post","2021","Asian","Heterosexual / straight","York","40","40","[c]","[c]"
"In post","2021","Asian","LGBO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Birmingham","40","40","[c]","[c]"
"In post","2021","Asian","LGBO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Asian","LGBO","Sheffield","[c]","[c]","[c]","[c]"
