"Status","Year","Region_ITL1","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Female","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Education and Skills Funding Agency","Male","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Food Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Health and Safety Executive","Female","180","160","38920","33340"
"In post","2021","East Midlands (England)","Health and Safety Executive","Male","210","200","45270","43950"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Female","990","840","21900","19830"
"In post","2021","East Midlands (England)","HM Courts and Tribunals Service","Male","380","370","23260","19830"
"In post","2021","East Midlands (England)","HM Land Registry","Female","540","480","30770","27130"
"In post","2021","East Midlands (England)","HM Land Registry","Male","330","320","31310","27130"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Female","2490","2300","28390","25830"
"In post","2021","East Midlands (England)","HM Prison and Probation Service","Male","2530","2420","29550","27380"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Female","1950","1760","31410","28130"
"In post","2021","East Midlands (England)","HM Revenue and Customs (excl. agencies)","Male","1840","1780","32520","31810"
"In post","2021","East Midlands (England)","Home Office (incl. agencies)","Female","110","100","27560","25310"
"In post","2021","East Midlands (England)","Home Office (incl. agencies)","Male","110","110","28430","26160"
"In post","2021","East Midlands (England)","Insolvency Service","Female","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Insolvency Service","Male","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Legal Aid Agency","Female","110","100","22600","19970"
"In post","2021","East Midlands (England)","Legal Aid Agency","Male","70","70","23810","21170"
"In post","2021","East Midlands (England)","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Female","810","760","26190","21130"
"In post","2021","East Midlands (England)","Ministry of Defence (excl. agencies)","Male","780","770","28050","25190"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Female","100","90","35400","34090"
"In post","2021","East Midlands (England)","Ministry of Justice (excl. agencies)","Male","60","60","38860","39630"
"In post","2021","East Midlands (England)","National Crime Agency","Female","60","50","34990","36410"
"In post","2021","East Midlands (England)","National Crime Agency","Male","100","100","37950","37590"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Female","120","110","42850","39850"
"In post","2021","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Male","50","50","[c]","[c]"
"In post","2021","East Midlands (England)","Office of the Public Guardian","Female","250","220","21310","20150"
"In post","2021","East Midlands (England)","Office of the Public Guardian","Male","170","160","21440","20420"
"In post","2021","East Midlands (England)","Public Health England","Female","150","140","40960","36330"
"In post","2021","East Midlands (England)","Public Health England","Male","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Rural Payments Agency","Female","40","40","[c]","[c]"
"In post","2021","East Midlands (England)","Rural Payments Agency","Male","30","30","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Valuation Office Agency","Female","80","60","31510","27530"
"In post","2021","East Midlands (England)","Valuation Office Agency","Male","80","80","35930","32100"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Vehicle Certification Agency","Male","50","50","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Animal and Plant Health Agency","Female","70","70","31020","28710"
"In post","2021","East of England","Animal and Plant Health Agency","Male","70","70","31670","30400"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Female","60","50","46960","38460"
"In post","2021","East of England","Cabinet Office (excl. agencies)","Male","60","60","46550","44060"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Female","220","200","31780","29270"
"In post","2021","East of England","Centre for Environment, Fisheries and Aquaculture Science","Male","250","240","37130","32770"
"In post","2021","East of England","Crown Commercial Service","Female","80","70","34840","34800"
"In post","2021","East of England","Crown Commercial Service","Male","90","90","35180","32640"
"In post","2021","East of England","Crown Prosecution Service","Female","330","280","37950","30110"
"In post","2021","East of England","Crown Prosecution Service","Male","150","150","46020","50520"
"In post","2021","East of England","Defence Equipment and Support","Female","60","60","32180","29620"
"In post","2021","East of England","Defence Equipment and Support","Male","160","160","35350","33740"
"In post","2021","East of England","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","East of England","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","90","90","37800","36970"
"In post","2021","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","80","80","37050","35900"
"In post","2021","East of England","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Department for Work and Pensions (excl. agencies)","Female","3080","2660","27950","27570"
"In post","2021","East of England","Department for Work and Pensions (excl. agencies)","Male","1490","1430","28480","27570"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Female","80","70","27800","26780"
"In post","2021","East of England","Driver and Vehicle Standards Agency","Male","300","280","29000","26780"
"In post","2021","East of England","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Food Standards Agency","Male","50","50","[c]","[c]"
"In post","2021","East of England","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Health and Safety Executive","Female","70","60","39760","41000"
"In post","2021","East of England","Health and Safety Executive","Male","60","60","49170","46320"
"In post","2021","East of England","HM Courts and Tribunals Service","Female","830","710","23020","20100"
"In post","2021","East of England","HM Courts and Tribunals Service","Male","260","240","24650","20650"
"In post","2021","East of England","HM Land Registry","Female","180","160","30320","27130"
"In post","2021","East of England","HM Land Registry","Male","110","100","32240","33840"
"In post","2021","East of England","HM Prison and Probation Service","Female","2530","2350","28490","27150"
"In post","2021","East of England","HM Prison and Probation Service","Male","2830","2730","30690","30840"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Female","930","810","30440","28130"
"In post","2021","East of England","HM Revenue and Customs (excl. agencies)","Male","750","710","33900","31810"
"In post","2021","East of England","HM Treasury (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","East of England","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Home Office (incl. agencies)","Female","900","800","25620","25040"
"In post","2021","East of England","Home Office (incl. agencies)","Male","1060","970","27150","25310"
"In post","2021","East of England","Insolvency Service","Female","80","80","29740","25840"
"In post","2021","East of England","Insolvency Service","Male","50","50","[c]","[c]"
"In post","2021","East of England","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Female","180","170","43800","41010"
"In post","2021","East of England","Medicines and Healthcare Products Regulatory Agency","Male","140","140","44390","40850"
"In post","2021","East of England","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Female","1630","1550","29760","26670"
"In post","2021","East of England","Ministry of Defence (excl. agencies)","Male","1940","1910","32940","31200"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","East of England","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","30","30","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","East of England","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","National Crime Agency","Female","70","60","34870","34140"
"In post","2021","East of England","National Crime Agency","Male","80","70","41710","40210"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","Female","70","70","58660","51360"
"In post","2021","East of England","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Public Health England","Female","290","250","41260","34530"
"In post","2021","East of England","Public Health England","Male","120","120","50870","39110"
"In post","2021","East of England","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Rural Payments Agency","Male","40","30","[c]","[c]"
"In post","2021","East of England","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","East of England","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Valuation Office Agency","Female","80","70","31220","26500"
"In post","2021","East of England","Valuation Office Agency","Male","80","80","35680","32550"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Female","110","110","40100","38670"
"In post","2021","London","Advisory, Conciliation and Arbitration Service","Male","90","90","45330","43750"
"In post","2021","London","Animal and Plant Health Agency","Female","50","50","36390","31800"
"In post","2021","London","Animal and Plant Health Agency","Male","60","60","37660","31800"
"In post","2021","London","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Cabinet Office (excl. agencies)","Female","3450","3380","47090","40600"
"In post","2021","London","Cabinet Office (excl. agencies)","Male","3050","3030","52820","54700"
"In post","2021","London","Charity Commission","Female","50","50","[c]","[c]"
"In post","2021","London","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Competition and Markets Authority","Female","400","380","58800","56000"
"In post","2021","London","Competition and Markets Authority","Male","390","380","62910","59170"
"In post","2021","London","Crown Commercial Service","Female","30","30","[c]","[c]"
"In post","2021","London","Crown Commercial Service","Male","40","40","[c]","[c]"
"In post","2021","London","Crown Prosecution Service","Female","1100","1020","43330","39750"
"In post","2021","London","Crown Prosecution Service","Male","590","580","46730","40800"
"In post","2021","London","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Debt Management Office","Female","40","40","[c]","[c]"
"In post","2021","London","Debt Management Office","Male","80","70","63150","58810"
"In post","2021","London","Defence Equipment and Support","Female","40","40","[c]","[c]"
"In post","2021","London","Defence Equipment and Support","Male","160","150","25170","21760"
"In post","2021","London","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","2360","2280","48280","46620"
"In post","2021","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","2540","2520","50530","53380"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Female","920","890","48550","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Male","790","790","50460","51730"
"In post","2021","London","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Department for Education (excl. agencies)","Female","1350","1280","49410","53420"
"In post","2021","London","Department for Education (excl. agencies)","Male","820","810","51330","53420"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","1350","1290","44950","39420"
"In post","2021","London","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","1130","1120","45650","40040"
"In post","2021","London","Department for International Trade","Female","1130","1120","44160","38540"
"In post","2021","London","Department for International Trade","Male","1180","1180","46260","39790"
"In post","2021","London","Department for Transport (excl. agencies)","Female","1330","1290","47370","43360"
"In post","2021","London","Department for Transport (excl. agencies)","Male","1730","1700","49080","44480"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Female","6430","5870","32900","31060"
"In post","2021","London","Department for Work and Pensions (excl. agencies)","Male","3590","3510","34860","31060"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","Female","1460","1420","47020","40650"
"In post","2021","London","Department of Health and Social Care (excl. agencies)","Male","980","970","50450","53360"
"In post","2021","London","Driver and Vehicle Standards Agency","Female","80","80","31650","30780"
"In post","2021","London","Driver and Vehicle Standards Agency","Male","280","270","32320","30780"
"In post","2021","London","Education and Skills Funding Agency","Female","170","160","49040","46030"
"In post","2021","London","Education and Skills Funding Agency","Male","140","140","51720","53760"
"In post","2021","London","FCDO Services","Female","40","40","[c]","[c]"
"In post","2021","London","FCDO Services","Male","130","130","47840","44000"
"In post","2021","London","Food Standards Agency","Female","230","220","43240","40960"
"In post","2021","London","Food Standards Agency","Male","240","240","41820","40350"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Female","2200","2120","47820","41810"
"In post","2021","London","Foreign, Commonwealth and Development Office (excl. agencies)","Male","1890","1870","51300","48840"
"In post","2021","London","Government Actuary's Department","Female","80","70","60350","60780"
"In post","2021","London","Government Actuary's Department","Male","130","120","67730","57250"
"In post","2021","London","Government Internal Audit Agency","Female","80","80","49710","48080"
"In post","2021","London","Government Internal Audit Agency","Male","100","90","55120","53710"
"In post","2021","London","Government Legal Department","Female","1580","1430","54330","52010"
"In post","2021","London","Government Legal Department","Male","860","840","54840","52520"
"In post","2021","London","Government Property Agency","Female","30","30","[c]","[c]"
"In post","2021","London","Government Property Agency","Male","50","50","[c]","[c]"
"In post","2021","London","Health and Safety Executive","Female","80","80","44580","43710"
"In post","2021","London","Health and Safety Executive","Male","70","70","54140","50700"
"In post","2021","London","HM Courts and Tribunals Service","Female","2890","2670","28540","23500"
"In post","2021","London","HM Courts and Tribunals Service","Male","1560","1520","29190","23500"
"In post","2021","London","HM Land Registry","Female","200","190","39500","37290"
"In post","2021","London","HM Land Registry","Male","170","170","43690","37290"
"In post","2021","London","HM Prison and Probation Service","Female","3460","3320","34920","32090"
"In post","2021","London","HM Prison and Probation Service","Male","3000","2940","36580","34750"
"In post","2021","London","HM Revenue and Customs (excl. agencies)","Female","3950","3680","41970","36160"
"In post","2021","London","HM Revenue and Customs (excl. agencies)","Male","4100","3980","44740","39800"
"In post","2021","London","HM Treasury (excl. agencies)","Female","940","910","46730","42890"
"In post","2021","London","HM Treasury (excl. agencies)","Male","1010","1000","48910","52500"
"In post","2021","London","Home Office (incl. agencies)","Female","7160","6620","38680","35070"
"In post","2021","London","Home Office (incl. agencies)","Male","6170","5980","41100","35200"
"In post","2021","London","Insolvency Service","Female","170","150","38070","35350"
"In post","2021","London","Insolvency Service","Male","150","140","43600","42920"
"In post","2021","London","Institute for Apprenticeships and Technical Education","Female","60","60","51850","53680"
"In post","2021","London","Institute for Apprenticeships and Technical Education","Male","50","50","[c]","[c]"
"In post","2021","London","Legal Aid Agency","Female","100","90","41640","37410"
"In post","2021","London","Legal Aid Agency","Male","70","70","48890","44720"
"In post","2021","London","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Medicines and Healthcare Products Regulatory Agency","Female","610","580","47600","41010"
"In post","2021","London","Medicines and Healthcare Products Regulatory Agency","Male","390","390","52220","51530"
"In post","2021","London","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Ministry of Defence (excl. agencies)","Female","1510","1460","41360","37640"
"In post","2021","London","Ministry of Defence (excl. agencies)","Male","2200","2170","42640","39400"
"In post","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","900","870","48270","53130"
"In post","2021","London","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","930","920","48630","53130"
"In post","2021","London","Ministry of Justice (excl. agencies)","Female","1990","1920","42870","37210"
"In post","2021","London","Ministry of Justice (excl. agencies)","Male","1530","1520","46390","40820"
"In post","2021","London","National Crime Agency","Female","750","720","41790","39840"
"In post","2021","London","National Crime Agency","Male","900","890","45600","43630"
"In post","2021","London","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","National Savings and Investments","Female","80","80","47740","44370"
"In post","2021","London","National Savings and Investments","Male","80","80","57400","49220"
"In post","2021","London","Northern Ireland Office","Female","40","40","[c]","[c]"
"In post","2021","London","Northern Ireland Office","Male","40","40","[c]","[c]"
"In post","2021","London","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Office for Standards in Education, Children's Services and Skills","Female","300","290","55970","51360"
"In post","2021","London","Office for Standards in Education, Children's Services and Skills","Male","150","150","58650","51360"
"In post","2021","London","Office of Gas and Electricity Markets","Female","300","290","49510","46160"
"In post","2021","London","Office of Gas and Electricity Markets","Male","370","370","52470","48040"
"In post","2021","London","Office of Rail and Road","Female","90","90","50940","49580"
"In post","2021","London","Office of Rail and Road","Male","120","120","58950","57110"
"In post","2021","London","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Public Health England","Female","2030","1850","45600","40070"
"In post","2021","London","Public Health England","Male","940","890","50640","45240"
"In post","2021","London","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Serious Fraud Office","Female","220","210","45630","40170"
"In post","2021","London","Serious Fraud Office","Male","270","270","46720","41200"
"In post","2021","London","Standards and Testing Agency","Female","30","30","[c]","[c]"
"In post","2021","London","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","The National Archives","Female","290","270","35110","32290"
"In post","2021","London","The National Archives","Male","250","250","36130","34260"
"In post","2021","London","UK Export Finance","Female","150","150","49040","43000"
"In post","2021","London","UK Export Finance","Male","250","240","56280","50530"
"In post","2021","London","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","UK Space Agency","Female","70","70","45250","40050"
"In post","2021","London","UK Space Agency","Male","70","70","49170","40220"
"In post","2021","London","UK Supreme Court","Female","30","30","[c]","[c]"
"In post","2021","London","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","United Kingdom Statistics Authority","Female","200","200","40650","32540"
"In post","2021","London","United Kingdom Statistics Authority","Male","160","160","45000","37050"
"In post","2021","London","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Valuation Office Agency","Female","320","300","38260","33750"
"In post","2021","London","Valuation Office Agency","Male","350","340","42700","37450"
"In post","2021","London","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Female","40","40","[c]","[c]"
"In post","2021","London","Water Services Regulation Authority","Male","40","40","[c]","[c]"
"In post","2021","London","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","London","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Advisory, Conciliation and Arbitration Service","Female","90","80","29580","26380"
"In post","2021","North East (England)","Advisory, Conciliation and Arbitration Service","Male","50","50","[c]","[c]"
"In post","2021","North East (England)","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Cabinet Office (excl. agencies)","Female","250","230","28400","24570"
"In post","2021","North East (England)","Cabinet Office (excl. agencies)","Male","160","160","31040","23850"
"In post","2021","North East (England)","Crown Prosecution Service","Female","230","200","36330","28430"
"In post","2021","North East (England)","Crown Prosecution Service","Male","110","110","41530","48080"
"In post","2021","North East (England)","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Education (excl. agencies)","Female","360","330","36940","36500"
"In post","2021","North East (England)","Department for Education (excl. agencies)","Male","210","210","41090","37100"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","100","90","37400","35900"
"In post","2021","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","100","100","40860","36970"
"In post","2021","North East (England)","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
