"Status","Year","Age","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Policy","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Unknown","50","50","[c]","[c]"
"In post","2021","16-19","Science and Engineering","White","70","70","18180","17780"
"In post","2021","16-19","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","White","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Unknown","90","90","20310","20140"
"In post","2021","16-19","Tax","White","50","40","[c]","[c]"
"In post","2021","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","60","60","21530","20800"
"In post","2021","16-19","Unknown","White","220","220","22050","21010"
"In post","2021","20-29","Commercial","Asian","40","40","[c]","[c]"
"In post","2021","20-29","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","170","170","31900","29550"
"In post","2021","20-29","Commercial","White","570","570","30450","29550"
"In post","2021","20-29","Communications","Asian","50","50","[c]","[c]"
"In post","2021","20-29","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Mixed","30","30","[c]","[c]"
"In post","2021","20-29","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","230","230","34020","32120"
"In post","2021","20-29","Communications","White","490","480","34300","33120"
"In post","2021","20-29","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","White","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Asian","160","150","33320","31810"
"In post","2021","20-29","Digital, Data and Technology","Black","40","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Mixed","50","40","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Undeclared","50","50","34510","32910"
"In post","2021","20-29","Digital, Data and Technology","Unknown","570","570","32700","31810"
"In post","2021","20-29","Digital, Data and Technology","White","1050","1050","33310","31810"
"In post","2021","20-29","Economics","Asian","100","100","36170","32970"
"In post","2021","20-29","Economics","Black","40","40","[c]","[c]"
"In post","2021","20-29","Economics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Mixed","60","60","39340","34890"
"In post","2021","20-29","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Unknown","260","260","35690","33880"
"In post","2021","20-29","Economics","White","670","670","38170","34200"
"In post","2021","20-29","Finance","Asian","120","120","32360","30750"
"In post","2021","20-29","Finance","Black","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Mixed","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","280","270","31360","30420"
"In post","2021","20-29","Finance","White","700","690","32720","30100"
"In post","2021","20-29","Human Resources","Asian","80","70","31430","29360"
"In post","2021","20-29","Human Resources","Black","40","40","[c]","[c]"
"In post","2021","20-29","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Mixed","40","40","[c]","[c]"
"In post","2021","20-29","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","160","160","29130","27270"
"In post","2021","20-29","Human Resources","White","740","740","31230","29060"
"In post","2021","20-29","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Unknown","100","100","39970","37000"
"In post","2021","20-29","Intelligence Analysis","White","380","380","31980","29250"
"In post","2021","20-29","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Asian","40","40","[c]","[c]"
"In post","2021","20-29","International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Unknown","160","160","38280","34980"
"In post","2021","20-29","International Trade","White","210","210","38290","38040"
"In post","2021","20-29","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","White","210","210","27870","26670"
"In post","2021","20-29","Legal","Asian","100","100","34400","29570"
"In post","2021","20-29","Legal","Black","40","40","[c]","[c]"
"In post","2021","20-29","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Mixed","40","40","[c]","[c]"
"In post","2021","20-29","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Unknown","280","280","29590","26550"
"In post","2021","20-29","Legal","White","740","740","34890","31810"
"In post","2021","20-29","Medicine","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Unknown","30","30","[c]","[c]"
"In post","2021","20-29","Medicine","White","100","90","28930","27420"
"In post","2021","20-29","Operational Delivery","Asian","1710","1640","25070","24440"
"In post","2021","20-29","Operational Delivery","Black","650","640","26840","25630"
"In post","2021","20-29","Operational Delivery","Chinese","50","50","27140","24970"
"In post","2021","20-29","Operational Delivery","Mixed","630","610","26550","25450"
"In post","2021","20-29","Operational Delivery","Other ethnicity","130","120","27350","25560"
"In post","2021","20-29","Operational Delivery","Undeclared","510","490","26440","25290"
"In post","2021","20-29","Operational Delivery","Unknown","7330","7190","24370","22850"
"In post","2021","20-29","Operational Delivery","White","16610","16280","25480","24880"
"In post","2021","20-29","Operational Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Unknown","50","50","34820","34540"
"In post","2021","20-29","Operational Research","White","250","250","34200","32600"
"In post","2021","20-29","Other","Asian","160","160","30850","28420"
"In post","2021","20-29","Other","Black","70","70","28470","27350"
"In post","2021","20-29","Other","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Mixed","70","70","28360","26950"
"In post","2021","20-29","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other","Undeclared","60","50","30150","27510"
"In post","2021","20-29","Other","Unknown","780","770","28750","28650"
"In post","2021","20-29","Other","White","1480","1450","27140","25170"
"In post","2021","20-29","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","White","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Asian","570","560","36750","33960"
"In post","2021","20-29","Policy","Black","260","260","34860","33570"
"In post","2021","20-29","Policy","Chinese","50","50","[c]","[c]"
"In post","2021","20-29","Policy","Mixed","340","330","38110","34710"
"In post","2021","20-29","Policy","Other ethnicity","90","80","37760","35070"
"In post","2021","20-29","Policy","Undeclared","180","180","39330","36500"
"In post","2021","20-29","Policy","Unknown","1590","1580","38100","34710"
"In post","2021","20-29","Policy","White","4500","4480","38910","35430"
"In post","2021","20-29","Project Delivery","Asian","120","120","32860","32780"
"In post","2021","20-29","Project Delivery","Black","50","50","35450","34540"
"In post","2021","20-29","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Mixed","60","60","33390","33300"
"In post","2021","20-29","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Undeclared","50","50","35180","31950"
"In post","2021","20-29","Project Delivery","Unknown","330","330","33680","32620"
"In post","2021","20-29","Project Delivery","White","1430","1420","32420","31600"
"In post","2021","20-29","Property","Asian","30","30","[c]","[c]"
"In post","2021","20-29","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","170","160","28550","26560"
"In post","2021","20-29","Property","White","390","390","28280","26670"
"In post","2021","20-29","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Psychology","Unknown","60","60","26360","26850"
"In post","2021","20-29","Psychology","White","270","270","27880","27380"
"In post","2021","20-29","Science and Engineering","Asian","160","160","30070","28270"
"In post","2021","20-29","Science and Engineering","Black","60","60","27660","27540"
"In post","2021","20-29","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Mixed","70","70","29030","27790"
"In post","2021","20-29","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Undeclared","110","110","30730","28900"
"In post","2021","20-29","Science and Engineering","Unknown","330","330","27790","28560"
"In post","2021","20-29","Science and Engineering","White","2000","1980","28910","28650"
"In post","2021","20-29","Security","Asian","30","30","[c]","[c]"
"In post","2021","20-29","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","300","300","26490","25680"
"In post","2021","20-29","Security","White","670","670","26520","25680"
"In post","2021","20-29","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Social Research","Unknown","60","60","32550","30130"
"In post","2021","20-29","Social Research","White","320","320","36430","34930"
"In post","2021","20-29","Statistics","Asian","60","60","35240","33910"
"In post","2021","20-29","Statistics","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Statistics","Unknown","110","110","32720","31800"
"In post","2021","20-29","Statistics","White","430","430","35250","33260"
"In post","2021","20-29","Tax","Asian","340","330","29540","25560"
"In post","2021","20-29","Tax","Black","60","60","29960","29570"
"In post","2021","20-29","Tax","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","Mixed","60","50","30010","31810"
"In post","2021","20-29","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Tax","Undeclared","40","30","[c]","[c]"
"In post","2021","20-29","Tax","Unknown","1760","1720","24060","20140"
"In post","2021","20-29","Tax","White","1470","1440","29330","25560"
"In post","2021","20-29","Unknown","Asian","1760","1730","28230","27570"
"In post","2021","20-29","Unknown","Black","690","680","29690","31060"
"In post","2021","20-29","Unknown","Chinese","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","Mixed","570","560","28660","27570"
"In post","2021","20-29","Unknown","Other ethnicity","130","130","30440","31060"
"In post","2021","20-29","Unknown","Undeclared","270","260","29580","27570"
"In post","2021","20-29","Unknown","Unknown","4570","4520","29570","28000"
"In post","2021","20-29","Unknown","White","9680","9530","27850","27570"
"In post","2021","20-29","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Veterinarian","White","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Asian","60","50","37100","36500"
"In post","2021","30-39","Commercial","Black","40","40","[c]","[c]"
"In post","2021","30-39","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Undeclared","50","50","38030","39720"
"In post","2021","30-39","Commercial","Unknown","140","140","40630","39500"
"In post","2021","30-39","Commercial","White","950","910","38300","36750"
"In post","2021","30-39","Communications","Asian","60","60","39860","37340"
"In post","2021","30-39","Communications","Black","[c]","[c]","[c]","[c]"
