"Status","Year","Ethnicity","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Heterosexual / straight","160","150","32640","27570"
"In post","2021","Asian","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Heterosexual / straight","180","170","34200","29290"
"In post","2021","Asian","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","590","570","34700","31840"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40","40","[c]","[c]"
"In post","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Heterosexual / straight","1140","1080","29230","27570"
"In post","2021","Asian","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Greater Manchester","Undeclared","70","60","25060","25340"
"In post","2021","Asian","Greater Manchester","Unknown","140","120","27910","25560"
"In post","2021","Asian","Hampshire and Isle of Wight","Heterosexual / straight","260","240","30610","27570"
"In post","2021","Asian","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","160","140","27000","25790"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Inner London - East","Heterosexual / straight","1910","1810","37150","31880"
"In post","2021","Asian","Inner London - East","LGBO","50","50","35610","31550"
"In post","2021","Asian","Inner London - East","Undeclared","140","130","36760","31880"
"In post","2021","Asian","Inner London - East","Unknown","420","380","36980","31880"
"In post","2021","Asian","Inner London - West","Heterosexual / straight","5150","4990","41390","36360"
"In post","2021","Asian","Inner London - West","LGBO","170","160","42650","36650"
"In post","2021","Asian","Inner London - West","Undeclared","280","270","39230","35060"
"In post","2021","Asian","Inner London - West","Unknown","400","380","41340","36180"
"In post","2021","Asian","Kent","Heterosexual / straight","130","130","28900","29290"
"In post","2021","Asian","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Heterosexual / straight","760","680","25120","21440"
"In post","2021","Asian","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lancashire","Undeclared","50","40","[c]","[c]"
"In post","2021","Asian","Lancashire","Unknown","160","140","23930","21010"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","790","710","25330","22350"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Undeclared","60","50","24620","21440"
"In post","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","170","140","24830","21950"
"In post","2021","Asian","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Heterosexual / straight","130","120","33470","27260"
"In post","2021","Asian","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Heterosexual / straight","60","60","31880","28370"
"In post","2021","Asian","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Heterosexual / straight","220","210","28410","25560"
"In post","2021","Asian","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northumberland and Tyne and Wear","Unknown","40","30","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Heterosexual / straight","520","480","29960","31060"
"In post","2021","Asian","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Undeclared","40","40","[c]","[c]"
"In post","2021","Asian","Outer London - East and North East","Unknown","130","110","28950","30330"
"In post","2021","Asian","Outer London - South","Heterosexual / straight","1460","1360","34400","30110"
"In post","2021","Asian","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Outer London - South","Undeclared","150","130","31420","29250"
"In post","2021","Asian","Outer London - South","Unknown","90","80","32770","31060"
"In post","2021","Asian","Outer London - West and North West","Heterosexual / straight","2130","1970","31010","29090"
"In post","2021","Asian","Outer London - West and North West","LGBO","50","40","[c]","[c]"
"In post","2021","Asian","Outer London - West and North West","Undeclared","220","190","29390","29070"
"In post","2021","Asian","Outer London - West and North West","Unknown","240","210","34430","31060"
"In post","2021","Asian","Overseas","Heterosexual / straight","130","130","45910","41090"
"In post","2021","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Heterosexual / straight","250","240","32790","27570"
"In post","2021","Asian","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Shropshire and Staffordshire","Unknown","30","30","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Heterosexual / straight","360","340","28100","25000"
"In post","2021","Asian","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Asian","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Heterosexual / straight","270","250","29720","27880"
"In post","2021","Asian","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Heterosexual / straight","90","80","27220","24880"
"In post","2021","Asian","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Heterosexual / straight","130","120","30270","27570"
"In post","2021","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Heterosexual / straight","190","180","29090","25560"
"In post","2021","Asian","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Midlands","Heterosexual / straight","2830","2660","27570","25710"
"In post","2021","Asian","West Midlands","LGBO","60","50","27790","25560"
"In post","2021","Asian","West Midlands","Undeclared","170","160","25530","25400"
"In post","2021","Asian","West Midlands","Unknown","520","460","28070","26880"
"In post","2021","Asian","West Wales and The Valleys","Heterosexual / straight","80","80","28430","21590"
"In post","2021","Asian","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","West Yorkshire","Heterosexual / straight","1390","1290","28210","27570"
"In post","2021","Asian","West Yorkshire","LGBO","30","30","[c]","[c]"
"In post","2021","Asian","West Yorkshire","Undeclared","90","80","26010","25310"
"In post","2021","Asian","West Yorkshire","Unknown","290","250","26710","25560"
"In post","2021","Black","Bedfordshire and Hertfordshire","Heterosexual / straight","190","180","31120","29290"
"In post","2021","Black","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","240","240","30570","29120"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Heterosexual / straight","250","240","26840","25560"
"In post","2021","Black","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","Unknown","40","40","[c]","[c]"
"In post","2021","Black","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Heterosexual / straight","100","90","31760","27570"
"In post","2021","Black","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Heterosexual / straight","130","130","29500","27160"
"In post","2021","Black","East Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Heterosexual / straight","70","70","32090","27990"
"In post","2021","Black","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Heterosexual / straight","210","200","29390","29290"
"In post","2021","Black","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","450","440","32790","31370"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","Heterosexual / straight","430","420","28770","27570"
"In post","2021","Black","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","Unknown","50","40","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Heterosexual / straight","150","140","28710","26670"
"In post","2021","Black","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","Heterosexual / straight","1880","1820","33410","31060"
"In post","2021","Black","Inner London - East","LGBO","50","50","38270","31060"
"In post","2021","Black","Inner London - East","Undeclared","170","160","34570","31060"
"In post","2021","Black","Inner London - East","Unknown","440","410","32800","31060"
"In post","2021","Black","Inner London - West","Heterosexual / straight","3660","3580","37130","33570"
"In post","2021","Black","Inner London - West","LGBO","110","110","38930","34550"
"In post","2021","Black","Inner London - West","Undeclared","220","210","35100","31120"
"In post","2021","Black","Inner London - West","Unknown","350","330","35860","31880"
"In post","2021","Black","Kent","Heterosexual / straight","160","160","31300","29290"
"In post","2021","Black","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Black","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","150","140","26540","24720"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Heterosexual / straight","90","90","28510","25040"
"In post","2021","Black","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Heterosexual / straight","100","90","26970","24910"
"In post","2021","Black","Northumberland and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Heterosexual / straight","520","510","30800","31060"
"In post","2021","Black","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Unknown","90","80","30780","31060"
"In post","2021","Black","Outer London - South","Heterosexual / straight","1400","1340","33160","30440"
"In post","2021","Black","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - South","Undeclared","80","80","30970","29630"
"In post","2021","Black","Outer London - South","Unknown","80","70","32230","31060"
"In post","2021","Black","Outer London - West and North West","Heterosexual / straight","740","710","31000","31060"
"In post","2021","Black","Outer London - West and North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","Undeclared","40","40","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","Unknown","80","80","33410","31060"
"In post","2021","Black","Overseas","Heterosexual / straight","60","60","42250","37500"
"In post","2021","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Heterosexual / straight","90","90","28800","27570"
"In post","2021","Black","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Heterosexual / straight","130","120","27350","25000"
"In post","2021","Black","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Heterosexual / straight","190","180","30830","28960"
"In post","2021","Black","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Heterosexual / straight","90","80","28430","27570"
"In post","2021","Black","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands","Heterosexual / straight","820","780","28650","27370"
"In post","2021","Black","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands","Undeclared","60","50","25330","25280"
"In post","2021","Black","West Midlands","Unknown","140","120","28050","26000"
"In post","2021","Black","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","Heterosexual / straight","280","260","28810","27570"
"In post","2021","Black","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
