"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","EO","200","190","27830","27850"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","G6/G7","800","780","56510","53380"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SCS","130","120","85940","76230"
"In post","2022","Department for Levelling Up, Housing and Communities","Policy","SEO/HEO","730","720","35720","34760"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","G6/G7","90","80","53950","53130"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Project Delivery","SEO/HEO","70","70","35620","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","G6/G7","60","50","57360","53870"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Statistics","SEO/HEO","50","50","36250","34690"
"In post","2022","Department for Transport","Commercial","AA/AO","40","40","[c]","[c]"
"In post","2022","Department for Transport","Commercial","EO","60","60","26500","26130"
"In post","2022","Department for Transport","Commercial","G6/G7","90","80","59820","57680"
"In post","2022","Department for Transport","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Commercial","SEO/HEO","190","180","36480","34710"
"In post","2022","Department for Transport","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","EO","40","40","[c]","[c]"
"In post","2022","Department for Transport","Communications","G6/G7","50","50","[c]","[c]"
"In post","2022","Department for Transport","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Communications","SEO/HEO","120","110","36940","35970"
"In post","2022","Department for Transport","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","AA/AO","60","60","21460","21840"
"In post","2022","Department for Transport","Digital, Data and Technology","EO","280","270","27010","26470"
"In post","2022","Department for Transport","Digital, Data and Technology","G6/G7","220","220","61510","58820"
"In post","2022","Department for Transport","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Digital, Data and Technology","SEO/HEO","680","660","39320","39040"
"In post","2022","Department for Transport","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","G6/G7","80","80","58010","54760"
"In post","2022","Department for Transport","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Economics","SEO/HEO","50","50","34610","34710"
"In post","2022","Department for Transport","Finance","AA/AO","50","40","[c]","[c]"
"In post","2022","Department for Transport","Finance","EO","80","80","26440","26350"
"In post","2022","Department for Transport","Finance","G6/G7","140","130","57640","54760"
"In post","2022","Department for Transport","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Finance","SEO/HEO","200","190","37850","38650"
"In post","2022","Department for Transport","Human Resources","AA/AO","50","40","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","EO","100","90","27600","26700"
"In post","2022","Department for Transport","Human Resources","G6/G7","70","70","55520","54290"
"In post","2022","Department for Transport","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Human Resources","SEO/HEO","220","210","35840","34710"
"In post","2022","Department for Transport","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Knowledge and Information Management","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Department for Transport","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","G6/G7","40","40","[c]","[c]"
"In post","2022","Department for Transport","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Delivery","AA/AO","5280","4580","21970","21840"
"In post","2022","Department for Transport","Operational Delivery","EO","3180","2970","28000","26780"
"In post","2022","Department for Transport","Operational Delivery","G6/G7","150","150","59690","55700"
"In post","2022","Department for Transport","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Delivery","SEO/HEO","1010","990","37210","35380"
"In post","2022","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Operational Research","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Department for Transport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Policy","AA/AO","60","50","22050","21840"
"In post","2022","Department for Transport","Policy","EO","130","120","27950","26780"
"In post","2022","Department for Transport","Policy","G6/G7","580","560","57920","54760"
"In post","2022","Department for Transport","Policy","SCS","70","70","77590","73890"
"In post","2022","Department for Transport","Policy","SEO/HEO","730","700","37520","36350"
"In post","2022","Department for Transport","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","EO","70","70","26940","26470"
"In post","2022","Department for Transport","Project Delivery","G6/G7","220","210","58590","54760"
"In post","2022","Department for Transport","Project Delivery","SCS","40","40","[c]","[c]"
"In post","2022","Department for Transport","Project Delivery","SEO/HEO","220","220","37750","38650"
"In post","2022","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","EO","40","30","[c]","[c]"
"In post","2022","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Property","SEO/HEO","80","80","34870","33350"
"In post","2022","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","G6/G7","40","40","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Science and Engineering","SEO/HEO","100","100","41730","42380"
"In post","2022","Department for Transport","Security","AA/AO","60","60","25020","24720"
"In post","2022","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","G6/G7","30","30","[c]","[c]"
"In post","2022","Department for Transport","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Security","SEO/HEO","90","90","40080","42470"
"In post","2022","Department for Transport","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Statistics","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Department for Transport","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2022","Department for Transport","Unknown","EO","170","170","28620","29970"
"In post","2022","Department for Transport","Unknown","G6/G7","200","200","66930","65440"
"In post","2022","Department for Transport","Unknown","SCS","80","80","97520","93000"
"In post","2022","Department for Transport","Unknown","SEO/HEO","200","200","37010","35430"
"In post","2022","Department for Work and Pensions","Commercial","AA/AO","70","60","21220","21260"
"In post","2022","Department for Work and Pensions","Commercial","EO","90","80","27700","27570"
"In post","2022","Department for Work and Pensions","Commercial","G6/G7","90","80","55500","53430"
"In post","2022","Department for Work and Pensions","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Commercial","SEO/HEO","270","250","34530","33300"
"In post","2022","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Communications","SEO/HEO","70","60","39160","39390"
"In post","2022","Department for Work and Pensions","Counter Fraud","AA/AO","1360","1160","22570","21260"
"In post","2022","Department for Work and Pensions","Counter Fraud","EO","3370","3010","28290","27570"
"In post","2022","Department for Work and Pensions","Counter Fraud","G6/G7","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","800","750","34320","33180"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","70","60","21270","21260"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","EO","880","810","27890","27570"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","1270","1250","58830","57830"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","SCS","50","50","94800","89550"
"In post","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","1730","1680","36680","35310"
"In post","2022","Department for Work and Pensions","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Economics","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Finance","AA/AO","120","100","21040","21260"
"In post","2022","Department for Work and Pensions","Finance","EO","170","160","27940","27570"
"In post","2022","Department for Work and Pensions","Finance","G6/G7","250","240","57000","53430"
"In post","2022","Department for Work and Pensions","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Finance","SEO/HEO","650","610","35650","35310"
"In post","2022","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Human Resources","EO","220","200","27980","27570"
"In post","2022","Department for Work and Pensions","Human Resources","G6/G7","210","200","54830","53660"
"In post","2022","Department for Work and Pensions","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Human Resources","SEO/HEO","380","360","34880","34290"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","EO","160","150","28470","27570"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","70","70","57010","54070"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","210","200","36650","36570"
"In post","2022","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Operational Delivery","AA/AO","23930","20600","21340","21260"
"In post","2022","Department for Work and Pensions","Operational Delivery","EO","39030","35200","28100","27570"
"In post","2022","Department for Work and Pensions","Operational Delivery","G6/G7","980","950","56330","53360"
"In post","2022","Department for Work and Pensions","Operational Delivery","SCS","80","70","83990","76740"
"In post","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","5020","4720","36470","34290"
"In post","2022","Department for Work and Pensions","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other","AA/AO","3200","2800","21370","21260"
"In post","2022","Department for Work and Pensions","Other","EO","3740","3470","28150","27570"
"In post","2022","Department for Work and Pensions","Other","G6/G7","60","60","56380","54070"
"In post","2022","Department for Work and Pensions","Other","SCS","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions","Other","SEO/HEO","690","650","34080","33160"
"In post","2022","Department for Work and Pensions","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Policy","EO","110","100","29530","31060"
"In post","2022","Department for Work and Pensions","Policy","G6/G7","410","380","57340","54070"
"In post","2022","Department for Work and Pensions","Policy","SCS","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Policy","SEO/HEO","540","520","37400","36650"
"In post","2022","Department for Work and Pensions","Project Delivery","AA/AO","330","270","21970","21260"
"In post","2022","Department for Work and Pensions","Project Delivery","EO","230","200","28110","27570"
"In post","2022","Department for Work and Pensions","Project Delivery","G6/G7","240","220","54750","51880"
"In post","2022","Department for Work and Pensions","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","670","600","35150","34290"
"In post","2022","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","G6/G7","50","50","58600","54810"
"In post","2022","Department for Work and Pensions","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Property","SEO/HEO","120","120","37630","36750"
"In post","2022","Department for Work and Pensions","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Psychology","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","EO","140","130","26510","26370"
"In post","2022","Department for Work and Pensions","Science and Engineering","G6/G7","90","80","59270","57510"
"In post","2022","Department for Work and Pensions","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","250","220","38000","39330"
"In post","2022","Department for Work and Pensions","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","EO","70","60","28110","27570"
"In post","2022","Department for Work and Pensions","Security","G6/G7","110","110","57670","57240"
"In post","2022","Department for Work and Pensions","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Security","SEO/HEO","260","240","35450","35310"
"In post","2022","Department for Work and Pensions","Social Research","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","G6/G7","80","80","59030","57510"
"In post","2022","Department for Work and Pensions","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Statistics","SEO/HEO","120","120","36070","35590"
"In post","2022","Department for Work and Pensions","Unknown","AA/AO","160","150","21920","21260"
"In post","2022","Department for Work and Pensions","Unknown","EO","140","130","28270","27570"
"In post","2022","Department for Work and Pensions","Unknown","G6/G7","90","90","59430","57230"
"In post","2022","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions","Unknown","SEO/HEO","120","120","36460","36650"
"In post","2022","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Commercial","EO","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Commercial","G6/G7","200","200","56370","53360"
"In post","2022","Department of Health and Social Care","Commercial","SCS","50","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Commercial","SEO/HEO","210","210","37400","38580"
"In post","2022","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Communications","EO","100","100","27420","27270"
"In post","2022","Department of Health and Social Care","Communications","G6/G7","210","200","59060","57410"
"In post","2022","Department of Health and Social Care","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Communications","SEO/HEO","150","140","36540","35400"
"In post","2022","Department of Health and Social Care","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","EO","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","G6/G7","120","120","58080","53620"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","210","210","36080","33970"
"In post","2022","Department of Health and Social Care","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","G6/G7","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Economics","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Finance","EO","100","100","25550","24250"
"In post","2022","Department of Health and Social Care","Finance","G6/G7","200","200","56900","53360"
"In post","2022","Department of Health and Social Care","Finance","SCS","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Finance","SEO/HEO","280","270","36250","36820"
"In post","2022","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","EO","150","140","26660","27140"
"In post","2022","Department of Health and Social Care","Human Resources","G6/G7","160","150","57760","54760"
"In post","2022","Department of Health and Social Care","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Human Resources","SEO/HEO","210","210","35410","33220"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Medicine","G6/G7","170","150","67030","66230"
"In post","2022","Department of Health and Social Care","Medicine","SCS","280","260","108290","104920"
"In post","2022","Department of Health and Social Care","Medicine","SEO/HEO","90","80","39230","40450"
"In post","2022","Department of Health and Social Care","Operational Delivery","AA/AO","590","490","21530","21820"
"In post","2022","Department of Health and Social Care","Operational Delivery","EO","730","670","26460","26880"
"In post","2022","Department of Health and Social Care","Operational Delivery","G6/G7","1260","1210","57600","53920"
"In post","2022","Department of Health and Social Care","Operational Delivery","SCS","200","190","96290","93000"
"In post","2022","Department of Health and Social Care","Operational Delivery","SEO/HEO","1650","1570","35670","36330"
"In post","2022","Department of Health and Social Care","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","EO","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","G6/G7","140","130","57820","53860"
"In post","2022","Department of Health and Social Care","Other","SCS","40","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Other","SEO/HEO","110","110","37830","40450"
"In post","2022","Department of Health and Social Care","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Policy","EO","70","70","27150","27270"
"In post","2022","Department of Health and Social Care","Policy","G6/G7","520","500","57820","53360"
"In post","2022","Department of Health and Social Care","Policy","SCS","70","70","85560","76700"
"In post","2022","Department of Health and Social Care","Policy","SEO/HEO","440","430","35530","32990"
"In post","2022","Department of Health and Social Care","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Property","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Science and Engineering","AA/AO","140","130","21450","21120"
"In post","2022","Department of Health and Social Care","Science and Engineering","EO","250","240","26110","26880"
"In post","2022","Department of Health and Social Care","Science and Engineering","G6/G7","670","640","58070","53860"
"In post","2022","Department of Health and Social Care","Science and Engineering","SCS","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care","Science and Engineering","SEO/HEO","1240","1150","36790","37300"
"In post","2022","Department of Health and Social Care","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","G6/G7","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","G6/G7","90","90","56410","53360"
"In post","2022","Department of Health and Social Care","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care","Unknown","SEO/HEO","70","70","36400","33440"
"In post","2022","Estyn","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Inspector of Education and Training","G6/G7","70","60","75110","75480"
"In post","2022","Estyn","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
