"Status","Year","Function_of_post","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Mixed","Female","100","100","37080","33730"
"In post","2021","Communications","Mixed","Male","60","60","35410","31810"
"In post","2021","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","Female","90","80","35730","31810"
"In post","2021","Communications","Undeclared","Male","130","130","33590","31810"
"In post","2021","Communications","Unknown","Female","1070","1030","33840","28500"
"In post","2021","Communications","Unknown","Male","1100","1090","32290","25560"
"In post","2021","Communications","White","Female","2650","2470","36250","31810"
"In post","2021","Communications","White","Male","2240","2200","35200","31810"
"In post","2021","Counter Fraud","Asian","Female","290","270","31500","29570"
"In post","2021","Counter Fraud","Asian","Male","320","320","33160","31810"
"In post","2021","Counter Fraud","Black","Female","160","160","31400","29570"
"In post","2021","Counter Fraud","Black","Male","90","90","31710","29570"
"In post","2021","Counter Fraud","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Mixed","Female","60","50","30820","27830"
"In post","2021","Counter Fraud","Mixed","Male","80","70","36840","34250"
"In post","2021","Counter Fraud","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","Female","200","180","33730","31810"
"In post","2021","Counter Fraud","Undeclared","Male","380","360","37520","32520"
"In post","2021","Counter Fraud","Unknown","Female","730","680","30840","29570"
"In post","2021","Counter Fraud","Unknown","Male","960","930","33130","31810"
"In post","2021","Counter Fraud","White","Female","3050","2760","32830","31810"
"In post","2021","Counter Fraud","White","Male","3250","3130","35660","31810"
"In post","2021","Debt","Asian","Female","220","180","23710","24360"
"In post","2021","Debt","Asian","Male","140","120","24100","21400"
"In post","2021","Debt","Black","Female","100","90","25420","24120"
"In post","2021","Debt","Black","Male","60","50","25310","25600"
"In post","2021","Debt","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Undeclared","Female","80","60","24390","24120"
"In post","2021","Debt","Undeclared","Male","70","70","25100","21440"
"In post","2021","Debt","Unknown","Female","810","730","21600","20140"
"In post","2021","Debt","Unknown","Male","740","720","21370","20140"
"In post","2021","Debt","White","Female","1400","1180","24040","21440"
"In post","2021","Debt","White","Male","1000","960","24300","21440"
"In post","2021","Digital, Data & Technology","Asian","Female","320","310","41290","36390"
"In post","2021","Digital, Data & Technology","Asian","Male","480","480","41190","37640"
"In post","2021","Digital, Data & Technology","Black","Female","160","150","38250","35960"
"In post","2021","Digital, Data & Technology","Black","Male","220","220","39930","36030"
"In post","2021","Digital, Data & Technology","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chinese","Male","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Mixed","Female","100","100","42300","40480"
"In post","2021","Digital, Data & Technology","Mixed","Male","130","130","44470","40040"
"In post","2021","Digital, Data & Technology","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other ethnicity","Male","60","60","45840","40230"
"In post","2021","Digital, Data & Technology","Undeclared","Female","150","150","41060","38540"
"In post","2021","Digital, Data & Technology","Undeclared","Male","500","490","42090","39670"
"In post","2021","Digital, Data & Technology","Unknown","Female","790","760","40470","36780"
"In post","2021","Digital, Data & Technology","Unknown","Male","1700","1680","40390","37060"
"In post","2021","Digital, Data & Technology","White","Female","3420","3220","40170","37540"
"In post","2021","Digital, Data & Technology","White","Male","5480","5380","42950","39100"
"In post","2021","Digital, Data & Technology","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Asian","Female","360","340","36730","33660"
"In post","2021","Finance","Asian","Male","380","380","39760","36640"
"In post","2021","Finance","Black","Female","220","210","38080","35990"
"In post","2021","Finance","Black","Male","130","130","41640","38580"
"In post","2021","Finance","Chinese","Female","30","30","[c]","[c]"
"In post","2021","Finance","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Mixed","Female","90","80","39700","36590"
"In post","2021","Finance","Mixed","Male","70","70","43840","40000"
"In post","2021","Finance","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2021","Finance","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","Female","160","140","36980","33300"
"In post","2021","Finance","Undeclared","Male","220","210","41520","37570"
"In post","2021","Finance","Unknown","Female","640","590","34580","31810"
"In post","2021","Finance","Unknown","Male","570","550","37270","32790"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","White","Female","3760","3440","37060","32780"
"In post","2021","Finance","White","Male","2700","2650","43530","38980"
"In post","2021","Grants Management","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Undeclared","Male","60","60","28010","26520"
"In post","2021","Grants Management","Unknown","Female","370","350","23980","21050"
"In post","2021","Grants Management","Unknown","Male","320","310","24590","21050"
"In post","2021","Grants Management","White","Female","670","560","25670","24920"
"In post","2021","Grants Management","White","Male","400","390","27090","25190"
"In post","2021","Human Resources","Asian","Female","360","340","37070","33950"
"In post","2021","Human Resources","Asian","Male","120","110","36230","32310"
"In post","2021","Human Resources","Black","Female","260","250","37270","33820"
"In post","2021","Human Resources","Black","Male","50","50","38230","34640"
"In post","2021","Human Resources","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Mixed","Female","120","110","41230","37010"
"In post","2021","Human Resources","Mixed","Male","60","60","40400","34020"
"In post","2021","Human Resources","Other ethnicity","Female","40","30","[c]","[c]"
"In post","2021","Human Resources","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Female","180","160","35680","32180"
"In post","2021","Human Resources","Undeclared","Male","100","100","37130","33150"
"In post","2021","Human Resources","Unknown","Female","630","600","34910","31660"
"In post","2021","Human Resources","Unknown","Male","320","320","35280","31950"
"In post","2021","Human Resources","White","Female","5090","4730","37480","32960"
"In post","2021","Human Resources","White","Male","2230","2180","39010","34550"
"In post","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Asian","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","Asian","Male","40","40","[c]","[c]"
"In post","2021","Internal Audit","Black","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Black","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","White","Female","290","270","44100","41550"
"In post","2021","Internal Audit","White","Male","280","270","48600","45820"
"In post","2021","Legal","Asian","Female","780","710","42110","40920"
"In post","2021","Legal","Asian","Male","370","360","43290","40800"
"In post","2021","Legal","Black","Female","480","450","40580","35000"
"In post","2021","Legal","Black","Male","170","170","43150","36160"
"In post","2021","Legal","Chinese","Female","40","40","[c]","[c]"
"In post","2021","Legal","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Mixed","Female","230","210","46690","50520"
"In post","2021","Legal","Mixed","Male","120","110","48850","51120"
"In post","2021","Legal","Other ethnicity","Female","100","90","50630","52730"
"In post","2021","Legal","Other ethnicity","Male","60","60","54830","58460"
"In post","2021","Legal","Undeclared","Female","190","170","45820","43460"
"In post","2021","Legal","Undeclared","Male","160","160","46740","47100"
"In post","2021","Legal","Unknown","Female","2110","1900","35430","29350"
"In post","2021","Legal","Unknown","Male","1060","1020","38550","29570"
"In post","2021","Legal","White","Female","5790","5200","45160","46080"
"In post","2021","Legal","White","Male","3180","3080","49470","51250"
"In post","2021","No function","Asian","Female","5100","4660","32200","28130"
"In post","2021","No function","Asian","Male","4220","4070","32940","29730"
"In post","2021","No function","Black","Female","3590","3420","31690","28690"
"In post","2021","No function","Black","Male","2230","2190","32930","31570"
"In post","2021","No function","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Chinese","Female","260","250","36900","32790"
"In post","2021","No function","Chinese","Male","200","190","36610","32560"
"In post","2021","No function","Mixed","Female","1880","1770","33510","30500"
"In post","2021","No function","Mixed","Male","1400","1360","36670","32560"
"In post","2021","No function","Other ethnicity","Female","540","500","35510","31810"
"In post","2021","No function","Other ethnicity","Male","440","430","37800","33590"
"In post","2021","No function","Undeclared","Female","2820","2560","32990","29190"
"In post","2021","No function","Undeclared","Male","4090","3920","36450","32860"
"In post","2021","No function","Unknown","Female","15770","14560","29290","25560"
"In post","2021","No function","Unknown","Male","15410","14910","31050","27690"
"In post","2021","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","White","Female","69400","62520","31850","27380"
"In post","2021","No function","White","Male","57590","55300","35200","31650"
"In post","2021","No function","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Female","560","540","41070","37640"
"In post","2021","Project Delivery","Asian","Male","580","570","42080","38630"
"In post","2021","Project Delivery","Black","Female","400","390","39120","36160"
"In post","2021","Project Delivery","Black","Male","260","260","39070","36650"
"In post","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Female","30","30","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Female","230","220","41000","36890"
"In post","2021","Project Delivery","Mixed","Male","230","220","43350","39860"
"In post","2021","Project Delivery","Other ethnicity","Female","70","70","43770","39100"
"In post","2021","Project Delivery","Other ethnicity","Male","80","70","44790","42940"
"In post","2021","Project Delivery","Undeclared","Female","460","440","39630","37320"
"In post","2021","Project Delivery","Undeclared","Male","1060","1030","43040","40580"
"In post","2021","Project Delivery","Unknown","Female","1310","1250","41740","38630"
"In post","2021","Project Delivery","Unknown","Male","1510","1490","41640","38630"
"In post","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Female","9560","9010","39770","36160"
"In post","2021","Project Delivery","White","Male","12050","11810","42240","39750"
"In post","2021","Property","Asian","Female","160","140","31710","29450"
"In post","2021","Property","Asian","Male","160","150","37060","31810"
"In post","2021","Property","Black","Female","90","90","34880","31620"
"In post","2021","Property","Black","Male","60","50","38770","37530"
"In post","2021","Property","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Mixed","Female","60","50","33330","31600"
"In post","2021","Property","Mixed","Male","50","50","[c]","[c]"
"In post","2021","Property","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Undeclared","Female","150","130","34320","33250"
"In post","2021","Property","Undeclared","Male","320","310","38110","35540"
"In post","2021","Property","Unknown","Female","650","590","28710","25860"
"In post","2021","Property","Unknown","Male","860","830","32510","28870"
"In post","2021","Property","White","Female","2760","2550","33050","30990"
"In post","2021","Property","White","Male","3980","3880","36410","33300"
"In post","2021","Security","Asian","Female","80","70","34800","33080"
"In post","2021","Security","Asian","Male","150","150","30450","26590"
"In post","2021","Security","Black","Female","40","40","[c]","[c]"
"In post","2021","Security","Black","Male","80","80","29470","22650"
"In post","2021","Security","Chinese","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chinese","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Mixed","Female","40","30","[c]","[c]"
"In post","2021","Security","Mixed","Male","60","60","35060","31360"
"In post","2021","Security","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other ethnicity","Male","30","30","[c]","[c]"
"In post","2021","Security","Undeclared","Female","70","70","33600","33300"
"In post","2021","Security","Undeclared","Male","380","380","34980","39010"
"In post","2021","Security","Unknown","Female","330","310","30490","26670"
"In post","2021","Security","Unknown","Male","950","940","30540","27500"
"In post","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","White","Female","1510","1460","31950","28870"
"In post","2021","Security","White","Male","5040","4950","31400","27420"
"In post","2021","Unknown","Asian","Female","7490","6570","29400","27570"
"In post","2021","Unknown","Asian","Male","5240","5070","30010","27570"
"In post","2021","Unknown","Black","Female","4200","3900","30300","29360"
"In post","2021","Unknown","Black","Male","1970","1930","30800","29290"
"In post","2021","Unknown","Chinese","Female","240","220","32150","27570"
"In post","2021","Unknown","Chinese","Male","140","140","32540","28980"
"In post","2021","Unknown","Mixed","Female","1750","1610","30690","27570"
"In post","2021","Unknown","Mixed","Male","1050","1010","31690","27570"
"In post","2021","Unknown","Other ethnicity","Female","480","440","31050","28850"
"In post","2021","Unknown","Other ethnicity","Male","370","360","33770","28670"
"In post","2021","Unknown","Undeclared","Female","3790","3270","29200","27570"
"In post","2021","Unknown","Undeclared","Male","4170","3970","31870","27570"
"In post","2021","Unknown","Unknown","Female","6740","6150","31070","27570"
"In post","2021","Unknown","Unknown","Male","7030","6920","33970","29250"
"In post","2021","Unknown","White","Female","73670","64900","29680","27570"
"In post","2021","Unknown","White","Male","48380","46590","32100","27570"
"In post","2022","Analysis","Asian","Female","320","300","42650","38200"
"In post","2022","Analysis","Asian","Male","310","310","43110","39930"
"In post","2022","Analysis","Black","Female","120","120","39080","37930"
"In post","2022","Analysis","Black","Male","100","100","39530","37610"
"In post","2022","Analysis","Mixed","Female","110","100","44180","41250"
"In post","2022","Analysis","Mixed","Male","110","110","42160","38070"
"In post","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other ethnicity","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Undeclared","Female","70","60","42960","38540"
"In post","2022","Analysis","Undeclared","Male","170","170","46810","47010"
"In post","2022","Analysis","Unknown","Female","390","370","41070","37930"
"In post","2022","Analysis","Unknown","Male","570","570","41870","37930"
"In post","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","White","Female","2950","2760","42760","38340"
"In post","2022","Analysis","White","Male","3180","3110","45200","39850"
"In post","2022","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Asian","Female","150","140","40770","37900"
"In post","2022","Commercial","Asian","Male","150","150","43880","40000"
"In post","2022","Commercial","Black","Female","110","110","38680","36190"
"In post","2022","Commercial","Black","Male","60","60","42800","39950"
"In post","2022","Commercial","Mixed","Female","60","60","36030","34880"
"In post","2022","Commercial","Mixed","Male","30","30","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Undeclared","Female","90","80","38430","37680"
"In post","2022","Commercial","Undeclared","Male","120","120","45900","41870"
"In post","2022","Commercial","Unknown","Female","910","880","57270","54700"
"In post","2022","Commercial","Unknown","Male","930","930","62630","61710"
"In post","2022","Commercial","White","Female","2080","1970","40340","37130"
"In post","2022","Commercial","White","Male","1900","1870","45460","40330"
"In post","2022","Communications","Asian","Female","320","310","33600","28900"
"In post","2022","Communications","Asian","Male","390","380","31020","26820"
"In post","2022","Communications","Black","Female","170","160","33040","30430"
"In post","2022","Communications","Black","Male","80","80","32100","27040"
"In post","2022","Communications","Mixed","Female","130","120","39000","33370"
"In post","2022","Communications","Mixed","Male","70","70","36180","33080"
"In post","2022","Communications","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Undeclared","Female","80","70","36890","33370"
"In post","2022","Communications","Undeclared","Male","120","120","34770","32000"
"In post","2022","Communications","Unknown","Female","1030","990","35580","30730"
"In post","2022","Communications","Unknown","Male","1090","1080","33500","26820"
"In post","2022","Communications","White","Female","2820","2660","37680","33370"
"In post","2022","Communications","White","Male","2220","2190","36920","33250"
"In post","2022","Counter Fraud","Asian","Female","730","640","30040","27570"
"In post","2022","Counter Fraud","Asian","Male","630","610","32110","31020"
"In post","2022","Counter Fraud","Black","Female","410","380","31100","31020"
"In post","2022","Counter Fraud","Black","Male","210","200","30880","31020"
"In post","2022","Counter Fraud","Mixed","Female","140","130","30560","27570"
"In post","2022","Counter Fraud","Mixed","Male","120","120","35540","31990"
"In post","2022","Counter Fraud","Other ethnicity","Female","40","40","[c]","[c]"
"In post","2022","Counter Fraud","Other ethnicity","Male","30","30","[c]","[c]"
"In post","2022","Counter Fraud","Undeclared","Female","380","340","31350","28920"
"In post","2022","Counter Fraud","Undeclared","Male","580","540","35270","32900"
"In post","2022","Counter Fraud","Unknown","Female","1050","970","31670","28920"
"In post","2022","Counter Fraud","Unknown","Male","1190","1160","33930","31850"
"In post","2022","Counter Fraud","White","Female","6240","5540","31220","27570"
"In post","2022","Counter Fraud","White","Male","5280","5050","34270","31990"
"In post","2022","Debt","Asian","Female","450","370","23540","21260"
"In post","2022","Debt","Asian","Male","310","290","23530","21260"
"In post","2022","Debt","Black","Female","140","130","25280","23600"
"In post","2022","Debt","Black","Male","70","70","25110","25330"
"In post","2022","Debt","Mixed","Female","70","60","22770","21260"
"In post","2022","Debt","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Undeclared","Female","130","110","23640","22080"
"In post","2022","Debt","Undeclared","Male","110","100","24280","21260"
"In post","2022","Debt","Unknown","Female","680","600","22790","21250"
"In post","2022","Debt","Unknown","Male","600","580","22790","21250"
"In post","2022","Debt","White","Female","2680","2250","23880","21260"
"In post","2022","Debt","White","Male","1520","1440","24420","21260"
"In post","2022","Digital, Data & Technology","Asian","Female","550","540","41220","37290"
"In post","2022","Digital, Data & Technology","Asian","Male","850","840","42360","39000"
"In post","2022","Digital, Data & Technology","Black","Female","270","270","39310","36330"
"In post","2022","Digital, Data & Technology","Black","Male","370","370","39740","36700"
"In post","2022","Digital, Data & Technology","Mixed","Female","160","160","41040","39320"
"In post","2022","Digital, Data & Technology","Mixed","Male","190","190","42550","39780"
"In post","2022","Digital, Data & Technology","Other ethnicity","Female","50","50","42600","38570"
"In post","2022","Digital, Data & Technology","Other ethnicity","Male","70","70","46670","39910"
"In post","2022","Digital, Data & Technology","Undeclared","Female","260","250","39700","37020"
"In post","2022","Digital, Data & Technology","Undeclared","Male","890","870","42060","39500"
"In post","2022","Digital, Data & Technology","Unknown","Female","960","920","40860","37300"
"In post","2022","Digital, Data & Technology","Unknown","Male","2080","2060","41580","38230"
"In post","2022","Digital, Data & Technology","White","Female","6000","5670","39860","36660"
"In post","2022","Digital, Data & Technology","White","Male","9350","9180","42410","39570"
"In post","2022","Finance","Asian","Female","570","540","37540","34620"
"In post","2022","Finance","Asian","Male","580","570","40200","36780"
"In post","2022","Finance","Black","Female","270","270","38320","35840"
"In post","2022","Finance","Black","Male","170","170","40600","38610"
"In post","2022","Finance","Mixed","Female","120","110","38530","35030"
"In post","2022","Finance","Mixed","Male","90","80","43890","39960"
"In post","2022","Finance","Other ethnicity","Female","30","30","[c]","[c]"
"In post","2022","Finance","Other ethnicity","Male","30","30","[c]","[c]"
"In post","2022","Finance","Undeclared","Female","200","190","36470","33320"
"In post","2022","Finance","Undeclared","Male","310","300","40090","36500"
"In post","2022","Finance","Unknown","Female","770","710","35840","33000"
"In post","2022","Finance","Unknown","Male","710","690","38970","35310"
"In post","2022","Finance","White","Female","4910","4500","37650","33370"
"In post","2022","Finance","White","Male","3630","3540","42600","38650"
"In post","2022","Grants Management","Asian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Asian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Male","60","60","27510","26420"
"In post","2022","Grants Management","Unknown","Female","490","450","23780","21300"
"In post","2022","Grants Management","Unknown","Male","370","360","24130","21300"
"In post","2022","Grants Management","White","Female","800","680","25520","24920"
"In post","2022","Grants Management","White","Male","510","490","26580","24920"
"In post","2022","Human Resources","Asian","Female","480","450","37340","34260"
"In post","2022","Human Resources","Asian","Male","190","190","36040","32330"
"In post","2022","Human Resources","Black","Female","300","290","36810","34270"
"In post","2022","Human Resources","Black","Male","80","70","35680","31990"
"In post","2022","Human Resources","Mixed","Female","180","170","40300","35700"
"In post","2022","Human Resources","Mixed","Male","70","70","40440","36650"
"In post","2022","Human Resources","Other ethnicity","Female","40","40","[c]","[c]"
"In post","2022","Human Resources","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Female","210","190","36140","33300"
"In post","2022","Human Resources","Undeclared","Male","150","140","36570","33080"
"In post","2022","Human Resources","Unknown","Female","690","660","35580","31740"
"In post","2022","Human Resources","Unknown","Male","370","360","36760","33080"
"In post","2022","Human Resources","White","Female","6180","5730","37540","33300"
"In post","2022","Human Resources","White","Male","2770","2700","39020","34260"
"In post","2022","Internal Audit","Asian","Female","50","40","[c]","[c]"
"In post","2022","Internal Audit","Asian","Male","40","40","[c]","[c]"
"In post","2022","Internal Audit","Black","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Black","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Mixed","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","White","Female","300","280","44570","42010"
"In post","2022","Internal Audit","White","Male","260","250","48560","45660"
"In post","2022","Legal","Asian","Female","810","740","43390","48080"
"In post","2022","Legal","Asian","Male","370","360","44740","48080"
"In post","2022","Legal","Black","Female","470","440","40810","34160"
"In post","2022","Legal","Black","Male","180","170","43020","37930"
"In post","2022","Legal","Mixed","Female","220","200","47940","51250"
