"Status","Year","Profession_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inspector of Education and Training","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Declared disabled","240","230","33240","30830"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Declared non-disabled","2010","1930","33920","30830"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Undeclared","110","100","33120","30500"
"In post","2021","Intelligence Analysis","Heterosexual / straight","Unknown","110","100","43470","40580"
"In post","2021","Intelligence Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","LGBO","Declared non-disabled","90","90","34720","30830"
"In post","2021","Intelligence Analysis","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Declared disabled","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Declared non-disabled","230","210","33150","30500"
"In post","2021","Intelligence Analysis","Undeclared","Undeclared","150","140","34940","32100"
"In post","2021","Intelligence Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Declared non-disabled","70","60","36450","32040"
"In post","2021","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Unknown","280","270","44100","41190"
"In post","2021","Internal Audit","Heterosexual / straight","Declared disabled","70","60","44110","39980"
"In post","2021","Internal Audit","Heterosexual / straight","Declared non-disabled","490","470","46210","43540"
"In post","2021","Internal Audit","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2021","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Heterosexual / straight","Declared disabled","60","60","46950","46130"
"In post","2021","International Trade","Heterosexual / straight","Declared non-disabled","620","610","47680","48220"
"In post","2021","International Trade","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Heterosexual / straight","Unknown","140","140","48310","40000"
"In post","2021","International Trade","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","LGBO","Declared non-disabled","60","50","53110","51970"
"In post","2021","International Trade","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","Declared non-disabled","60","60","48160","43060"
"In post","2021","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","Unknown","380","380","44470","38540"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Declared disabled","190","190","34640","33000"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Declared non-disabled","1310","1250","36860","33300"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Undeclared","60","50","37210","33300"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","Unknown","80","70","40220","35750"
"In post","2021","Knowledge and Information Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","LGBO","Declared non-disabled","60","60","34020","31400"
"In post","2021","Knowledge and Information Management","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Declared disabled","50","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Declared non-disabled","150","150","35660","33310"
"In post","2021","Knowledge and Information Management","Undeclared","Undeclared","90","90","39460","36460"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Declared non-disabled","80","70","35170","32110"
"In post","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","230","210","37840","35280"
"In post","2021","Legal","Heterosexual / straight","Declared disabled","700","650","48360","50500"
"In post","2021","Legal","Heterosexual / straight","Declared non-disabled","6200","5810","48570","50520"
"In post","2021","Legal","Heterosexual / straight","Undeclared","170","160","48310","46950"
"In post","2021","Legal","Heterosexual / straight","Unknown","660","630","44870","48080"
"In post","2021","Legal","LGBO","Declared disabled","70","70","52970","52490"
"In post","2021","Legal","LGBO","Declared non-disabled","320","310","50890","51250"
"In post","2021","Legal","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Legal","Undeclared","Declared disabled","100","90","48210","46590"
"In post","2021","Legal","Undeclared","Declared non-disabled","520","480","48820","46530"
"In post","2021","Legal","Undeclared","Undeclared","300","280","43800","38630"
"In post","2021","Legal","Undeclared","Unknown","100","90","44910","45190"
"In post","2021","Legal","Unknown","Declared disabled","90","80","46560","49150"
"In post","2021","Legal","Unknown","Declared non-disabled","1110","1010","54690","55610"
"In post","2021","Legal","Unknown","Undeclared","50","40","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","1690","1610","43350","36230"
"In post","2021","Medicine","Heterosexual / straight","Declared disabled","100","90","54540","40890"
"In post","2021","Medicine","Heterosexual / straight","Declared non-disabled","1320","1190","53690","40000"
"In post","2021","Medicine","Heterosexual / straight","Undeclared","60","50","53270","38890"
"In post","2021","Medicine","Heterosexual / straight","Unknown","240","220","57000","40860"
"In post","2021","Medicine","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Medicine","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Declared non-disabled","120","100","60220","47000"
"In post","2021","Medicine","Undeclared","Undeclared","50","50","69910","77770"
"In post","2021","Medicine","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Declared non-disabled","70","70","50670","37890"
"In post","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","420","370","60820","44500"
"In post","2021","Operational Delivery","Heterosexual / straight","Declared disabled","12940","11760","28120","25580"
"In post","2021","Operational Delivery","Heterosexual / straight","Declared non-disabled","90450","83620","29040","26130"
"In post","2021","Operational Delivery","Heterosexual / straight","Undeclared","5180","4750","29220","27380"
"In post","2021","Operational Delivery","Heterosexual / straight","Unknown","7440","6950","31210","28840"
"In post","2021","Operational Delivery","LGBO","Declared disabled","1300","1240","28340","25830"
"In post","2021","Operational Delivery","LGBO","Declared non-disabled","4300","4140","29150","25960"
"In post","2021","Operational Delivery","LGBO","Undeclared","410","390","29000","26850"
"In post","2021","Operational Delivery","LGBO","Unknown","440","420","29030","26300"
"In post","2021","Operational Delivery","Undeclared","Declared disabled","1870","1660","27560","25630"
"In post","2021","Operational Delivery","Undeclared","Declared non-disabled","8810","7870","28790","26700"
"In post","2021","Operational Delivery","Undeclared","Undeclared","4520","4160","29720","27370"
"In post","2021","Operational Delivery","Undeclared","Unknown","2290","2080","28320","25560"
"In post","2021","Operational Delivery","Unknown","Declared disabled","1240","1080","27250","25560"
"In post","2021","Operational Delivery","Unknown","Declared non-disabled","9530","8370","28940","26590"
"In post","2021","Operational Delivery","Unknown","Undeclared","2650","2350","30340","31650"
"In post","2021","Operational Delivery","Unknown","Unknown","22770","21190","26200","23520"
"In post","2021","Operational Research","Heterosexual / straight","Declared disabled","110","100","42100","38800"
"In post","2021","Operational Research","Heterosexual / straight","Declared non-disabled","680","650","45100","46080"
"In post","2021","Operational Research","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Operational Research","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Operational Research","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Declared non-disabled","50","50","40700","37320"
"In post","2021","Operational Research","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Undeclared","50","50","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","120","120","42420","39040"
"In post","2021","Other","Heterosexual / straight","Declared disabled","1480","1410","28320","25380"
"In post","2021","Other","Heterosexual / straight","Declared non-disabled","11970","11470","31060","26670"
"In post","2021","Other","Heterosexual / straight","Undeclared","560","540","27580","22780"
"In post","2021","Other","Heterosexual / straight","Unknown","1250","1200","30120","26670"
"In post","2021","Other","LGBO","Declared disabled","100","100","28470","26350"
"In post","2021","Other","LGBO","Declared non-disabled","410","400","32970","28120"
"In post","2021","Other","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2021","Other","LGBO","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Undeclared","Declared disabled","220","210","28370","23990"
"In post","2021","Other","Undeclared","Declared non-disabled","1110","1070","31910","26670"
"In post","2021","Other","Undeclared","Undeclared","560","540","30700","26930"
"In post","2021","Other","Undeclared","Unknown","260","250","32830","26670"
"In post","2021","Other","Unknown","Declared disabled","90","80","30220","27580"
"In post","2021","Other","Unknown","Declared non-disabled","580","560","39230","33260"
"In post","2021","Other","Unknown","Undeclared","190","170","35430","32740"
"In post","2021","Other","Unknown","Unknown","3790","3690","36020","32700"
"In post","2021","Planning","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Heterosexual / straight","Declared non-disabled","140","130","47420","40920"
"In post","2021","Planning","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","Declared non-disabled","220","200","58140","58810"
"In post","2021","Planning Inspectors","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","Unknown","30","30","[c]","[c]"
"In post","2021","Policy","Heterosexual / straight","Declared disabled","1760","1710","44830","39900"
"In post","2021","Policy","Heterosexual / straight","Declared non-disabled","16090","15610","48220","45370"
"In post","2021","Policy","Heterosexual / straight","Undeclared","610","600","44320","39680"
"In post","2021","Policy","Heterosexual / straight","Unknown","1240","1210","45620","40260"
"In post","2021","Policy","LGBO","Declared disabled","340","330","44610","40050"
"In post","2021","Policy","LGBO","Declared non-disabled","1320","1310","48080","46000"
"In post","2021","Policy","LGBO","Undeclared","90","90","44740","37700"
"In post","2021","Policy","LGBO","Unknown","160","160","45070","40230"
"In post","2021","Policy","Undeclared","Declared disabled","240","240","43970","40050"
"In post","2021","Policy","Undeclared","Declared non-disabled","1460","1410","47810","45070"
"In post","2021","Policy","Undeclared","Undeclared","700","690","48190","47000"
"In post","2021","Policy","Undeclared","Unknown","230","220","44200","40050"
"In post","2021","Policy","Unknown","Declared disabled","120","120","49250","50050"
"In post","2021","Policy","Unknown","Declared non-disabled","840","800","47970","45200"
"In post","2021","Policy","Unknown","Undeclared","250","240","44440","42470"
"In post","2021","Policy","Unknown","Unknown","3650","3570","46340","40990"
"In post","2021","Project Delivery","Heterosexual / straight","Declared disabled","1140","1100","40190","38310"
"In post","2021","Project Delivery","Heterosexual / straight","Declared non-disabled","9700","9420","42750","39310"
"In post","2021","Project Delivery","Heterosexual / straight","Undeclared","330","320","40280","38630"
"In post","2021","Project Delivery","Heterosexual / straight","Unknown","700","680","42310","39550"
"In post","2021","Project Delivery","LGBO","Declared disabled","110","110","40040","35760"
"In post","2021","Project Delivery","LGBO","Declared non-disabled","390","380","41950","38630"
"In post","2021","Project Delivery","LGBO","Undeclared","30","30","[c]","[c]"
"In post","2021","Project Delivery","LGBO","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Declared disabled","160","150","43170","40580"
"In post","2021","Project Delivery","Undeclared","Declared non-disabled","750","720","44520","40580"
"In post","2021","Project Delivery","Undeclared","Undeclared","440","430","42610","40000"
"In post","2021","Project Delivery","Undeclared","Unknown","150","140","44480","40580"
"In post","2021","Project Delivery","Unknown","Declared disabled","70","60","38910","35000"
"In post","2021","Project Delivery","Unknown","Declared non-disabled","630","600","40890","39200"
"In post","2021","Project Delivery","Unknown","Undeclared","130","130","45240","40580"
"In post","2021","Project Delivery","Unknown","Unknown","1270","1230","42210","38630"
"In post","2021","Property","Heterosexual / straight","Declared disabled","440","420","34890","33250"
"In post","2021","Property","Heterosexual / straight","Declared non-disabled","3980","3820","37300","33300"
"In post","2021","Property","Heterosexual / straight","Undeclared","190","180","35850","33300"
"In post","2021","Property","Heterosexual / straight","Unknown","260","250","32540","30500"
"In post","2021","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Property","LGBO","Declared non-disabled","130","120","36270","32260"
"In post","2021","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
