"Status","Year","Parent_department","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Work and Pensions","Female","Declared non-disabled","46050","39630","27510","27570"
"In post","2021","Department for Work and Pensions","Female","Undeclared","2480","2220","27430","27570"
"In post","2021","Department for Work and Pensions","Female","Unknown","1880","1750","28230","27570"
"In post","2021","Department for Work and Pensions","Male","Declared disabled","5110","4790","27580","27570"
"In post","2021","Department for Work and Pensions","Male","Declared non-disabled","24500","23560","29530","27570"
"In post","2021","Department for Work and Pensions","Male","Undeclared","1720","1670","29110","27570"
"In post","2021","Department for Work and Pensions","Male","Unknown","1370","1350","29770","27570"
"In post","2021","Department of Health and Social Care","Female","Declared disabled","350","320","39000","35380"
"In post","2021","Department of Health and Social Care","Female","Declared non-disabled","4010","3660","42190","37450"
"In post","2021","Department of Health and Social Care","Female","Undeclared","380","320","44050","40070"
"In post","2021","Department of Health and Social Care","Female","Unknown","2950","2790","45400","40650"
"In post","2021","Department of Health and Social Care","Male","Declared disabled","180","170","45120","37380"
"In post","2021","Department of Health and Social Care","Male","Declared non-disabled","1860","1770","47290","41030"
"In post","2021","Department of Health and Social Care","Male","Undeclared","170","160","53570","48320"
"In post","2021","Department of Health and Social Care","Male","Unknown","1860","1830","50010","44950"
"In post","2021","ESTYN","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Female","Declared non-disabled","60","50","54760","69690"
"In post","2021","ESTYN","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Male","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","ESTYN","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Female","Declared non-disabled","280","260","40230","37910"
"In post","2021","Food Standards Agency","Female","Undeclared","220","220","38340","37350"
"In post","2021","Food Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Male","Declared non-disabled","530","520","34930","29090"
"In post","2021","Food Standards Agency","Male","Undeclared","210","200","39040","37350"
"In post","2021","Food Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Declared disabled","420","400","42850","38600"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Declared non-disabled","2850","2760","46180","39880"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Undeclared","140","130","45250","39170"
"In post","2021","Foreign, Commonwealth and Development Office","Female","Unknown","810","790","48000","47340"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Declared disabled","380","380","44460","38600"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Declared non-disabled","3050","3020","48780","44880"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Undeclared","210","210","50710","46650"
"In post","2021","Foreign, Commonwealth and Development Office","Male","Unknown","770","760","49370","51500"
"In post","2021","HM Land Registry","Female","Declared disabled","290","240","29870","27130"
"In post","2021","HM Land Registry","Female","Declared non-disabled","2270","1940","31900","27130"
"In post","2021","HM Land Registry","Female","Undeclared","120","100","31200","27130"
"In post","2021","HM Land Registry","Female","Unknown","1130","1070","26560","22350"
"In post","2021","HM Land Registry","Male","Declared disabled","200","180","31490","27130"
"In post","2021","HM Land Registry","Male","Declared non-disabled","1420","1320","35020","33840"
"In post","2021","HM Land Registry","Male","Undeclared","120","100","33670","33840"
"In post","2021","HM Land Registry","Male","Unknown","820","800","28240","22350"
"In post","2021","HM Revenue and Customs","Female","Declared disabled","3270","2830","30230","25820"
"In post","2021","HM Revenue and Customs","Female","Declared non-disabled","20100","17800","31680","28130"
"In post","2021","HM Revenue and Customs","Female","Undeclared","1440","1260","31680","28130"
"In post","2021","HM Revenue and Customs","Female","Unknown","10250","9020","27010","24120"
"In post","2021","HM Revenue and Customs","Male","Declared disabled","2470","2310","32080","28130"
"In post","2021","HM Revenue and Customs","Male","Declared non-disabled","17310","16670","34250","31810"
"In post","2021","HM Revenue and Customs","Male","Undeclared","1840","1750","34870","31810"
"In post","2021","HM Revenue and Customs","Male","Unknown","9820","9460","29320","25560"
"In post","2021","HM Treasury","Female","Declared disabled","140","130","43200","39280"
"In post","2021","HM Treasury","Female","Declared non-disabled","910","870","47080","44020"
"In post","2021","HM Treasury","Female","Undeclared","170","170","41480","36060"
"In post","2021","HM Treasury","Female","Unknown","80","70","48440","43100"
"In post","2021","HM Treasury","Male","Declared disabled","110","110","49600","52500"
"In post","2021","HM Treasury","Male","Declared non-disabled","920","910","49770","52500"
"In post","2021","HM Treasury","Male","Undeclared","210","210","46750","43250"
"In post","2021","HM Treasury","Male","Unknown","130","130","58590","55630"
"In post","2021","Home Office","Female","Declared disabled","1670","1490","30990","27370"
"In post","2021","Home Office","Female","Declared non-disabled","14910","13420","31340","27240"
"In post","2021","Home Office","Female","Undeclared","810","720","32230","28670"
"In post","2021","Home Office","Female","Unknown","930","900","31720","27370"
"In post","2021","Home Office","Male","Declared disabled","1400","1320","31720","27370"
"In post","2021","Home Office","Male","Declared non-disabled","13580","13000","32720","28350"
"In post","2021","Home Office","Male","Undeclared","1000","950","32940","29080"
"In post","2021","Home Office","Male","Unknown","1080","1070","32300","25770"
"In post","2021","Ministry of Defence","Female","Declared disabled","2410","2270","32140","28960"
"In post","2021","Ministry of Defence","Female","Declared non-disabled","16020","15120","32050","28650"
"In post","2021","Ministry of Defence","Female","Undeclared","1390","1320","32290","29290"
"In post","2021","Ministry of Defence","Female","Unknown","3000","2800","33260","29920"
"In post","2021","Ministry of Defence","Male","Declared disabled","2870","2800","34320","33040"
"In post","2021","Ministry of Defence","Male","Declared non-disabled","22120","21760","35450","33300"
"In post","2021","Ministry of Defence","Male","Undeclared","2810","2750","35380","33300"
"In post","2021","Ministry of Defence","Male","Unknown","7070","6970","35130","33200"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Declared disabled","180","170","41070","38160"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Declared non-disabled","1260","1190","44580","40600"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","80","70","44890","42980"
"In post","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","180","160","43450","40010"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Declared disabled","160","160","41910","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Declared non-disabled","1250","1220","47430","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","90","90","45300","43500"
"In post","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","210","200","44480","42870"
"In post","2021","Ministry of Justice","Female","Declared disabled","5490","5050","28490","25400"
"In post","2021","Ministry of Justice","Female","Declared non-disabled","30000","27410","28950","25780"
"In post","2021","Ministry of Justice","Female","Undeclared","3940","3550","29290","26560"
"In post","2021","Ministry of Justice","Female","Unknown","3990","3820","26360","22920"
"In post","2021","Ministry of Justice","Male","Declared disabled","3470","3300","30710","28860"
"In post","2021","Ministry of Justice","Male","Declared non-disabled","23190","22420","31230","28960"
"In post","2021","Ministry of Justice","Male","Undeclared","5150","4820","32050","31650"
"In post","2021","Ministry of Justice","Male","Unknown","3660","3600","27240","24920"
"In post","2021","National Crime Agency","Female","Declared disabled","100","100","37000","36310"
"In post","2021","National Crime Agency","Female","Declared non-disabled","740","700","40990","39840"
"In post","2021","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Female","Unknown","1600","1550","35840","34140"
"In post","2021","National Crime Agency","Male","Declared disabled","100","100","39050","36630"
"In post","2021","National Crime Agency","Male","Declared non-disabled","1010","1000","44990","43510"
"In post","2021","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Male","Unknown","1920","1900","40840","38540"
"In post","2021","Northern Ireland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Female","Declared disabled","100","90","44830","51360"
"In post","2021","Office for Standards in Education","Female","Declared non-disabled","970","930","49500","51360"
"In post","2021","Office for Standards in Education","Female","Unknown","120","110","43910","51360"
"In post","2021","Office for Standards in Education","Male","Declared disabled","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Male","Declared non-disabled","500","500","52340","51360"
"In post","2021","Office for Standards in Education","Male","Unknown","50","50","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Female","Declared non-disabled","470","460","43580","37620"
"In post","2021","Office of Gas and Electricity Markets","Female","Unknown","50","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Male","Declared non-disabled","550","550","45950","39380"
"In post","2021","Office of Gas and Electricity Markets","Male","Unknown","60","60","51220","48040"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Declared non-disabled","100","90","41270","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Declared non-disabled","60","60","49450","45440"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Female","Declared non-disabled","120","110","50290","49580"
"In post","2021","Office of Rail and Road","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Male","Declared non-disabled","170","170","57750","58900"
"In post","2021","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Declared disabled","40","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Declared non-disabled","190","190","41120","37300"
"In post","2021","Other Cabinet Office Agencies","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Female","Unknown","250","240","35690","34800"
"In post","2021","Other Cabinet Office Agencies","Male","Declared disabled","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Declared non-disabled","170","170","49670","41700"
"In post","2021","Other Cabinet Office Agencies","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Male","Unknown","280","280","37310","34800"
"In post","2021","Scotland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Female","Unknown","40","40","[c]","[c]"
"In post","2021","Scotland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Female","Declared disabled","900","850","35720","32140"
"In post","2021","Scottish Government","Female","Declared non-disabled","5530","5160","38510","33620"
"In post","2021","Scottish Government","Female","Undeclared","180","170","37530","33620"
"In post","2021","Scottish Government","Female","Unknown","4950","4580","33620","29350"
"In post","2021","Scottish Government","Male","Declared disabled","830","800","36310","33650"
"In post","2021","Scottish Government","Male","Declared non-disabled","4300","4210","40110","35110"
"In post","2021","Scottish Government","Male","Undeclared","130","130","41220","36780"
"In post","2021","Scottish Government","Male","Unknown","5400","5150","34560","33650"
"In post","2021","The National Archives","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Female","Declared non-disabled","190","180","35270","33930"
"In post","2021","The National Archives","Female","Unknown","80","80","35950","31410"
"In post","2021","The National Archives","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Male","Declared non-disabled","150","140","36700","34770"
"In post","2021","The National Archives","Male","Unknown","80","80","36520","33820"
"In post","2021","UK Export Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Female","Declared non-disabled","150","140","49280","43000"
"In post","2021","UK Export Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Male","Declared non-disabled","230","230","57080","51250"
"In post","2021","UK Export Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Female","Declared disabled","330","290","31190","29540"
"In post","2021","United Kingdom Statistics Authority","Female","Declared non-disabled","1510","1310","32970","29540"
"In post","2021","United Kingdom Statistics Authority","Female","Undeclared","80","60","27770","23050"
"In post","2021","United Kingdom Statistics Authority","Female","Unknown","1200","1070","29610","29540"
"In post","2021","United Kingdom Statistics Authority","Male","Declared disabled","190","170","32070","30130"
"In post","2021","United Kingdom Statistics Authority","Male","Declared non-disabled","1080","980","36270","33020"
"In post","2021","United Kingdom Statistics Authority","Male","Undeclared","50","40","30930","29540"
"In post","2021","United Kingdom Statistics Authority","Male","Unknown","1060","980","32150","29540"
"In post","2021","United Kingdom Statistics Authority","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Wales Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Declared non-disabled","90","80","56760","49710"
"In post","2021","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Female","Unknown","30","30","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","Declared non-disabled","80","80","57460","52060"
"In post","2021","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Male","Unknown","40","40","[c]","[c]"
"In post","2021","Welsh Government","Female","Declared disabled","190","170","38370","37410"
"In post","2021","Welsh Government","Female","Declared non-disabled","2960","2730","40000","37410"
"In post","2021","Welsh Government","Female","Undeclared","90","80","41130","37410"
"In post","2021","Welsh Government","Female","Unknown","190","180","37690","34490"
"In post","2021","Welsh Government","Male","Declared disabled","140","130","39050","37410"
"In post","2021","Welsh Government","Male","Declared non-disabled","1970","1930","43220","37410"
"In post","2021","Welsh Government","Male","Undeclared","90","90","43350","45380"
"In post","2021","Welsh Government","Male","Unknown","160","150","41100","32540"
"In post","2022","Attorney General's Departments","Female","Declared disabled","700","630","43030","39750"
"In post","2022","Attorney General's Departments","Female","Declared non-disabled","4540","4120","44190","48080"
"In post","2022","Attorney General's Departments","Female","Undeclared","100","90","49960","51810"
"In post","2022","Attorney General's Departments","Female","Unknown","1340","1260","41740","38640"
"In post","2022","Attorney General's Departments","Male","Declared disabled","370","360","45530","48830"
"In post","2022","Attorney General's Departments","Male","Declared non-disabled","2440","2390","48340","50850"
"In post","2022","Attorney General's Departments","Male","Undeclared","60","60","55260","64700"
"In post","2022","Attorney General's Departments","Male","Unknown","650","640","45760","48080"
"In post","2022","Cabinet Office","Female","Declared disabled","510","490","42640","38580"
"In post","2022","Cabinet Office","Female","Declared non-disabled","2790","2690","45640","40600"
"In post","2022","Cabinet Office","Female","Undeclared","160","150","42140","37300"
"In post","2022","Cabinet Office","Female","Unknown","2440","2400","43490","32830"
"In post","2022","Cabinet Office","Male","Declared disabled","400","390","46240","40590"
"In post","2022","Cabinet Office","Male","Declared non-disabled","2420","2400","51500","49700"
"In post","2022","Cabinet Office","Male","Undeclared","160","160","46780","40600"
"In post","2022","Cabinet Office","Male","Unknown","2170","2160","48220","38330"
"In post","2022","Chancellor's other departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Female","Declared non-disabled","150","140","53830","46180"
"In post","2022","Chancellor's other departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","Declared non-disabled","190","190","64340","57120"
"In post","2022","Chancellor's other departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Chancellor's other departments","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Female","Declared non-disabled","130","130","36410","29160"
"In post","2022","Charity Commission","Female","Unknown","130","120","31630","29160"
"In post","2022","Charity Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Male","Declared non-disabled","90","90","34540","29160"
"In post","2022","Charity Commission","Male","Unknown","80","80","33320","29160"
"In post","2022","Competition and Markets Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Female","Declared non-disabled","360","340","57740","55860"
"In post","2022","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Female","Unknown","40","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Male","Declared non-disabled","370","360","62990","58280"
"In post","2022","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Male","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Declared disabled","740","690","38930","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Declared non-disabled","4930","4630","40750","38790"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Undeclared","210","200","42670","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy","Female","Unknown","1150","1080","34810","31000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Declared disabled","530","520","41320","39490"
"In post","2022","Department for Business, Energy and Industrial Strategy","Male","Declared non-disabled","5050","4930","44920","41150"
