"Status","Year","Age","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","South West (England)","Cornwall and Isles of Scilly","650","600","26910","26670"
"In post","2021","50-59","South West (England)","Devon","2870","2670","32620","27570"
"In post","2021","50-59","South West (England)","Dorset and Somerset","1870","1750","30780","27570"
"In post","2021","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","7860","7560","40140","37180"
"In post","2021","50-59","Unknown","Unknown","980","960","39020","33570"
"In post","2021","50-59","Wales","East Wales","5280","4960","34250","28850"
"In post","2021","50-59","Wales","West Wales and The Valleys","4430","4050","30660","27370"
"In post","2021","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","1360","1280","29480","27570"
"In post","2021","50-59","West Midlands (England)","Shropshire and Staffordshire","2840","2670","31500","27570"
"In post","2021","50-59","West Midlands (England)","West Midlands","5250","4850","32220","27570"
"In post","2021","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1700","1570","28960","27570"
"In post","2021","50-59","Yorkshire and The Humber","North Yorkshire","1660","1590","35000","30620"
"In post","2021","50-59","Yorkshire and The Humber","South Yorkshire","2970","2730","32550","27570"
"In post","2021","50-59","Yorkshire and The Humber","West Yorkshire","4770","4430","33840","28430"
"In post","2021","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","890","710","30120","27570"
"In post","2021","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","540","450","26320","24380"
"In post","2021","60-64","East Midlands (England)","Lincolnshire","340","300","27520","25610"
"In post","2021","60-64","East of England","Bedfordshire and Hertfordshire","410","360","31150","29050"
"In post","2021","60-64","East of England","East Anglia","1170","1010","29320","27080"
"In post","2021","60-64","East of England","Essex","530","440","30440","29050"
"In post","2021","60-64","London","Inner London - East","1100","970","42050","35310"
"In post","2021","60-64","London","Inner London - West","2600","2400","46230","39800"
"In post","2021","60-64","London","Outer London - East and North East","300","240","30280","30780"
"In post","2021","60-64","London","Outer London - South","860","760","35630","31060"
"In post","2021","60-64","London","Outer London - West and North West","840","690","33200","30680"
"In post","2021","60-64","North East (England)","Northumberland and Tyne and Wear","2080","1550","25980","21440"
"In post","2021","60-64","North East (England)","Tees Valley and Durham","780","580","26790","25310"
"In post","2021","60-64","North West (England)","Cheshire","280","230","29460","27570"
"In post","2021","60-64","North West (England)","Cumbria","180","150","27170","23410"
"In post","2021","60-64","North West (England)","Greater Manchester","1340","1060","29720","27570"
"In post","2021","60-64","North West (England)","Lancashire","1160","900","27820","26580"
"In post","2021","60-64","North West (England)","Merseyside","1710","1330","27340","25260"
"In post","2021","60-64","Northern Ireland","Northern Ireland","260","220","26880","22330"
"In post","2021","60-64","Overseas","Overseas","190","190","56220","54540"
"In post","2021","60-64","Scotland","Eastern Scotland","1510","1230","33140","27570"
"In post","2021","60-64","Scotland","Highlands and Islands","220","190","27650","27570"
"In post","2021","60-64","Scotland","North Eastern Scotland","150","120","35710","27570"
"In post","2021","60-64","Scotland","Southern Scotland","650","490","27290","26120"
"In post","2021","60-64","Scotland","West Central Scotland","1510","1170","29290","26120"
"In post","2021","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","860","760","32750","29290"
"In post","2021","60-64","South East (England)","Hampshire and Isle of Wight","1680","1430","30420","27570"
"In post","2021","60-64","South East (England)","Kent","690","570","28980","27370"
"In post","2021","60-64","South East (England)","Surrey, East and West Sussex","860","710","29280","27570"
"In post","2021","60-64","South West (England)","Cornwall and Isles of Scilly","210","180","26290","26430"
"In post","2021","60-64","South West (England)","Devon","820","680","28740","26460"
"In post","2021","60-64","South West (England)","Dorset and Somerset","580","490","28500","27570"
"In post","2021","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","2040","1760","37800","33840"
"In post","2021","60-64","Unknown","Unknown","260","240","37350","33570"
"In post","2021","60-64","Wales","East Wales","1430","1150","31750","27570"
"In post","2021","60-64","Wales","West Wales and The Valleys","1410","1060","28420","23830"
"In post","2021","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","330","280","26500","25190"
"In post","2021","60-64","West Midlands (England)","Shropshire and Staffordshire","800","660","29100","27570"
"In post","2021","60-64","West Midlands (England)","West Midlands","1370","1120","30270","27570"
"In post","2021","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","460","370","28800","27570"
"In post","2021","60-64","Yorkshire and The Humber","North Yorkshire","460","400","31730","26750"
"In post","2021","60-64","Yorkshire and The Humber","South Yorkshire","690","530","28190","26780"
"In post","2021","60-64","Yorkshire and The Humber","West Yorkshire","1180","900","30040","27570"
"In post","2021","65+","East Midlands (England)","Derbyshire and Nottinghamshire","240","170","30070","26780"
"In post","2021","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","130","90","26140","21710"
"In post","2021","65+","East Midlands (England)","Lincolnshire","100","80","25830","22080"
"In post","2021","65+","East of England","Bedfordshire and Hertfordshire","130","100","30340","29050"
"In post","2021","65+","East of England","East Anglia","380","290","28620","26120"
"In post","2021","65+","East of England","Essex","180","130","27810","26780"
"In post","2021","65+","London","Inner London - East","470","380","39900","31880"
"In post","2021","65+","London","Inner London - West","860","750","42830","35870"
"In post","2021","65+","London","Outer London - East and North East","130","100","28540","25110"
"In post","2021","65+","London","Outer London - South","380","310","31060","28840"
"In post","2021","65+","London","Outer London - West and North West","370","280","31500","28870"
"In post","2021","65+","North East (England)","Northumberland and Tyne and Wear","480","330","24200","21440"
"In post","2021","65+","North East (England)","Tees Valley and Durham","210","150","25570","21980"
"In post","2021","65+","North West (England)","Cheshire","70","50","28400","27570"
"In post","2021","65+","North West (England)","Cumbria","50","40","28750","26670"
"In post","2021","65+","North West (England)","Greater Manchester","370","270","28580","26670"
"In post","2021","65+","North West (England)","Lancashire","350","250","26430","22350"
"In post","2021","65+","North West (England)","Merseyside","510","370","26110","21440"
"In post","2021","65+","Northern Ireland","Northern Ireland","90","70","26780","21430"
"In post","2021","65+","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland","Eastern Scotland","420","330","32410","27570"
"In post","2021","65+","Scotland","Highlands and Islands","50","40","26650","26530"
"In post","2021","65+","Scotland","North Eastern Scotland","40","30","[c]","[c]"
"In post","2021","65+","Scotland","Southern Scotland","160","110","25450","24110"
"In post","2021","65+","Scotland","West Central Scotland","400","290","27310","22230"
"In post","2021","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","350","290","31870","27570"
"In post","2021","65+","South East (England)","Hampshire and Isle of Wight","700","540","28450","23050"
"In post","2021","65+","South East (England)","Kent","200","150","28390","26850"
"In post","2021","65+","South East (England)","Surrey, East and West Sussex","310","230","28530","26580"
"In post","2021","65+","South West (England)","Cornwall and Isles of Scilly","60","40","25240","22080"
"In post","2021","65+","South West (England)","Devon","240","170","28280","25780"
"In post","2021","65+","South West (England)","Dorset and Somerset","210","170","28000","27280"
"In post","2021","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","680","540","37170","33000"
"In post","2021","65+","Unknown","Unknown","50","40","32230","30630"
"In post","2021","65+","Wales","East Wales","460","330","31770","27160"
"In post","2021","65+","Wales","West Wales and The Valleys","390","280","27140","22350"
"In post","2021","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","120","100","25630","24560"
"In post","2021","65+","West Midlands (England)","Shropshire and Staffordshire","210","160","28480","26670"
"In post","2021","65+","West Midlands (England)","West Midlands","350","260","29090","26780"
"In post","2021","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","90","70","26640","26930"
"In post","2021","65+","Yorkshire and The Humber","North Yorkshire","130","100","28920","25400"
"In post","2021","65+","Yorkshire and The Humber","South Yorkshire","180","120","27530","25400"
"In post","2021","65+","Yorkshire and The Humber","West Yorkshire","310","220","28950","27570"
"In post","2021","Unknown","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","East Anglia","30","30","[c]","[c]"
"In post","2022","16-19","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Inner London - West","90","90","25410","25170"
"In post","2022","16-19","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Northumberland, and Tyne and Wear","60","60","21680","21250"
"In post","2022","16-19","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester","60","60","22560","21260"
"In post","2022","16-19","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Merseyside","60","50","21860","21250"
"In post","2022","16-19","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Eastern Scotland","60","60","22150","21250"
"In post","2022","16-19","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","West Central Scotland","50","40","21340","21150"
"In post","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","16-19","South East (England)","Hampshire and Isle of Wight","40","30","[c]","[c]"
