"Status","Year","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Female","4980","4830","44360","35590"
"In post","2021","Cabinet Office","Unknown","Male","4370","4330","49330","40600"
"In post","2021","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Female","120","110","56760","48930"
"In post","2021","Chancellor's other departments","Other","Male","160","150","68700","57250"
"In post","2021","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Female","140","130","32370","29160"
"In post","2021","Charity Commission","Unknown","Male","80","80","33920","29160"
"In post","2021","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Male","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Female","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Male","50","50","64140","61650"
"In post","2021","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Female","70","70","69330","71370"
"In post","2021","Competition and Markets Authority","Legal","Male","60","50","72010","74480"
"In post","2021","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Female","200","190","58740","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","Male","170","170","62970","59260"
"In post","2021","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Female","130","120","41130","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Male","120","120","45830","47140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Female","150","140","43890","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Male","110","100","43410","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","110","100","38790","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","160","150","39700","38510"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","310","290","39670","37240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","720","720","41230","39040"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Female","120","110","46770","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Male","200","200","46790","39640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Female","190","180","43100","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Male","160","160","47900","44790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Female","300","280","39880","37420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Male","120","110","44080","41230"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Female","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Male","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","2410","2210","29980","26290"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","1720","1670","32830","28240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Female","2000","1930","47730","44720"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Male","2050","2030","50930","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","200","190","42080","39670"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","210","210","44860","41530"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","400","370","39490","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","930","890","43910","40940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","Male","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","52650","47630"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Male","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Female","60","60","36790","34280"
"In post","2021","Department for Digital, Culture, Media and Sport","Other","Male","30","30","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Female","600","590","48110","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Male","480","470","48860","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Female","110","110","46650","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Male","100","100","51120","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Commercial","Female","200","190","39790","37100"
"In post","2021","Department for Education","Commercial","Male","190","190","41820","38000"
"In post","2021","Department for Education","Communications","Female","210","200","38680","36780"
"In post","2021","Department for Education","Communications","Male","120","120","40530","36780"
"In post","2021","Department for Education","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Digital, Data and Technology","Female","410","380","40530","37100"
"In post","2021","Department for Education","Digital, Data and Technology","Male","490","490","39530","36780"
"In post","2021","Department for Education","Finance","Female","410","390","41770","37760"
"In post","2021","Department for Education","Finance","Male","370","370","43510","40140"
"In post","2021","Department for Education","Human Resources","Female","120","120","35030","30110"
"In post","2021","Department for Education","Human Resources","Male","30","30","[c]","[c]"
"In post","2021","Department for Education","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Legal","Female","50","40","[c]","[c]"
"In post","2021","Department for Education","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Operational Delivery","Female","980","930","41250","36960"
"In post","2021","Department for Education","Operational Delivery","Male","620","620","42230","37100"
"In post","2021","Department for Education","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Policy","Female","1980","1860","45250","40780"
"In post","2021","Department for Education","Policy","Male","1060","1040","47480","44910"
"In post","2021","Department for Education","Project Delivery","Female","30","30","[c]","[c]"
"In post","2021","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Property","Female","250","240","48020","50130"
"In post","2021","Department for Education","Property","Male","320","310","53270","54600"
"In post","2021","Department for Education","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Female","100","100","36680","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Commercial","Male","60","60","42150","38600"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Female","180","170","40850","37300"
"In post","2021","Department for Environment, Food and Rural Affairs","Communications","Male","90","90","42310","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","290","270","42020","39050"
"In post","2021","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","420","420","43960","44760"
"In post","2021","Department for Environment, Food and Rural Affairs","Economics","Female","60","60","44940","48990"
"In post","2021","Department for Environment, Food and Rural Affairs","Economics","Male","100","100","44580","47550"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Female","210","200","40040","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Finance","Male","200","200","46150","42730"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Female","200","190","42870","38600"
"In post","2021","Department for Environment, Food and Rural Affairs","Human Resources","Male","70","70","42350","38420"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","2260","2030","26220","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","1590","1540","28120","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Policy","Female","1410","1340","42900","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Policy","Male","1080","1070","43250","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Female","220","200","40610","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Project Delivery","Male","190","190","39610","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Female","210","200","34030","30040"
"In post","2021","Department for Environment, Food and Rural Affairs","Property","Male","180","180","40020","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","720","660","32180","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","610","590","36700","33580"
"In post","2021","Department for Environment, Food and Rural Affairs","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Statistics","Female","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Statistics","Male","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Female","220","210","44360","38560"
"In post","2021","Department for Environment, Food and Rural Affairs","Veterinarian","Male","160","160","47400","48560"
"In post","2021","Department for International Trade","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Communications","Female","80","80","42390","38540"
"In post","2021","Department for International Trade","Communications","Male","60","60","43980","38540"
"In post","2021","Department for International Trade","Digital, Data and Technology","Female","60","60","44730","43000"
"In post","2021","Department for International Trade","Digital, Data and Technology","Male","60","60","49660","44980"
"In post","2021","Department for International Trade","Economics","Female","50","50","42710","34110"
"In post","2021","Department for International Trade","Economics","Male","100","100","43910","32330"
"In post","2021","Department for International Trade","Finance","Female","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Finance","Male","50","50","[c]","[c]"
"In post","2021","Department for International Trade","Human Resources","Female","90","80","43970","38540"
