"Status","Year","Organisation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","30-39","White","150","150","31700","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","40-49","White","160","150","35430","31070"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","50-59","White","130","120","39310","36930"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","60-64","White","30","30","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","Black","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","65+","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","20-29","White","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Black","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","30-39","Chinese","[c]","[c]","[c]","[c]"
