"Status","Year","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","LGBO","700","670","28290","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Undeclared","1450","1290","28740","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Unknown","5940","5200","26390","21440"
"In post","2021","North East (England)","Tees Valley and Durham","Heterosexual / straight","6350","5770","28150","26300"
"In post","2021","North East (England)","Tees Valley and Durham","LGBO","300","280","28370","26810"
"In post","2021","North East (England)","Tees Valley and Durham","Undeclared","710","640","28610","27130"
"In post","2021","North East (England)","Tees Valley and Durham","Unknown","1890","1690","26720","25380"
"In post","2021","North West (England)","Cheshire","Heterosexual / straight","2710","2570","31780","28840"
"In post","2021","North West (England)","Cheshire","LGBO","190","180","30650","27570"
"In post","2021","North West (England)","Cheshire","Undeclared","320","300","31320","30480"
"In post","2021","North West (England)","Cheshire","Unknown","690","630","29520","27570"
"In post","2021","North West (England)","Cumbria","Heterosexual / straight","1300","1180","28720","26030"
"In post","2021","North West (England)","Cumbria","LGBO","70","60","28130","25790"
"In post","2021","North West (England)","Cumbria","Undeclared","170","160","30340","26740"
"In post","2021","North West (England)","Cumbria","Unknown","610","540","25740","21050"
"In post","2021","North West (England)","Greater Manchester","Heterosexual / straight","12500","11760","31640","27570"
"In post","2021","North West (England)","Greater Manchester","LGBO","980","960","30790","27570"
"In post","2021","North West (England)","Greater Manchester","Undeclared","1600","1480","30970","27570"
"In post","2021","North West (England)","Greater Manchester","Unknown","4650","4310","29120","25880"
"In post","2021","North West (England)","Lancashire","Heterosexual / straight","9150","8360","28690","27570"
"In post","2021","North West (England)","Lancashire","LGBO","460","440","27410","27010"
"In post","2021","North West (England)","Lancashire","Undeclared","1090","970","28330","27570"
"In post","2021","North West (England)","Lancashire","Unknown","3410","3050","27160","26590"
"In post","2021","North West (England)","Merseyside","Heterosexual / straight","13330","12220","29050","25560"
"In post","2021","North West (England)","Merseyside","LGBO","600","570","28590","25560"
"In post","2021","North West (England)","Merseyside","Undeclared","1440","1290","29210","26370"
"In post","2021","North West (England)","Merseyside","Unknown","4120","3670","27280","24920"
"In post","2021","Northern Ireland","Northern Ireland","Heterosexual / straight","2630","2470","28590","25560"
"In post","2021","Northern Ireland","Northern Ireland","LGBO","100","90","26250","25310"
"In post","2021","Northern Ireland","Northern Ireland","Undeclared","230","210","28130","25560"
"In post","2021","Northern Ireland","Northern Ireland","Unknown","870","810","26290","22490"
"In post","2021","Overseas","Overseas","Heterosexual / straight","2500","2480","49920","50430"
"In post","2021","Overseas","Overseas","LGBO","170","170","51520","53000"
"In post","2021","Overseas","Overseas","Undeclared","370","370","47650","41800"
"In post","2021","Overseas","Overseas","Unknown","720","710","50960","49370"
"In post","2021","Scotland","Eastern Scotland","Heterosexual / straight","10990","10370","35780","30650"
"In post","2021","Scotland","Eastern Scotland","LGBO","760","750","34300","30580"
"In post","2021","Scotland","Eastern Scotland","Undeclared","2030","1880","31530","27570"
"In post","2021","Scotland","Eastern Scotland","Unknown","6060","5650","32570","28410"
"In post","2021","Scotland","Highlands and Islands","Heterosexual / straight","1130","1060","28600","27570"
"In post","2021","Scotland","Highlands and Islands","LGBO","30","30","[c]","[c]"
"In post","2021","Scotland","Highlands and Islands","Undeclared","210","180","28440","27470"
"In post","2021","Scotland","Highlands and Islands","Unknown","580","550","29370","27570"
"In post","2021","Scotland","North Eastern Scotland","Heterosexual / straight","1070","1010","38000","31700"
"In post","2021","Scotland","North Eastern Scotland","LGBO","60","60","33630","28410"
"In post","2021","Scotland","North Eastern Scotland","Undeclared","210","190","34990","27570"
"In post","2021","Scotland","North Eastern Scotland","Unknown","520","490","33270","30650"
"In post","2021","Scotland","Southern Scotland","Heterosexual / straight","3380","3070","30670","27570"
"In post","2021","Scotland","Southern Scotland","LGBO","150","140","30940","27570"
"In post","2021","Scotland","Southern Scotland","Undeclared","460","410","27440","25880"
"In post","2021","Scotland","Southern Scotland","Unknown","2030","1830","27700","25560"
"In post","2021","Scotland","West Central Scotland","Heterosexual / straight","11210","10380","31140","27570"
"In post","2021","Scotland","West Central Scotland","LGBO","640","610","30380","27570"
"In post","2021","Scotland","West Central Scotland","Undeclared","1630","1480","29310","26670"
"In post","2021","Scotland","West Central Scotland","Unknown","4440","4090","29890","26670"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","6630","6320","32870","29490"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","360","350","31090","29290"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","890","850","33460","31810"
"In post","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","1720","1610","33100","29920"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","10870","10060","32140","28650"
"In post","2021","South East (England)","Hampshire and Isle of Wight","LGBO","500","490","30300","27570"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Undeclared","1530","1430","32970","31040"
"In post","2021","South East (England)","Hampshire and Isle of Wight","Unknown","2450","2200","31840","27570"
"In post","2021","South East (England)","Kent","Heterosexual / straight","5980","5600","29530","28130"
"In post","2021","South East (England)","Kent","LGBO","340","330","30280","29290"
"In post","2021","South East (England)","Kent","Undeclared","910","830","30140","27370"
"In post","2021","South East (England)","Kent","Unknown","1300","1210","29590","29120"
"In post","2021","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","5470","5020","30710","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","LGBO","450","430","29230","27570"
"In post","2021","South East (England)","Surrey, East and West Sussex","Undeclared","890","800","31390","28350"
"In post","2021","South East (England)","Surrey, East and West Sussex","Unknown","1500","1350","29790","27570"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","1120","1030","26720","26670"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","LGBO","50","40","[c]","[c]"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Undeclared","160","140","27340","26670"
"In post","2021","South West (England)","Cornwall and Isles of Scilly","Unknown","320","280","25940","25260"
"In post","2021","South West (England)","Devon","Heterosexual / straight","4890","4480","29560","27150"
"In post","2021","South West (England)","Devon","LGBO","260","250","27200","26520"
"In post","2021","South West (England)","Devon","Undeclared","690","620","30720","27570"
"In post","2021","South West (England)","Devon","Unknown","3180","2940","34400","32730"
"In post","2021","South West (England)","Dorset and Somerset","Heterosexual / straight","3600","3360","29570","27570"
"In post","2021","South West (England)","Dorset and Somerset","LGBO","170","160","28320","27570"
"In post","2021","South West (England)","Dorset and Somerset","Undeclared","560","520","30310","27570"
"In post","2021","South West (England)","Dorset and Somerset","Unknown","890","800","29800","27570"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","21400","20380","36600","33300"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","1020","990","33230","29180"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","3100","2920","38170","36030"
"In post","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","3790","3540","35140","31370"
"In post","2021","Unknown","Unknown","Heterosexual / straight","1000","950","33440","27570"
"In post","2021","Unknown","Unknown","LGBO","70","60","32570","27570"
"In post","2021","Unknown","Unknown","Undeclared","120","110","32440","27570"
"In post","2021","Unknown","Unknown","Unknown","2550","2520","36780","32700"
"In post","2021","Wales","East Wales","Heterosexual / straight","13240","12420","33510","28850"
"In post","2021","Wales","East Wales","LGBO","860","840","31770","27570"
"In post","2021","Wales","East Wales","Undeclared","1760","1630","33470","28750"
"In post","2021","Wales","East Wales","Unknown","4520","4170","29450","25560"
"In post","2021","Wales","West Wales and The Valleys","Heterosexual / straight","10510","9620","29420","26780"
"In post","2021","Wales","West Wales and The Valleys","LGBO","460","440","28300","25440"
"In post","2021","Wales","West Wales and The Valleys","Undeclared","2390","2050","27580","21590"
"In post","2021","Wales","West Wales and The Valleys","Unknown","2350","2090","26430","22350"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","2810","2640","28190","26670"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","140","140","28470","24920"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","360","340","28570","26850"
"In post","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","670","620","26900","25400"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","5840","5470","30160","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","LGBO","310","300","28010","26670"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Undeclared","700","640","29960","27570"
"In post","2021","West Midlands (England)","Shropshire and Staffordshire","Unknown","1460","1330","29050","26750"
"In post","2021","West Midlands (England)","West Midlands","Heterosexual / straight","11710","10870","31160","27570"
"In post","2021","West Midlands (England)","West Midlands","LGBO","560","530","30880","27570"
"In post","2021","West Midlands (England)","West Midlands","Undeclared","1440","1310","30660","27570"
"In post","2021","West Midlands (England)","West Midlands","Unknown","4490","4090","29930","27570"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","3230","2960","27990","26930"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","160","160","26990","26300"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","490","450","28650","27370"
"In post","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","820","740","27110","26750"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","3320","3150","33950","30040"
"In post","2021","Yorkshire and The Humber","North Yorkshire","LGBO","190","180","33010","28890"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Undeclared","420","390","32430","30040"
"In post","2021","Yorkshire and The Humber","North Yorkshire","Unknown","800","740","32290","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","7150","6520","31410","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","LGBO","390","370","31400","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Undeclared","850","780","31330","27570"
"In post","2021","Yorkshire and The Humber","South Yorkshire","Unknown","1550","1400","31280","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","10650","9850","31970","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","LGBO","720","690","30950","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Undeclared","1290","1170","31060","27570"
"In post","2021","Yorkshire and The Humber","West Yorkshire","Unknown","4590","4260","30250","27380"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","9050","8430","32600","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","610","590","31180","27570"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","1140","1040","32900","29710"
"In post","2022","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","2920","2690","29720","27130"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","4340","4000","28570","26850"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","250","240","27810","26820"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","570","520","29050","27130"
"In post","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","1110","1000","26610","25120"
"In post","2022","East Midlands (England)","Lincolnshire","Heterosexual / straight","2310","2180","28870","26930"
"In post","2022","East Midlands (England)","Lincolnshire","LGBO","90","90","28160","27570"
"In post","2022","East Midlands (England)","Lincolnshire","Undeclared","290","280","29670","27380"
"In post","2022","East Midlands (England)","Lincolnshire","Unknown","320","290","28340","27120"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","3380","3200","33660","29430"
"In post","2022","East of England","Bedfordshire and Hertfordshire","LGBO","180","170","32000","29290"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Undeclared","400","370","33660","30730"
"In post","2022","East of England","Bedfordshire and Hertfordshire","Unknown","750","690","33360","29290"
"In post","2022","East of England","East Anglia","Heterosexual / straight","9050","8460","30560","27570"
"In post","2022","East of England","East Anglia","LGBO","450","430","28940","27570"
"In post","2022","East of England","East Anglia","Undeclared","1270","1180","31420","28590"
"In post","2022","East of England","East Anglia","Unknown","2150","1960","30260","27570"
"In post","2022","East of England","Essex","Heterosexual / straight","3630","3350","31520","29290"
"In post","2022","East of England","Essex","LGBO","200","190","31060","29290"
"In post","2022","East of England","Essex","Undeclared","490","450","31200","28920"
"In post","2022","East of England","Essex","Unknown","1000","910","30390","28070"
"In post","2022","London","Inner London - East","Heterosexual / straight","12100","11630","42720","37610"
"In post","2022","London","Inner London - East","LGBO","920","910","43540","37930"
"In post","2022","London","Inner London - East","Undeclared","1640","1560","42990","37930"
"In post","2022","London","Inner London - East","Unknown","4390","4140","40710","35230"
"In post","2022","London","Inner London - West","Heterosexual / straight","39460","38330","48130","43810"
"In post","2022","London","Inner London - West","LGBO","3890","3840","47490","43360"
"In post","2022","London","Inner London - West","Undeclared","5600","5440","47770","43840"
"In post","2022","London","Inner London - West","Unknown","11830","11530","46140","40630"
"In post","2022","London","Outer London - East and North East","Heterosexual / straight","2730","2570","31850","31060"
"In post","2022","London","Outer London - East and North East","LGBO","130","120","31990","31060"
"In post","2022","London","Outer London - East and North East","Undeclared","320","290","31040","31060"
"In post","2022","London","Outer London - East and North East","Unknown","890","810","30350","31060"
"In post","2022","London","Outer London - South","Heterosexual / straight","8180","7770","39010","35070"
"In post","2022","London","Outer London - South","LGBO","340","330","40930","36020"
"In post","2022","London","Outer London - South","Undeclared","1180","1110","39090","35070"
"In post","2022","London","Outer London - South","Unknown","2110","2030","38050","34260"
"In post","2022","London","Outer London - West and North West","Heterosexual / straight","6260","5850","33410","31060"
"In post","2022","London","Outer London - West and North West","LGBO","310","300","33060","31060"
"In post","2022","London","Outer London - West and North West","Undeclared","1000","910","34620","31060"
"In post","2022","London","Outer London - West and North West","Unknown","1560","1470","34920","31060"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","15140","13790","30760","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","LGBO","920","890","29990","27570"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Undeclared","1520","1360","30560","26820"
"In post","2022","North East (England)","Northumberland, and Tyne and Wear","Unknown","5670","5040","28030","24880"
"In post","2022","North East (England)","Tees Valley and Durham","Heterosexual / straight","6970","6370","29290","27130"
"In post","2022","North East (England)","Tees Valley and Durham","LGBO","370","360","29230","27570"
"In post","2022","North East (England)","Tees Valley and Durham","Undeclared","740","660","29660","27550"
"In post","2022","North East (England)","Tees Valley and Durham","Unknown","1780","1600","27430","26030"
"In post","2022","North West (England)","Cheshire","Heterosexual / straight","3120","2940","32550","30210"
"In post","2022","North West (England)","Cheshire","LGBO","220","210","31860","28840"
"In post","2022","North West (England)","Cheshire","Undeclared","360","340","31780","30140"
"In post","2022","North West (England)","Cheshire","Unknown","690","630","29540","27470"
"In post","2022","North West (England)","Cumbria","Heterosexual / straight","1430","1310","29870","26680"
"In post","2022","North West (England)","Cumbria","LGBO","80","80","29200","26610"
"In post","2022","North West (England)","Cumbria","Undeclared","170","160","30710","26780"
"In post","2022","North West (England)","Cumbria","Unknown","630","570","25740","21300"
"In post","2022","North West (England)","Greater Manchester","Heterosexual / straight","13860","13090","32760","27570"
"In post","2022","North West (England)","Greater Manchester","LGBO","1210","1180","31960","27570"
"In post","2022","North West (England)","Greater Manchester","Undeclared","1650","1530","32090","27570"
"In post","2022","North West (England)","Greater Manchester","Unknown","4900","4580","30670","27570"
"In post","2022","North West (England)","Lancashire","Heterosexual / straight","10000","9160","29700","27570"
"In post","2022","North West (England)","Lancashire","LGBO","550","520","28310","27130"
"In post","2022","North West (England)","Lancashire","Undeclared","1110","1000","29300","27570"
"In post","2022","North West (England)","Lancashire","Unknown","3120","2810","27930","27120"
"In post","2022","North West (England)","Merseyside","Heterosexual / straight","14550","13470","30030","26820"
"In post","2022","North West (England)","Merseyside","LGBO","790","760","29240","26590"
"In post","2022","North West (England)","Merseyside","Undeclared","1480","1350","30070","27000"
"In post","2022","North West (England)","Merseyside","Unknown","4400","4000","27930","25120"
"In post","2022","Northern Ireland","Northern Ireland","Heterosexual / straight","2910","2760","30280","26820"
"In post","2022","Northern Ireland","Northern Ireland","LGBO","130","120","28500","26590"
"In post","2022","Northern Ireland","Northern Ireland","Undeclared","230","220","29810","26820"
"In post","2022","Northern Ireland","Northern Ireland","Unknown","1000","940","27850","24880"
"In post","2022","Overseas","Overseas","Heterosexual / straight","2490","2480","49420","47870"
"In post","2022","Overseas","Overseas","LGBO","180","180","50930","52430"
"In post","2022","Overseas","Overseas","Undeclared","350","350","46660","41960"
"In post","2022","Overseas","Overseas","Unknown","660","660","50450","51500"
"In post","2022","Scotland","Eastern Scotland","Heterosexual / straight","12220","11570","36870","31540"
"In post","2022","Scotland","Eastern Scotland","LGBO","990","970","34940","30910"
"In post","2022","Scotland","Eastern Scotland","Undeclared","1050","980","36140","31540"
"In post","2022","Scotland","Eastern Scotland","Unknown","6730","6290","33520","30040"
"In post","2022","Scotland","Highlands and Islands","Heterosexual / straight","1250","1180","29720","27570"
"In post","2022","Scotland","Highlands and Islands","LGBO","40","40","[c]","[c]"
"In post","2022","Scotland","Highlands and Islands","Undeclared","140","120","31160","28980"
"In post","2022","Scotland","Highlands and Islands","Unknown","580","540","30210","27570"
"In post","2022","Scotland","North Eastern Scotland","Heterosexual / straight","1160","1090","38550","31540"
"In post","2022","Scotland","North Eastern Scotland","LGBO","80","80","34400","30200"
"In post","2022","Scotland","North Eastern Scotland","Undeclared","130","130","40630","32670"
"In post","2022","Scotland","North Eastern Scotland","Unknown","570","530","32540","29900"
"In post","2022","Scotland","Southern Scotland","Heterosexual / straight","3700","3380","31160","27570"
"In post","2022","Scotland","Southern Scotland","LGBO","170","160","30530","27570"
"In post","2022","Scotland","Southern Scotland","Undeclared","310","280","30360","27570"
"In post","2022","Scotland","Southern Scotland","Unknown","2060","1870","28600","26120"
"In post","2022","Scotland","West Central Scotland","Heterosexual / straight","12510","11660","32560","27570"
"In post","2022","Scotland","West Central Scotland","LGBO","840","820","31240","27570"
"In post","2022","Scotland","West Central Scotland","Undeclared","1370","1250","30990","27570"
"In post","2022","Scotland","West Central Scotland","Unknown","5130","4760","30890","27230"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","6750","6410","33580","29860"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","370","360","32410","29290"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","890","840","34720","33000"
"In post","2022","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","1530","1440","33090","29290"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","10440","9630","32450","28170"
"In post","2022","South East (England)","Hampshire and Isle of Wight","LGBO","530","510","30910","27720"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Undeclared","1430","1330","33430","31040"
"In post","2022","South East (England)","Hampshire and Isle of Wight","Unknown","3160","2890","35320","30810"
"In post","2022","South East (England)","Kent","Heterosexual / straight","6050","5670","29920","28310"
"In post","2022","South East (England)","Kent","LGBO","350","340","31000","29290"
"In post","2022","South East (England)","Kent","Undeclared","850","780","30460","28200"
"In post","2022","South East (England)","Kent","Unknown","1510","1410","29850","28140"
"In post","2022","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","5920","5450","31720","28140"
"In post","2022","South East (England)","Surrey, East and West Sussex","LGBO","500","480","30550","27570"
"In post","2022","South East (England)","Surrey, East and West Sussex","Undeclared","910","820","32580","28750"
"In post","2022","South East (England)","Surrey, East and West Sussex","Unknown","1440","1290","30680","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","1250","1150","28050","26840"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","LGBO","60","60","27430","27570"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Undeclared","180","160","28120","26930"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Unknown","280","250","26470","24090"
"In post","2022","South West (England)","Devon","Heterosexual / straight","6520","6020","32740","27570"
"In post","2022","South West (England)","Devon","LGBO","390","380","30060","27570"
"In post","2022","South West (England)","Devon","Undeclared","1000","920","34440","32730"
"In post","2022","South West (England)","Devon","Unknown","1400","1250","27750","25850"
"In post","2022","South West (England)","Dorset and Somerset","Heterosexual / straight","3850","3600","30650","27570"
"In post","2022","South West (England)","Dorset and Somerset","LGBO","190","190","29300","27570"
"In post","2022","South West (England)","Dorset and Somerset","Undeclared","540","500","30900","27570"
"In post","2022","South West (England)","Dorset and Somerset","Unknown","880","800","29920","27570"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","20800","19800","36680","33300"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","1120","1090","33600","29830"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","2850","2680","38110","35560"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5400","5110","36970","33370"
"In post","2022","Unknown","Unknown","Heterosexual / straight","870","820","34210","30650"
"In post","2022","Unknown","Unknown","LGBO","70","70","34170","30130"
"In post","2022","Unknown","Unknown","Undeclared","120","110","33580","29290"
"In post","2022","Unknown","Unknown","Unknown","2260","2230","36800","32700"
"In post","2022","Wales","East Wales","Heterosexual / straight","14060","13230","34660","30450"
"In post","2022","Wales","East Wales","LGBO","1020","1000","32640","29430"
"In post","2022","Wales","East Wales","Undeclared","1750","1640","34850","30380"
"In post","2022","Wales","East Wales","Unknown","4030","3740","31180","26820"
"In post","2022","Wales","West Wales and The Valleys","Heterosexual / straight","11660","10710","29890","27130"
"In post","2022","Wales","West Wales and The Valleys","LGBO","570","540","28660","26780"
"In post","2022","Wales","West Wales and The Valleys","Undeclared","2300","1980","28140","24630"
"In post","2022","Wales","West Wales and The Valleys","Unknown","2520","2260","26900","23170"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","2980","2790","29400","27240"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","170","160","28650","25700"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","380","350","29760","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","670","610","27710","25210"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","6430","6020","31240","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","LGBO","350","340","29130","26760"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Undeclared","750","690","31650","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","Unknown","1390","1260","30560","27130"
"In post","2022","West Midlands (England)","West Midlands","Heterosexual / straight","13320","12430","31780","27570"
"In post","2022","West Midlands (England)","West Midlands","LGBO","700","670","31700","27570"
"In post","2022","West Midlands (England)","West Midlands","Undeclared","1510","1370","31240","27570"
"In post","2022","West Midlands (England)","West Midlands","Unknown","4540","4160","30200","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","3480","3190","28740","27130"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","190","180","27490","26940"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","480","440","28900","27380"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","800","730","27420","26750"
