"Status","Year","Region_ITL2","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Wales","LGBO","Wales","860","840","31770","27570"
"In post","2021","East Wales","Undeclared","Wales","1760","1630","33470","28750"
"In post","2021","East Wales","Unknown","Wales","4520","4170","29450","25560"
"In post","2021","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Yorkshire and The Humber","3230","2960","27990","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","LGBO","Yorkshire and The Humber","160","160","26990","26300"
"In post","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Yorkshire and The Humber","490","450","28650","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Yorkshire and The Humber","820","740","27110","26750"
"In post","2021","Eastern Scotland","Heterosexual / straight","Scotland","10990","10370","35780","30650"
"In post","2021","Eastern Scotland","LGBO","Scotland","760","750","34300","30580"
"In post","2021","Eastern Scotland","Undeclared","Scotland","2030","1880","31530","27570"
"In post","2021","Eastern Scotland","Unknown","Scotland","6060","5650","32570","28410"
"In post","2021","Essex","Heterosexual / straight","East of England","3770","3470","30920","29290"
"In post","2021","Essex","LGBO","East of England","200","190","30350","29290"
"In post","2021","Essex","Undeclared","East of England","550","500","30670","28200"
"In post","2021","Essex","Unknown","East of England","1070","970","30480","29050"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","South West (England)","21400","20380","36600","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","South West (England)","1020","990","33230","29180"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","South West (England)","3100","2920","38170","36030"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","3790","3540","35140","31370"
"In post","2021","Greater Manchester","Heterosexual / straight","North West (England)","12500","11760","31640","27570"
"In post","2021","Greater Manchester","LGBO","North West (England)","980","960","30790","27570"
"In post","2021","Greater Manchester","Undeclared","North West (England)","1600","1480","30970","27570"
"In post","2021","Greater Manchester","Unknown","North West (England)","4650","4310","29120","25880"
"In post","2021","Hampshire and Isle of Wight","Heterosexual / straight","South East (England)","10870","10060","32140","28650"
"In post","2021","Hampshire and Isle of Wight","LGBO","South East (England)","500","490","30300","27570"
"In post","2021","Hampshire and Isle of Wight","Undeclared","South East (England)","1530","1430","32970","31040"
"In post","2021","Hampshire and Isle of Wight","Unknown","South East (England)","2450","2200","31840","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","West Midlands (England)","2810","2640","28190","26670"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","LGBO","West Midlands (England)","140","140","28470","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Undeclared","West Midlands (England)","360","340","28570","26850"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","West Midlands (England)","670","620","26900","25400"
"In post","2021","Highlands and Islands","Heterosexual / straight","Scotland","1130","1060","28600","27570"
"In post","2021","Highlands and Islands","LGBO","Scotland","30","30","[c]","[c]"
"In post","2021","Highlands and Islands","Undeclared","Scotland","210","180","28440","27470"
"In post","2021","Highlands and Islands","Unknown","Scotland","580","550","29370","27570"
"In post","2021","Inner London - East","Heterosexual / straight","London","10880","10390","42200","36160"
"In post","2021","Inner London - East","LGBO","London","790","770","42240","36160"
"In post","2021","Inner London - East","Undeclared","London","1520","1430","42230","36260"
"In post","2021","Inner London - East","Unknown","London","4020","3790","41490","34940"
"In post","2021","Inner London - West","Heterosexual / straight","London","39170","38070","47480","42470"
"In post","2021","Inner London - West","LGBO","London","3620","3570","47160","42640"
"In post","2021","Inner London - West","Undeclared","London","4990","4850","47000","42550"
"In post","2021","Inner London - West","Unknown","London","13360","13000","45680","39960"
"In post","2021","Kent","Heterosexual / straight","South East (England)","5980","5600","29530","28130"
"In post","2021","Kent","LGBO","South East (England)","340","330","30280","29290"
"In post","2021","Kent","Undeclared","South East (England)","910","830","30140","27370"
"In post","2021","Kent","Unknown","South East (England)","1300","1210","29590","29120"
"In post","2021","Lancashire","Heterosexual / straight","North West (England)","9150","8360","28690","27570"
"In post","2021","Lancashire","LGBO","North West (England)","460","440","27410","27010"
"In post","2021","Lancashire","Undeclared","North West (England)","1090","970","28330","27570"
"In post","2021","Lancashire","Unknown","North West (England)","3410","3050","27160","26590"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","East Midlands (England)","4150","3810","27770","26520"
"In post","2021","Leicestershire, Rutland and Northamptonshire","LGBO","East Midlands (England)","230","220","27690","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Undeclared","East Midlands (England)","590","540","27650","26780"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","East Midlands (England)","1280","1150","26110","24440"
"In post","2021","Lincolnshire","Heterosexual / straight","East Midlands (England)","2110","2000","27970","26670"
"In post","2021","Lincolnshire","LGBO","East Midlands (England)","80","80","27340","27570"
"In post","2021","Lincolnshire","Undeclared","East Midlands (England)","300","280","29250","26780"
"In post","2021","Lincolnshire","Unknown","East Midlands (England)","340","310","28230","27570"
"In post","2021","Merseyside","Heterosexual / straight","North West (England)","13330","12220","29050","25560"
"In post","2021","Merseyside","LGBO","North West (England)","600","570","28590","25560"
"In post","2021","Merseyside","Undeclared","North West (England)","1440","1290","29210","26370"
"In post","2021","Merseyside","Unknown","North West (England)","4120","3670","27280","24920"
"In post","2021","North Eastern Scotland","Heterosexual / straight","Scotland","1070","1010","38000","31700"
"In post","2021","North Eastern Scotland","LGBO","Scotland","60","60","33630","28410"
"In post","2021","North Eastern Scotland","Undeclared","Scotland","210","190","34990","27570"
"In post","2021","North Eastern Scotland","Unknown","Scotland","520","490","33270","30650"
"In post","2021","North Yorkshire","Heterosexual / straight","Yorkshire and The Humber","3320","3150","33950","30040"
"In post","2021","North Yorkshire","LGBO","Yorkshire and The Humber","190","180","33010","28890"
"In post","2021","North Yorkshire","Undeclared","Yorkshire and The Humber","420","390","32430","30040"
"In post","2021","North Yorkshire","Unknown","Yorkshire and The Humber","800","740","32290","27570"
"In post","2021","Northern Ireland","Heterosexual / straight","Northern Ireland","2630","2470","28590","25560"
"In post","2021","Northern Ireland","LGBO","Northern Ireland","100","90","26250","25310"
"In post","2021","Northern Ireland","Undeclared","Northern Ireland","230","210","28130","25560"
"In post","2021","Northern Ireland","Unknown","Northern Ireland","870","810","26290","22490"
"In post","2021","Northumberland and Tyne and Wear","Heterosexual / straight","North East (England)","13280","11970","29110","26120"
"In post","2021","Northumberland and Tyne and Wear","LGBO","North East (England)","700","670","28290","25560"
"In post","2021","Northumberland and Tyne and Wear","Undeclared","North East (England)","1450","1290","28740","25560"
"In post","2021","Northumberland and Tyne and Wear","Unknown","North East (England)","5940","5200","26390","21440"
"In post","2021","Outer London - East and North East","Heterosexual / straight","London","2400","2260","30920","31060"
"In post","2021","Outer London - East and North East","LGBO","London","120","110","31700","31060"
"In post","2021","Outer London - East and North East","Undeclared","London","330","300","30620","30780"
"In post","2021","Outer London - East and North East","Unknown","London","940","860","29840","31060"
"In post","2021","Outer London - South","Heterosexual / straight","London","7630","7220","37860","34820"
"In post","2021","Outer London - South","LGBO","London","300","290","39300","35070"
"In post","2021","Outer London - South","Undeclared","London","1160","1090","37670","33820"
"In post","2021","Outer London - South","Unknown","London","1660","1580","35540","31180"
"In post","2021","Outer London - West and North West","Heterosexual / straight","London","6230","5800","32680","31060"
"In post","2021","Outer London - West and North West","LGBO","London","280","270","33880","31060"
"In post","2021","Outer London - West and North West","Undeclared","London","1030","940","33980","31060"
"In post","2021","Outer London - West and North West","Unknown","London","1520","1410","35090","31060"
"In post","2021","Overseas","Heterosexual / straight","Overseas","2500","2480","49920","50430"
"In post","2021","Overseas","LGBO","Overseas","170","170","51520","53000"
"In post","2021","Overseas","Undeclared","Overseas","370","370","47650","41800"
"In post","2021","Overseas","Unknown","Overseas","720","710","50960","49370"
"In post","2021","Shropshire and Staffordshire","Heterosexual / straight","West Midlands (England)","5840","5470","30160","27570"
"In post","2021","Shropshire and Staffordshire","LGBO","West Midlands (England)","310","300","28010","26670"
"In post","2021","Shropshire and Staffordshire","Undeclared","West Midlands (England)","700","640","29960","27570"
"In post","2021","Shropshire and Staffordshire","Unknown","West Midlands (England)","1460","1330","29050","26750"
"In post","2021","South Yorkshire","Heterosexual / straight","Yorkshire and The Humber","7150","6520","31410","27570"
"In post","2021","South Yorkshire","LGBO","Yorkshire and The Humber","390","370","31400","27570"
"In post","2021","South Yorkshire","Undeclared","Yorkshire and The Humber","850","780","31330","27570"
"In post","2021","South Yorkshire","Unknown","Yorkshire and The Humber","1550","1400","31280","27570"
"In post","2021","Southern Scotland","Heterosexual / straight","Scotland","3380","3070","30670","27570"
"In post","2021","Southern Scotland","LGBO","Scotland","150","140","30940","27570"
"In post","2021","Southern Scotland","Undeclared","Scotland","460","410","27440","25880"
"In post","2021","Southern Scotland","Unknown","Scotland","2030","1830","27700","25560"
"In post","2021","Surrey, East and West Sussex","Heterosexual / straight","South East (England)","5470","5020","30710","27570"
"In post","2021","Surrey, East and West Sussex","LGBO","South East (England)","450","430","29230","27570"
"In post","2021","Surrey, East and West Sussex","Undeclared","South East (England)","890","800","31390","28350"
"In post","2021","Surrey, East and West Sussex","Unknown","South East (England)","1500","1350","29790","27570"
"In post","2021","Tees Valley and Durham","Heterosexual / straight","North East (England)","6350","5770","28150","26300"
"In post","2021","Tees Valley and Durham","LGBO","North East (England)","300","280","28370","26810"
"In post","2021","Tees Valley and Durham","Undeclared","North East (England)","710","640","28610","27130"
"In post","2021","Tees Valley and Durham","Unknown","North East (England)","1890","1690","26720","25380"
"In post","2021","Unknown","Heterosexual / straight","Unknown","1000","950","33440","27570"
"In post","2021","Unknown","LGBO","Unknown","70","60","32570","27570"
"In post","2021","Unknown","Undeclared","Unknown","120","110","32440","27570"
"In post","2021","Unknown","Unknown","Unknown","2550","2520","36780","32700"
"In post","2021","West Central Scotland","Heterosexual / straight","Scotland","11210","10380","31140","27570"
"In post","2021","West Central Scotland","LGBO","Scotland","640","610","30380","27570"
"In post","2021","West Central Scotland","Undeclared","Scotland","1630","1480","29310","26670"
"In post","2021","West Central Scotland","Unknown","Scotland","4440","4090","29890","26670"
"In post","2021","West Midlands","Heterosexual / straight","West Midlands (England)","11710","10870","31160","27570"
"In post","2021","West Midlands","LGBO","West Midlands (England)","560","530","30880","27570"
"In post","2021","West Midlands","Undeclared","West Midlands (England)","1440","1310","30660","27570"
"In post","2021","West Midlands","Unknown","West Midlands (England)","4490","4090","29930","27570"
"In post","2021","West Wales and The Valleys","Heterosexual / straight","Wales","10510","9620","29420","26780"
"In post","2021","West Wales and The Valleys","LGBO","Wales","460","440","28300","25440"
"In post","2021","West Wales and The Valleys","Undeclared","Wales","2390","2050","27580","21590"
"In post","2021","West Wales and The Valleys","Unknown","Wales","2350","2090","26430","22350"
"In post","2021","West Yorkshire","Heterosexual / straight","Yorkshire and The Humber","10650","9850","31970","27570"
"In post","2021","West Yorkshire","LGBO","Yorkshire and The Humber","720","690","30950","27570"
"In post","2021","West Yorkshire","Undeclared","Yorkshire and The Humber","1290","1170","31060","27570"
"In post","2021","West Yorkshire","Unknown","Yorkshire and The Humber","4590","4260","30250","27380"
"In post","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","East of England","3380","3200","33660","29430"
"In post","2022","Bedfordshire and Hertfordshire","LGBO","East of England","180","170","32000","29290"
"In post","2022","Bedfordshire and Hertfordshire","Undeclared","East of England","400","370","33660","30730"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","East of England","750","690","33360","29290"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","South East (England)","6750","6410","33580","29860"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","LGBO","South East (England)","370","360","32410","29290"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","South East (England)","890","840","34720","33000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","South East (England)","1530","1440","33090","29290"
"In post","2022","Cheshire","Heterosexual / straight","North West (England)","3120","2940","32550","30210"
"In post","2022","Cheshire","LGBO","North West (England)","220","210","31860","28840"
"In post","2022","Cheshire","Undeclared","North West (England)","360","340","31780","30140"
"In post","2022","Cheshire","Unknown","North West (England)","690","630","29540","27470"
"In post","2022","Cornwall and Isles of Scilly","Heterosexual / straight","South West (England)","1250","1150","28050","26840"
"In post","2022","Cornwall and Isles of Scilly","LGBO","South West (England)","60","60","27430","27570"
"In post","2022","Cornwall and Isles of Scilly","Undeclared","South West (England)","180","160","28120","26930"
"In post","2022","Cornwall and Isles of Scilly","Unknown","South West (England)","280","250","26470","24090"
"In post","2022","Cumbria","Heterosexual / straight","North West (England)","1430","1310","29870","26680"
"In post","2022","Cumbria","LGBO","North West (England)","80","80","29200","26610"
"In post","2022","Cumbria","Undeclared","North West (England)","170","160","30710","26780"
"In post","2022","Cumbria","Unknown","North West (England)","630","570","25740","21300"
"In post","2022","Derbyshire and Nottinghamshire","Heterosexual / straight","East Midlands (England)","9050","8430","32600","27570"
"In post","2022","Derbyshire and Nottinghamshire","LGBO","East Midlands (England)","610","590","31180","27570"
"In post","2022","Derbyshire and Nottinghamshire","Undeclared","East Midlands (England)","1140","1040","32900","29710"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","East Midlands (England)","2920","2690","29720","27130"
"In post","2022","Devon","Heterosexual / straight","South West (England)","6520","6020","32740","27570"
"In post","2022","Devon","LGBO","South West (England)","390","380","30060","27570"
"In post","2022","Devon","Undeclared","South West (England)","1000","920","34440","32730"
"In post","2022","Devon","Unknown","South West (England)","1400","1250","27750","25850"
"In post","2022","Dorset and Somerset","Heterosexual / straight","South West (England)","3850","3600","30650","27570"
"In post","2022","Dorset and Somerset","LGBO","South West (England)","190","190","29300","27570"
"In post","2022","Dorset and Somerset","Undeclared","South West (England)","540","500","30900","27570"
"In post","2022","Dorset and Somerset","Unknown","South West (England)","880","800","29920","27570"
"In post","2022","East Anglia","Heterosexual / straight","East of England","9050","8460","30560","27570"
"In post","2022","East Anglia","LGBO","East of England","450","430","28940","27570"
"In post","2022","East Anglia","Undeclared","East of England","1270","1180","31420","28590"
"In post","2022","East Anglia","Unknown","East of England","2150","1960","30260","27570"
"In post","2022","East Wales","Heterosexual / straight","Wales","14060","13230","34660","30450"
"In post","2022","East Wales","LGBO","Wales","1020","1000","32640","29430"
"In post","2022","East Wales","Undeclared","Wales","1750","1640","34850","30380"
"In post","2022","East Wales","Unknown","Wales","4030","3740","31180","26820"
"In post","2022","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","Yorkshire and The Humber","3480","3190","28740","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","LGBO","Yorkshire and The Humber","190","180","27490","26940"
"In post","2022","East Yorkshire and Northern Lincolnshire","Undeclared","Yorkshire and The Humber","480","440","28900","27380"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Yorkshire and The Humber","800","730","27420","26750"
"In post","2022","Eastern Scotland","Heterosexual / straight","Scotland","12220","11570","36870","31540"
"In post","2022","Eastern Scotland","LGBO","Scotland","990","970","34940","30910"
"In post","2022","Eastern Scotland","Undeclared","Scotland","1050","980","36140","31540"
"In post","2022","Eastern Scotland","Unknown","Scotland","6730","6290","33520","30040"
"In post","2022","Essex","Heterosexual / straight","East of England","3630","3350","31520","29290"
"In post","2022","Essex","LGBO","East of England","200","190","31060","29290"
"In post","2022","Essex","Undeclared","East of England","490","450","31200","28920"
"In post","2022","Essex","Unknown","East of England","1000","910","30390","28070"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","South West (England)","20800","19800","36680","33300"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","South West (England)","1120","1090","33600","29830"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","South West (England)","2850","2680","38110","35560"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","South West (England)","5400","5110","36970","33370"
"In post","2022","Greater Manchester","Heterosexual / straight","North West (England)","13860","13090","32760","27570"
"In post","2022","Greater Manchester","LGBO","North West (England)","1210","1180","31960","27570"
"In post","2022","Greater Manchester","Undeclared","North West (England)","1650","1530","32090","27570"
"In post","2022","Greater Manchester","Unknown","North West (England)","4900","4580","30670","27570"
"In post","2022","Hampshire and Isle of Wight","Heterosexual / straight","South East (England)","10440","9630","32450","28170"
"In post","2022","Hampshire and Isle of Wight","LGBO","South East (England)","530","510","30910","27720"
"In post","2022","Hampshire and Isle of Wight","Undeclared","South East (England)","1430","1330","33430","31040"
"In post","2022","Hampshire and Isle of Wight","Unknown","South East (England)","3160","2890","35320","30810"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","West Midlands (England)","2980","2790","29400","27240"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","LGBO","West Midlands (England)","170","160","28650","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Undeclared","West Midlands (England)","380","350","29760","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","West Midlands (England)","670","610","27710","25210"
"In post","2022","Highlands and Islands","Heterosexual / straight","Scotland","1250","1180","29720","27570"
"In post","2022","Highlands and Islands","LGBO","Scotland","40","40","[c]","[c]"
"In post","2022","Highlands and Islands","Undeclared","Scotland","140","120","31160","28980"
"In post","2022","Highlands and Islands","Unknown","Scotland","580","540","30210","27570"
"In post","2022","Inner London - East","Heterosexual / straight","London","12100","11630","42720","37610"
"In post","2022","Inner London - East","LGBO","London","920","910","43540","37930"
"In post","2022","Inner London - East","Undeclared","London","1640","1560","42990","37930"
"In post","2022","Inner London - East","Unknown","London","4390","4140","40710","35230"
"In post","2022","Inner London - West","Heterosexual / straight","London","39460","38330","48130","43810"
"In post","2022","Inner London - West","LGBO","London","3890","3840","47490","43360"
"In post","2022","Inner London - West","Undeclared","London","5600","5440","47770","43840"
"In post","2022","Inner London - West","Unknown","London","11830","11530","46140","40630"
"In post","2022","Kent","Heterosexual / straight","South East (England)","6050","5670","29920","28310"
"In post","2022","Kent","LGBO","South East (England)","350","340","31000","29290"
"In post","2022","Kent","Undeclared","South East (England)","850","780","30460","28200"
"In post","2022","Kent","Unknown","South East (England)","1510","1410","29850","28140"
"In post","2022","Lancashire","Heterosexual / straight","North West (England)","10000","9160","29700","27570"
"In post","2022","Lancashire","LGBO","North West (England)","550","520","28310","27130"
"In post","2022","Lancashire","Undeclared","North West (England)","1110","1000","29300","27570"
"In post","2022","Lancashire","Unknown","North West (England)","3120","2810","27930","27120"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","East Midlands (England)","4340","4000","28570","26850"
"In post","2022","Leicestershire, Rutland and Northamptonshire","LGBO","East Midlands (England)","250","240","27810","26820"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Undeclared","East Midlands (England)","570","520","29050","27130"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Unknown","East Midlands (England)","1110","1000","26610","25120"
"In post","2022","Lincolnshire","Heterosexual / straight","East Midlands (England)","2310","2180","28870","26930"
"In post","2022","Lincolnshire","LGBO","East Midlands (England)","90","90","28160","27570"
"In post","2022","Lincolnshire","Undeclared","East Midlands (England)","290","280","29670","27380"
"In post","2022","Lincolnshire","Unknown","East Midlands (England)","320","290","28340","27120"
"In post","2022","Merseyside","Heterosexual / straight","North West (England)","14550","13470","30030","26820"
"In post","2022","Merseyside","LGBO","North West (England)","790","760","29240","26590"
"In post","2022","Merseyside","Undeclared","North West (England)","1480","1350","30070","27000"
"In post","2022","Merseyside","Unknown","North West (England)","4400","4000","27930","25120"
"In post","2022","North Eastern Scotland","Heterosexual / straight","Scotland","1160","1090","38550","31540"
"In post","2022","North Eastern Scotland","LGBO","Scotland","80","80","34400","30200"
"In post","2022","North Eastern Scotland","Undeclared","Scotland","130","130","40630","32670"
"In post","2022","North Eastern Scotland","Unknown","Scotland","570","530","32540","29900"
"In post","2022","North Yorkshire","Heterosexual / straight","Yorkshire and The Humber","3300","3130","33210","29780"
"In post","2022","North Yorkshire","LGBO","Yorkshire and The Humber","220","210","31980","29180"
"In post","2022","North Yorkshire","Undeclared","Yorkshire and The Humber","450","420","33380","30240"
"In post","2022","North Yorkshire","Unknown","Yorkshire and The Humber","690","650","31260","27570"
"In post","2022","Northern Ireland","Heterosexual / straight","Northern Ireland","2910","2760","30280","26820"
"In post","2022","Northern Ireland","LGBO","Northern Ireland","130","120","28500","26590"
"In post","2022","Northern Ireland","Undeclared","Northern Ireland","230","220","29810","26820"
"In post","2022","Northern Ireland","Unknown","Northern Ireland","1000","940","27850","24880"
"In post","2022","Northumberland, and Tyne and Wear","Heterosexual / straight","North East (England)","15140","13790","30760","27570"
"In post","2022","Northumberland, and Tyne and Wear","LGBO","North East (England)","920","890","29990","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","North East (England)","1520","1360","30560","26820"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","North East (England)","5670","5040","28030","24880"
"In post","2022","Outer London - East and North East","Heterosexual / straight","London","2730","2570","31850","31060"
"In post","2022","Outer London - East and North East","LGBO","London","130","120","31990","31060"
"In post","2022","Outer London - East and North East","Undeclared","London","320","290","31040","31060"
"In post","2022","Outer London - East and North East","Unknown","London","890","810","30350","31060"
"In post","2022","Outer London - South","Heterosexual / straight","London","8180","7770","39010","35070"
"In post","2022","Outer London - South","LGBO","London","340","330","40930","36020"
"In post","2022","Outer London - South","Undeclared","London","1180","1110","39090","35070"
"In post","2022","Outer London - South","Unknown","London","2110","2030","38050","34260"
"In post","2022","Outer London - West and North West","Heterosexual / straight","London","6260","5850","33410","31060"
"In post","2022","Outer London - West and North West","LGBO","London","310","300","33060","31060"
"In post","2022","Outer London - West and North West","Undeclared","London","1000","910","34620","31060"
"In post","2022","Outer London - West and North West","Unknown","London","1560","1470","34920","31060"
"In post","2022","Overseas","Heterosexual / straight","Overseas","2490","2480","49420","47870"
"In post","2022","Overseas","LGBO","Overseas","180","180","50930","52430"
"In post","2022","Overseas","Undeclared","Overseas","350","350","46660","41960"
"In post","2022","Overseas","Unknown","Overseas","660","660","50450","51500"
"In post","2022","Shropshire and Staffordshire","Heterosexual / straight","West Midlands (England)","6430","6020","31240","27570"
"In post","2022","Shropshire and Staffordshire","LGBO","West Midlands (England)","350","340","29130","26760"
"In post","2022","Shropshire and Staffordshire","Undeclared","West Midlands (England)","750","690","31650","27570"
"In post","2022","Shropshire and Staffordshire","Unknown","West Midlands (England)","1390","1260","30560","27130"
"In post","2022","South Yorkshire","Heterosexual / straight","Yorkshire and The Humber","7590","6940","32310","27570"
"In post","2022","South Yorkshire","LGBO","Yorkshire and The Humber","460","440","32380","29360"
"In post","2022","South Yorkshire","Undeclared","Yorkshire and The Humber","840","780","31920","27570"
"In post","2022","South Yorkshire","Unknown","Yorkshire and The Humber","1590","1450","31730","27570"
"In post","2022","Southern Scotland","Heterosexual / straight","Scotland","3700","3380","31160","27570"
"In post","2022","Southern Scotland","LGBO","Scotland","170","160","30530","27570"
"In post","2022","Southern Scotland","Undeclared","Scotland","310","280","30360","27570"
"In post","2022","Southern Scotland","Unknown","Scotland","2060","1870","28600","26120"
"In post","2022","Surrey, East and West Sussex","Heterosexual / straight","South East (England)","5920","5450","31720","28140"
"In post","2022","Surrey, East and West Sussex","LGBO","South East (England)","500","480","30550","27570"
"In post","2022","Surrey, East and West Sussex","Undeclared","South East (England)","910","820","32580","28750"
"In post","2022","Surrey, East and West Sussex","Unknown","South East (England)","1440","1290","30680","27570"
"In post","2022","Tees Valley and Durham","Heterosexual / straight","North East (England)","6970","6370","29290","27130"
"In post","2022","Tees Valley and Durham","LGBO","North East (England)","370","360","29230","27570"
"In post","2022","Tees Valley and Durham","Undeclared","North East (England)","740","660","29660","27550"
"In post","2022","Tees Valley and Durham","Unknown","North East (England)","1780","1600","27430","26030"
"In post","2022","Unknown","Heterosexual / straight","Unknown","870","820","34210","30650"
"In post","2022","Unknown","LGBO","Unknown","70","70","34170","30130"
"In post","2022","Unknown","Undeclared","Unknown","120","110","33580","29290"
"In post","2022","Unknown","Unknown","Unknown","2260","2230","36800","32700"
"In post","2022","West Central Scotland","Heterosexual / straight","Scotland","12510","11660","32560","27570"
"In post","2022","West Central Scotland","LGBO","Scotland","840","820","31240","27570"
"In post","2022","West Central Scotland","Undeclared","Scotland","1370","1250","30990","27570"
