"Status","Year","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","West Midlands (England)","1510","1310","30290","27570"
"Leaver CS","2022","Female","Yorkshire and The Humber","1870","1540","29100","27370"
"Leaver CS","2022","Male","East Midlands (England)","1000","930","30130","26780"
"Leaver CS","2022","Male","East of England","1290","1210","32220","27570"
"Leaver CS","2022","Male","London","4310","3880","43790","36660"
"Leaver CS","2022","Male","North East (England)","1030","930","28260","21720"
"Leaver CS","2022","Male","North West (England)","2080","1900","30160","26130"
"Leaver CS","2022","Male","Northern Ireland","140","130","28300","23500"
"Leaver CS","2022","Male","Overseas","80","70","52240","46600"
"Leaver CS","2022","Male","Scotland","1850","1700","33640","27810"
"Leaver CS","2022","Male","South East (England)","2310","2140","31540","27570"
"Leaver CS","2022","Male","South West (England)","2170","2060","33870","31500"
"Leaver CS","2022","Male","Unknown","610","540","34420","30730"
"Leaver CS","2022","Male","Wales","1080","990","33150","27570"
"Leaver CS","2022","Male","West Midlands (England)","1220","1150","31310","27570"
"Leaver CS","2022","Male","Yorkshire and The Humber","1640","1470","31940","27570"
"Leaver CS","2022","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Midlands (England)","150","150","25960","22190"
"Leaver Dept.","2021","Female","East of England","120","110","32440","29290"
"Leaver Dept.","2021","Female","London","2930","2680","44060","38820"
"Leaver Dept.","2021","Female","North East (England)","370","350","26940","24300"
"Leaver Dept.","2021","Female","North West (England)","580","550","29260","26670"
"Leaver Dept.","2021","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Scotland","360","340","30590","27570"
"Leaver Dept.","2021","Female","South East (England)","240","220","31290","28850"
"Leaver Dept.","2021","Female","South West (England)","410","390","33840","30110"
"Leaver Dept.","2021","Female","Unknown","390","380","34820","32000"
"Leaver Dept.","2021","Female","Wales","320","300","30240","27570"
"Leaver Dept.","2021","Female","West Midlands (England)","310","300","28160","24110"
"Leaver Dept.","2021","Female","Yorkshire and The Humber","360","330","33460","29860"
"Leaver Dept.","2021","Male","East Midlands (England)","120","120","27830","21820"
"Leaver Dept.","2021","Male","East of England","80","80","32520","31660"
"Leaver Dept.","2021","Male","London","2390","2210","44330","39100"
"Leaver Dept.","2021","Male","North East (England)","230","230","28470","27570"
"Leaver Dept.","2021","Male","North West (England)","490","480","29510","27570"
"Leaver Dept.","2021","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","70","40","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland","260","250","30430","27570"
"Leaver Dept.","2021","Male","South East (England)","190","180","33980","28970"
"Leaver Dept.","2021","Male","South West (England)","410","400","35250","32410"
"Leaver Dept.","2021","Male","Unknown","320","320","36500","32000"
"Leaver Dept.","2021","Male","Wales","270","260","34210","29550"
"Leaver Dept.","2021","Male","West Midlands (England)","230","230","28650","24380"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","280","260","33900","30830"
"Leaver Dept.","2021","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","400","380","32130","27570"
"Leaver Dept.","2022","Female","East of England","410","370","36850","31060"
"Leaver Dept.","2022","Female","London","6080","5260","42960","37190"
"Leaver Dept.","2022","Female","North East (England)","600","560","31000","27570"
"Leaver Dept.","2022","Female","North West (England)","1210","1140","31210","27570"
"Leaver Dept.","2022","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","750","710","29810","27570"
"Leaver Dept.","2022","Female","South East (England)","630","570","38870","31990"
"Leaver Dept.","2022","Female","South West (England)","1260","1180","35130","30220"
"Leaver Dept.","2022","Female","Unknown","420","290","36370","32000"
"Leaver Dept.","2022","Female","Wales","410","400","32360","27570"
"Leaver Dept.","2022","Female","West Midlands (England)","800","740","33220","27570"
"Leaver Dept.","2022","Female","Yorkshire and The Humber","930","700","35740","31370"
"Leaver Dept.","2022","Male","East Midlands (England)","230","220","32280","27570"
"Leaver Dept.","2022","Male","East of England","250","250","39260","29290"
"Leaver Dept.","2022","Male","London","4190","3650","45510","40070"
"Leaver Dept.","2022","Male","North East (England)","390","390","32820","27570"
"Leaver Dept.","2022","Male","North West (England)","850","840","33560","27570"
"Leaver Dept.","2022","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Scotland","500","500","30110","27570"
"Leaver Dept.","2022","Male","South East (England)","450","430","40200","35590"
"Leaver Dept.","2022","Male","South West (England)","870","850","39220","35610"
"Leaver Dept.","2022","Male","Unknown","320","250","38570","32000"
"Leaver Dept.","2022","Male","Wales","330","330","34870","29780"
"Leaver Dept.","2022","Male","West Midlands (England)","510","500","33140","27570"
"Leaver Dept.","2022","Male","Yorkshire and The Humber","740","590","37540","31990"
"Leaver Dept.","2022","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","East Midlands (England)","1400","1350","25820","25430"
"New entrant CS","2021","Female","East of England","1750","1670","26480","27570"
"New entrant CS","2021","Female","London","8690","8470","34490","31060"
"New entrant CS","2021","Female","North East (England)","1740","1680","24390","21010"
"New entrant CS","2021","Female","North West (England)","3210","3110","25940","22920"
"New entrant CS","2021","Female","Northern Ireland","160","150","24540","20140"
"New entrant CS","2021","Female","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Scotland","2470","2380","27450","25410"
"New entrant CS","2021","Female","South East (England)","3110","2970","27240","27570"
"New entrant CS","2021","Female","South West (England)","2610","2450","27720","26350"
"New entrant CS","2021","Female","Unknown","520","510","30920","27570"
"New entrant CS","2021","Female","Wales","1590","1510","25250","22350"
"New entrant CS","2021","Female","West Midlands (England)","1980","1890","26920","24880"
"New entrant CS","2021","Female","Yorkshire and The Humber","2440","2350","27380","26370"
"New entrant CS","2021","Male","East Midlands (England)","1070","1060","26900","25560"
"New entrant CS","2021","Male","East of England","1270","1260","27810","27570"
"New entrant CS","2021","Male","London","6390","6320","37130","31460"
"New entrant CS","2021","Male","North East (England)","1520","1510","24810","21010"
"New entrant CS","2021","Male","North West (England)","2820","2790","27430","24880"
"New entrant CS","2021","Male","Northern Ireland","200","200","23870","20140"
"New entrant CS","2021","Male","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Scotland","2020","2000","27600","23540"
"New entrant CS","2021","Male","South East (England)","2510","2470","28660","27570"
"New entrant CS","2021","Male","South West (England)","2360","2330","30130","27570"
"New entrant CS","2021","Male","Unknown","380","370","34750","27570"
"New entrant CS","2021","Male","Wales","1350","1320","26610","22850"
"New entrant CS","2021","Male","West Midlands (England)","1470","1450","28330","25560"
"New entrant CS","2021","Male","Yorkshire and The Humber","2070","2050","28070","25560"
"New entrant CS","2021","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","London","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Midlands (England)","2140","2020","26260","23390"
"New entrant CS","2022","Female","East of England","1890","1780","27210","24920"
"New entrant CS","2022","Female","London","7980","7660","35460","31060"
"New entrant CS","2022","Female","North East (England)","2520","2420","25880","23170"
"New entrant CS","2022","Female","North West (England)","5100","4890","26580","24570"
"New entrant CS","2022","Female","Northern Ireland","300","300","27850","26590"
"New entrant CS","2022","Female","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","4290","4150","28570","27230"
"New entrant CS","2022","Female","South East (England)","3110","2920","27810","25770"
"New entrant CS","2022","Female","South West (England)","2940","2780","28340","24920"
"New entrant CS","2022","Female","Unknown","470","410","29730","28000"
"New entrant CS","2022","Female","Wales","2310","2210","26500","23170"
"New entrant CS","2022","Female","West Midlands (England)","3100","2950","27510","24880"
"New entrant CS","2022","Female","Yorkshire and The Humber","3250","3060","28280","25000"
"New entrant CS","2022","Male","East Midlands (England)","1490","1470","26910","25000"
"New entrant CS","2022","Male","East of England","1390","1350","28240","26140"
"New entrant CS","2022","Male","London","5780","5630","37480","32560"
"New entrant CS","2022","Male","North East (England)","1700","1680","27260","24880"
"New entrant CS","2022","Male","North West (England)","3730","3660","28090","25000"
"New entrant CS","2022","Male","Northern Ireland","300","300","28220","26590"
"New entrant CS","2022","Male","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Scotland","3300","3250","29120","26590"
"New entrant CS","2022","Male","South East (England)","2410","2310","29400","26350"
"New entrant CS","2022","Male","South West (England)","2760","2730","30520","26740"
"New entrant CS","2022","Male","Unknown","400","370","29200","27270"
"New entrant CS","2022","Male","Wales","1910","1870","28030","24570"
"New entrant CS","2022","Male","West Midlands (England)","2150","2090","29080","26590"
"New entrant CS","2022","Male","Yorkshire and The Humber","2630","2530","29630","26590"
"New entrant CS","2022","Unknown","Wales","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
