"Status","Year","Disability","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Policy","No function","1780","1740","44200","39260"
"In post","2021","Declared disabled","Policy","Project Delivery","220","210","49600","52430"
"In post","2021","Declared disabled","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","Unknown","400","380","45900","41960"
"In post","2021","Declared disabled","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Project Delivery","1290","1240","39840","37430"
"In post","2021","Declared disabled","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","130","130","43960","41350"
"In post","2021","Declared disabled","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared disabled","Property","Property","520","490","34990","33300"
"In post","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","No function","110","110","32720","29750"
"In post","2021","Declared disabled","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Analysis","40","40","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","No function","550","530","36560","35600"
"In post","2021","Declared disabled","Science and Engineering","Project Delivery","320","310","38070","37310"
"In post","2021","Declared disabled","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","Unknown","170","170","35890","33300"
"In post","2021","Declared disabled","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Security","540","530","31330","27750"
"In post","2021","Declared disabled","Security","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Social Research","Analysis","90","80","40500","37700"
"In post","2021","Declared disabled","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Analysis","160","150","42740","38630"
"In post","2021","Declared disabled","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Communications","130","120","28490","25560"
"In post","2021","Declared disabled","Tax","Counter Fraud","160","140","39830","35000"
"In post","2021","Declared disabled","Tax","Debt","30","30","[c]","[c]"
"In post","2021","Declared disabled","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Legal","40","40","[c]","[c]"
"In post","2021","Declared disabled","Tax","No function","960","880","35580","31940"
"In post","2021","Declared disabled","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","40","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data & Technology","110","100","46280","52580"
"In post","2021","Declared disabled","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","200","190","40020","35790"
"In post","2021","Declared disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","No function","390","370","38670","33250"
"In post","2021","Declared disabled","Unknown","Project Delivery","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Property","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","90","80","33190","33300"
"In post","2021","Declared disabled","Unknown","Unknown","16480","14570","27850","27570"
"In post","2021","Declared disabled","Veterinarian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Commercial","2600","2510","41210","38200"
"In post","2021","Declared non-disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","No function","220","220","44590","39200"
"In post","2021","Declared non-disabled","Commercial","Project Delivery","570","550","37700","34410"
"In post","2021","Declared non-disabled","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","90","80","40190","41940"
"In post","2021","Declared non-disabled","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Communications","2130","2050","41490","38180"
"In post","2021","Declared non-disabled","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","No function","80","80","42320","40220"
"In post","2021","Declared non-disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","290","280","44550","41970"
"In post","2021","Declared non-disabled","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Finance","100","100","45950","45740"
"In post","2021","Declared non-disabled","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Counter Fraud","430","410","41340","39490"
"In post","2021","Declared non-disabled","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","No function","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","150","140","26820","25310"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Analysis","180","180","42350","42220"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Digital, Data & Technology","6540","6350","41580","38630"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","No function","170","170","39960","36370"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Project Delivery","300","290","43730","43460"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","1120","1100","48080","44670"
"In post","2021","Declared non-disabled","Economics","Analysis","830","810","49140","49100"
"In post","2021","Declared non-disabled","Economics","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Economics","No function","360","350","47690","48240"
"In post","2021","Declared non-disabled","Economics","Project Delivery","50","50","54320","55620"
"In post","2021","Declared non-disabled","Economics","Unknown","130","130","48650","47000"
"In post","2021","Declared non-disabled","Finance","Analysis","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Commercial","50","50","34410","31070"
"In post","2021","Declared non-disabled","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Finance","5190","4930","40630","36820"
"In post","2021","Declared non-disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","No function","310","300","43870","37580"
"In post","2021","Declared non-disabled","Finance","Project Delivery","300","290","43020","39860"
"In post","2021","Declared non-disabled","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","540","510","44080","37660"
"In post","2021","Declared non-disabled","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Human Resources","4610","4370","38930","33930"
"In post","2021","Declared non-disabled","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","No function","50","50","41640","36650"
"In post","2021","Declared non-disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","600","570","40800","36700"
"In post","2021","Declared non-disabled","Inspector of Education and Training","No function","720","700","67650","74730"
"In post","2021","Declared non-disabled","Intelligence Analysis","Analysis","90","90","49540","49760"
"In post","2021","Declared non-disabled","Intelligence Analysis","Counter Fraud","120","120","39760","36160"
"In post","2021","Declared non-disabled","Intelligence Analysis","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","No function","340","330","31640","28330"
"In post","2021","Declared non-disabled","Intelligence Analysis","Security","150","140","45110","38860"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","1700","1620","32130","29250"
"In post","2021","Declared non-disabled","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Internal Audit","560","530","46160","43250"
"In post","2021","Declared non-disabled","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","Communications","[c]","[c]","[c]","[c]"
