"Status","Year","Region_ITL3","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Causeway Coast and Glens","White","60","60","20770","20310"
"In post","2021","Central Bedfordshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","Undeclared","40","40","[c]","[c]"
"In post","2021","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","White","350","340","30310","27570"
"In post","2021","Central Hampshire","Asian","50","50","33840","29670"
"In post","2021","Central Hampshire","Black","50","50","[c]","[c]"
"In post","2021","Central Hampshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Mixed","60","50","34340","29200"
"In post","2021","Central Hampshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Undeclared","300","300","39230","38780"
"In post","2021","Central Hampshire","Unknown","300","290","36860","32360"
"In post","2021","Central Hampshire","White","3400","3270","36030","33300"
"In post","2021","Central Valleys","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Black","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","Undeclared","60","60","37930","35950"
"In post","2021","Central Valleys","Unknown","100","100","37440","31420"
"In post","2021","Central Valleys","White","1520","1410","34280","28850"
"In post","2021","Cheshire East","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","Unknown","130","120","26240","24920"
"In post","2021","Cheshire East","White","580","530","30780","27570"
"In post","2021","Cheshire West and Chester","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","White","400","370","25940","26700"
"In post","2021","Chorley and West Lancashire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","190","180","27240","26300"
"In post","2021","Chorley and West Lancashire","White","1070","980","30060","27570"
"In post","2021","City of Edinburgh","Asian","130","120","34410","30650"
"In post","2021","City of Edinburgh","Black","70","70","35030","31230"
"In post","2021","City of Edinburgh","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Mixed","90","80","40290","33270"
"In post","2021","City of Edinburgh","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Undeclared","340","320","38890","33650"
"In post","2021","City of Edinburgh","Unknown","3290","3140","32450","29350"
"In post","2021","City of Edinburgh","White","8850","8420","39220","34150"
"In post","2021","Clackmannanshire and Fife","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Black","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Undeclared","70","70","31980","33650"
"In post","2021","Clackmannanshire and Fife","Unknown","330","300","28060","25980"
"In post","2021","Clackmannanshire and Fife","White","940","870","30320","27570"
"In post","2021","Conwy and Denbighshire","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Black","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","White","630","590","35220","31420"
"In post","2021","Cornwall and Isles of Scilly","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","90","80","27690","26590"
"In post","2021","Cornwall and Isles of Scilly","Unknown","170","150","26640","22640"
"In post","2021","Cornwall and Isles of Scilly","White","1360","1240","26510","26670"
"In post","2021","Coventry","Asian","420","400","33600","29730"
"In post","2021","Coventry","Black","80","70","33420","30200"
"In post","2021","Coventry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Mixed","50","50","32410","27570"
"In post","2021","Coventry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Undeclared","80","80","37210","33840"
"In post","2021","Coventry","Unknown","240","240","36400","32300"
"In post","2021","Coventry","White","1530","1440","38150","33840"
"In post","2021","Croydon","Asian","1610","1500","34290","29570"
"In post","2021","Croydon","Black","1390","1320","33390","29630"
"In post","2021","Croydon","Chinese","60","60","40400","36160"
"In post","2021","Croydon","Mixed","320","300","36250","32000"
"In post","2021","Croydon","Other ethnicity","90","90","35480","31060"
"In post","2021","Croydon","Undeclared","530","500","38220","35200"
"In post","2021","Croydon","Unknown","1110","1080","36940","32520"
"In post","2021","Croydon","White","4510","4280","41880","36620"
"In post","2021","Darlington","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Black","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Undeclared","40","30","[c]","[c]"
"In post","2021","Darlington","Unknown","70","70","36590","29730"
"In post","2021","Darlington","White","830","790","35750","31990"
"In post","2021","Derby","Asian","110","90","25500","22570"
"In post","2021","Derby","Black","30","30","[c]","[c]"
"In post","2021","Derby","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Undeclared","50","40","[c]","[c]"
"In post","2021","Derby","Unknown","100","90","25700","21170"
"In post","2021","Derby","White","700","620","26620","23320"
"In post","2021","Derry City and Strabane","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","White","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Asian","30","30","[c]","[c]"
"In post","2021","Devon CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Mixed","70","60","31590","27570"
"In post","2021","Devon CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Undeclared","270","240","32950","27570"
"In post","2021","Devon CC","Unknown","630","580","30130","27570"
"In post","2021","Devon CC","White","4540","4160","31790","27570"
"In post","2021","Dorset CC","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Undeclared","90","80","32260","29670"
"In post","2021","Dorset CC","Unknown","200","190","26670","22850"
"In post","2021","Dorset CC","White","1800","1690","29230","27150"
"In post","2021","Dudley","Asian","90","80","24040","21010"
"In post","2021","Dudley","Black","40","30","[c]","[c]"
"In post","2021","Dudley","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Undeclared","50","40","24160","21010"
