"Status","Year","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East of England","Science and Engineering","920","870","36770","33170"
"In post","2021","East of England","Security","550","540","33200","28890"
"In post","2021","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Tax","270","240","34210","31810"
"In post","2021","East of England","Unknown","4920","4440","28900","27570"
"In post","2021","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","London","Commercial","880","860","47680","43320"
"In post","2021","London","Communications","2090","2050","46250","42500"
"In post","2021","London","Corporate Finance","80","80","55660","54110"
"In post","2021","London","Counter Fraud","400","390","43330","40000"
"In post","2021","London","Digital, Data and Technology","3300","3250","49510","45450"
"In post","2021","London","Economics","1770","1740","47870","43230"
"In post","2021","London","Finance","2560","2500","49160","44880"
"In post","2021","London","Human Resources","2420","2340","46800","42200"
"In post","2021","London","Inspector of Education and Training","230","230","66190","64500"
"In post","2021","London","Intelligence Analysis","1420","1360","40670","36620"
"In post","2021","London","Internal Audit","210","200","53870","51710"
"In post","2021","London","International Trade","1070","1060","47360","42470"
"In post","2021","London","Knowledge and Information Management","750","710","41410","37560"
"In post","2021","London","Legal","4770","4500","54800","52760"
"In post","2021","London","Medicine","390","350","80000","79540"
"In post","2021","London","Operational Delivery","25900","24510","34570","30670"
"In post","2021","London","Operational Research","400","380","48940","45390"
"In post","2021","London","Other","4180","4010","40540","33520"
"In post","2021","London","Planning","100","100","47150","42620"
"In post","2021","London","Policy","19690","19210","49190","48200"
"In post","2021","London","Project Delivery","3650","3570","50210","44650"
"In post","2021","London","Property","1110","1070","44210","37490"
"In post","2021","London","Psychology","60","60","41850","39080"
"In post","2021","London","Science and Engineering","1430","1350","46580","41460"
"In post","2021","London","Security","1230","1210","38900","35430"
"In post","2021","London","Social Research","460","440","47420","43360"
"In post","2021","London","Statistics","920","890","46770","42490"
"In post","2021","London","Tax","2300","2180","43140","36930"
"In post","2021","London","Unknown","18140","17370","40820","31880"
"In post","2021","London","Veterinarian","40","40","[c]","[c]"
"In post","2021","North East (England)","Commercial","120","110","43100","40780"
"In post","2021","North East (England)","Communications","120","110","33600","31810"
"In post","2021","North East (England)","Counter Fraud","40","40","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","700","670","39110","38180"
"In post","2021","North East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","370","360","39000","36960"
"In post","2021","North East (England)","Human Resources","130","120","35820","32460"
"In post","2021","North East (England)","Intelligence Analysis","70","70","33180","31810"
"In post","2021","North East (England)","Internal Audit","50","40","[c]","[c]"
"In post","2021","North East (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","North East (England)","Legal","430","400","41060","38630"
"In post","2021","North East (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","13700","12040","25740","22350"
"In post","2021","North East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","210","210","27780","21580"
"In post","2021","North East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","360","340","40380","37100"
"In post","2021","North East (England)","Project Delivery","880","840","40450","38630"
"In post","2021","North East (England)","Property","290","270","34640","31100"
"In post","2021","North East (England)","Psychology","90","90","37800","38150"
"In post","2021","North East (England)","Science and Engineering","70","60","33490","28590"
"In post","2021","North East (England)","Security","100","90","33690","31810"
"In post","2021","North East (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tax","2160","2060","29010","25560"
"In post","2021","North East (England)","Unknown","10640","9490","27170","27570"
"In post","2021","North East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","520","500","38480","35900"
"In post","2021","North West (England)","Communications","200","190","36370","33710"
"In post","2021","North West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","110","100","36090","35070"
"In post","2021","North West (England)","Digital, Data and Technology","1040","1020","39340","36740"
"In post","2021","North West (England)","Economics","30","30","[c]","[c]"
"In post","2021","North West (England)","Finance","650","620","38240","35360"
"In post","2021","North West (England)","Human Resources","1030","970","33750","30820"
"In post","2021","North West (England)","Inspector of Education and Training","110","110","65190","64500"
"In post","2021","North West (England)","Intelligence Analysis","370","350","28420","26410"
"In post","2021","North West (England)","Internal Audit","70","60","42020","40580"
"In post","2021","North West (England)","International Trade","50","50","36090","31810"
"In post","2021","North West (England)","Knowledge and Information Management","130","120","34250","33300"
"In post","2021","North West (England)","Legal","1220","1140","42510","39450"
"In post","2021","North West (England)","Medicine","80","60","74420","74070"
"In post","2021","North West (England)","Operational Delivery","26130","23990","27310","25040"
"In post","2021","North West (England)","Operational Research","90","80","42410","38630"
"In post","2021","North West (England)","Other","830","780","27940","24060"
"In post","2021","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Policy","980","950","40860","37100"
"In post","2021","North West (England)","Project Delivery","1370","1320","39990","38630"
"In post","2021","North West (England)","Property","520","500","36230","31900"
"In post","2021","North West (England)","Psychology","160","150","35230","30450"
"In post","2021","North West (England)","Science and Engineering","500","470","35880","33500"
"In post","2021","North West (England)","Security","310","300","29190","25040"
"In post","2021","North West (England)","Social Research","40","40","[c]","[c]"
"In post","2021","North West (England)","Statistics","130","120","38730","38630"
"In post","2021","North West (England)","Tax","3290","3100","31910","31810"
"In post","2021","North West (England)","Unknown","19380","17560","27490","27570"
"In post","2021","North West (England)","Veterinarian","40","30","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Legal","160","160","29460","26540"
"In post","2021","Northern Ireland","Medicine","40","30","[c]","[c]"
"In post","2021","Northern Ireland","Operational Delivery","1690","1550","26350","24890"
"In post","2021","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Other","320","310","23440","21880"
"In post","2021","Northern Ireland","Policy","80","80","40760","37910"
"In post","2021","Northern Ireland","Project Delivery","70","70","38680","34050"
"In post","2021","Northern Ireland","Property","100","100","28950","27680"
"In post","2021","Northern Ireland","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Security","390","390","21450","20310"
"In post","2021","Northern Ireland","Tax","630","600","32800","31810"
"In post","2021","Northern Ireland","Unknown","140","130","27690","25560"
"In post","2021","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Commercial","40","40","[c]","[c]"
"In post","2021","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Economics","40","40","[c]","[c]"
"In post","2021","Overseas","Finance","40","40","[c]","[c]"
"In post","2021","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Intelligence Analysis","70","70","43800","40560"
"In post","2021","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","International Trade","160","160","56610","54470"
"In post","2021","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Medicine","50","50","53580","51960"
"In post","2021","Overseas","Operational Delivery","290","290","48380","46000"
"In post","2021","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Other","370","370","50430","46620"
"In post","2021","Overseas","Policy","1750","1750","52720","54020"
"In post","2021","Overseas","Project Delivery","160","160","46490","45200"
"In post","2021","Overseas","Property","200","190","39120","36460"
"In post","2021","Overseas","Science and Engineering","130","120","44240","42350"
"In post","2021","Overseas","Security","80","80","37120","34350"
"In post","2021","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Unknown","300","300","46840","34770"
"In post","2021","Scotland","Commercial","280","270","35670","33930"
"In post","2021","Scotland","Communications","70","70","37820","35430"
"In post","2021","Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Counter Fraud","90","80","29070","25310"
"In post","2021","Scotland","Digital, Data and Technology","610","600","38820","35720"
"In post","2021","Scotland","Economics","40","30","[c]","[c]"
"In post","2021","Scotland","Finance","700","600","28080","21490"
"In post","2021","Scotland","Human Resources","760","720","29350","25870"
"In post","2021","Scotland","Intelligence Analysis","60","60","31530","30900"
"In post","2021","Scotland","Internal Audit","70","70","39980","36460"
"In post","2021","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Knowledge and Information Management","50","50","32210","29040"
"In post","2021","Scotland","Legal","900","840","48440","51500"
"In post","2021","Scotland","Medicine","100","90","46260","37890"
"In post","2021","Scotland","Operational Delivery","14300","13120","28060","25560"
"In post","2021","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other","2010","1900","29340","25560"
"In post","2021","Scotland","Policy","410","400","43320","38630"
"In post","2021","Scotland","Project Delivery","660","640","39760","37660"
"In post","2021","Scotland","Property","350","350","32600","33000"
"In post","2021","Scotland","Psychology","70","70","38790","33650"
"In post","2021","Scotland","Science and Engineering","450","440","35860","33300"
"In post","2021","Scotland","Security","1360","1320","30620","28210"
"In post","2021","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Statistics","60","60","42740","41060"
"In post","2021","Scotland","Tax","2080","1940","31160","31810"
"In post","2021","Scotland","Unknown","22050","20450","33880","27570"
"In post","2021","Scotland","Veterinarian","40","40","[c]","[c]"
"In post","2021","South East (England)","Commercial","460","450","38450","36800"
"In post","2021","South East (England)","Communications","290","280","33370","31780"
"In post","2021","South East (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Digital, Data and Technology","830","810","38490","35300"
"In post","2021","South East (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Finance","900","860","37060","33300"
"In post","2021","South East (England)","Human Resources","500","470","36570","32430"
"In post","2021","South East (England)","Intelligence Analysis","390","370","28810","27370"
"In post","2021","South East (England)","Internal Audit","70","70","37520","34980"
"In post","2021","South East (England)","International Trade","70","70","42970","38540"
"In post","2021","South East (England)","Knowledge and Information Management","260","250","33020","31870"
"In post","2021","South East (England)","Legal","790","720","45580","45100"
"In post","2021","South East (England)","Medicine","400","360","50410","38490"
"In post","2021","South East (England)","Operational Delivery","17940","16380","28700","27230"
"In post","2021","South East (England)","Operational Research","460","440","41890","46080"
"In post","2021","South East (England)","Other","2860","2760","28000","22840"
"In post","2021","South East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Policy","450","440","39750","36850"
"In post","2021","South East (England)","Project Delivery","1710","1660","39390","37320"
"In post","2021","South East (England)","Property","980","950","35010","33300"
"In post","2021","South East (England)","Psychology","240","220","35900","31180"
"In post","2021","South East (England)","Science and Engineering","2040","1950","38330","37320"
"In post","2021","South East (England)","Security","1800","1770","31790","28750"
"In post","2021","South East (England)","Social Research","220","200","37540","37020"
"In post","2021","South East (England)","Statistics","180","180","40260","37020"
"In post","2021","South East (England)","Tax","590","530","33330","31810"
"In post","2021","South East (England)","Unknown","7220","6560","28210","27570"
"In post","2021","South East (England)","Veterinarian","50","50","[c]","[c]"
"In post","2021","South West (England)","Commercial","1720","1650","39520","37400"
"In post","2021","South West (England)","Communications","320","300","35540","33490"
"In post","2021","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Digital, Data and Technology","2150","2090","39160","38450"
"In post","2021","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Finance","1300","1250","39710","36480"
"In post","2021","South West (England)","Human Resources","900","840","35670","32810"
"In post","2021","South West (England)","Inspector of Education and Training","80","70","66220","70500"
"In post","2021","South West (England)","Intelligence Analysis","50","50","31250","27380"
"In post","2021","South West (England)","Internal Audit","90","90","43860","42160"
"In post","2021","South West (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Knowledge and Information Management","530","510","36190","33300"
"In post","2021","South West (England)","Legal","530","500","43460","42840"
"In post","2021","South West (England)","Medicine","430","380","46940","37890"
"In post","2021","South West (England)","Operational Delivery","10430","9640","29260","26740"
"In post","2021","South West (England)","Operational Research","110","100","42990","46080"
"In post","2021","South West (England)","Other","4480","4270","30420","26670"
"In post","2021","South West (England)","Planning","40","40","[c]","[c]"
"In post","2021","South West (England)","Planning Inspectors","320","280","57780","58810"
"In post","2021","South West (England)","Policy","770","730","40970","36970"
"In post","2021","South West (England)","Project Delivery","4750","4590","40490","39700"
"In post","2021","South West (England)","Property","890","850","35130","33300"
"In post","2021","South West (England)","Psychology","100","100","37790","31180"
"In post","2021","South West (England)","Science and Engineering","6380","6180","38210","37360"
"In post","2021","South West (England)","Security","1160","1140","27810","21580"
"In post","2021","South West (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","South West (England)","Statistics","180","170","39670","36680"
"In post","2021","South West (England)","Tax","570","530","39780","32020"
"In post","2021","South West (England)","Unknown","6730","5960","28200","27570"
"In post","2021","South West (England)","Veterinarian","80","80","44290","38260"
"In post","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","150","140","38770","40370"
"In post","2021","Unknown","Other","1860","1860","37500","34310"
"In post","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","70","70","27510","27370"
"In post","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","1530","1460","32850","29250"
"In post","2021","Wales","Commercial","330","310","34990","31850"
"In post","2021","Wales","Communications","360","340","36840","34120"
"In post","2021","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Wales","Digital, Data and Technology","2020","1970","39610","37410"
"In post","2021","Wales","Economics","170","170","39990","33330"
"In post","2021","Wales","Finance","710","670","37880","34110"
"In post","2021","Wales","Human Resources","800","750","35240","31040"
"In post","2021","Wales","Inspector of Education and Training","60","60","74480","74730"
"In post","2021","Wales","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Wales","Internal Audit","50","50","[c]","[c]"
"In post","2021","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Knowledge and Information Management","170","160","33250","29540"
"In post","2021","Wales","Legal","660","610","45580","48080"
"In post","2021","Wales","Medicine","280","250","51070","44500"
"In post","2021","Wales","Operational Delivery","16630","15030","26650","23320"
"In post","2021","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Other","1110","1050","35590","34490"
"In post","2021","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Wales","Policy","1950","1860","41850","37410"
"In post","2021","Wales","Project Delivery","530","510","41380","38650"
"In post","2021","Wales","Property","410","390","34610","32100"
"In post","2021","Wales","Psychology","50","50","34990","30340"
"In post","2021","Wales","Science and Engineering","740","700","40160","37410"
"In post","2021","Wales","Security","320","310","27600","25390"
"In post","2021","Wales","Social Research","400","380","40510","38520"
"In post","2021","Wales","Statistics","390","380","40770","37020"
"In post","2021","Wales","Tax","1660","1580","30100","25560"
"In post","2021","Wales","Unknown","6080","5480","26020","27570"
"In post","2021","Wales","Veterinarian","80","80","44960","37910"
"In post","2021","West Midlands (England)","Commercial","250","240","39300","37040"
"In post","2021","West Midlands (England)","Communications","150","140","38970","36700"
"In post","2021","West Midlands (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Counter Fraud","70","70","37600","37650"
"In post","2021","West Midlands (England)","Digital, Data and Technology","890","860","40850","37450"
"In post","2021","West Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Finance","520","500","40910","37270"
"In post","2021","West Midlands (England)","Human Resources","320","310","38190","33720"
"In post","2021","West Midlands (England)","Inspector of Education and Training","100","100","65740","64500"
"In post","2021","West Midlands (England)","Intelligence Analysis","90","90","31510","28570"
"In post","2021","West Midlands (England)","Internal Audit","50","50","50670","45390"
"In post","2021","West Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Knowledge and Information Management","120","110","32390","27190"
"In post","2021","West Midlands (England)","Legal","650","600","44340","45540"
"In post","2021","West Midlands (England)","Medicine","170","160","60610","44500"
"In post","2021","West Midlands (England)","Operational Delivery","13570","12680","27740","25300"
"In post","2021","West Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Other","1170","1120","26060","22080"
"In post","2021","West Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Policy","610","590","41080","36700"
"In post","2021","West Midlands (England)","Project Delivery","740","710","39970","38630"
"In post","2021","West Midlands (England)","Property","520","490","35270","32510"
"In post","2021","West Midlands (England)","Psychology","120","110","32480","29400"
"In post","2021","West Midlands (England)","Science and Engineering","350","330","34130","30980"
"In post","2021","West Midlands (England)","Security","370","360","30500","26750"
"In post","2021","West Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands (England)","Tax","1310","1240","34310","31810"
"In post","2021","West Midlands (England)","Unknown","8200","7250","26680","27570"
"In post","2021","West Midlands (England)","Veterinarian","50","50","44520","41320"
"In post","2021","Yorkshire and The Humber","Commercial","370","360","40230","36960"
"In post","2021","Yorkshire and The Humber","Communications","130","130","41730","38400"
"In post","2021","Yorkshire and The Humber","Counter Fraud","50","50","37940","37910"
"In post","2021","Yorkshire and The Humber","Digital, Data and Technology","910","880","40390","37370"
"In post","2021","Yorkshire and The Humber","Economics","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Finance","790","730","34990","30230"
"In post","2021","Yorkshire and The Humber","Human Resources","390","370","39390","36970"
"In post","2021","Yorkshire and The Humber","Inspector of Education and Training","120","110","66660","70500"
"In post","2021","Yorkshire and The Humber","Intelligence Analysis","280","260","33100","28970"
"In post","2021","Yorkshire and The Humber","Internal Audit","60","50","46870","45390"
"In post","2021","Yorkshire and The Humber","International Trade","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Knowledge and Information Management","100","90","35610","32050"
"In post","2021","Yorkshire and The Humber","Legal","850","780","45610","48080"
"In post","2021","Yorkshire and The Humber","Medicine","170","160","52520","37890"
"In post","2021","Yorkshire and The Humber","Operational Delivery","15070","13860","27800","25500"
"In post","2021","Yorkshire and The Humber","Operational Research","50","50","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other","1240","1190","25620","22500"
"In post","2021","Yorkshire and The Humber","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Policy","1570","1510","42000","37100"
"In post","2021","Yorkshire and The Humber","Project Delivery","530","510","38890","37070"
"In post","2021","Yorkshire and The Humber","Property","590","560","36310","33250"
"In post","2021","Yorkshire and The Humber","Psychology","180","170","33890","30450"
"In post","2021","Yorkshire and The Humber","Science and Engineering","440","420","36270","31710"
"In post","2021","Yorkshire and The Humber","Security","490","480","33020","35140"
"In post","2021","Yorkshire and The Humber","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Statistics","100","100","38190","34090"
"In post","2021","Yorkshire and The Humber","Tax","1580","1500","31530","28130"
"In post","2021","Yorkshire and The Humber","Unknown","10450","9370","29920","27570"
"In post","2021","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Commercial","130","120","42170","38710"
"In post","2022","East Midlands (England)","Communications","100","100","38710","36970"
"In post","2022","East Midlands (England)","Counter Fraud","320","280","28140","27570"
"In post","2022","East Midlands (England)","Digital, Data and Technology","390","380","37020","33370"
"In post","2022","East Midlands (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Finance","330","320","34970","33080"
"In post","2022","East Midlands (England)","Geography","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Human Resources","430","410","38150","33730"
"In post","2022","East Midlands (England)","Inspector of Education and Training","100","100","61260","51360"
"In post","2022","East Midlands (England)","Intelligence Analysis","140","130","30100","27380"
"In post","2022","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Knowledge and Information Management","80","80","32830","31920"
"In post","2022","East Midlands (England)","Legal","560","520","43370","44410"
"In post","2022","East Midlands (England)","Medicine","190","170","46240","39030"
"In post","2022","East Midlands (England)","Operational Delivery","14750","13540","27700","26820"
"In post","2022","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other","1300","1210","24920","21260"
"In post","2022","East Midlands (England)","Planning Inspectors","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Policy","320","300","40070","36500"
"In post","2022","East Midlands (England)","Project Delivery","300","290","42110","40180"
"In post","2022","East Midlands (England)","Property","490","470","36070","33300"
"In post","2022","East Midlands (England)","Psychology","200","190","34460","30450"
"In post","2022","East Midlands (England)","Science and Engineering","570","530","39300","37400"
"In post","2022","East Midlands (England)","Security","180","180","30180","26750"
"In post","2022","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Tax","1570","1500","34820","33370"
"In post","2022","East Midlands (England)","Unknown","420","400","37660","33080"
"In post","2022","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Commercial","200","190","38910","36900"
"In post","2022","East of England","Communications","80","80","34580","33000"
"In post","2022","East of England","Counter Fraud","340","300","30090","29290"
"In post","2022","East of England","Digital, Data and Technology","670","640","36510","34050"
"In post","2022","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Finance","510","480","36960","33300"
"In post","2022","East of England","Geography","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Human Resources","290","270","36110","33000"
"In post","2022","East of England","Inspector of Education and Training","90","90","64380","64500"
"In post","2022","East of England","Intelligence Analysis","420","410","32290","33000"
"In post","2022","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Knowledge and Information Management","80","80","29910","26670"
