"Status","Year","Region_ITL3","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ards and North Down","Northern Ireland","Unknown","60","60","26460","22330"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","No function","130","120","27800","26150"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Unknown","460","420","30980","31060"
"In post","2021","Barnet","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Finance","40","40","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","No function","1090","1020","41390","35300"
"In post","2021","Barnet","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Unknown","460","440","35140","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","No function","1460","1360","28180","26700"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Security","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Unknown","1410","1190","25140","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","60","50","40630","38530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","640","620","44040","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","80","70","39300","35930"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","150","140","37130","36380"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","690","660","40000","35070"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","630","580","35350","31450"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","50","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1020","950","31310","31020"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","8330","8070","38680","36890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Property","290","280","39230","37030"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Security","130","130","28650","20920"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","1280","1200","33500","27570"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","No function","490","470","30760","29920"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Unknown","290","270","28240","27570"
"In post","2021","Belfast","Northern Ireland","Communications","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Counter Fraud","390","370","31230","28130"
"In post","2021","Belfast","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Finance","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Legal","30","30","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","No function","1720","1600","28640","25560"
"In post","2021","Belfast","Northern Ireland","Project Delivery","40","40","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Unknown","490","450","25070","23250"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Communications","40","30","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","90","80","32030","31810"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","130","120","40720","38320"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Finance","50","50","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","150","140","28830","25190"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","40","30","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Legal","160","150","44880","41790"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","No function","700","660","33390","31810"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","80","80","46250","40680"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Property","50","50","31450","33300"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Security","640","630","34910","39070"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Unknown","760","720","30250","29290"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","No function","1220","1170","31700","31590"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Unknown","480","440","31320","31060"
"In post","2021","Birmingham","West Midlands","Analysis","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Commercial","80","80","47790","40830"
"In post","2021","Birmingham","West Midlands","Communications","250","240","31350","28130"
"In post","2021","Birmingham","West Midlands","Counter Fraud","590","550","32550","31810"
"In post","2021","Birmingham","West Midlands","Debt","410","370","21770","20140"
"In post","2021","Birmingham","West Midlands","Digital, Data & Technology","240","230","41320","37000"
"In post","2021","Birmingham","West Midlands","Finance","100","100","40080","38000"
"In post","2021","Birmingham","West Midlands","Human Resources","120","110","41690","39490"
"In post","2021","Birmingham","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Legal","620","580","38920","33310"
"In post","2021","Birmingham","West Midlands","No function","6140","5770","30680","25560"
"In post","2021","Birmingham","West Midlands","Project Delivery","300","290","43060","39850"
"In post","2021","Birmingham","West Midlands","Property","250","230","34740","32100"
"In post","2021","Birmingham","West Midlands","Security","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Unknown","2400","2150","27120","27570"
"In post","2021","Blackburn with Darwen","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","No function","130","120","26250","23850"
"In post","2021","Blackburn with Darwen","Lancashire","Unknown","360","320","26570","27570"
"In post","2021","Blackpool","Lancashire","Commercial","30","30","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","No function","160","140","28360","26290"
"In post","2021","Blackpool","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Unknown","4900","4470","28740","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","No function","230","210","25500","22920"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Unknown","440","400","26950","27570"
"In post","2021","Bradford","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Debt","340","300","23860","21440"
"In post","2021","Bradford","West Yorkshire","Digital, Data & Technology","280","270","36680","31810"
"In post","2021","Bradford","West Yorkshire","Finance","390","330","23600","21440"
"In post","2021","Bradford","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","No function","950","830","26130","21440"
"In post","2021","Bradford","West Yorkshire","Project Delivery","130","120","40220","38630"
"In post","2021","Bradford","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Unknown","900","790","25300","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","No function","430","410","28160","25830"
"In post","2021","Breckland and South Norfolk","East Anglia","Property","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Security","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Unknown","70","60","27920","27570"
"In post","2021","Brent","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","No function","190","170","26900","23500"
"In post","2021","Brent","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Outer London - West and North West","Property","140","130","37110","33750"
"In post","2021","Brent","Outer London - West and North West","Unknown","260","240","30440","31060"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","No function","230","210","29470","24800"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","West Wales and The Valleys","Unknown","470","410","25730","27570"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Legal","120","110","43280","40290"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","No function","230","200","26550","22260"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Security","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Surrey, East and West Sussex","Unknown","280","250","27530","27570"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","150","140","39320","34950"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","80","80","41650","39830"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","100","90","38260","36420"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","390","370","35350","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","370","360","40980","38630"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","150","140","39960","36780"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","160","150","40450","38470"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","230","220","41820","38690"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","No function","3670","3420","36390","31810"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","160","150","43250","39470"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Property","190","170","36650","32970"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","890","780","26390","27570"
"In post","2021","Bromley","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","Outer London - South","No function","160","150","24960","22450"
"In post","2021","Bromley","Outer London - South","Unknown","280","260","31150","31060"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Commercial","70","70","39960","36800"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Finance","130","130","38670","35300"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","50","40","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","No function","730","690","30800","30400"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","140","140","39140","35300"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Property","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","470","450","28800","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Property","60","50","29410","28120"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","Unknown","90","80","28040","27570"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","No function","180","160","26610","25190"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Property","130","110","25860","21100"
"In post","2021","Calderdale and Kirklees","West Yorkshire","Unknown","740","660","27050","27570"
"In post","2021","Cambridgeshire CC","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Commercial","130","120","37430","34800"
"In post","2021","Cambridgeshire CC","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Finance","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Grants Management","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","No function","1850","1730","33830","30530"
"In post","2021","Cambridgeshire CC","East Anglia","Project Delivery","240","230","39740","40000"
"In post","2021","Cambridgeshire CC","East Anglia","Property","210","200","37160","33300"
"In post","2021","Cambridgeshire CC","East Anglia","Security","50","50","[c]","[c]"
"In post","2021","Cambridgeshire CC","East Anglia","Unknown","720","690","30880","27570"
"In post","2021","Camden and City of London","Inner London - West","Analysis","230","220","67630","60780"
