"Status","Year","Region_ITL2","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Unknown","90","80","27640","25480"
"In post","2021","Cornwall and Isles of Scilly","Unknown","White","60","60","25570","21580"
"In post","2021","Cumbria","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","White","220","190","27510","25190"
"In post","2021","Cumbria","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Unknown","240","230","23470","21050"
"In post","2021","Cumbria","Declared non-disabled","White","1380","1240","28260","25450"
"In post","2021","Cumbria","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","White","70","60","27620","26580"
"In post","2021","Cumbria","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Unknown","70","70","32900","28590"
"In post","2021","Cumbria","Unknown","White","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Asian","80","70","29900","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Black","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Undeclared","60","60","28380","27470"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","White","1280","1180","29600","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Asian","510","460","29780","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Black","230","220","27060","26300"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Mixed","160","150","30050","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Undeclared","200","180","30100","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","Unknown","310","280","31110","27570"
"In post","2021","Derbyshire and Nottinghamshire","Declared non-disabled","White","6590","6090","32150","27570"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Undeclared","210","190","32560","31810"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","Unknown","60","50","30830","31170"
"In post","2021","Derbyshire and Nottinghamshire","Undeclared","White","470","440","30100","27570"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Asian","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","1390","1330","27820","25560"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","White","410","380","31750","28130"
"In post","2021","Devon","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","Undeclared","50","50","26420","25450"
"In post","2021","Devon","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared disabled","White","860","770","28790","27570"
"In post","2021","Devon","Declared non-disabled","Asian","40","30","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Mixed","80","70","32100","27570"
"In post","2021","Devon","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Declared non-disabled","Undeclared","250","230","33800","31650"
"In post","2021","Devon","Declared non-disabled","Unknown","440","390","32820","31110"
"In post","2021","Devon","Declared non-disabled","White","5740","5280","32120","27570"
"In post","2021","Devon","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","Undeclared","120","110","31410","28410"
"In post","2021","Devon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Undeclared","White","300","280","28530","27570"
"In post","2021","Devon","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","610","580","26530","22350"
"In post","2021","Devon","Unknown","White","370","360","31080","27130"
"In post","2021","Dorset and Somerset","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Undeclared","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared disabled","White","530","480","28770","27570"
"In post","2021","Dorset and Somerset","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Mixed","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Declared non-disabled","Undeclared","100","90","29900","27570"
"In post","2021","Dorset and Somerset","Declared non-disabled","Unknown","90","90","28900","27570"
"In post","2021","Dorset and Somerset","Declared non-disabled","White","3270","3030","29580","27570"
"In post","2021","Dorset and Somerset","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","Undeclared","110","110","33410","33290"
"In post","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Undeclared","White","260","240","30090","28040"
"In post","2021","Dorset and Somerset","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Unknown","400","380","29960","26740"
"In post","2021","Dorset and Somerset","Unknown","White","260","250","30980","26860"
"In post","2021","East Anglia","Declared disabled","Asian","40","30","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared disabled","White","1210","1110","29330","27570"
"In post","2021","East Anglia","Declared non-disabled","Asian","310","260","26510","21650"
"In post","2021","East Anglia","Declared non-disabled","Black","90","80","32590","28130"
"In post","2021","East Anglia","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Declared non-disabled","Mixed","130","120","28650","27570"
"In post","2021","East Anglia","Declared non-disabled","Other ethnicity","30","30","[c]","[c]"
"In post","2021","East Anglia","Declared non-disabled","Undeclared","240","210","28730","27570"
"In post","2021","East Anglia","Declared non-disabled","Unknown","250","230","28630","27140"
"In post","2021","East Anglia","Declared non-disabled","White","7480","6980","30120","27570"
"In post","2021","East Anglia","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Undeclared","Undeclared","240","220","32250","30630"
"In post","2021","East Anglia","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","East Anglia","Undeclared","White","790","720","30830","31180"
"In post","2021","East Anglia","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Unknown","Undeclared","60","50","36390","32820"
"In post","2021","East Anglia","Unknown","Unknown","780","740","29090","25850"
"In post","2021","East Anglia","Unknown","White","590","550","33620","30220"
"In post","2021","East Wales","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Declared disabled","Mixed","50","40","[c]","[c]"
"In post","2021","East Wales","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Declared disabled","Undeclared","50","50","30970","27570"
"In post","2021","East Wales","Declared disabled","Unknown","40","30","[c]","[c]"
"In post","2021","East Wales","Declared disabled","White","1600","1470","31240","27570"
"In post","2021","East Wales","Declared non-disabled","Asian","260","250","30300","25560"
"In post","2021","East Wales","Declared non-disabled","Black","120","120","29040","25990"
"In post","2021","East Wales","Declared non-disabled","Chinese","40","40","[c]","[c]"
"In post","2021","East Wales","Declared non-disabled","Mixed","190","180","32660","27570"
"In post","2021","East Wales","Declared non-disabled","Other ethnicity","50","50","33190","27620"
"In post","2021","East Wales","Declared non-disabled","Undeclared","240","220","32500","28200"
"In post","2021","East Wales","Declared non-disabled","Unknown","400","360","33860","27570"
"In post","2021","East Wales","Declared non-disabled","White","12200","11410","33820","28850"
"In post","2021","East Wales","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Undeclared","Undeclared","220","210","34590","31180"
"In post","2021","East Wales","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","East Wales","Undeclared","White","680","640","30630","27680"
"In post","2021","East Wales","Unknown","Asian","40","40","[c]","[c]"
"In post","2021","East Wales","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","East Wales","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Undeclared","110","100","37980","36030"
"In post","2021","East Wales","Unknown","Unknown","2560","2440","28250","25560"
"In post","2021","East Wales","Unknown","White","1340","1240","31640","28850"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","White","460","410","26930","27130"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
