"Status","Year","Responsibility_level","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","London","16-19","80","80","26450","26410"
"In post","2021","EO","London","20-29","5460","5420","29180","28810"
"In post","2021","EO","London","30-39","3860","3700","29950","29570"
"In post","2021","EO","London","40-49","3990","3730","30150","30270"
"In post","2021","EO","London","50-59","5820","5510","30510","30560"
"In post","2021","EO","London","60-64","1520","1310","30570","30780"
"In post","2021","EO","London","65+","570","460","30420","30780"
"In post","2021","EO","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","North East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","North East (England)","20-29","1160","1140","26190","25560"
"In post","2021","EO","North East (England)","30-39","1700","1610","26390","25820"
"In post","2021","EO","North East (England)","40-49","1890","1750","26830","27570"
"In post","2021","EO","North East (England)","50-59","2300","2060","27220","27570"
"In post","2021","EO","North East (England)","60-64","690","500","27420","27570"
"In post","2021","EO","North East (England)","65+","160","110","27250","27570"
"In post","2021","EO","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","North West (England)","20-29","2810","2780","26330","25560"
"In post","2021","EO","North West (England)","30-39","3910","3710","26570","26480"
"In post","2021","EO","North West (England)","40-49","4380","4070","27000","27570"
"In post","2021","EO","North West (England)","50-59","5500","5060","27240","27570"
"In post","2021","EO","North West (England)","60-64","1370","1040","27300","27570"
"In post","2021","EO","North West (England)","65+","390","270","27240","27570"
"In post","2021","EO","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","20-29","110","110","25520","25560"
"In post","2021","EO","Northern Ireland","30-39","250","240","25910","25560"
"In post","2021","EO","Northern Ireland","40-49","270","250","26230","25560"
"In post","2021","EO","Northern Ireland","50-59","280","260","27520","27420"
"In post","2021","EO","Northern Ireland","60-64","60","50","27910","28130"
"In post","2021","EO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","30-39","50","50","27410","26670"
"In post","2021","EO","Overseas","40-49","80","80","27920","27170"
"In post","2021","EO","Overseas","50-59","100","100","28390","27370"
"In post","2021","EO","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scotland","20-29","1870","1860","27010","27150"
"In post","2021","EO","Scotland","30-39","2950","2830","28020","27570"
"In post","2021","EO","Scotland","40-49","2800","2640","28310","27570"
"In post","2021","EO","Scotland","50-59","4380","4080","28850","27570"
"In post","2021","EO","Scotland","60-64","1240","920","28460","27570"
"In post","2021","EO","Scotland","65+","290","210","28160","27570"
"In post","2021","EO","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","South East (England)","20-29","1640","1620","27080","27050"
"In post","2021","EO","South East (England)","30-39","2270","2140","27970","27570"
"In post","2021","EO","South East (England)","40-49","2940","2740","28000","27570"
"In post","2021","EO","South East (England)","50-59","4240","3940","28490","27570"
"In post","2021","EO","South East (England)","60-64","1240","1030","28510","27570"
"In post","2021","EO","South East (England)","65+","400","310","28300","27570"
"In post","2021","EO","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","South West (England)","16-19","110","110","18810","17780"
"In post","2021","EO","South West (England)","20-29","2240","2210","24900","25620"
"In post","2021","EO","South West (England)","30-39","1840","1710","26510","26740"
"In post","2021","EO","South West (England)","40-49","2180","1990","27070","27570"
"In post","2021","EO","South West (England)","50-59","3000","2780","27280","27570"
"In post","2021","EO","South West (England)","60-64","920","750","27030","27570"
"In post","2021","EO","South West (England)","65+","300","230","26740","27460"
"In post","2021","EO","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","20-29","100","100","27360","27570"
"In post","2021","EO","Unknown","30-39","130","120","27670","27570"
"In post","2021","EO","Unknown","40-49","120","120","27890","27570"
"In post","2021","EO","Unknown","50-59","180","170","28450","27570"
"In post","2021","EO","Unknown","60-64","40","30","[c]","[c]"
"In post","2021","EO","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales","20-29","1500","1480","26280","26290"
"In post","2021","EO","Wales","30-39","2320","2190","26760","27080"
"In post","2021","EO","Wales","40-49","2100","1970","27080","27570"
"In post","2021","EO","Wales","50-59","2580","2400","27340","27570"
"In post","2021","EO","Wales","60-64","700","530","27450","27570"
"In post","2021","EO","Wales","65+","200","140","27600","27570"
"In post","2021","EO","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","West Midlands (England)","20-29","1320","1300","26240","26670"
"In post","2021","EO","West Midlands (England)","30-39","1930","1820","26710","27570"
"In post","2021","EO","West Midlands (England)","40-49","2110","1940","27170","27570"
"In post","2021","EO","West Midlands (England)","50-59","2960","2720","27470","27570"
"In post","2021","EO","West Midlands (England)","60-64","830","670","27310","27570"
"In post","2021","EO","West Midlands (England)","65+","210","160","27230","27570"
"In post","2021","EO","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"In post","2021","EO","Yorkshire and The Humber","20-29","1680","1660","26120","25560"
"In post","2021","EO","Yorkshire and The Humber","30-39","2120","1980","26960","26980"
"In post","2021","EO","Yorkshire and The Humber","40-49","2350","2160","27220","27570"
"In post","2021","EO","Yorkshire and The Humber","50-59","3300","3030","27530","27570"
"In post","2021","EO","Yorkshire and The Humber","60-64","870","670","27530","27570"
"In post","2021","EO","Yorkshire and The Humber","65+","190","130","27310","27570"
"In post","2021","EO","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Midlands (England)","20-29","50","40","[c]","[c]"
"In post","2021","G6/G7","East Midlands (England)","30-39","220","210","53790","52580"
"In post","2021","G6/G7","East Midlands (England)","40-49","460","440","56480","52580"
"In post","2021","G6/G7","East Midlands (England)","50-59","570","550","59380","55610"
"In post","2021","G6/G7","East Midlands (England)","60-64","100","80","60670","58130"
"In post","2021","G6/G7","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East of England","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East of England","30-39","220","210","55360","53620"
"In post","2021","G6/G7","East of England","40-49","420","400","58170","54540"
"In post","2021","G6/G7","East of England","50-59","560","550","60510","57330"
"In post","2021","G6/G7","East of England","60-64","90","80","61310","57590"
"In post","2021","G6/G7","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","London","20-29","3400","3390","55290","54110"
"In post","2021","G6/G7","London","30-39","9450","9190","59080","57460"
"In post","2021","G6/G7","London","40-49","7480","7130","61710","59900"
"In post","2021","G6/G7","London","50-59","5980","5830","63300","61590"
"In post","2021","G6/G7","London","60-64","1020","920","64750","63180"
"In post","2021","G6/G7","London","65+","310","250","65430","63610"
"In post","2021","G6/G7","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North East (England)","20-29","50","50","51350","52580"
"In post","2021","G6/G7","North East (England)","30-39","410","400","53200","52580"
"In post","2021","G6/G7","North East (England)","40-49","710","700","54920","52580"
"In post","2021","G6/G7","North East (England)","50-59","750","730","55380","52580"
"In post","2021","G6/G7","North East (England)","60-64","100","80","57750","55610"
"In post","2021","G6/G7","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","North West (England)","20-29","150","150","51230","52580"
"In post","2021","G6/G7","North West (England)","30-39","890","870","53760","52580"
"In post","2021","G6/G7","North West (England)","40-49","1470","1430","56260","52580"
"In post","2021","G6/G7","North West (England)","50-59","1740","1710","57540","54750"
"In post","2021","G6/G7","North West (England)","60-64","250","210","59360","56730"
"In post","2021","G6/G7","North West (England)","65+","60","40","62060","59690"
"In post","2021","G6/G7","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","30-39","60","60","54250","52580"
"In post","2021","G6/G7","Northern Ireland","40-49","70","70","54650","52580"
"In post","2021","G6/G7","Northern Ireland","50-59","90","90","57830","53090"
"In post","2021","G6/G7","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Overseas","20-29","40","40","[c]","[c]"
"In post","2021","G6/G7","Overseas","30-39","470","470","56620","55060"
"In post","2021","G6/G7","Overseas","40-49","450","450","60710","60080"
"In post","2021","G6/G7","Overseas","50-59","320","320","63490","63200"
"In post","2021","G6/G7","Overseas","60-64","60","60","64300","64130"
"In post","2021","G6/G7","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland","20-29","120","120","51000","52480"
"In post","2021","G6/G7","Scotland","30-39","1060","1030","57180","56120"
"In post","2021","G6/G7","Scotland","40-49","1590","1520","61310","61010"
"In post","2021","G6/G7","Scotland","50-59","1570","1530","62990","61010"
"In post","2021","G6/G7","Scotland","60-64","260","230","63930","62300"
"In post","2021","G6/G7","Scotland","65+","60","40","64110","61010"
"In post","2021","G6/G7","South East (England)","20-29","60","60","50560","50520"
"In post","2021","G6/G7","South East (England)","30-39","580","560","53080","51730"
"In post","2021","G6/G7","South East (England)","40-49","1050","1010","57200","54540"
"In post","2021","G6/G7","South East (England)","50-59","1300","1270","58800","56350"
"In post","2021","G6/G7","South East (England)","60-64","280","250","58590","56440"
"In post","2021","G6/G7","South East (England)","65+","100","80","60560","57760"
"In post","2021","G6/G7","South West (England)","20-29","110","110","50800","52260"
"In post","2021","G6/G7","South West (England)","30-39","1240","1190","52530","50630"
"In post","2021","G6/G7","South West (England)","40-49","2110","2040","55890","54540"
"In post","2021","G6/G7","South West (England)","50-59","2200","2150","57630","55790"
"In post","2021","G6/G7","South West (England)","60-64","390","340","58810","56330"
"In post","2021","G6/G7","South West (England)","65+","150","110","62050","62040"
"In post","2021","G6/G7","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","30-39","60","60","58190","56730"
"In post","2021","G6/G7","Unknown","40-49","50","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","50-59","60","60","56540","54700"
"In post","2021","G6/G7","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales","20-29","100","100","51670","49500"
"In post","2021","G6/G7","Wales","30-39","650","630","55460","53440"
"In post","2021","G6/G7","Wales","40-49","1160","1110","58390","58840"
"In post","2021","G6/G7","Wales","50-59","1070","1050","60560","60830"
"In post","2021","G6/G7","Wales","60-64","190","160","62430","60830"
"In post","2021","G6/G7","Wales","65+","50","40","65360","60830"
"In post","2021","G6/G7","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","West Midlands (England)","20-29","70","70","51800","52580"
"In post","2021","G6/G7","West Midlands (England)","30-39","440","430","53820","52580"
"In post","2021","G6/G7","West Midlands (England)","40-49","810","780","57110","53430"
"In post","2021","G6/G7","West Midlands (England)","50-59","860","850","58370","54850"
"In post","2021","G6/G7","West Midlands (England)","60-64","160","140","59450","56060"
"In post","2021","G6/G7","West Midlands (England)","65+","30","20","[c]","[c]"
"In post","2021","G6/G7","Yorkshire and The Humber","20-29","170","160","51930","51560"
"In post","2021","G6/G7","Yorkshire and The Humber","30-39","780","750","54020","52150"
"In post","2021","G6/G7","Yorkshire and The Humber","40-49","1320","1270","56110","52580"
"In post","2021","G6/G7","Yorkshire and The Humber","50-59","1350","1310","57840","55610"
"In post","2021","G6/G7","Yorkshire and The Humber","60-64","200","170","59300","55610"
"In post","2021","G6/G7","Yorkshire and The Humber","65+","40","30","[c]","[c]"
"In post","2021","SCS","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Midlands (England)","50-59","50","50","91230","83300"
"In post","2021","SCS","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East of England","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East of England","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East of England","40-49","40","40","[c]","[c]"
"In post","2021","SCS","East of England","50-59","60","60","101450","98620"
"In post","2021","SCS","East of England","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","London","20-29","40","40","[c]","[c]"
"In post","2021","SCS","London","30-39","940","910","79220","74840"
"In post","2021","SCS","London","40-49","2010","1930","89160","80800"
"In post","2021","SCS","London","50-59","1420","1380","98630","90520"
"In post","2021","SCS","London","60-64","240","220","103960","94900"
"In post","2021","SCS","London","65+","60","50","110330","102700"
"In post","2021","SCS","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North East (England)","40-49","40","40","[c]","[c]"
"In post","2021","SCS","North East (England)","50-59","60","60","87980","77950"
"In post","2021","SCS","North East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","40-49","100","90","85970","81000"
"In post","2021","SCS","North West (England)","50-59","140","140","88810","80440"
"In post","2021","SCS","North West (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","40-49","120","120","81810","74740"
"In post","2021","SCS","Overseas","50-59","110","110","90990","84620"
"In post","2021","SCS","Overseas","60-64","30","30","[c]","[c]"
"In post","2021","SCS","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","40-49","110","100","86780","83230"
"In post","2021","SCS","Scotland","50-59","170","170","89870","83230"
"In post","2021","SCS","Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","40-49","70","70","87880","84380"
"In post","2021","SCS","South East (England)","50-59","90","80","92070","89940"
"In post","2021","SCS","South East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South West (England)","40-49","110","110","91010","86700"
"In post","2021","SCS","South West (England)","50-59","170","170","99850","93640"
"In post","2021","SCS","South West (England)","60-64","30","30","[c]","[c]"
"In post","2021","SCS","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales","40-49","110","110","83700","78460"
"In post","2021","SCS","Wales","50-59","120","120","87010","79280"
"In post","2021","SCS","Wales","60-64","30","30","[c]","[c]"
"In post","2021","SCS","Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","40-49","80","70","89470","81790"
"In post","2021","SCS","West Midlands (England)","50-59","90","90","98130","87970"
"In post","2021","SCS","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","30-39","30","30","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","40-49","100","90","80760","75000"
"In post","2021","SCS","Yorkshire and The Humber","50-59","130","130","91020","84740"
"In post","2021","SCS","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","East Midlands (England)","20-29","420","420","32290","31810"
"In post","2021","SEO/HEO","East Midlands (England)","30-39","1030","990","34670","31990"
"In post","2021","SEO/HEO","East Midlands (England)","40-49","1290","1230","36170","34190"
"In post","2021","SEO/HEO","East Midlands (England)","50-59","1640","1570","36990","35000"
"In post","2021","SEO/HEO","East Midlands (England)","60-64","300","250","36930","35000"
"In post","2021","SEO/HEO","East Midlands (England)","65+","70","50","37550","35000"
"In post","2021","SEO/HEO","East of England","20-29","360","360","33680","33000"
"In post","2021","SEO/HEO","East of England","30-39","1020","980","35470","33300"
"In post","2021","SEO/HEO","East of England","40-49","1320","1250","36950","36040"
"In post","2021","SEO/HEO","East of England","50-59","1840","1780","37600","36250"
"In post","2021","SEO/HEO","East of England","60-64","440","380","37640","35450"
"In post","2021","SEO/HEO","East of England","65+","120","90","38030","36140"
"In post","2021","SEO/HEO","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","London","20-29","11090","11050","35670","34710"
"In post","2021","SEO/HEO","London","30-39","7730","7570","38650","38580"
"In post","2021","SEO/HEO","London","40-49","6230","6020","39680","39530"
"In post","2021","SEO/HEO","London","50-59","7030","6870","40200","39800"
"In post","2021","SEO/HEO","London","60-64","1440","1290","40900","39800"
"In post","2021","SEO/HEO","London","65+","410","350","41240","39800"
"In post","2021","SEO/HEO","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","North East (England)","20-29","610","600","32470","31810"
"In post","2021","SEO/HEO","North East (England)","30-39","1480","1430","34030","31990"
"In post","2021","SEO/HEO","North East (England)","40-49","1750","1680","34990","32960"
"In post","2021","SEO/HEO","North East (England)","50-59","1900","1810","35590","34290"
"In post","2021","SEO/HEO","North East (England)","60-64","350","270","36120","35000"
"In post","2021","SEO/HEO","North East (England)","65+","60","40","36240","34840"
