"Status","Year","Sexual_orientation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Eastern Scotland","City of Edinburgh","7040","6730","39570","34190"
"In post","2021","Heterosexual / straight","Eastern Scotland","Clackmannanshire and Fife","810","750","30470","27570"
"In post","2021","Heterosexual / straight","Eastern Scotland","East Lothian and Midlothian","80","70","28240","27570"
"In post","2021","Heterosexual / straight","Eastern Scotland","Falkirk","1000","880","27440","27570"
"In post","2021","Heterosexual / straight","Eastern Scotland","Perth and Kinross and Stirling","570","540","31390","29190"
"In post","2021","Heterosexual / straight","Eastern Scotland","West Lothian","300","280","33730","27570"
"In post","2021","Heterosexual / straight","Essex","Essex Haven Gateway","830","780","32330","29290"
"In post","2021","Heterosexual / straight","Essex","Essex Thames Gateway","630","560","28060","29290"
"In post","2021","Heterosexual / straight","Essex","Heart of Essex","770","720","32020","29290"
"In post","2021","Heterosexual / straight","Essex","Southend-on-Sea","740","670","32680","31080"
"In post","2021","Heterosexual / straight","Essex","Thurrock","260","240","26510","25310"
"In post","2021","Heterosexual / straight","Essex","West Essex","550","490","30200","28590"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","10300","9900","37860","34500"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","4400","4100","36600","31810"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","890","810","29500","27570"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","320","300","31670","27570"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","5480","5260","35680","33300"
"In post","2021","Heterosexual / straight","Greater Manchester","Greater Manchester North East","790","750","28130","27570"
"In post","2021","Heterosexual / straight","Greater Manchester","Greater Manchester North West","1290","1160","25780","24920"
"In post","2021","Heterosexual / straight","Greater Manchester","Greater Manchester South East","930","860","25880","22920"
"In post","2021","Heterosexual / straight","Greater Manchester","Greater Manchester South West","3530","3330","31510","27570"
"In post","2021","Heterosexual / straight","Greater Manchester","Manchester","5950","5650","34360","30200"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Central Hampshire","3080","2960","35720","33300"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Isle of Wight","630","580","27190","26290"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","North Hampshire","750","710","32110","27570"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Portsmouth","2680","2510","31120","27570"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","South Hampshire","2840","2470","29890","27570"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Southampton","900","830","33520","27570"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","320","300","27780","26670"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Warwickshire","960","890","27120","25040"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Worcestershire","1530","1450","28960","27150"
"In post","2021","Heterosexual / straight","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","110","110","29690","27570"
"In post","2021","Heterosexual / straight","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","680","640","28580","27570"
"In post","2021","Heterosexual / straight","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","140","130","28840","27570"
"In post","2021","Heterosexual / straight","Highlands and Islands","Na h-Eileanan Siar","130","120","25920","22230"
"In post","2021","Heterosexual / straight","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Highlands and Islands","Shetland Islands","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Inner London - East","Hackney and Newham","1780","1660","35280","31060"
"In post","2021","Heterosexual / straight","Inner London - East","Haringey and Islington","880","840","31810","31060"
"In post","2021","Heterosexual / straight","Inner London - East","Lambeth","3000","2840","43460","39840"
"In post","2021","Heterosexual / straight","Inner London - East","Lewisham and Southwark","960","930","33120","31060"
"In post","2021","Heterosexual / straight","Inner London - East","Tower Hamlets","4260","4120","48400","42260"
"In post","2021","Heterosexual / straight","Inner London - West","Camden and City of London","2170","2080","38020","32510"
"In post","2021","Heterosexual / straight","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","560","540","32620","31060"
"In post","2021","Heterosexual / straight","Inner London - West","Wandsworth","560","540","33010","33260"
"In post","2021","Heterosexual / straight","Inner London - West","Westminster","35890","34910","48500","44480"
"In post","2021","Heterosexual / straight","Kent","East Kent","3030","2790","28050","26160"
"In post","2021","Heterosexual / straight","Kent","Kent Thames Gateway","1070","1020","30340","30400"
"In post","2021","Heterosexual / straight","Kent","Medway","980","940","31240","29810"
"In post","2021","Heterosexual / straight","Kent","Mid Kent","630","590","29880","29290"
"In post","2021","Heterosexual / straight","Kent","West Kent","270","250","36020","31880"
"In post","2021","Heterosexual / straight","Lancashire","Blackburn with Darwen","350","310","27080","27570"
"In post","2021","Heterosexual / straight","Lancashire","Blackpool","3280","3010","29170","27570"
"In post","2021","Heterosexual / straight","Lancashire","Chorley and West Lancashire","860","800","29990","27570"
"In post","2021","Heterosexual / straight","Lancashire","East Lancashire","330","300","25910","27570"
"In post","2021","Heterosexual / straight","Lancashire","Lancaster and Wyre","770","710","28810","26670"
"In post","2021","Heterosexual / straight","Lancashire","Mid Lancashire","3560","3220","28330","25560"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Leicester","1620","1470","27340","25560"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","1440","1350","29260","26810"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","340","300","25840","27570"
"In post","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","740","680","26710","24440"
"In post","2021","Heterosexual / straight","Lincolnshire","Lincolnshire","2110","2000","27970","26670"
"In post","2021","Heterosexual / straight","Merseyside","East Merseyside","690","620","27940","27570"
"In post","2021","Heterosexual / straight","Merseyside","Liverpool","7490","6930","29010","25260"
"In post","2021","Heterosexual / straight","Merseyside","Sefton","3900","3580","30030","26700"
"In post","2021","Heterosexual / straight","Merseyside","Wirral","1260","1100","26870","27130"
"In post","2021","Heterosexual / straight","North Eastern Scotland","Aberdeen City and Aberdeenshire","1070","1010","38000","31700"
"In post","2021","Heterosexual / straight","North Yorkshire","North Yorkshire CC","1410","1340","29530","26850"
"In post","2021","Heterosexual / straight","North Yorkshire","York","1910","1820","37200","33300"
"In post","2021","Heterosexual / straight","Northern Ireland","Antrim and Newtownabbey","160","150","23590","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","Ards and North Down","190","180","26280","21080"
"In post","2021","Heterosexual / straight","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Belfast","1800","1680","30090","26550"
"In post","2021","Heterosexual / straight","Northern Ireland","Causeway Coast and Glens","50","50","20870","20310"
"In post","2021","Heterosexual / straight","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Lisburn and Castlereagh","340","330","27420","24890"
"In post","2021","Heterosexual / straight","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Northern Ireland","Newry, Mourne and Down","50","50","21360","20310"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Northumberland","290","260","28420","27570"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Sunderland","2900","2460","25620","21440"
"In post","2021","Heterosexual / straight","Northumberland and Tyne and Wear","Tyneside","10090","9240","30130","27370"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Barking & Dagenham and Havering","400","370","30520","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Bexley and Greenwich","1140","1100","32020","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Enfield","220","210","30300","31060"
"In post","2021","Heterosexual / straight","Outer London - East and North East","Redbridge and Waltham Forest","630","590","29400","31060"
"In post","2021","Heterosexual / straight","Outer London - South","Bromley","310","290","29270","31060"
"In post","2021","Heterosexual / straight","Outer London - South","Croydon","6860","6500","38670","35070"
"In post","2021","Heterosexual / straight","Outer London - South","Merton, Kingston upon Thames and Sutton","450","430","31650","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Barnet","1130","1070","37760","32330"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Brent","370","350","31350","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Ealing","320","310","31410","31060"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Harrow and Hillingdon","2540","2300","30990","29080"
"In post","2021","Heterosexual / straight","Outer London - West and North West","Hounslow and Richmond upon Thames","1870","1770","32390","31060"
"In post","2021","Heterosexual / straight","Overseas","Overseas","2500","2480","49920","50430"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Shropshire CC","870","830","29060","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Staffordshire CC","2840","2690","30550","27570"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Stoke-on-Trent","890","800","25170","21170"
"In post","2021","Heterosexual / straight","Shropshire and Staffordshire","Telford and Wrekin","1240","1140","33640","28130"
"In post","2021","Heterosexual / straight","South Yorkshire","Barnsley, Doncaster and Rotherham","2040","1820","27350","27150"
"In post","2021","Heterosexual / straight","South Yorkshire","Sheffield","5110","4710","33030","29360"
"In post","2021","Heterosexual / straight","Southern Scotland","Dumfries and Galloway","250","230","29980","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","East Ayrshire and North Ayrshire mainland","690","630","27100","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","Scottish Borders","270","250","29930","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","South Ayrshire","190","180","28290","27570"
"In post","2021","Heterosexual / straight","Southern Scotland","South Lanarkshire","1990","1790","32310","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","Brighton and Hove","400","360","31340","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","East Surrey","630","590","33650","33590"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","East Sussex CC","1350","1210","26990","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","West Surrey","1460","1370","32720","29290"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","West Sussex (North East)","880","780","30560","27570"
"In post","2021","Heterosexual / straight","Surrey, East and West Sussex","West Sussex (South West)","760","690","30880","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Darlington","770","730","35640","31990"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Durham CC","3760","3370","27140","25310"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","1050","970","27410","27570"
"In post","2021","Heterosexual / straight","Tees Valley and Durham","South Teesside","770","690","26540","25240"
"In post","2021","Heterosexual / straight","Unknown","Unknown","1000","950","33440","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","1620","1550","30790","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","Glasgow City","7350","6860","32260","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","620","560","30500","27570"
"In post","2021","Heterosexual / straight","West Central Scotland","North Lanarkshire","1620","1410","26670","25560"
"In post","2021","Heterosexual / straight","West Midlands","Birmingham","7350","6870","31690","27570"
"In post","2021","Heterosexual / straight","West Midlands","Coventry","1560","1480","36840","32300"
"In post","2021","Heterosexual / straight","West Midlands","Dudley","720","630","25450","26220"
"In post","2021","Heterosexual / straight","West Midlands","Sandwell","290","270","27340","27570"
"In post","2021","Heterosexual / straight","West Midlands","Solihull","880","810","28730","26160"
"In post","2021","Heterosexual / straight","West Midlands","Walsall","370","320","25610","27570"
"In post","2021","Heterosexual / straight","West Midlands","Wolverhampton","550","480","25120","26090"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Bridgend and Neath Port Talbot","530","480","27480","27570"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Central Valleys","1260","1180","35110","28850"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Conwy and Denbighshire","550","520","34990","31420"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Gwent Valleys","770","700","29130","27570"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Gwynedd","490","450","25670","23830"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Isle of Anglesey","180","170","27470","26670"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","South West Wales","1070","1000","30570","27570"
"In post","2021","Heterosexual / straight","West Wales and The Valleys","Swansea","5670","5130","28010","22920"
"In post","2021","Heterosexual / straight","West Yorkshire","Bradford","1800","1610","28300","26120"
"In post","2021","Heterosexual / straight","West Yorkshire","Calderdale and Kirklees","690","610","27310","27570"
"In post","2021","Heterosexual / straight","West Yorkshire","Leeds","7030","6590","33560","29730"
"In post","2021","Heterosexual / straight","West Yorkshire","Wakefield","1130","1040","30710","27680"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Bedford","40","40","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Hertfordshire","100","90","33500","30750"
"In post","2021","LGBO","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","100","90","33190","29290"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","70","60","29740","27850"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","100","100","28950","27570"
"In post","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","100","90","32070","31300"
"In post","2021","LGBO","Cheshire","Cheshire East","50","40","[c]","[c]"
"In post","2021","LGBO","Cheshire","Cheshire West and Chester","30","30","[c]","[c]"
"In post","2021","LGBO","Cheshire","Warrington","110","110","32150","30640"
"In post","2021","LGBO","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2021","LGBO","Cumbria","East Cumbria","30","30","[c]","[c]"
"In post","2021","LGBO","Cumbria","West Cumbria","40","40","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Derby","30","30","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","North Nottinghamshire","40","40","[c]","[c]"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","Nottingham","320","310","31210","27570"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","South and West Derbyshire","50","50","29750","27880"
"In post","2021","LGBO","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Devon","Devon CC","140","140","26120","25600"
"In post","2021","LGBO","Devon","Plymouth","90","90","29440","27570"
"In post","2021","LGBO","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Bournemouth and Poole","30","30","[c]","[c]"
"In post","2021","LGBO","Dorset and Somerset","Dorset CC","70","70","28300","27260"
"In post","2021","LGBO","Dorset and Somerset","Somerset","60","60","28850","27570"
"In post","2021","LGBO","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","Cambridgeshire CC","110","110","29190","27570"
"In post","2021","LGBO","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Anglia","Norwich and East Norfolk","70","60","28400","26300"
"In post","2021","LGBO","East Anglia","Peterborough","40","40","[c]","[c]"
"In post","2021","LGBO","East Anglia","Suffolk","120","120","27690","27570"
"In post","2021","LGBO","East Wales","Cardiff and Vale of Glamorgan","560","540","31850","27570"
"In post","2021","LGBO","East Wales","Flintshire and Wrexham","70","70","25590","24040"
"In post","2021","LGBO","East Wales","Monmouthshire and Newport","220","220","33900","29540"
"In post","2021","LGBO","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","60","50","27410","26300"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","80","80","27040","26300"
"In post","2021","LGBO","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","Angus and Dundee City","80","80","24450","21010"
"In post","2021","LGBO","Eastern Scotland","City of Edinburgh","570","560","36760","31810"
"In post","2021","LGBO","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","Falkirk","50","50","27740","26700"
"In post","2021","LGBO","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","Essex Haven Gateway","40","30","[c]","[c]"
"In post","2021","LGBO","Essex","Essex Thames Gateway","40","30","[c]","[c]"
"In post","2021","LGBO","Essex","Heart of Essex","50","50","[c]","[c]"
"In post","2021","LGBO","Essex","Southend-on-Sea","50","40","[c]","[c]"
"In post","2021","LGBO","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","430","420","32930","29750"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","300","290","34870","31510"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","50","50","27740","27570"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","30","30","[c]","[c]"
"In post","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","220","210","32680","28650"
"In post","2021","LGBO","Greater Manchester","Greater Manchester North East","50","50","[c]","[c]"
"In post","2021","LGBO","Greater Manchester","Greater Manchester North West","60","60","24710","22850"
"In post","2021","LGBO","Greater Manchester","Greater Manchester South East","60","60","24830","21580"
"In post","2021","LGBO","Greater Manchester","Greater Manchester South West","300","290","29580","25560"
"In post","2021","LGBO","Greater Manchester","Manchester","510","500","33130","29270"
"In post","2021","LGBO","Hampshire and Isle of Wight","Central Hampshire","130","130","32890","29680"
"In post","2021","LGBO","Hampshire and Isle of Wight","Isle of Wight","50","50","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","North Hampshire","30","30","[c]","[c]"
"In post","2021","LGBO","Hampshire and Isle of Wight","Portsmouth","110","100","28510","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","South Hampshire","140","130","30010","27570"
"In post","2021","LGBO","Hampshire and Isle of Wight","Southampton","50","50","31010","27570"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Warwickshire","40","40","[c]","[c]"
"In post","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Worcestershire","90","90","28870","25060"
"In post","2021","LGBO","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Inner London - East","Hackney and Newham","110","100","35530","31060"
"In post","2021","LGBO","Inner London - East","Haringey and Islington","60","60","32780","31060"
"In post","2021","LGBO","Inner London - East","Lambeth","220","220","40890","36200"
"In post","2021","LGBO","Inner London - East","Lewisham and Southwark","70","70","32370","31060"
"In post","2021","LGBO","Inner London - East","Tower Hamlets","320","320","49430","47180"
"In post","2021","LGBO","Inner London - West","Camden and City of London","130","120","38960","36160"
"In post","2021","LGBO","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","40","30","[c]","[c]"
"In post","2021","LGBO","Inner London - West","Wandsworth","50","50","[c]","[c]"
"In post","2021","LGBO","Inner London - West","Westminster","3410","3370","47770","44030"
"In post","2021","LGBO","Kent","East Kent","140","140","27470","26590"
"In post","2021","LGBO","Kent","Kent Thames Gateway","70","60","31240","30610"
"In post","2021","LGBO","Kent","Medway","70","70","31230","31130"
"In post","2021","LGBO","Kent","Mid Kent","50","40","[c]","[c]"
"In post","2021","LGBO","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancashire","Blackpool","190","180","26770","27570"
"In post","2021","LGBO","Lancashire","Chorley and West Lancashire","50","40","[c]","[c]"
"In post","2021","LGBO","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Lancashire","Lancaster and Wyre","40","40","[c]","[c]"
"In post","2021","LGBO","Lancashire","Mid Lancashire","170","150","27420","25560"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Leicester","90","80","28200","27570"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","70","60","28220","27380"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","50","50","27060","24920"
"In post","2021","LGBO","Lincolnshire","Lincolnshire","80","80","27340","27570"
"In post","2021","LGBO","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Merseyside","Liverpool","360","340","28310","25040"
"In post","2021","LGBO","Merseyside","Sefton","150","150","29670","26370"
"In post","2021","LGBO","Merseyside","Wirral","50","50","25780","22640"
"In post","2021","LGBO","North Eastern Scotland","Aberdeen City and Aberdeenshire","60","60","33630","28410"
"In post","2021","LGBO","North Yorkshire","North Yorkshire CC","60","50","29930","27570"
"In post","2021","LGBO","North Yorkshire","York","130","130","34330","29180"
"In post","2021","LGBO","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Northern Ireland","Belfast","80","80","26730","25560"
"In post","2021","LGBO","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
