"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Female","240","230","41700","36460"
"In post","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Male","180","180","46880","39220"
"In post","2021","Asian","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Internal Audit Agency","Male","30","30","[c]","[c]"
"In post","2021","Asian","Government Legal Department","Female","170","160","50110","51250"
"In post","2021","Asian","Government Legal Department","Male","80","80","48090","51250"
"In post","2021","Asian","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Health and Safety Executive","Male","30","30","[c]","[c]"
"In post","2021","Asian","HM Courts and Tribunals Service","Female","980","860","24880","22500"
"In post","2021","Asian","HM Courts and Tribunals Service","Male","500","480","24930","22680"
"In post","2021","Asian","HM Land Registry","Female","110","100","30340","27130"
"In post","2021","Asian","HM Land Registry","Male","90","90","31440","27130"
"In post","2021","Asian","HM Prison and Probation Service","Female","740","690","30260","28200"
"In post","2021","Asian","HM Prison and Probation Service","Male","770","730","31880","31200"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Female","1980","1780","30530","27700"
"In post","2021","Asian","HM Revenue and Customs (excl. agencies)","Male","2220","2150","31180","29570"
"In post","2021","Asian","HM Treasury (excl. agencies)","Female","110","110","44500","41900"
"In post","2021","Asian","HM Treasury (excl. agencies)","Male","90","90","42150","36350"
"In post","2021","Asian","Home Office (incl. agencies)","Female","2600","2340","31130","28850"
"In post","2021","Asian","Home Office (incl. agencies)","Male","1890","1820","31490","28810"
"In post","2021","Asian","Insolvency Service","Female","90","80","27740","25060"
"In post","2021","Asian","Insolvency Service","Male","60","60","30570","26290"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Female","40","30","[c]","[c]"
"In post","2021","Asian","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Maritime and Coastguard Agency","Male","40","40","[c]","[c]"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Female","170","160","38810","33100"
"In post","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Male","110","100","45270","40450"
"In post","2021","Asian","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Female","420","400","33530","30660"
"In post","2021","Asian","Ministry of Defence (excl. agencies)","Male","480","470","34160","33000"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","120","120","41010","36340"
"In post","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","90","90","40780","36340"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Female","280","260","36840","32870"
"In post","2021","Asian","Ministry of Justice (excl. agencies)","Male","190","190","41410","37820"
"In post","2021","Asian","National Crime Agency","Female","140","140","35210","33910"
"In post","2021","Asian","National Crime Agency","Male","100","100","37740","36740"
"In post","2021","Asian","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Female","70","60","39700","39660"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Female","60","50","42830","38750"
"In post","2021","Asian","Office of Gas and Electricity Markets","Male","50","50","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Public Guardian","Female","200","180","21300","19930"
"In post","2021","Asian","Office of the Public Guardian","Male","210","200","21060","19930"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Public Health England","Female","500","450","41580","32330"
"In post","2021","Asian","Public Health England","Male","220","210","44780","39020"
"In post","2021","Asian","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","Asian","Scottish Government (excl. agencies)","Male","40","40","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Submarine Delivery Agency","Male","30","30","[c]","[c]"
"In post","2021","Asian","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Male","40","40","[c]","[c]"
"In post","2021","Asian","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Female","70","60","30890","29540"
"In post","2021","Asian","United Kingdom Statistics Authority","Male","60","50","29660","26050"
"In post","2021","Asian","Valuation Office Agency","Female","100","90","31650","29660"
"In post","2021","Asian","Valuation Office Agency","Male","90","90","33710","30680"
"In post","2021","Asian","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office (excl. agencies)","Female","170","170","40040","35590"
"In post","2021","Black","Cabinet Office (excl. agencies)","Male","90","90","45850","40600"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service","Female","280","260","39330","32240"
"In post","2021","Black","Crown Prosecution Service","Male","90","90","43300","35630"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Equipment and Support","Female","80","80","30190","30160"
"In post","2021","Black","Defence Equipment and Support","Male","130","130","34040","33950"
"In post","2021","Black","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","180","180","40140","35530"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","90","90","42600","40050"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Female","60","60","39590","34020"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Education (excl. agencies)","Female","150","150","40070","36500"
"In post","2021","Black","Department for Education (excl. agencies)","Male","70","70","40290","37100"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","120","110","35480","32680"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","60","60","37610","33880"
"In post","2021","Black","Department for International Trade","Female","80","80","37270","32230"
"In post","2021","Black","Department for International Trade","Male","50","50","[c]","[c]"
"In post","2021","Black","Department for Transport (excl. agencies)","Female","110","110","39660","37660"
"In post","2021","Black","Department for Transport (excl. agencies)","Male","60","60","39110","35430"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Female","2700","2510","29050","30330"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","Male","1160","1140","29200","29290"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Female","80","70","36610","32790"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","Male","40","40","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Female","30","30","[c]","[c]"
"In post","2021","Black","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Female","160","160","38060","35280"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Male","70","70","39610","34350"
"In post","2021","Black","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Legal Department","Female","120","110","42080","35000"
"In post","2021","Black","Government Legal Department","Male","50","50","40620","31180"
"In post","2021","Black","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","Female","690","640","25500","23500"
"In post","2021","Black","HM Courts and Tribunals Service","Male","260","250","25070","22740"
"In post","2021","Black","HM Land Registry","Female","40","40","[c]","[c]"
"In post","2021","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Prison and Probation Service","Female","1180","1130","31220","28990"
"In post","2021","Black","HM Prison and Probation Service","Male","1000","980","31810","31810"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Female","850","810","31940","29570"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","Male","550","540","32040","29570"
"In post","2021","Black","HM Treasury (excl. agencies)","Female","40","40","[c]","[c]"
"In post","2021","Black","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office (incl. agencies)","Female","1220","1130","32360","29080"
"In post","2021","Black","Home Office (incl. agencies)","Male","670","650","32890","29080"
"In post","2021","Black","Insolvency Service","Female","40","40","[c]","[c]"
"In post","2021","Black","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Female","40","30","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Female","70","70","38480","33010"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","Male","30","30","[c]","[c]"
"In post","2021","Black","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Female","280","280","32650","30200"
"In post","2021","Black","Ministry of Defence (excl. agencies)","Male","220","210","32470","29220"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","90","90","41720","39600"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","60","60","40520","35220"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Female","230","230","34920","31780"
"In post","2021","Black","Ministry of Justice (excl. agencies)","Male","110","110","38420","34000"
"In post","2021","Black","National Crime Agency","Female","60","60","36230","35690"
"In post","2021","Black","National Crime Agency","Male","40","40","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
