"Status","Year","Sexual_orientation","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Digital, Data and Technology","120","110","39720","37240"
"In post","2021","Undeclared","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Finance","80","70","36890","31810"
"In post","2021","Undeclared","Declared disabled","Human Resources","80","80","39520","35200"
"In post","2021","Undeclared","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Intelligence Analysis","40","30","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Knowledge and Information Management","50","40","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Legal","100","90","48210","46590"
"In post","2021","Undeclared","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Operational Delivery","1870","1660","27560","25630"
"In post","2021","Undeclared","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Other","220","210","28370","23990"
"In post","2021","Undeclared","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Policy","240","240","43970","40050"
"In post","2021","Undeclared","Declared disabled","Project Delivery","160","150","43170","40580"
"In post","2021","Undeclared","Declared disabled","Property","70","60","38320","33630"
"In post","2021","Undeclared","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Science and Engineering","120","120","37530","37290"
"In post","2021","Undeclared","Declared disabled","Security","90","80","34850","37130"
"In post","2021","Undeclared","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared disabled","Tax","130","120","36630","31870"
"In post","2021","Undeclared","Declared disabled","Unknown","1800","1580","27950","27570"
"In post","2021","Undeclared","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Commercial","250","240","39990","36970"
"In post","2021","Undeclared","Declared non-disabled","Communications","180","170","38790","37410"
"In post","2021","Undeclared","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Digital, Data and Technology","650","630","42020","39250"
"In post","2021","Undeclared","Declared non-disabled","Economics","110","110","48920","52750"
"In post","2021","Undeclared","Declared non-disabled","Finance","490","460","40950","37410"
"In post","2021","Undeclared","Declared non-disabled","Human Resources","310","290","36590","33300"
"In post","2021","Undeclared","Declared non-disabled","Inspector of Education and Training","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Intelligence Analysis","230","210","33150","30500"
"In post","2021","Undeclared","Declared non-disabled","Internal Audit","50","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","International Trade","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Knowledge and Information Management","150","150","35660","33310"
"In post","2021","Undeclared","Declared non-disabled","Legal","520","480","48820","46530"
"In post","2021","Undeclared","Declared non-disabled","Medicine","120","100","60220","47000"
"In post","2021","Undeclared","Declared non-disabled","Operational Delivery","8810","7870","28790","26700"
"In post","2021","Undeclared","Declared non-disabled","Operational Research","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Other","1110","1070","31910","26670"
"In post","2021","Undeclared","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Policy","1460","1410","47810","45070"
"In post","2021","Undeclared","Declared non-disabled","Project Delivery","750","720","44520","40580"
"In post","2021","Undeclared","Declared non-disabled","Property","380","360","37110","33300"
"In post","2021","Undeclared","Declared non-disabled","Psychology","40","40","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Science and Engineering","750","710","39620","37320"
"In post","2021","Undeclared","Declared non-disabled","Security","420","400","33630","35360"
"In post","2021","Undeclared","Declared non-disabled","Social Research","40","30","[c]","[c]"
"In post","2021","Undeclared","Declared non-disabled","Statistics","90","80","41690","36160"
"In post","2021","Undeclared","Declared non-disabled","Tax","560","520","37410","31870"
"In post","2021","Undeclared","Declared non-disabled","Unknown","5530","4960","29530","27570"
"In post","2021","Undeclared","Declared non-disabled","Veterinarian","50","50","46640","46270"
"In post","2021","Undeclared","Undeclared","Commercial","130","130","41250","40190"
"In post","2021","Undeclared","Undeclared","Communications","70","70","38640","37800"
"In post","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Digital, Data and Technology","390","380","41050","38630"
"In post","2021","Undeclared","Undeclared","Economics","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Finance","240","230","40540","36460"
"In post","2021","Undeclared","Undeclared","Human Resources","160","150","36980","33300"
"In post","2021","Undeclared","Undeclared","Intelligence Analysis","150","140","34940","32100"
"In post","2021","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Knowledge and Information Management","90","90","39460","36460"
"In post","2021","Undeclared","Undeclared","Legal","300","280","43800","38630"
"In post","2021","Undeclared","Undeclared","Medicine","50","50","69910","77770"
"In post","2021","Undeclared","Undeclared","Operational Delivery","4520","4160","29720","27370"
"In post","2021","Undeclared","Undeclared","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Other","560","540","30700","26930"
"In post","2021","Undeclared","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Policy","700","690","48190","47000"
"In post","2021","Undeclared","Undeclared","Project Delivery","440","430","42610","40000"
"In post","2021","Undeclared","Undeclared","Property","250","240","37930","34690"
"In post","2021","Undeclared","Undeclared","Psychology","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Science and Engineering","570","540","38770","37360"
"In post","2021","Undeclared","Undeclared","Security","310","300","35440","39070"
"In post","2021","Undeclared","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Tax","550","510","39370","35000"
"In post","2021","Undeclared","Undeclared","Unknown","1180","1120","31160","27570"
"In post","2021","Undeclared","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","50","50","39020","39440"
"In post","2021","Undeclared","Unknown","Communications","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","170","160","38120","35230"
"In post","2021","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","90","90","40010","39770"
"In post","2021","Undeclared","Unknown","Human Resources","60","60","31640","29350"
"In post","2021","Undeclared","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","40","30","[c]","[c]"
