"Status","Year","Parent_department","Region_ITL3","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Suffolk","East of England","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Swansea","Wales","70","60","41460","38180"
"In post","2021","Attorney General's Departments","Tyneside","North East (England)","240","220","38030","32420"
"In post","2021","Attorney General's Departments","Wakefield","Yorkshire and The Humber","70","70","36100","30130"
"In post","2021","Attorney General's Departments","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Surrey","South East (England)","60","50","41400","40000"
"In post","2021","Attorney General's Departments","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Westminster","London","4500","4240","50540","51250"
"In post","2021","Attorney General's Departments","Wiltshire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Wolverhampton","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Worcestershire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","York","Yorkshire and The Humber","320","290","47160","53350"
"In post","2021","Cabinet Office","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","South West (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Birmingham","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Blackpool","North West (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Bradford","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bristol, City of","South West (England)","70","60","43300","38420"
"In post","2021","Cabinet Office","Buckinghamshire CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Camden and City of London","London","100","90","54190","54700"
"In post","2021","Cabinet Office","Cardiff and Vale of Glamorgan","Wales","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Central Hampshire","South East (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Coventry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Croydon","London","50","50","43890","32000"
"In post","2021","Cabinet Office","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset CC","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester South West","North West (England)","170","170","45200","38890"
"In post","2021","Cabinet Office","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancaster and Wyre","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Leeds","Yorkshire and The Humber","190","180","47110","40250"
"In post","2021","Cabinet Office","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Liverpool","North West (England)","120","120","49230","49700"
"In post","2021","Cabinet Office","Manchester","North West (England)","100","90","46350","37300"
"In post","2021","Cabinet Office","Medway","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Milton Keynes","South East (England)","90","90","29950","33000"
"In post","2021","Cabinet Office","Monmouthshire and Newport","Wales","30","30","[c]","[c]"
"In post","2021","Cabinet Office","North Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Norwich and East Norfolk","East of England","90","90","46130","40250"
"In post","2021","Cabinet Office","Nottingham","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Peterborough","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Portsmouth","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sefton","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Sheffield","Yorkshire and The Humber","100","100","46980","49700"
"In post","2021","Cabinet Office","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Lanarkshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Teesside","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Suffolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Swansea","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Telford and Wrekin","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tower Hamlets","London","870","850","51680","54700"
"In post","2021","Cabinet Office","Tyneside","North East (England)","400","380","28460","23850"
"In post","2021","Cabinet Office","Unknown","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office","Warrington","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Westminster","London","5450","5380","49380","40600"
"In post","2021","Cabinet Office","Wiltshire","South West (England)","70","60","61990","54700"
"In post","2021","Cabinet Office","York","Yorkshire and The Humber","440","420","29190","26670"
"In post","2021","Chancellor's other departments","Blackpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Camden and City of London","London","200","190","64910","57250"
"In post","2021","Chancellor's other departments","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Durham CC","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Westminster","London","160","160","52510","47410"
"In post","2021","Charity Commission","Monmouthshire and Newport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","North West (England)","310","290","32780","29160"
"In post","2021","Charity Commission","Somerset","South West (England)","50","50","35580","30350"
"In post","2021","Charity Commission","Westminster","London","70","70","42950","37910"
"In post","2021","Competition and Markets Authority","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","London","790","760","60810","56630"
"In post","2021","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Scotland","130","130","47200","41420"
"In post","2021","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bedford","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Berkshire","South East (England)","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Birmingham","West Midlands (England)","670","630","33290","30390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Blackpool","North West (England)","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Brighton and Hove","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Bristol, City of","South West (England)","120","110","35460","34390"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Wales","1280","1180","31170","27460"
"In post","2021","Department for Business, Energy and Industrial Strategy","Central Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Scotland","140","130","27470","23560"
"In post","2021","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Croydon","London","70","60","32350","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Devon CC","South West (England)","1770","1690","40030","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","East Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Glasgow City","Scotland","110","100","30700","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","250","240","42830","42790"
"In post","2021","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hertfordshire","East of England","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","London","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Leeds","Yorkshire and The Humber","190","180","32180","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Manchester","North West (England)","360","340","32540","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Medway","South East (England)","60","50","26670","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Wales","1490","1410","37580","31010"
"In post","2021","Department for Business, Energy and Industrial Strategy","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Hampshire","South East (England)","40","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Nottingham","East Midlands (England)","180","170","30990","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Plymouth","South West (England)","50","50","27720","20880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shetland Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Shropshire CC","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","South West Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southampton","South East (England)","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Suffolk","East of England","110","110","30780","29940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Swindon","South West (England)","120","120","46000","49080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Tyneside","North East (England)","210","190","31390","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Surrey","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Westminster","London","5190","5080","49160","52080"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wiltshire","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Wirral","North West (England)","50","40","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","York","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Belfast","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Bristol, City of","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Glasgow City","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Leeds","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Liverpool","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Manchester","North West (England)","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Tyneside","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Westminster","London","1710","1680","49440","51730"
"In post","2021","Department for Education","Bristol, City of","South West (England)","220","210","43730","39780"
"In post","2021","Department for Education","Cambridgeshire CC","East of England","40","40","[c]","[c]"
"In post","2021","Department for Education","Coventry","West Midlands (England)","1280","1250","40710","36820"
"In post","2021","Department for Education","Croydon","London","50","50","[c]","[c]"
"In post","2021","Department for Education","Darlington","North East (England)","710","680","38100","36780"
"In post","2021","Department for Education","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Leeds","Yorkshire and The Humber","100","90","45390","40300"
"In post","2021","Department for Education","Manchester","North West (England)","1140","1120","40360","36780"
"In post","2021","Department for Education","Nottingham","East Midlands (England)","290","280","41750","37100"
"In post","2021","Department for Education","Sheffield","Yorkshire and The Humber","1390","1330","40460","36960"
"In post","2021","Department for Education","Tyneside","North East (England)","80","80","39120","36780"
"In post","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Westminster","London","2580","2490","50360","53420"
"In post","2021","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Bedford","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Berkshire","South East (England)","370","350","35700","31540"
"In post","2021","Department for Environment, Food and Rural Affairs","Bristol, City of","South West (England)","860","820","39290","36520"
"In post","2021","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","East of England","100","100","31940","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Wales","100","90","29980","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","Central Hampshire","South East (England)","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cheshire East","North West (England)","170","160","31160","26090"
"In post","2021","Department for Environment, Food and Rural Affairs","City of Edinburgh","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","South West (England)","90","90","33110","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Darlington","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Devon CC","South West (England)","530","490","29590","25540"
"In post","2021","Department for Environment, Food and Rural Affairs","Dorset CC","South West (England)","150","140","33210","29270"
"In post","2021","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Cumbria","North West (England)","490","450","27540","24920"
"In post","2021","Department for Environment, Food and Rural Affairs","East Kent","South East (England)","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","East Sussex CC","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gloucestershire","South West (England)","70","60","32830","30400"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South East","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Greater Manchester South West","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Gwynedd","Wales","80","70","26250","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Heart of Essex","East of England","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","London","70","70","32710","31460"
"In post","2021","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Leeds","Yorkshire and The Humber","130","120","34710","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Lincolnshire","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mid Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mid Lancashire","North West (England)","100","100","33340","29690"
"In post","2021","Department for Environment, Food and Rural Affairs","North and West Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Yorkshire and The Humber","190","170","33200","30040"
"In post","2021","Department for Environment, Food and Rural Affairs","Northumberland","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Nottingham","East Midlands (England)","110","100","32290","26620"
"In post","2021","Department for Environment, Food and Rural Affairs","Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Perth and Kinross and Stirling","Scotland","50","50","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Peterborough","East of England","100","100","38230","36970"
"In post","2021","Department for Environment, Food and Rural Affairs","Plymouth","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Powys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Scottish Borders","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Sheffield","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Shropshire CC","West Midlands (England)","60","60","34190","29800"
"In post","2021","Department for Environment, Food and Rural Affairs","Solihull","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Somerset","South West (England)","70","60","34230","29940"
"In post","2021","Department for Environment, Food and Rural Affairs","South and West Derbyshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Ayrshire","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","South Hampshire","South East (England)","[c]","[c]","[c]","[c]"
