"Status","Year","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Unknown","3920","3710","40570","33370"
"New entrant CS","2021","Declared disabled","Heterosexual / straight","2950","2860","28040","27570"
"New entrant CS","2021","Declared disabled","LGBO","690","680","27560","27570"
"New entrant CS","2021","Declared disabled","Undeclared","270","260","28500","27570"
"New entrant CS","2021","Declared disabled","Unknown","110","100","28480","27530"
"New entrant CS","2021","Declared non-disabled","Heterosexual / straight","26110","25430","29050","27570"
"New entrant CS","2021","Declared non-disabled","LGBO","2280","2240","28320","27570"
"New entrant CS","2021","Declared non-disabled","Undeclared","1430","1380","30570","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","620","600","31290","27680"
"New entrant CS","2021","Undeclared","Heterosexual / straight","1020","990","29860","27570"
"New entrant CS","2021","Undeclared","LGBO","160","160","27450","27570"
"New entrant CS","2021","Undeclared","Undeclared","510","480","33520","28590"
"New entrant CS","2021","Undeclared","Unknown","210","210","37800","34710"
"New entrant CS","2021","Unknown","Heterosexual / straight","3700","3620","33100","29540"
"New entrant CS","2021","Unknown","LGBO","340","340","30910","28500"
"New entrant CS","2021","Unknown","Undeclared","350","340","31900","27850"
"New entrant CS","2021","Unknown","Unknown","16450","16030","29330","25560"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","3790","3640","29140","27230"
"New entrant CS","2022","Declared disabled","LGBO","890","870","28060","26590"
"New entrant CS","2022","Declared disabled","Undeclared","370","360","30350","27570"
"New entrant CS","2022","Declared disabled","Unknown","180","170","30080","27130"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","31010","30130","29750","27070"
"New entrant CS","2022","Declared non-disabled","LGBO","2780","2740","29260","26590"
"New entrant CS","2022","Declared non-disabled","Undeclared","1630","1570","30590","27570"
"New entrant CS","2022","Declared non-disabled","Unknown","1500","1450","26590","22600"
"New entrant CS","2022","Undeclared","Heterosexual / straight","1130","1090","29340","27570"
"New entrant CS","2022","Undeclared","LGBO","190","190","27540","26370"
"New entrant CS","2022","Undeclared","Undeclared","500","480","32490","29520"
"New entrant CS","2022","Undeclared","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Heterosexual / straight","3620","3480","32360","28840"
"New entrant CS","2022","Unknown","LGBO","380","360","30700","27620"
"New entrant CS","2022","Unknown","Undeclared","860","570","35290","32770"
"New entrant CS","2022","Unknown","Unknown","20530","19690","29110","26310"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Disability","Self reported disability.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
