"Status","Year","Region_ITL2","Region_ITL1","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","International Trade","60","60","43390","38540"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Knowledge and Information Management","90","90","36440","33910"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Legal","220","190","47270","50520"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Medicine","130","110","51810","38190"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Operational Delivery","3420","3240","29480","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Other","920","890","26790","22500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Policy","80","80","40890","38160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Project Delivery","360","350","40080","35300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Property","360","350","34170","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Psychology","100","90","36680","31180"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Science and Engineering","320","310","42840","40040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Security","970","960","34320","33390"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Tax","180","160","37540","35000"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","1340","1230","29030","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Digital, Data and Technology","140","130","41990","41700"
"In post","2021","Cheshire","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Human Resources","70","60","42030","40080"
"In post","2021","Cheshire","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Legal","30","30","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Operational Delivery","2460","2360","31700","31060"
"In post","2021","Cheshire","North West (England)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Project Delivery","50","50","38150","36740"
"In post","2021","Cheshire","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","North West (England)","Unknown","940","850","25610","27570"
"In post","2021","Cheshire","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Operational Delivery","260","230","26810","25630"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Other","210","200","23300","21130"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Property","50","50","29590","26580"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Science and Engineering","100","100","24690","22500"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Security","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Unknown","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Operational Delivery","1300","1170","25330","21550"
"In post","2021","Cumbria","North West (England)","Other","90","90","22950","21130"
"In post","2021","Cumbria","North West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Project Delivery","100","100","40420","37270"
"In post","2021","Cumbria","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","North West (England)","Science and Engineering","110","110","38080","36000"
"In post","2021","Cumbria","North West (England)","Security","90","90","27920","23540"
"In post","2021","Cumbria","North West (England)","Unknown","270","240","27020","27570"
"In post","2021","Cumbria","North West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Commercial","70","70","43680","42490"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Communications","80","80","36960","36590"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Digital, Data and Technology","180","180","38690","35860"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Finance","150","150","37290","33330"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Human Resources","310","290","39150","33840"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Inspector of Education and Training","70","70","64380","64500"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Knowledge and Information Management","60","50","37120","36340"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Legal","370","340","40410","35000"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Operational Delivery","5530","5110","27720","25560"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Other","200","190","31940","22080"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Policy","240","220","41180","36960"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Project Delivery","190","190","43070","39130"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Property","310","290","38660","36970"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Psychology","100","100","34470","30450"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Science and Engineering","320","290","42340","39390"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Security","80","70","33290","33200"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Tax","1280","1210","33120","31810"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","2630","2350","27000","27570"
"In post","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Commercial","220","210","42790","39790"
"In post","2021","Devon","South West (England)","Communications","50","50","35460","33220"
"In post","2021","Devon","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Digital, Data and Technology","890","850","37780","38450"
"In post","2021","Devon","South West (England)","Finance","100","90","41330","39640"
"In post","2021","Devon","South West (England)","Human Resources","110","100","36710","32940"
"In post","2021","Devon","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Legal","90","80","49030","50700"
"In post","2021","Devon","South West (England)","Medicine","140","120","38130","30620"
"In post","2021","Devon","South West (England)","Operational Delivery","2870","2640","28280","25400"
"In post","2021","Devon","South West (England)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Other","390","370","25290","21130"
"In post","2021","Devon","South West (England)","Policy","40","40","[c]","[c]"
"In post","2021","Devon","South West (England)","Project Delivery","390","380","40010","39650"
"In post","2021","Devon","South West (England)","Property","220","210","33770","32910"
"In post","2021","Devon","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Science and Engineering","910","870","38720","39650"
"In post","2021","Devon","South West (England)","Security","430","420","27000","20920"
"In post","2021","Devon","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Devon","South West (England)","Unknown","2080","1780","25640","27570"
"In post","2021","Devon","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Commercial","70","70","42320","40430"
"In post","2021","Dorset and Somerset","South West (England)","Communications","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Digital, Data and Technology","240","240","37890","35340"
"In post","2021","Dorset and Somerset","South West (England)","Finance","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Human Resources","50","50","35230","33050"
"In post","2021","Dorset and Somerset","South West (England)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Knowledge and Information Management","50","50","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Legal","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Medicine","50","40","47780","37890"
"In post","2021","Dorset and Somerset","South West (England)","Operational Delivery","2310","2140","28510","27130"
"In post","2021","Dorset and Somerset","South West (England)","Other","570","550","26060","21580"
"In post","2021","Dorset and Somerset","South West (England)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Project Delivery","160","150","36100","34850"
"In post","2021","Dorset and Somerset","South West (England)","Property","80","80","29920","29200"
"In post","2021","Dorset and Somerset","South West (England)","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Science and Engineering","330","310","34570","33600"
"In post","2021","Dorset and Somerset","South West (England)","Security","140","130","23250","19560"
"In post","2021","Dorset and Somerset","South West (England)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","South West (England)","Unknown","990","870","27060","27570"
"In post","2021","Dorset and Somerset","South West (England)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Commercial","220","210","38250","35730"
"In post","2021","East Anglia","East of England","Communications","50","40","[c]","[c]"
"In post","2021","East Anglia","East of England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Digital, Data and Technology","170","160","34900","31830"
"In post","2021","East Anglia","East of England","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Finance","140","130","35870","31920"
"In post","2021","East Anglia","East of England","Human Resources","110","110","35730","33300"
"In post","2021","East Anglia","East of England","Inspector of Education and Training","90","90","65420","75500"
"In post","2021","East Anglia","East of England","Intelligence Analysis","380","370","32740","33300"
"In post","2021","East Anglia","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Knowledge and Information Management","140","130","36090","33300"
"In post","2021","East Anglia","East of England","Legal","410","380","31830","28130"
"In post","2021","East Anglia","East of England","Medicine","80","70","62950","37890"
"In post","2021","East Anglia","East of England","Operational Delivery","5800","5370","27960","26580"
"In post","2021","East Anglia","East of England","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Other","840","810","23910","21130"
"In post","2021","East Anglia","East of England","Policy","90","80","42810","40580"
"In post","2021","East Anglia","East of England","Project Delivery","320","310","38420","34800"
"In post","2021","East Anglia","East of England","Property","380","360","34160","33300"
"In post","2021","East Anglia","East of England","Psychology","150","140","35120","30450"
"In post","2021","East Anglia","East of England","Science and Engineering","670","640","33240","30460"
"In post","2021","East Anglia","East of England","Security","240","240","29330","26670"
"In post","2021","East Anglia","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","East of England","Tax","140","130","36670","32030"
"In post","2021","East Anglia","East of England","Unknown","2010","1770","28260","27570"
"In post","2021","East Anglia","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Commercial","160","150","36670","33290"
"In post","2021","East Wales","Wales","Communications","260","240","38770","37180"
"In post","2021","East Wales","Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Digital, Data and Technology","1100","1080","40000","37410"
"In post","2021","East Wales","Wales","Economics","160","160","39490","32180"
"In post","2021","East Wales","Wales","Finance","370","340","39050","36030"
"In post","2021","East Wales","Wales","Human Resources","560","520","35900","30660"
"In post","2021","East Wales","Wales","Inspector of Education and Training","60","60","74480","74730"
"In post","2021","East Wales","Wales","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","East Wales","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Knowledge and Information Management","120","120","33850","30150"
"In post","2021","East Wales","Wales","Legal","550","510","45160","48080"
"In post","2021","East Wales","Wales","Medicine","200","180","45070","37890"
"In post","2021","East Wales","Wales","Operational Delivery","8420","7760","28030","24900"
"In post","2021","East Wales","Wales","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Other","490","470","31200","25560"
"In post","2021","East Wales","Wales","Planning","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales","Policy","1240","1180","43740","37410"
"In post","2021","East Wales","Wales","Project Delivery","370","360","42660","39120"
"In post","2021","East Wales","Wales","Property","230","220","35700","33300"
"In post","2021","East Wales","Wales","Psychology","50","50","[c]","[c]"
"In post","2021","East Wales","Wales","Science and Engineering","680","650","40390","38620"
"In post","2021","East Wales","Wales","Security","150","150","27040","20920"
"In post","2021","East Wales","Wales","Social Research","330","320","39620","37020"
"In post","2021","East Wales","Wales","Statistics","390","370","40750","37020"
"In post","2021","East Wales","Wales","Tax","1640","1560","30010","25560"
"In post","2021","East Wales","Wales","Unknown","2660","2430","26620","27570"
"In post","2021","East Wales","Wales","Veterinarian","40","30","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Intelligence Analysis","60","60","28420","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Legal","60","50","51490","55610"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Operational Delivery","2690","2500","27990","26620"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Other","400","390","26100","26670"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Policy","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Property","70","60","31300","29440"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Psychology","60","60","32110","29750"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Security","50","50","35100","39070"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","1210","1030","25930","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Commercial","90","90","33600","28410"
"In post","2021","Eastern Scotland","Scotland","Communications","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Digital, Data and Technology","220","220","38680","35230"
"In post","2021","Eastern Scotland","Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Finance","120","120","35300","32300"
"In post","2021","Eastern Scotland","Scotland","Human Resources","200","190","34990","33350"
"In post","2021","Eastern Scotland","Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Legal","280","260","52940","52490"
"In post","2021","Eastern Scotland","Scotland","Medicine","50","40","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Operational Delivery","5330","4990","28770","26550"
"In post","2021","Eastern Scotland","Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Other","750","710","30860","26410"
"In post","2021","Eastern Scotland","Scotland","Policy","60","50","46180","45190"
"In post","2021","Eastern Scotland","Scotland","Project Delivery","210","200","42140","38630"
"In post","2021","Eastern Scotland","Scotland","Property","180","170","34270","33300"
"In post","2021","Eastern Scotland","Scotland","Psychology","40","40","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Science and Engineering","90","80","33580","26110"
"In post","2021","Eastern Scotland","Scotland","Security","90","90","27780","20060"
"In post","2021","Eastern Scotland","Scotland","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Statistics","30","30","[c]","[c]"
"In post","2021","Eastern Scotland","Scotland","Tax","1050","1000","29440","27110"
"In post","2021","Eastern Scotland","Scotland","Unknown","10940","10260","36850","30650"
"In post","2021","Eastern Scotland","Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Digital, Data and Technology","270","250","37480","35000"
"In post","2021","Essex","East of England","Finance","150","140","33170","31810"
"In post","2021","Essex","East of England","Human Resources","30","30","[c]","[c]"
"In post","2021","Essex","East of England","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Legal","150","130","46540","46530"
"In post","2021","Essex","East of England","Medicine","50","50","55600","38490"
"In post","2021","Essex","East of England","Operational Delivery","2340","2160","27920","25850"
"In post","2021","Essex","East of England","Other","170","150","25440","22130"
"In post","2021","Essex","East of England","Policy","70","70","40520","38630"
"In post","2021","Essex","East of England","Project Delivery","130","130","38400","36460"
"In post","2021","Essex","East of England","Property","100","100","28410","26220"
"In post","2021","Essex","East of England","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Security","220","220","40220","40570"
"In post","2021","Essex","East of England","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Essex","East of England","Tax","110","100","31330","28130"
"In post","2021","Essex","East of England","Unknown","1680","1520","29220","29290"
"In post","2021","Essex","East of England","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Commercial","1430","1370","38880","35900"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Communications","210","200","36470","34770"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Digital, Data and Technology","1020","990","40710","39170"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Finance","1160","1110","39810","36460"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Human Resources","730","680","35560","32590"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Inspector of Education and Training","80","70","66220","70500"
