"Status","Year","Region_ITL3","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Clackmannanshire and Fife","Male","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Conwy and Denbighshire","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Female","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Male","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"Leaver CS","2021","Coventry","Female","West Midlands","140","120","39040","31000"
"Leaver CS","2021","Coventry","Male","West Midlands","60","60","[c]","[c]"
"Leaver CS","2021","Croydon","Female","Outer London - South","190","170","34410","29030"
"Leaver CS","2021","Croydon","Male","Outer London - South","180","170","39040","31060"
"Leaver CS","2021","Darlington","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Darlington","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derby","Female","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","Derby","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derry City and Strabane","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon CC","Female","Devon","180","160","23210","21010"
"Leaver CS","2021","Devon CC","Male","Devon","250","220","25330","21050"
"Leaver CS","2021","Dorset CC","Female","Dorset and Somerset","70","60","[c]","[c]"
"Leaver CS","2021","Dorset CC","Male","Dorset and Somerset","100","90","[c]","[c]"
"Leaver CS","2021","Dudley","Female","West Midlands","90","60","[c]","[c]"
"Leaver CS","2021","Dudley","Male","West Midlands","40","30","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dumfries and Galloway","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Durham CC","Female","Tees Valley and Durham","150","120","23770","21100"
"Leaver CS","2021","Durham CC","Male","Tees Valley and Durham","140","120","[c]","[c]"
"Leaver CS","2021","Ealing","Female","Outer London - West and North West","80","60","[c]","[c]"
"Leaver CS","2021","Ealing","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Ayrshire and North Ayrshire mainland","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Cumbria","Male","Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Derbyshire","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","West Central Scotland","50","40","28770","26670"
"Leaver CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","West Central Scotland","70","60","35120","37890"
"Leaver CS","2021","East Kent","Female","Kent","80","70","26360","24900"
"Leaver CS","2021","East Kent","Male","Kent","80","70","26960","26210"
"Leaver CS","2021","East Lancashire","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lancashire","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Lothian and Midlothian","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Merseyside","Female","Merseyside","30","30","[c]","[c]"
"Leaver CS","2021","East Merseyside","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Female","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"Leaver CS","2021","East Riding of Yorkshire","Male","East Yorkshire and Northern Lincolnshire","110","100","[c]","[c]"
"Leaver CS","2021","East Surrey","Female","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2021","East Surrey","Male","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Female","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","East Sussex CC","Male","Surrey, East and West Sussex","60","60","[c]","[c]"
"Leaver CS","2021","Enfield","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Enfield","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Female","Essex","50","50","[c]","[c]"
"Leaver CS","2021","Essex Haven Gateway","Male","Essex","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Female","Essex","40","30","[c]","[c]"
"Leaver CS","2021","Essex Thames Gateway","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Falkirk","Female","Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Falkirk","Male","Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Female","East Wales","200","170","[c]","[c]"
"Leaver CS","2021","Flintshire and Wrexham","Male","East Wales","130","120","[c]","[c]"
"Leaver CS","2021","Glasgow City","Female","West Central Scotland","230","200","29810","24180"
"Leaver CS","2021","Glasgow City","Male","West Central Scotland","220","190","31310","27020"
"Leaver CS","2021","Gloucestershire","Female","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","28190","26890"
"Leaver CS","2021","Gloucestershire","Male","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Female","Greater Manchester","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester North East","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Greater Manchester North West","Female","Greater Manchester","80","60","23800","21010"
"Leaver CS","2021","Greater Manchester North West","Male","Greater Manchester","40","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Female","Greater Manchester","60","50","[c]","[c]"
"Leaver CS","2021","Greater Manchester South East","Male","Greater Manchester","30","30","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Female","Greater Manchester","120","100","[c]","[c]"
"Leaver CS","2021","Greater Manchester South West","Male","Greater Manchester","110","100","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwent Valleys","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gwynedd","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Female","Inner London - East","50","40","[c]","[c]"
"Leaver CS","2021","Hackney and Newham","Male","Inner London - East","50","40","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Female","Inner London - East","60","60","[c]","[c]"
"Leaver CS","2021","Haringey and Islington","Male","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Female","Outer London - West and North West","50","40","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Male","Outer London - West and North West","90","70","32290","30410"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Female","Tees Valley and Durham","170","130","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Male","Tees Valley and Durham","80","70","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Female","Essex","40","40","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Female","Bedfordshire and Hertfordshire","120","100","28170","25210"
"Leaver CS","2021","Hertfordshire","Male","Bedfordshire and Hertfordshire","120","110","33510","27260"
"Leaver CS","2021","Hertfordshire","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Female","Outer London - West and North West","80","70","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Male","Outer London - West and North West","70","60","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Highlands and Islands","30","30","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Male","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Female","Kent","40","40","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Male","Kent","60","50","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Female","East Yorkshire and Northern Lincolnshire","110","90","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Male","East Yorkshire and Northern Lincolnshire","80","70","[c]","[c]"
"Leaver CS","2021","Lambeth","Female","Inner London - East","150","140","43140","38960"
"Leaver CS","2021","Lambeth","Male","Inner London - East","110","110","46270","39840"
"Leaver CS","2021","Lancaster and Wyre","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Male","Lancashire","40","30","[c]","[c]"
"Leaver CS","2021","Leeds","Female","West Yorkshire","340","270","29450","27570"
"Leaver CS","2021","Leeds","Male","West Yorkshire","280","240","33910","27570"
"Leaver CS","2021","Leicester","Female","Leicestershire, Rutland and Northamptonshire","110","90","26390","22260"
"Leaver CS","2021","Leicester","Male","Leicestershire, Rutland and Northamptonshire","70","60","[c]","[c]"
"Leaver CS","2021","Leicestershire CC and Rutland","Female","Leicestershire, Rutland and Northamptonshire","90","70","26810","21170"
"Leaver CS","2021","Leicestershire CC and Rutland","Male","Leicestershire, Rutland and Northamptonshire","90","80","[c]","[c]"
"Leaver CS","2021","Lewisham and Southwark","Female","Inner London - East","70","60","34260","30300"
"Leaver CS","2021","Lewisham and Southwark","Male","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Female","Lincolnshire","140","120","27750","26500"
"Leaver CS","2021","Lincolnshire","Male","Lincolnshire","190","170","29650","29930"
"Leaver CS","2021","Lisburn and Castlereagh","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lisburn and Castlereagh","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Liverpool","Female","Merseyside","210","170","26660","22570"
"Leaver CS","2021","Liverpool","Male","Merseyside","170","140","25950","24110"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Luton","Female","Bedfordshire and Hertfordshire","80","70","[c]","[c]"
"Leaver CS","2021","Luton","Male","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"Leaver CS","2021","Manchester","Female","Greater Manchester","220","200","35090","27570"
"Leaver CS","2021","Manchester","Male","Greater Manchester","220","210","34520","27570"
"Leaver CS","2021","Manchester","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medway","Female","Kent","60","60","[c]","[c]"
"Leaver CS","2021","Medway","Male","Kent","50","50","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merton, Kingston upon Thames and Sutton","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mid Kent","Female","Kent","100","80","[c]","[c]"
"Leaver CS","2021","Mid Kent","Male","Kent","50","40","[c]","[c]"
"Leaver CS","2021","Mid Lancashire","Female","Lancashire","140","100","24430","21010"
"Leaver CS","2021","Mid Lancashire","Male","Lancashire","120","100","30070","26890"
"Leaver CS","2021","Milton Keynes","Female","Berkshire, Buckinghamshire and Oxfordshire","60","50","[c]","[c]"
"Leaver CS","2021","Milton Keynes","Male","Berkshire, Buckinghamshire and Oxfordshire","100","90","36700","30700"
"Leaver CS","2021","Monmouthshire and Newport","Female","East Wales","110","90","29610","22430"
"Leaver CS","2021","Monmouthshire and Newport","Male","East Wales","130","120","32410","28640"
"Leaver CS","2021","Monmouthshire and Newport","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Na h-Eileanan Siar","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Na h-Eileanan Siar","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Newry, Mourne and Down","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Female","East Yorkshire and Northern Lincolnshire","80","60","[c]","[c]"
"Leaver CS","2021","North and North East Lincolnshire","Male","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North and West Norfolk","Male","East Anglia","30","30","[c]","[c]"
"Leaver CS","2021","North Hampshire","Female","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2021","North Hampshire","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","Female","West Central Scotland","70","50","[c]","[c]"
"Leaver CS","2021","North Lanarkshire","Male","West Central Scotland","40","30","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Northamptonshire","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","Female","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","North Nottinghamshire","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire CC","Female","North Yorkshire","60","50","30380","22640"
"Leaver CS","2021","North Yorkshire CC","Male","North Yorkshire","60","60","31430","27570"
"Leaver CS","2021","Northumberland","Female","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland","Male","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","Female","East Anglia","70","60","[c]","[c]"
"Leaver CS","2021","Norwich and East Norfolk","Male","East Anglia","70","60","[c]","[c]"
"Leaver CS","2021","Nottingham","Female","Derbyshire and Nottinghamshire","190","170","26900","21580"
"Leaver CS","2021","Nottingham","Male","Derbyshire and Nottinghamshire","180","170","28550","24500"
"Leaver CS","2021","Orkney Islands","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Orkney Islands","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","Overseas","70","60","38340","36960"
"Leaver CS","2021","Overseas","Male","Overseas","70","50","[c]","[c]"
"Leaver CS","2021","Oxfordshire","Female","Berkshire, Buckinghamshire and Oxfordshire","120","100","28040","21570"
"Leaver CS","2021","Oxfordshire","Male","Berkshire, Buckinghamshire and Oxfordshire","110","100","29490","27570"
"Leaver CS","2021","Perth and Kinross and Stirling","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Perth and Kinross and Stirling","Male","Eastern Scotland","60","50","32160","33650"
"Leaver CS","2021","Peterborough","Female","East Anglia","140","110","24560","21430"
"Leaver CS","2021","Peterborough","Male","East Anglia","60","50","[c]","[c]"
"Leaver CS","2021","Plymouth","Female","Devon","80","70","29340","26890"
"Leaver CS","2021","Plymouth","Male","Devon","80","70","29050","27130"
"Leaver CS","2021","Portsmouth","Female","Hampshire and Isle of Wight","90","80","28320","24880"
"Leaver CS","2021","Portsmouth","Male","Hampshire and Isle of Wight","110","100","32350","29650"
"Leaver CS","2021","Powys","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Powys","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Redbridge and Waltham Forest","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sandwell","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Borders","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Sefton","Female","Merseyside","170","120","30210","27570"
"Leaver CS","2021","Sefton","Male","Merseyside","100","90","34200","27570"
"Leaver CS","2021","Sheffield","Female","South Yorkshire","270","210","28970","24700"
"Leaver CS","2021","Sheffield","Male","South Yorkshire","170","160","31570","26000"
"Leaver CS","2021","Sheffield","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shetland Islands","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Female","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2021","Shropshire CC","Male","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2021","Solihull","Female","West Midlands","40","30","[c]","[c]"
"Leaver CS","2021","Solihull","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Somerset","Female","Dorset and Somerset","50","40","26740","26000"
"Leaver CS","2021","Somerset","Male","Dorset and Somerset","90","80","32450","29690"
"Leaver CS","2021","South and West Derbyshire","Female","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","South and West Derbyshire","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Ayrshire","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Hampshire","Female","Hampshire and Isle of Wight","110","90","25980","23050"
"Leaver CS","2021","South Hampshire","Male","Hampshire and Isle of Wight","150","130","26980","23050"
"Leaver CS","2021","South Lanarkshire","Female","Southern Scotland","90","60","[c]","[c]"
"Leaver CS","2021","South Lanarkshire","Male","Southern Scotland","70","60","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Nottinghamshire","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Teesside","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West Wales","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southampton","Male","Hampshire and Isle of Wight","50","50","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Female","Essex","40","30","[c]","[c]"
"Leaver CS","2021","Southend-on-Sea","Male","Essex","40","30","[c]","[c]"
"Leaver CS","2021","Staffordshire CC","Female","Shropshire and Staffordshire","140","120","26990","26050"
"Leaver CS","2021","Staffordshire CC","Male","Shropshire and Staffordshire","120","120","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Female","Shropshire and Staffordshire","50","40","[c]","[c]"
"Leaver CS","2021","Stoke-on-Trent","Male","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2021","Suffolk","Female","East Anglia","170","150","25990","23880"
"Leaver CS","2021","Suffolk","Male","East Anglia","170","160","31480","27570"
"Leaver CS","2021","Sunderland","Female","Northumberland and Tyne and Wear","170","120","23620","21010"
"Leaver CS","2021","Sunderland","Male","Northumberland and Tyne and Wear","70","60","[c]","[c]"
"Leaver CS","2021","Swansea","Female","West Wales and The Valleys","260","190","22690","21590"
"Leaver CS","2021","Swansea","Male","West Wales and The Valleys","210","180","26170","21590"
"Leaver CS","2021","Swindon","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Swindon","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Female","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2021","Telford and Wrekin","Male","Shropshire and Staffordshire","50","40","[c]","[c]"
"Leaver CS","2021","Thurrock","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Thurrock","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Torbay","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tower Hamlets","Female","Inner London - East","170","160","43440","36690"
"Leaver CS","2021","Tower Hamlets","Male","Inner London - East","210","200","47840","42080"
"Leaver CS","2021","Tower Hamlets","Unknown","Inner London - East","80","70","47320","40450"
"Leaver CS","2021","Tyneside","Female","Northumberland and Tyne and Wear","460","360","26630","21010"
"Leaver CS","2021","Tyneside","Male","Northumberland and Tyne and Wear","340","310","27080","21010"
"Leaver CS","2021","Unknown","Female","Unknown","330","320","38110","28000"
"Leaver CS","2021","Unknown","Male","Unknown","360","360","41480","32700"
"Leaver CS","2021","Wakefield","Female","West Yorkshire","50","40","[c]","[c]"
"Leaver CS","2021","Wakefield","Male","West Yorkshire","50","50","[c]","[c]"
"Leaver CS","2021","Walsall","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Walsall","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wandsworth","Female","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Wandsworth","Male","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Warrington","Female","Cheshire","60","50","[c]","[c]"
"Leaver CS","2021","Warrington","Male","Cheshire","60","50","[c]","[c]"
"Leaver CS","2021","Warwickshire","Female","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"Leaver CS","2021","Warwickshire","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Cumbria","Female","Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","West Cumbria","Male","Cumbria","40","30","[c]","[c]"
"Leaver CS","2021","West Essex","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Essex","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Kent","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Lothian","Female","Eastern Scotland","150","120","[c]","[c]"
"Leaver CS","2021","West Lothian","Male","Eastern Scotland","60","50","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Female","Leicestershire, Rutland and Northamptonshire","170","150","[c]","[c]"
"Leaver CS","2021","West Northamptonshire","Male","Leicestershire, Rutland and Northamptonshire","90","80","[c]","[c]"
"Leaver CS","2021","West Surrey","Female","Surrey, East and West Sussex","110","100","30030","24500"
"Leaver CS","2021","West Surrey","Male","Surrey, East and West Sussex","70","70","29600","27160"
"Leaver CS","2021","West Sussex (North East)","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (North East)","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Female","Surrey, East and West Sussex","40","30","[c]","[c]"
"Leaver CS","2021","West Sussex (South West)","Male","Surrey, East and West Sussex","60","50","[c]","[c]"
"Leaver CS","2021","Westminster","Female","Inner London - West","1260","1100","43310","36980"
"Leaver CS","2021","Westminster","Male","Inner London - West","1230","1090","46820","40220"
"Leaver CS","2021","Westminster","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wiltshire","Female","Gloucestershire, Wiltshire and Bath/Bristol area","190","170","31110","26670"
"Leaver CS","2021","Wiltshire","Male","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","34820","32680"
"Leaver CS","2021","Wirral","Female","Merseyside","50","40","24870","22350"
"Leaver CS","2021","Wirral","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Female","West Midlands","120","90","[c]","[c]"
"Leaver CS","2021","Wolverhampton","Male","West Midlands","50","50","[c]","[c]"
"Leaver CS","2021","Worcestershire","Female","Herefordshire, Worcestershire and Warwickshire","80","80","[c]","[c]"
"Leaver CS","2021","Worcestershire","Male","Herefordshire, Worcestershire and Warwickshire","90","90","[c]","[c]"
"Leaver CS","2021","York","Female","North Yorkshire","80","70","32600","27570"
"Leaver CS","2021","York","Male","North Yorkshire","60","60","41630","36310"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Female","North Eastern Scotland","70","60","30360","27570"
"Leaver CS","2022","Aberdeen City and Aberdeenshire","Male","North Eastern Scotland","90","80","34330","27940"
"Leaver CS","2022","Angus and Dundee City","Female","Eastern Scotland","140","120","26340","21260"
"Leaver CS","2022","Angus and Dundee City","Male","Eastern Scotland","110","100","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Antrim and Newtownabbey","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ards and North Down","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","Female","Outer London - East and North East","40","40","[c]","[c]"
"Leaver CS","2022","Barking & Dagenham and Havering","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
