"Status","Year","Function_of_post","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Inner London - West","110","110","39400","36160"
"In post","2021","Analysis","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Inner London - West","40","40","[c]","[c]"
"In post","2021","Analysis","Chinese","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Chinese","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Inner London - West","110","110","45240","42020"
"In post","2021","Analysis","Mixed","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","Analysis","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Inner London - West","80","80","49440","48090"
"In post","2021","Analysis","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","East Wales","210","200","32740","29540"
"In post","2021","Analysis","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Greater Manchester","40","30","[c]","[c]"
"In post","2021","Analysis","Unknown","Hampshire and Isle of Wight","70","70","33660","29540"
"In post","2021","Analysis","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inner London - East","90","80","47320","41090"
"In post","2021","Analysis","Unknown","Inner London - West","430","420","45570","42500"
"In post","2021","Analysis","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Analysis","White","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Dorset and Somerset","110","100","32830","29270"
"In post","2021","Analysis","White","East Anglia","330","310","34540","30220"
"In post","2021","Analysis","White","East Wales","770","740","37470","36030"
"In post","2021","Analysis","White","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","Analysis","White","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Gloucestershire, Wiltshire and Bath/Bristol area","270","250","39430","37320"
"In post","2021","Analysis","White","Greater Manchester","150","150","39250","38630"
"In post","2021","Analysis","White","Hampshire and Isle of Wight","660","630","39390","37320"
"In post","2021","Analysis","White","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Inner London - East","440","430","52870","54320"
"In post","2021","Analysis","White","Inner London - West","1680","1630","50350","46030"
"In post","2021","Analysis","White","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Merseyside","90","90","40740","38630"
"In post","2021","Analysis","White","North Yorkshire","60","60","37150","31380"
"In post","2021","Analysis","White","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","South Yorkshire","100","90","44700","43030"
"In post","2021","Analysis","White","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","West Midlands","30","30","[c]","[c]"
"In post","2021","Analysis","White","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","White","West Yorkshire","110","110","42340","45870"
"In post","2021","Commercial","Asian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Inner London - West","110","110","46170","37640"
"In post","2021","Commercial","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Asian","West Midlands","[c]","[c]","[c]","[c]"
