"Status","Year","Responsibility_level","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","White","70","70","21430","21000"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Asian","60","60","22270","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Black","40","30","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Undeclared","60","60","21380","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Unknown","540","510","21250","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","White","1300","1160","21520","21050"
"In post","2021","AA/AO","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Asian","80","70","23220","21590"
"In post","2021","AA/AO","Department for Transport","Black","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Mixed","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Undeclared","330","310","23650","21590"
"In post","2021","AA/AO","Department for Transport","Unknown","850","770","22360","21590"
"In post","2021","AA/AO","Department for Transport","White","4350","3720","21480","21590"
"In post","2021","AA/AO","Department for Work and Pensions","Asian","2240","1880","21770","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Black","860","780","22760","22720"
"In post","2021","AA/AO","Department for Work and Pensions","Chinese","60","50","21380","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Mixed","480","440","21720","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Other ethnicity","120","110","22030","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Undeclared","1570","1330","21270","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Unknown","2090","1820","21140","21010"
"In post","2021","AA/AO","Department for Work and Pensions","White","22180","18960","21040","21010"
"In post","2021","AA/AO","Department of Health and Social Care","Asian","140","130","22010","22100"
"In post","2021","AA/AO","Department of Health and Social Care","Black","70","70","22110","22720"
"In post","2021","AA/AO","Department of Health and Social Care","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Undeclared","60","50","21300","21570"
"In post","2021","AA/AO","Department of Health and Social Care","Unknown","40","30","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","White","630","570","20970","20150"
"In post","2021","AA/AO","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Asian","50","50","26980","28000"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Black","50","50","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","Unknown","50","50","23550","23000"
"In post","2021","AA/AO","Foreign, Commonwealth and Development Office","White","390","380","25280","24750"
"In post","2021","AA/AO","HM Land Registry","Asian","80","70","22900","22350"
"In post","2021","AA/AO","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Mixed","30","30","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Land Registry","Unknown","640","620","22440","22350"
"In post","2021","AA/AO","HM Land Registry","White","1050","990","22420","22350"
"In post","2021","AA/AO","HM Revenue and Customs","Asian","1410","1230","21130","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Black","380","350","22010","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Chinese","40","40","[c]","[c]"
"In post","2021","AA/AO","HM Revenue and Customs","Mixed","190","170","20780","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Other ethnicity","60","50","21490","20140"
"In post","2021","AA/AO","HM Revenue and Customs","Undeclared","640","550","21330","21440"
"In post","2021","AA/AO","HM Revenue and Customs","Unknown","7210","6460","20530","20140"
"In post","2021","AA/AO","HM Revenue and Customs","White","11670","9880","20790","20140"
"In post","2021","AA/AO","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","HM Treasury","White","40","40","[c]","[c]"
"In post","2021","AA/AO","Home Office","Asian","1220","1070","23400","22210"
"In post","2021","AA/AO","Home Office","Black","440","380","24110","25630"
"In post","2021","AA/AO","Home Office","Chinese","40","30","[c]","[c]"
"In post","2021","AA/AO","Home Office","Mixed","160","140","22670","21430"
"In post","2021","AA/AO","Home Office","Other ethnicity","40","40","[c]","[c]"
"In post","2021","AA/AO","Home Office","Undeclared","290","260","22630","21430"
"In post","2021","AA/AO","Home Office","Unknown","500","480","21800","21430"
"In post","2021","AA/AO","Home Office","White","5650","4990","21480","21430"
"In post","2021","AA/AO","Ministry of Defence","Asian","340","320","22840","21130"
"In post","2021","AA/AO","Ministry of Defence","Black","190","190","22490","21800"
"In post","2021","AA/AO","Ministry of Defence","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Defence","Mixed","130","120","23370","21580"
"In post","2021","AA/AO","Ministry of Defence","Other ethnicity","70","60","22610","20920"
"In post","2021","AA/AO","Ministry of Defence","Undeclared","710","690","24040","21130"
"In post","2021","AA/AO","Ministry of Defence","Unknown","1470","1430","24110","20920"
"In post","2021","AA/AO","Ministry of Defence","White","13000","12460","22600","20920"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","Unknown","40","30","[c]","[c]"
"In post","2021","AA/AO","Ministry of Housing, Communities and Local Government","White","170","150","22600","22560"
"In post","2021","AA/AO","Ministry of Justice","Asian","1870","1710","22480","20650"
"In post","2021","AA/AO","Ministry of Justice","Black","1730","1650","25700","23500"
"In post","2021","AA/AO","Ministry of Justice","Chinese","60","60","23490","21710"
"In post","2021","AA/AO","Ministry of Justice","Mixed","680","640","24970","23970"
"In post","2021","AA/AO","Ministry of Justice","Other ethnicity","190","180","25420","23640"
"In post","2021","AA/AO","Ministry of Justice","Undeclared","1000","930","23860","21710"
"In post","2021","AA/AO","Ministry of Justice","Unknown","6290","6050","24070","22850"
"In post","2021","AA/AO","Ministry of Justice","White","28760","26430","24570","23240"
"In post","2021","AA/AO","National Crime Agency","Asian","40","40","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","National Crime Agency","White","220","200","23640","22760"
"In post","2021","AA/AO","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office for Standards in Education","White","190","170","21260","21160"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Gas and Electricity Markets","White","40","40","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Asian","50","40","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Undeclared","140","130","24430","25870"
"In post","2021","AA/AO","Scottish Government","Unknown","2610","2420","22660","22430"
"In post","2021","AA/AO","Scottish Government","White","3270","3050","23250","22230"
"In post","2021","AA/AO","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Unknown","30","30","[c]","[c]"
"In post","2021","AA/AO","The National Archives","White","40","40","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Asian","40","30","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Undeclared","30","20","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Unknown","350","270","19750","19130"
"In post","2021","AA/AO","United Kingdom Statistics Authority","White","990","680","19470","19520"
"In post","2021","AA/AO","Wales Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Unknown","60","50","22120","22160"
"In post","2021","AA/AO","Welsh Government","White","860","780","23440","23830"
"In post","2021","EO","Attorney General's Departments","Asian","170","160","27960","27580"
"In post","2021","EO","Attorney General's Departments","Black","150","140","28250","27740"
"In post","2021","EO","Attorney General's Departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Mixed","50","40","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Attorney General's Departments","Unknown","200","180","28080","27760"
"In post","2021","EO","Attorney General's Departments","White","1140","1060","28020","28430"
"In post","2021","EO","Cabinet Office","Asian","80","80","27800","27500"
"In post","2021","EO","Cabinet Office","Black","60","60","27890","27500"
"In post","2021","EO","Cabinet Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cabinet Office","Undeclared","30","30","[c]","[c]"
"In post","2021","EO","Cabinet Office","Unknown","180","180","27330","27500"
"In post","2021","EO","Cabinet Office","White","500","490","26970","27500"
"In post","2021","EO","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
