"Status","Year","Profession_of_post","Disability","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared disabled","SEO/HEO","140","130","37230","36960"
"In post","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Declared non-disabled","AA/AO","150","140","22170","21590"
"In post","2021","Communications","Declared non-disabled","EO","370","350","27540","26930"
"In post","2021","Communications","Declared non-disabled","G6/G7","620","590","58160","57290"
"In post","2021","Communications","Declared non-disabled","SCS","80","70","85920","80790"
"In post","2021","Communications","Declared non-disabled","SEO/HEO","1330","1300","38020","37420"
"In post","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","G6/G7","50","50","[c]","[c]"
"In post","2021","Communications","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Undeclared","SEO/HEO","110","110","37970","37880"
"In post","2021","Communications","Unknown","AA/AO","50","50","[c]","[c]"
"In post","2021","Communications","Unknown","EO","190","180","27230","27270"
"In post","2021","Communications","Unknown","G6/G7","240","240","57840","55390"
"In post","2021","Communications","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","Communications","Unknown","SEO/HEO","450","430","37950","37540"
"In post","2021","Corporate Finance","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","G6/G7","60","50","57430","56350"
"In post","2021","Corporate Finance","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Declared non-disabled","SEO/HEO","50","50","36890","37510"
"In post","2021","Corporate Finance","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared disabled","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","AA/AO","50","40","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","EO","130","120","26470","25580"
"In post","2021","Counter Fraud","Declared non-disabled","G6/G7","80","80","61800","58990"
"In post","2021","Counter Fraud","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Declared non-disabled","SEO/HEO","350","330","38240","39170"
"In post","2021","Counter Fraud","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","SEO/HEO","50","50","35230","34390"
"In post","2021","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","SEO/HEO","90","80","36150","34500"
"In post","2021","Digital, Data and Technology","Declared disabled","AA/AO","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","EO","250","230","27300","26670"
"In post","2021","Digital, Data and Technology","Declared disabled","G6/G7","210","210","58530","57580"
"In post","2021","Digital, Data and Technology","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared disabled","SEO/HEO","520","500","37250","36790"
"In post","2021","Digital, Data and Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Declared non-disabled","AA/AO","260","250","21850","21580"
"In post","2021","Digital, Data and Technology","Declared non-disabled","EO","1260","1210","27500","26670"
"In post","2021","Digital, Data and Technology","Declared non-disabled","G6/G7","2290","2250","58440","57110"
"In post","2021","Digital, Data and Technology","Declared non-disabled","SCS","150","150","92430","86950"
"In post","2021","Digital, Data and Technology","Declared non-disabled","SEO/HEO","4380","4250","37970","37940"
"In post","2021","Digital, Data and Technology","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","EO","120","110","28230","26780"
"In post","2021","Digital, Data and Technology","Undeclared","G6/G7","170","170","58280","57110"
"In post","2021","Digital, Data and Technology","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Undeclared","SEO/HEO","390","380","37800","38000"
"In post","2021","Digital, Data and Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Unknown","AA/AO","120","120","21900","21590"
"In post","2021","Digital, Data and Technology","Unknown","EO","600","580","27440","26740"
"In post","2021","Digital, Data and Technology","Unknown","G6/G7","790","780","57970","56420"
"In post","2021","Digital, Data and Technology","Unknown","SCS","50","50","88270","81400"
"In post","2021","Digital, Data and Technology","Unknown","SEO/HEO","1590","1560","37300","36820"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Declared disabled","G6/G7","50","50","[c]","[c]"
"In post","2021","Economics","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Declared disabled","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Economics","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Declared non-disabled","AA/AO","50","50","23780","23760"
"In post","2021","Economics","Declared non-disabled","EO","60","60","27390","27680"
"In post","2021","Economics","Declared non-disabled","G6/G7","660","640","60070","58960"
"In post","2021","Economics","Declared non-disabled","SCS","80","70","88190","81770"
"In post","2021","Economics","Declared non-disabled","SEO/HEO","550","550","35160","34090"
"In post","2021","Economics","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Undeclared","G6/G7","50","50","[c]","[c]"
"In post","2021","Economics","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Undeclared","SEO/HEO","60","60","34390","33930"
"In post","2021","Economics","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","Economics","Unknown","EO","40","40","[c]","[c]"
"In post","2021","Economics","Unknown","G6/G7","190","190","58430","56870"
"In post","2021","Economics","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","SEO/HEO","260","260","34430","33470"
"In post","2021","Finance","Declared disabled","AA/AO","130","100","21290","21440"
"In post","2021","Finance","Declared disabled","EO","150","140","26490","26670"
"In post","2021","Finance","Declared disabled","G6/G7","150","140","57750","57400"
"In post","2021","Finance","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared disabled","SEO/HEO","320","300","37360","36970"
"In post","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Declared non-disabled","AA/AO","730","620","21510","21440"
"In post","2021","Finance","Declared non-disabled","EO","1150","1080","26570","26670"
"In post","2021","Finance","Declared non-disabled","G6/G7","1580","1540","59390","58130"
"In post","2021","Finance","Declared non-disabled","SCS","220","220","90150","82940"
"In post","2021","Finance","Declared non-disabled","SEO/HEO","2680","2580","37970","37410"
"In post","2021","Finance","Declared non-disabled","Unknown","110","100","40890","39860"
"In post","2021","Finance","Undeclared","AA/AO","60","50","21560","21440"
"In post","2021","Finance","Undeclared","EO","100","90","26940","26670"
"In post","2021","Finance","Undeclared","G6/G7","120","120","58930","57460"
"In post","2021","Finance","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Undeclared","SEO/HEO","230","220","38110","37040"
"In post","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","AA/AO","260","210","21150","20640"
"In post","2021","Finance","Unknown","EO","240","230","26460","26350"
"In post","2021","Finance","Unknown","G6/G7","290","290","58140","56330"
"In post","2021","Finance","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","Finance","Unknown","SEO/HEO","590","580","37090","36810"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","AA/AO","130","120","21860","21440"
"In post","2021","Human Resources","Declared disabled","EO","160","150","27380","26780"
"In post","2021","Human Resources","Declared disabled","G6/G7","220","210","58390","57680"
"In post","2021","Human Resources","Declared disabled","SCS","30","30","[c]","[c]"
"In post","2021","Human Resources","Declared disabled","SEO/HEO","430","410","37270","36570"
"In post","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","AA/AO","790","730","21630","21130"
"In post","2021","Human Resources","Declared non-disabled","EO","860","800","26960","26670"
"In post","2021","Human Resources","Declared non-disabled","G6/G7","1190","1150","58430","57460"
"In post","2021","Human Resources","Declared non-disabled","SCS","140","140","89860","83680"
"In post","2021","Human Resources","Declared non-disabled","SEO/HEO","2300","2190","36830","36330"
"In post","2021","Human Resources","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","AA/AO","70","60","21670","21130"
"In post","2021","Human Resources","Undeclared","EO","60","60","27870","27380"
"In post","2021","Human Resources","Undeclared","G6/G7","70","70","59960","58700"
"In post","2021","Human Resources","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","SEO/HEO","200","190","38310","37450"
"In post","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","AA/AO","220","200","21590","21130"
"In post","2021","Human Resources","Unknown","EO","300","290","27280","27130"
"In post","2021","Human Resources","Unknown","G6/G7","190","180","56840","54760"
"In post","2021","Human Resources","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","SEO/HEO","450","430","35830","35230"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","G6/G7","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared non-disabled","G6/G7","460","450","75630","75500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared non-disabled","SEO/HEO","250","240","50940","51360"
"In post","2021","Inspector of Education and Training","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","SEO/HEO","60","50","51270","51360"
"In post","2021","Intelligence Analysis","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","EO","160","150","28340","27380"
"In post","2021","Intelligence Analysis","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","SEO/HEO","120","110","36850","36140"
"In post","2021","Intelligence Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","AA/AO","110","100","23240","21710"
"In post","2021","Intelligence Analysis","Declared non-disabled","EO","1170","1110","27700","27370"
"In post","2021","Intelligence Analysis","Declared non-disabled","G6/G7","210","200","58480","58230"
"In post","2021","Intelligence Analysis","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","SEO/HEO","900","880","36960","36150"
"In post","2021","Intelligence Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","EO","150","140","28330","27380"
"In post","2021","Intelligence Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","SEO/HEO","110","110","37130","36510"
"In post","2021","Intelligence Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","EO","90","80","27100","26350"
"In post","2021","Intelligence Analysis","Unknown","G6/G7","170","160","58260","54540"
"In post","2021","Intelligence Analysis","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","SEO/HEO","140","140","37180","36160"
"In post","2021","Internal Audit","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","SEO/HEO","70","60","39570","39200"
"In post","2021","Internal Audit","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","EO","40","40","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","G6/G7","150","150","58570","56610"
"In post","2021","Internal Audit","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared non-disabled","SEO/HEO","360","340","40800","40700"
"In post","2021","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","International Trade","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Declared disabled","G6/G7","40","40","[c]","[c]"
"In post","2021","International Trade","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Declared disabled","SEO/HEO","40","40","[c]","[c]"
"In post","2021","International Trade","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Declared non-disabled","EO","50","50","26990","26510"
"In post","2021","International Trade","Declared non-disabled","G6/G7","320","320","56150","53600"
"In post","2021","International Trade","Declared non-disabled","SCS","70","70","83590","75570"
"In post","2021","International Trade","Declared non-disabled","SEO/HEO","330","320","35490","35040"
"In post","2021","International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Unknown","EO","30","30","[c]","[c]"
"In post","2021","International Trade","Unknown","G6/G7","210","210","54530","51970"
"In post","2021","International Trade","Unknown","SCS","30","30","[c]","[c]"
"In post","2021","International Trade","Unknown","SEO/HEO","270","260","35250","34760"
"In post","2021","Knowledge and Information Management","Declared disabled","AA/AO","50","50","22140","21580"
"In post","2021","Knowledge and Information Management","Declared disabled","EO","60","60","26980","26670"
"In post","2021","Knowledge and Information Management","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared disabled","SEO/HEO","120","110","36810","36240"
"In post","2021","Knowledge and Information Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","AA/AO","230","220","22130","21130"
"In post","2021","Knowledge and Information Management","Declared non-disabled","EO","340","320","26960","26670"
"In post","2021","Knowledge and Information Management","Declared non-disabled","G6/G7","270","260","57580","55060"
"In post","2021","Knowledge and Information Management","Declared non-disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Declared non-disabled","SEO/HEO","720","690","36620","36500"
"In post","2021","Knowledge and Information Management","Declared non-disabled","Unknown","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","SEO/HEO","80","80","37360","36400"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","AA/AO","40","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","EO","80","70","26830","26650"
"In post","2021","Knowledge and Information Management","Unknown","G6/G7","80","80","57200","55790"
"In post","2021","Knowledge and Information Management","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","SEO/HEO","140","130","37720","38070"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","AA/AO","40","30","[c]","[c]"
"In post","2021","Legal","Declared disabled","EO","130","120","27560","27130"
"In post","2021","Legal","Declared disabled","G6/G7","480","440","59550","58040"
"In post","2021","Legal","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared disabled","SEO/HEO","290","270","39070","38430"
"In post","2021","Legal","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Declared non-disabled","AA/AO","170","150","21580","21440"
"In post","2021","Legal","Declared non-disabled","EO","1130","1090","27470","26030"
"In post","2021","Legal","Declared non-disabled","G6/G7","4250","3930","59550","58470"
"In post","2021","Legal","Declared non-disabled","SCS","280","270","88550","83230"
"In post","2021","Legal","Declared non-disabled","SEO/HEO","2320","2160","39040","38000"
"In post","2021","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","EO","100","90","27590","27130"
"In post","2021","Legal","Undeclared","G6/G7","170","150","62900","64680"
"In post","2021","Legal","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","SEO/HEO","220","210","38430","37700"
"In post","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","AA/AO","80","70","21400","21260"
"In post","2021","Legal","Unknown","EO","590","570","27210","25560"
"In post","2021","Legal","Unknown","G6/G7","1030","950","58290","56620"
"In post","2021","Legal","Unknown","SCS","50","50","90890","80850"
"In post","2021","Legal","Unknown","SEO/HEO","740","720","35950","36160"
"In post","2021","Medicine","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","G6/G7","40","30","[c]","[c]"
"In post","2021","Medicine","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared disabled","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Medicine","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Declared non-disabled","AA/AO","220","210","22600","22640"
"In post","2021","Medicine","Declared non-disabled","EO","220","200","30570","30620"
"In post","2021","Medicine","Declared non-disabled","G6/G7","430","380","73840","74470"
"In post","2021","Medicine","Declared non-disabled","SCS","220","190","102310","97870"
"In post","2021","Medicine","Declared non-disabled","SEO/HEO","460","420","38810","37890"
"In post","2021","Medicine","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","SCS","40","30","[c]","[c]"
"In post","2021","Medicine","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Medicine","Unknown","AA/AO","110","110","21020","21140"
"In post","2021","Medicine","Unknown","EO","70","70","30120","30620"
"In post","2021","Medicine","Unknown","G6/G7","180","150","74770","77970"
"In post","2021","Medicine","Unknown","SCS","140","130","116090","114770"
"In post","2021","Medicine","Unknown","SEO/HEO","200","180","38440","37890"
"In post","2021","Operational Delivery","Declared disabled","AA/AO","7900","6950","22410","21430"
"In post","2021","Operational Delivery","Declared disabled","EO","4010","3680","27630","27130"
"In post","2021","Operational Delivery","Declared disabled","G6/G7","450","440","58480","56350"
"In post","2021","Operational Delivery","Declared disabled","SCS","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Declared disabled","SEO/HEO","2690","2550","36820","35280"
"In post","2021","Operational Delivery","Declared disabled","Unknown","2240","2080","30500","30210"
"In post","2021","Operational Delivery","Declared non-disabled","AA/AO","48780","43770","23010","21440"
"In post","2021","Operational Delivery","Declared non-disabled","EO","29280","27030","27300","26750"
"In post","2021","Operational Delivery","Declared non-disabled","G6/G7","4740","4610","58690","56540"
"In post","2021","Operational Delivery","Declared non-disabled","SCS","500","480","90960","83790"
"In post","2021","Operational Delivery","Declared non-disabled","SEO/HEO","21100","20090","36650","35200"
"In post","2021","Operational Delivery","Declared non-disabled","Unknown","8680","8030","30220","30210"
"In post","2021","Operational Delivery","Undeclared","AA/AO","6660","5910","25270","23240"
"In post","2021","Operational Delivery","Undeclared","EO","2970","2760","28960","27380"
"In post","2021","Operational Delivery","Undeclared","G6/G7","380","360","60000","57660"
"In post","2021","Operational Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Undeclared","SEO/HEO","2180","2080","37800","36800"
"In post","2021","Operational Delivery","Undeclared","Unknown","540","510","30400","30210"
"In post","2021","Operational Delivery","Unknown","AA/AO","17600","16060","22190","21440"
"In post","2021","Operational Delivery","Unknown","EO","8820","8370","28930","28130"
"In post","2021","Operational Delivery","Unknown","G6/G7","980","960","58780","55930"
"In post","2021","Operational Delivery","Unknown","SCS","100","90","103110","95000"
"In post","2021","Operational Delivery","Unknown","SEO/HEO","4700","4490","37240","36500"
"In post","2021","Operational Delivery","Unknown","Unknown","740","670","24380","22920"
"In post","2021","Operational Research","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","EO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","G6/G7","50","50","53520","50880"
"In post","2021","Operational Research","Declared disabled","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared disabled","SEO/HEO","70","70","36160","37320"
"In post","2021","Operational Research","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","EO","40","40","[c]","[c]"
"In post","2021","Operational Research","Declared non-disabled","G6/G7","350","330","54250","53810"
