"Status","Year","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Buckinghamshire CC","70","70","39960","36800"
"In post","2021","Commercial","Cambridgeshire CC","130","120","37430","34800"
"In post","2021","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","210","200","37620","33630"
"In post","2021","Commercial","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","60","50","35800","33650"
"In post","2021","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","40","40","[c]","[c]"
"In post","2021","Commercial","Croydon","120","120","48470","46600"
"In post","2021","Commercial","Darlington","30","30","[c]","[c]"
"In post","2021","Commercial","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","200","190","42960","40140"
"In post","2021","Commercial","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","150","150","38010","33840"
"In post","2021","Commercial","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","30","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","160","150","44690","38630"
"In post","2021","Commercial","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","60","50","32290","26120"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","260","250","46540","40480"
"In post","2021","Commercial","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","270","270","41840","35420"
"In post","2021","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","150","150","44830","38280"
"In post","2021","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Milton Keynes","80","70","43780","41160"
"In post","2021","Commercial","Monmouthshire and Newport","110","110","37950","34800"
"In post","2021","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Norwich and East Norfolk","150","140","43090","38420"
"In post","2021","Commercial","Nottingham","60","50","41870","40470"
"In post","2021","Commercial","Overseas","40","40","[c]","[c]"
"In post","2021","Commercial","Oxfordshire","40","40","[c]","[c]"
"In post","2021","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Peterborough","40","40","[c]","[c]"
"In post","2021","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Portsmouth","100","100","37290","33300"
"In post","2021","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Sefton","40","30","[c]","[c]"
"In post","2021","Commercial","Sheffield","90","90","48070","43690"
"In post","2021","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Somerset","40","30","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","40","40","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","100","90","44820","43110"
"In post","2021","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","130","130","33220","27010"
"In post","2021","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Swansea","170","150","33450","31040"
"In post","2021","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","50","50","[c]","[c]"
"In post","2021","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","170","170","49430","46130"
"In post","2021","Commercial","Tyneside","50","50","41750","41090"
"In post","2021","Commercial","Unknown","30","30","[c]","[c]"
"In post","2021","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","30","30","[c]","[c]"
"In post","2021","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","1440","1420","61930","54700"
"In post","2021","Commercial","Wiltshire","340","330","39170","34800"
"In post","2021","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","50","50","43210","38180"
"In post","2021","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","80","70","39300","35930"
"In post","2021","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Belfast","30","30","[c]","[c]"
"In post","2021","Communications","Berkshire","40","30","[c]","[c]"
"In post","2021","Communications","Birmingham","250","240","31350","28130"
"In post","2021","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bristol, City of","100","90","38260","36420"
"In post","2021","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cardiff and Vale of Glamorgan","800","770","28710","25560"
"In post","2021","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Central Hampshire","80","70","31600","26930"
"In post","2021","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","City of Edinburgh","150","140","33000","31810"
"In post","2021","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Coventry","30","30","[c]","[c]"
"In post","2021","Communications","Croydon","30","30","[c]","[c]"
"In post","2021","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Devon CC","50","50","34400","32730"
"In post","2021","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Glasgow City","30","30","[c]","[c]"
"In post","2021","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Greater Manchester South West","370","370","28620","25560"
"In post","2021","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Harrow and Hillingdon","170","170","23760","21190"
"In post","2021","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lambeth","60","60","49970","45650"
"In post","2021","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leeds","540","530","29920","25560"
"In post","2021","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Liverpool","40","40","[c]","[c]"
"In post","2021","Communications","Manchester","120","120","32150","30200"
"In post","2021","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Monmouthshire and Newport","60","60","35610","30640"
"In post","2021","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Nottingham","480","470","29450","25560"
"In post","2021","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Portsmouth","50","50","[c]","[c]"
"In post","2021","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sefton","60","60","37930","35910"
"In post","2021","Communications","Sheffield","40","40","[c]","[c]"
"In post","2021","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Hampshire","40","40","[c]","[c]"
"In post","2021","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Swansea","80","70","29440","26700"
"In post","2021","Communications","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tower Hamlets","150","150","45580","37930"
"In post","2021","Communications","Tyneside","1510","1420","27900","25560"
"In post","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Cumbria","40","40","[c]","[c]"
"In post","2021","Communications","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","1950","1910","46540","42360"
"In post","2021","Communications","Wiltshire","50","50","32850","30000"
"In post","2021","Communications","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","York","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","390","370","31230","28130"
"In post","2021","Counter Fraud","Berkshire","90","80","32030","31810"
"In post","2021","Counter Fraud","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","590","550","32550","31810"
"In post","2021","Counter Fraud","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bradford","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Bristol, City of","390","370","35350","31810"
"In post","2021","Counter Fraud","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Camden and City of London","1090","1050","37410","36160"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","360","330","31020","31810"
"In post","2021","Counter Fraud","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","230","220","31110","28130"
"In post","2021","Counter Fraud","Croydon","630","600","37810","36160"
"In post","2021","Counter Fraud","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Kent","170","160","29720","28130"
"In post","2021","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","250","210","30540","28130"
"In post","2021","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","760","730","33410","31810"
"In post","2021","Counter Fraud","Hackney and Newham","170","160","40590","38170"
"In post","2021","Counter Fraud","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","790","740","32220","31810"
"In post","2021","Counter Fraud","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
