"Status","Year","Responsibility_level","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Scottish Government","Female","3360","3020","22580","22230"
"In post","2021","AA/AO","Scottish Government","Male","2770","2670","23550","22820"
"In post","2021","AA/AO","The National Archives","Female","40","30","[c]","[c]"
"In post","2021","AA/AO","The National Archives","Male","60","50","21000","20650"
"In post","2021","AA/AO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Female","830","590","19540","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Male","630","450","19760","19520"
"In post","2021","AA/AO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Welsh Government","Female","620","550","23330","23830"
"In post","2021","AA/AO","Welsh Government","Male","350","340","23370","23830"
"In post","2021","EO","Attorney General's Departments","Female","1230","1130","28040","28430"
"In post","2021","EO","Attorney General's Departments","Male","530","520","28100","27870"
"In post","2021","EO","Cabinet Office","Female","530","510","27150","27500"
"In post","2021","EO","Cabinet Office","Male","350","350","27300","27500"
"In post","2021","EO","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Charity Commission","Female","70","60","24740","24440"
"In post","2021","EO","Charity Commission","Male","40","40","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Female","40","40","[c]","[c]"
"In post","2021","EO","Competition and Markets Authority","Male","40","40","[c]","[c]"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Female","1110","1030","26120","26180"
"In post","2021","EO","Department for Business, Energy and Industrial Strategy","Male","830","820","26930","26410"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Female","120","120","27470","26180"
"In post","2021","EO","Department for Digital, Culture, Media and Sport","Male","60","60","27240","26180"
"In post","2021","EO","Department for Education","Female","590","560","26720","26000"
"In post","2021","EO","Department for Education","Male","370","370","26610","26000"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Female","1200","1100","26150","25320"
"In post","2021","EO","Department for Environment, Food and Rural Affairs","Male","860","840","26340","25450"
"In post","2021","EO","Department for International Trade","Female","140","140","27400","26510"
"In post","2021","EO","Department for International Trade","Male","110","110","27300","26510"
"In post","2021","EO","Department for Transport","Female","1540","1410","27360","26780"
"In post","2021","EO","Department for Transport","Male","2630","2510","28400","26780"
"In post","2021","EO","Department for Work and Pensions","Female","32540","28530","28110","27570"
"In post","2021","EO","Department for Work and Pensions","Male","16480","15840","28130","27570"
"In post","2021","EO","Department of Health and Social Care","Female","1130","1050","26490","27140"
"In post","2021","EO","Department of Health and Social Care","Male","450","430","26430","27140"
"In post","2021","EO","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Food Standards Agency","Female","90","80","27140","26750"
"In post","2021","EO","Food Standards Agency","Male","350","330","27320","26750"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Female","560","530","29480","29300"
"In post","2021","EO","Foreign, Commonwealth and Development Office","Male","410","410","29530","29300"
"In post","2021","EO","HM Land Registry","Female","1460","1220","27380","27130"
"In post","2021","EO","HM Land Registry","Male","700","660","27750","27130"
"In post","2021","EO","HM Revenue and Customs","Female","8370","7440","26520","25560"
"In post","2021","EO","HM Revenue and Customs","Male","7270","7000","26350","25560"
"In post","2021","EO","HM Treasury","Female","160","150","27290","26780"
"In post","2021","EO","HM Treasury","Male","80","80","26530","26750"
"In post","2021","EO","Home Office","Female","7200","6450","26860","25990"
"In post","2021","EO","Home Office","Male","7170","6730","27050","26160"
"In post","2021","EO","Ministry of Defence","Female","4540","4280","26400","26670"
"In post","2021","EO","Ministry of Defence","Male","6060","5960","27220","26670"
"In post","2021","EO","Ministry of Housing, Communities and Local Government","Female","200","190","27790","27850"
"In post","2021","EO","Ministry of Housing, Communities and Local Government","Male","180","180","28310","27850"
"In post","2021","EO","Ministry of Justice","Female","5240","4940","26660","26410"
"In post","2021","EO","Ministry of Justice","Male","5180","5000","29960","30810"
"In post","2021","EO","National Crime Agency","Female","1260","1210","32730","32770"
"In post","2021","EO","National Crime Agency","Male","1210","1200","34240","34520"
"In post","2021","EO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Office for Standards in Education","Female","120","110","26190","25880"
"In post","2021","EO","Office for Standards in Education","Male","80","80","26440","25880"
"In post","2021","EO","Office of Gas and Electricity Markets","Female","140","130","26110","25610"
"In post","2021","EO","Office of Gas and Electricity Markets","Male","130","130","25540","25300"
"In post","2021","EO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other Cabinet Office Agencies","Female","70","70","23720","22640"
"In post","2021","EO","Other Cabinet Office Agencies","Male","60","60","24180","23540"
"In post","2021","EO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Government","Female","2530","2380","29230","29190"
"In post","2021","EO","Scottish Government","Male","2970","2840","31090","30930"
"In post","2021","EO","The National Archives","Female","40","40","[c]","[c]"
"In post","2021","EO","The National Archives","Male","30","30","[c]","[c]"
"In post","2021","EO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","United Kingdom Statistics Authority","Female","500","460","23920","23050"
"In post","2021","EO","United Kingdom Statistics Authority","Male","260","260","24070","23050"
"In post","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Welsh Government","Female","580","530","28690","28850"
"In post","2021","EO","Welsh Government","Male","440","430","28670","28850"
"In post","2021","G6/G7","Attorney General's Departments","Female","2950","2650","57860","55610"
"In post","2021","G6/G7","Attorney General's Departments","Male","1820","1760","59580","58040"
"In post","2021","G6/G7","Cabinet Office","Female","1500","1460","59400","55950"
"In post","2021","G6/G7","Cabinet Office","Male","1520","1510","59800","56440"
"In post","2021","G6/G7","Chancellor's other departments","Female","70","70","72410","67990"
"In post","2021","G6/G7","Chancellor's other departments","Male","110","110","79100","72110"
"In post","2021","G6/G7","Charity Commission","Female","40","40","[c]","[c]"
"In post","2021","G6/G7","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Competition and Markets Authority","Female","220","210","65750","62890"
"In post","2021","G6/G7","Competition and Markets Authority","Male","210","210","66870","65340"
"In post","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Female","1560","1480","57460","55600"
"In post","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Male","2060","2020","58060","57360"
"In post","2021","G6/G7","Department for Digital, Culture, Media and Sport","Female","420","400","58320","55220"
"In post","2021","G6/G7","Department for Digital, Culture, Media and Sport","Male","390","390","59020","58600"
"In post","2021","G6/G7","Department for Education","Female","1620","1540","56100","53760"
"In post","2021","G6/G7","Department for Education","Male","1270","1250","57000","54400"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Female","1160","1090","54190","53200"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs","Male","1180","1170","54830","53620"
"In post","2021","G6/G7","Department for International Trade","Female","490","480","54780","51970"
"In post","2021","G6/G7","Department for International Trade","Male","590","590","55980","53750"
"In post","2021","G6/G7","Department for Transport","Female","720","690","58640","54760"
"In post","2021","G6/G7","Department for Transport","Male","1150","1140","61430","58350"
"In post","2021","G6/G7","Department for Work and Pensions","Female","1560","1470","55910","54070"
"In post","2021","G6/G7","Department for Work and Pensions","Male","1720","1680","58710","57230"
"In post","2021","G6/G7","Department of Health and Social Care","Female","2210","2080","57690","53920"
"In post","2021","G6/G7","Department of Health and Social Care","Male","1450","1420","58830","54670"
"In post","2021","G6/G7","ESTYN","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Male","40","30","[c]","[c]"
"In post","2021","G6/G7","Food Standards Agency","Female","110","100","56420","55300"
"In post","2021","G6/G7","Food Standards Agency","Male","110","110","56350","56130"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Female","1570","1510","58990","58030"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office","Male","1710","1680","60130","58470"
"In post","2021","G6/G7","HM Land Registry","Female","170","150","62370","60520"
"In post","2021","G6/G7","HM Land Registry","Male","130","130","62840","60520"
"In post","2021","G6/G7","HM Revenue and Customs","Female","3380","3220","56810","52770"
"In post","2021","G6/G7","HM Revenue and Customs","Male","4320","4190","57670","54590"
"In post","2021","G6/G7","HM Treasury","Female","470","450","58320","56600"
"In post","2021","G6/G7","HM Treasury","Male","650","640","59540","56940"
"In post","2021","G6/G7","Home Office","Female","1590","1530","60480","57680"
"In post","2021","G6/G7","Home Office","Male","1780","1760","61120","57680"
"In post","2021","G6/G7","Ministry of Defence","Female","2200","2060","57800","55220"
"In post","2021","G6/G7","Ministry of Defence","Male","4140","4040","57560","56170"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Female","660","620","56760","53870"
"In post","2021","G6/G7","Ministry of Housing, Communities and Local Government","Male","760","730","57680","56430"
"In post","2021","G6/G7","Ministry of Justice","Female","1600","1530","60600","58130"
"In post","2021","G6/G7","Ministry of Justice","Male","1420","1400","63410","60770"
"In post","2021","G6/G7","National Crime Agency","Female","120","120","62490","59160"
"In post","2021","G6/G7","National Crime Agency","Male","240","240","65730","64410"
"In post","2021","G6/G7","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Office for Standards in Education","Female","350","340","72590","75500"
"In post","2021","G6/G7","Office for Standards in Education","Male","230","230","73740","75500"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Female","190","180","58890","57140"
"In post","2021","G6/G7","Office of Gas and Electricity Markets","Male","250","250","61440","61000"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Female","50","50","52800","48350"
"In post","2021","G6/G7","Office of Qualifications and Examinations Regulation","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","Office of Rail and Road","Female","60","50","60990","58700"
"In post","2021","G6/G7","Office of Rail and Road","Male","120","110","62930","62490"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Female","150","140","52790","52630"
"In post","2021","G6/G7","Other Cabinet Office Agencies","Male","150","140","55310","55000"
"In post","2021","G6/G7","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Scottish Government","Female","1800","1700","62250","61010"
"In post","2021","G6/G7","Scottish Government","Male","1460","1430","62980","61010"
"In post","2021","G6/G7","The National Archives","Female","50","50","[c]","[c]"
"In post","2021","G6/G7","The National Archives","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Female","40","30","[c]","[c]"
"In post","2021","G6/G7","UK Export Finance","Male","90","90","67720","67880"
"In post","2021","G6/G7","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Female","450","420","52050","50090"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Male","470","470","53520","51640"
"In post","2021","G6/G7","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","Water Services Regulation Authority","Male","40","30","[c]","[c]"
"In post","2021","G6/G7","Welsh Government","Female","550","520","60930","60830"
"In post","2021","G6/G7","Welsh Government","Male","500","490","62460","60830"
"In post","2021","SCS","Attorney General's Departments","Female","180","170","86940","82250"
"In post","2021","SCS","Attorney General's Departments","Male","130","130","88450","82860"
"In post","2021","SCS","Cabinet Office","Female","420","410","87650","75930"
"In post","2021","SCS","Cabinet Office","Male","550","550","95640","81170"
"In post","2021","SCS","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Female","50","50","[c]","[c]"
"In post","2021","SCS","Competition and Markets Authority","Male","60","60","111010","102520"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Female","170","160","81900","74920"
"In post","2021","SCS","Department for Business, Energy and Industrial Strategy","Male","220","220","84810","75850"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Female","70","60","85910","75500"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Male","60","60","87040","78180"
"In post","2021","SCS","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Education","Female","170","160","82920","74100"
"In post","2021","SCS","Department for Education","Male","130","130","85770","78000"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Female","120","110","83440","75970"
"In post","2021","SCS","Department for Environment, Food and Rural Affairs","Male","120","120","83930","77320"
"In post","2021","SCS","Department for International Trade","Female","80","80","80110","74600"
"In post","2021","SCS","Department for International Trade","Male","100","90","91420","82780"
"In post","2021","SCS","Department for Transport","Female","100","100","85360","79000"
"In post","2021","SCS","Department for Transport","Male","130","130","91850","84360"
"In post","2021","SCS","Department for Work and Pensions","Female","130","130","86670","78390"
"In post","2021","SCS","Department for Work and Pensions","Male","140","140","92370","84920"
"In post","2021","SCS","Department of Health and Social Care","Female","480","420","97490","92860"
"In post","2021","SCS","Department of Health and Social Care","Male","410","380","100200","93000"
"In post","2021","SCS","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Foreign, Commonwealth and Development Office","Female","240","230","85030","78010"
"In post","2021","SCS","Foreign, Commonwealth and Development Office","Male","320","320","87610","78030"
"In post","2021","SCS","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Revenue and Customs","Female","240","230","84670","78070"
"In post","2021","SCS","HM Revenue and Customs","Male","270","260","86460","79930"
"In post","2021","SCS","HM Treasury","Female","90","80","84300","77000"
"In post","2021","SCS","HM Treasury","Male","100","100","88660","80090"
"In post","2021","SCS","Home Office","Female","130","130","89270","82810"
"In post","2021","SCS","Home Office","Male","160","160","93870","84030"
"In post","2021","SCS","Ministry of Defence","Female","140","140","87750","81450"
"In post","2021","SCS","Ministry of Defence","Male","280","270","95650","88500"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government","Female","70","70","84290","76700"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government","Male","70","70","87950","78930"
"In post","2021","SCS","Ministry of Justice","Female","170","170","88350","83000"
"In post","2021","SCS","Ministry of Justice","Male","160","160","92440","92050"
"In post","2021","SCS","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other Cabinet Office Agencies","Male","30","30","[c]","[c]"
"In post","2021","SCS","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Scottish Government","Female","110","110","90100","83230"
"In post","2021","SCS","Scottish Government","Male","150","140","88970","83230"
"In post","2021","SCS","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","United Kingdom Statistics Authority","Female","30","30","[c]","[c]"
"In post","2021","SCS","United Kingdom Statistics Authority","Male","50","50","86380","76660"
"In post","2021","SCS","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Welsh Government","Female","80","70","86760","80940"
"In post","2021","SCS","Welsh Government","Male","100","100","92160","82210"
"In post","2021","SEO/HEO","Attorney General's Departments","Female","890","850","36520","37580"
"In post","2021","SEO/HEO","Attorney General's Departments","Male","560","550","36750","37730"
"In post","2021","SEO/HEO","Cabinet Office","Female","2270","2240","33600","33300"
"In post","2021","SEO/HEO","Cabinet Office","Male","1750","1740","33720","33300"
"In post","2021","SEO/HEO","Chancellor's other departments","Female","70","70","42030","42400"
"In post","2021","SEO/HEO","Chancellor's other departments","Male","80","80","40990","41210"
"In post","2021","SEO/HEO","Charity Commission","Female","130","120","32740","29550"
"In post","2021","SEO/HEO","Charity Commission","Male","110","100","33390","31350"
"In post","2021","SEO/HEO","Competition and Markets Authority","Female","110","110","37760","35680"
"In post","2021","SEO/HEO","Competition and Markets Authority","Male","90","90","37910","35000"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Female","2700","2570","37210","36740"
"In post","2021","SEO/HEO","Department for Business, Energy and Industrial Strategy","Male","3010","2950","38370","39360"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Female","350","350","36730","34020"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Male","310","310","37360","34240"
"In post","2021","SEO/HEO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Department for Education","Female","2180","2070","35600","36500"
"In post","2021","SEO/HEO","Department for Education","Male","1480","1470","35760","36500"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Female","2420","2270","34870","35900"
"In post","2021","SEO/HEO","Department for Environment, Food and Rural Affairs","Male","1960","1920","35000","35820"
"In post","2021","SEO/HEO","Department for International Trade","Female","540","530","35310","34750"
"In post","2021","SEO/HEO","Department for International Trade","Male","610","610","35390","34950"
"In post","2021","SEO/HEO","Department for Transport","Female","1570","1510","36690","35060"
"In post","2021","SEO/HEO","Department for Transport","Male","2410","2370","38460","37230"
"In post","2021","SEO/HEO","Department for Work and Pensions","Female","6780","6260","35130","34290"
"In post","2021","SEO/HEO","Department for Work and Pensions","Male","4570","4430","37160","35310"
"In post","2021","SEO/HEO","Department of Health and Social Care","Female","3160","2920","36070","36330"
"In post","2021","SEO/HEO","Department of Health and Social Care","Male","1490","1450","36530","36820"
"In post","2021","SEO/HEO","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Food Standards Agency","Female","320","310","36010","37350"
"In post","2021","SEO/HEO","Food Standards Agency","Male","310","300","36000","37350"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Female","1520","1480","37650","37560"
"In post","2021","SEO/HEO","Foreign, Commonwealth and Development Office","Male","1670","1650","38240","37560"
"In post","2021","SEO/HEO","HM Land Registry","Female","1040","920","36760","33840"
"In post","2021","SEO/HEO","HM Land Registry","Male","980","910","38100","38450"
"In post","2021","SEO/HEO","HM Revenue and Customs","Female","10250","9580","34750","32030"
"In post","2021","SEO/HEO","HM Revenue and Customs","Male","10780","10430","35140","32770"
"In post","2021","SEO/HEO","HM Treasury","Female","540","520","36050","34320"
"In post","2021","SEO/HEO","HM Treasury","Male","520","510","36430","34200"
