"Status","Year","Region_ITL2","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Female","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","Male","40","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Female","190","180","34270","30100"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","Male","200","200","37190","35900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Female","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","Male","70","70","46270","51710"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Transport","Male","70","70","27870","26780"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Female","800","710","28410","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","Male","350","340","27970","27570"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Female","230","200","42230","38580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","Male","140","130","48570","41890"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Female","430","410","34060","27400"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","Male","620","600","38800","34770"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Female","210","190","32920","30360"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","Male","270","260","31150","28130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Female","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Home Office","Male","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Female","1220","1160","31250","28250"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","Male","1570","1560","33880","33110"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Female","1330","1220","28650","27240"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","Male","1290","1260","31590","31810"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Female","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","Male","60","60","40710","39820"
"In post","2021","Cheshire","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Female","180","160","34590","29920"
"In post","2021","Cheshire","Department for Environment, Food and Rural Affairs","Male","130","130","38010","35900"
"In post","2021","Cheshire","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Department for Work and Pensions","Female","650","560","25890","27570"
"In post","2021","Cheshire","Department for Work and Pensions","Male","320","310","26210","27570"
"In post","2021","Cheshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Defence","Male","40","40","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Female","40","30","[c]","[c]"
"In post","2021","Cheshire","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Ministry of Justice","Female","680","630","28130","25790"
"In post","2021","Cheshire","Ministry of Justice","Male","560","530","29990","28540"
"In post","2021","Cheshire","National Crime Agency","Female","580","560","34720","32770"
"In post","2021","Cheshire","National Crime Agency","Male","610","610","37800","36410"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Female","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","Male","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","Male","50","50","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Female","570","490","25360","27570"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","Male","260","240","25760","27570"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Female","160","150","26310","21130"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","Male","300","300","24930","21950"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Female","90","70","25140","22110"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","Male","30","30","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Female","30","20","[c]","[c]"
"In post","2021","Cumbria","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Female","640","540","25470","21050"
"In post","2021","Cumbria","Department for Environment, Food and Rural Affairs","Male","360","350","26720","21050"
"In post","2021","Cumbria","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department for Work and Pensions","Female","210","170","26890","27570"
"In post","2021","Cumbria","Department for Work and Pensions","Male","70","70","28040","27570"
"In post","2021","Cumbria","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Ministry of Defence","Female","90","90","30540","26350"
"In post","2021","Cumbria","Ministry of Defence","Male","290","290","34090","32710"
"In post","2021","Cumbria","Ministry of Justice","Female","260","230","26660","23690"
"In post","2021","Cumbria","Ministry of Justice","Male","140","130","29520","28200"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Female","180","160","36980","28430"
"In post","2021","Derbyshire and Nottinghamshire","Attorney General's Departments","Male","90","90","38360","34480"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Female","110","100","29750","27130"
"In post","2021","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","Male","80","70","33310","31000"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Female","180","160","40010","36980"
"In post","2021","Derbyshire and Nottinghamshire","Department for Education","Male","120","120","44400","39450"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Female","100","90","33170","29290"
"In post","2021","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","Male","60","60","32120","29180"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Female","180","170","34190","32180"
"In post","2021","Derbyshire and Nottinghamshire","Department for Transport","Male","260","250","35670","31040"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Female","1730","1480","27370","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department for Work and Pensions","Male","960","920","30410","27570"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Female","130","120","40480","36330"
"In post","2021","Derbyshire and Nottinghamshire","Department of Health and Social Care","Male","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Female","370","330","31520","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Land Registry","Male","190","180","32850","27130"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Female","1750","1600","32240","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Revenue and Customs","Male","1730","1670","33250","31810"
"In post","2021","Derbyshire and Nottinghamshire","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Female","90","80","26930","22080"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Defence","Male","160","160","30830","28820"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","Female","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Female","1920","1740","26660","23240"
"In post","2021","Derbyshire and Nottinghamshire","Ministry of Justice","Male","1540","1470","28100","26300"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","National Crime Agency","Male","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Office for Standards in Education","Female","120","110","42850","39850"
"In post","2021","Derbyshire and Nottinghamshire","Office for Standards in Education","Male","50","50","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Attorney General's Departments","Female","50","50","38720","36240"
"In post","2021","Devon","Attorney General's Departments","Male","50","50","[c]","[c]"
"In post","2021","Devon","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Business, Energy and Industrial Strategy","Female","710","660","37200","37420"
"In post","2021","Devon","Department for Business, Energy and Industrial Strategy","Male","1110","1080","41280","40040"
"In post","2021","Devon","Department for Environment, Food and Rural Affairs","Female","310","280","28350","25190"
"In post","2021","Devon","Department for Environment, Food and Rural Affairs","Male","220","220","31260","26520"
"In post","2021","Devon","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Department for Transport","Male","80","80","35560","29730"
"In post","2021","Devon","Department for Work and Pensions","Female","1410","1140","25440","27570"
"In post","2021","Devon","Department for Work and Pensions","Male","660","620","26530","27570"
"In post","2021","Devon","Department of Health and Social Care","Female","30","30","[c]","[c]"
"In post","2021","Devon","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HM Land Registry","Female","440","380","32430","31740"
"In post","2021","Devon","HM Land Registry","Male","480","470","36990","38450"
"In post","2021","Devon","HM Revenue and Customs","Female","230","210","25160","21100"
"In post","2021","Devon","HM Revenue and Customs","Male","190","180","28580","24500"
"In post","2021","Devon","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Home Office","Female","40","30","[c]","[c]"
"In post","2021","Devon","Home Office","Male","60","60","30800","27370"
"In post","2021","Devon","Ministry of Defence","Female","450","420","27760","22080"
"In post","2021","Devon","Ministry of Defence","Male","1000","970","30070","26070"
"In post","2021","Devon","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Ministry of Justice","Female","610","540","27750","23970"
"In post","2021","Devon","Ministry of Justice","Male","760","720","28960","26850"
"In post","2021","Devon","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs","Female","120","110","31530","29270"
"In post","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs","Male","100","100","35770","30220"
"In post","2021","Dorset and Somerset","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Department for Transport","Male","50","50","28480","27230"
"In post","2021","Dorset and Somerset","Department for Work and Pensions","Female","630","520","26570","27570"
"In post","2021","Dorset and Somerset","Department for Work and Pensions","Male","290","270","26820","27570"
"In post","2021","Dorset and Somerset","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","HM Land Registry","Female","200","170","29040","27130"
"In post","2021","Dorset and Somerset","HM Land Registry","Male","90","80","29500","27130"
"In post","2021","Dorset and Somerset","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Home Office","Male","60","60","27830","27370"
"In post","2021","Dorset and Somerset","Ministry of Defence","Female","800","740","30070","26900"
"In post","2021","Dorset and Somerset","Ministry of Defence","Male","1400","1360","32360","33000"
"In post","2021","Dorset and Somerset","Ministry of Justice","Female","680","600","26710","23840"
"In post","2021","Dorset and Somerset","Ministry of Justice","Male","680","650","29070","27680"
"In post","2021","Dorset and Somerset","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Attorney General's Departments","Female","80","70","32660","28430"
"In post","2021","East Anglia","Attorney General's Departments","Male","40","40","[c]","[c]"
"In post","2021","East Anglia","Cabinet Office","Female","60","50","47860","40250"
"In post","2021","East Anglia","Cabinet Office","Male","50","50","46530","44060"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy","Female","90","80","30850","26450"
"In post","2021","East Anglia","Department for Business, Energy and Industrial Strategy","Male","50","50","34390","34050"
"In post","2021","East Anglia","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Female","360","340","32970","29720"
"In post","2021","East Anglia","Department for Environment, Food and Rural Affairs","Male","400","380","35890","31430"
"In post","2021","East Anglia","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Department for Transport","Male","150","150","28480","26780"
"In post","2021","East Anglia","Department for Work and Pensions","Female","1190","1000","26670","27570"
"In post","2021","East Anglia","Department for Work and Pensions","Male","680","640","27940","27570"
"In post","2021","East Anglia","Department of Health and Social Care","Female","210","190","39680","32430"
"In post","2021","East Anglia","Department of Health and Social Care","Male","110","100","49030","38400"
"In post","2021","East Anglia","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","HM Land Registry","Female","180","160","30320","27130"
"In post","2021","East Anglia","HM Land Registry","Male","110","100","32240","33840"
"In post","2021","East Anglia","HM Revenue and Customs","Female","350","310","28730","25930"
"In post","2021","East Anglia","HM Revenue and Customs","Male","330","320","32120","31810"
"In post","2021","East Anglia","HM Treasury","Female","50","40","[c]","[c]"
"In post","2021","East Anglia","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Home Office","Female","450","390","24210","21430"
"In post","2021","East Anglia","Home Office","Male","380","360","25750","24890"
"In post","2021","East Anglia","Ministry of Defence","Female","1050","990","28030","26350"
"In post","2021","East Anglia","Ministry of Defence","Male","1350","1330","31350","31000"
"In post","2021","East Anglia","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Ministry of Justice","Female","2060","1880","27640","24620"
"In post","2021","East Anglia","Ministry of Justice","Male","2240","2150","30220","30380"
"In post","2021","East Anglia","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Office for Standards in Education","Female","70","70","58660","51360"
"In post","2021","East Anglia","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Other Cabinet Office Agencies","Female","80","70","34840","34800"
"In post","2021","East Anglia","Other Cabinet Office Agencies","Male","90","90","35510","32960"
"In post","2021","East Wales","Attorney General's Departments","Female","190","170","38610","37890"
"In post","2021","East Wales","Attorney General's Departments","Male","100","90","46140","48830"
"In post","2021","East Wales","Cabinet Office","Female","40","30","[c]","[c]"
"In post","2021","East Wales","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for Business, Energy and Industrial Strategy","Female","1410","1270","31590","26920"
"In post","2021","East Wales","Department for Business, Energy and Industrial Strategy","Male","1360","1320","37790","36030"
"In post","2021","East Wales","Department for Environment, Food and Rural Affairs","Female","80","70","29350","24920"
"In post","2021","East Wales","Department for Environment, Food and Rural Affairs","Male","40","40","[c]","[c]"
"In post","2021","East Wales","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department for Transport","Female","40","40","[c]","[c]"
"In post","2021","East Wales","Department for Transport","Male","100","100","31690","27230"
"In post","2021","East Wales","Department for Work and Pensions","Female","1500","1310","26270","27570"
"In post","2021","East Wales","Department for Work and Pensions","Male","830","800","27660","27570"
"In post","2021","East Wales","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","ESTYN","Female","70","60","53760","63880"
"In post","2021","East Wales","ESTYN","Male","50","50","[c]","[c]"
"In post","2021","East Wales","Food Standards Agency","Female","60","50","38700","37910"
"In post","2021","East Wales","Food Standards Agency","Male","60","60","39210","37910"
"In post","2021","East Wales","HM Revenue and Customs","Female","2170","1930","27650","25560"
"In post","2021","East Wales","HM Revenue and Customs","Male","2120","2040","28730","25560"
"In post","2021","East Wales","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Home Office","Female","320","290","26930","24890"
"In post","2021","East Wales","Home Office","Male","220","210","28400","25310"
"In post","2021","East Wales","Ministry of Defence","Female","280","260","25660","22080"
"In post","2021","East Wales","Ministry of Defence","Male","650","630","27560","27460"
"In post","2021","East Wales","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Ministry of Justice","Female","1380","1290","27620","23970"
"In post","2021","East Wales","Ministry of Justice","Male","1190","1140","29110","26300"
"In post","2021","East Wales","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Other Cabinet Office Agencies","Female","50","50","33860","31680"
"In post","2021","East Wales","Other Cabinet Office Agencies","Male","60","60","33490","31300"
"In post","2021","East Wales","United Kingdom Statistics Authority","Female","1530","1410","32600","29540"
"In post","2021","East Wales","United Kingdom Statistics Authority","Male","1160","1140","37080","36030"
"In post","2021","East Wales","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Welsh Government","Female","1840","1690","41780","37410"
