"Status","Year","Disability","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","North West (England)","SEO/HEO","1280","1200","35120","33840"
"In post","2021","Declared disabled","North West (England)","Unknown","330","310","30560","30210"
"In post","2021","Declared disabled","Northern Ireland","AA/AO","140","130","21130","20810"
"In post","2021","Declared disabled","Northern Ireland","EO","90","80","26500","25900"
"In post","2021","Declared disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland","SEO/HEO","80","70","34230","31870"
"In post","2021","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","G6/G7","90","90","60260","58330"
"In post","2021","Declared disabled","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Overseas","SEO/HEO","90","90","36420","34770"
"In post","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","AA/AO","1610","1410","21670","21010"
"In post","2021","Declared disabled","Scotland","EO","1480","1350","28110","27570"
"In post","2021","Declared disabled","Scotland","G6/G7","310","300","59380","58110"
"In post","2021","Declared disabled","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland","SEO/HEO","1040","990","37610","35230"
"In post","2021","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","AA/AO","1510","1340","23060","21430"
"In post","2021","Declared disabled","South East (England)","EO","1500","1370","28210","27570"
"In post","2021","Declared disabled","South East (England)","G6/G7","270","260","55550","53500"
"In post","2021","Declared disabled","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South East (England)","SEO/HEO","1020","970","36480","35120"
"In post","2021","Declared disabled","South East (England)","Unknown","260","240","30160","30210"
"In post","2021","Declared disabled","South West (England)","AA/AO","1100","980","21730","21010"
"In post","2021","Declared disabled","South West (England)","EO","1290","1170","26630","27570"
"In post","2021","Declared disabled","South West (England)","G6/G7","440","420","55990","54540"
"In post","2021","Declared disabled","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","South West (England)","SEO/HEO","1570","1500","36260","35710"
"In post","2021","Declared disabled","South West (England)","Unknown","330","310","34830","32710"
"In post","2021","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","EO","100","90","27990","27570"
"In post","2021","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","AA/AO","1420","1210","20870","21010"
"In post","2021","Declared disabled","Wales","EO","1010","910","27070","27570"
"In post","2021","Declared disabled","Wales","G6/G7","210","200","58620","57280"
"In post","2021","Declared disabled","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Wales","SEO/HEO","690","650","35940","34970"
"In post","2021","Declared disabled","Wales","Unknown","190","180","30000","28470"
"In post","2021","Declared disabled","West Midlands (England)","AA/AO","1180","1050","21600","21010"
"In post","2021","Declared disabled","West Midlands (England)","EO","1270","1140","27100","27570"
"In post","2021","Declared disabled","West Midlands (England)","G6/G7","190","180","56520","52970"
"In post","2021","Declared disabled","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","West Midlands (England)","SEO/HEO","710","670","35650","33840"
"In post","2021","Declared disabled","West Midlands (England)","Unknown","250","230","30450","30210"
"In post","2021","Declared disabled","Yorkshire and The Humber","AA/AO","1210","1040","21690","21010"
"In post","2021","Declared disabled","Yorkshire and The Humber","EO","1290","1150","27040","27570"
"In post","2021","Declared disabled","Yorkshire and The Humber","G6/G7","320","310","55840","52750"
"In post","2021","Declared disabled","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Yorkshire and The Humber","SEO/HEO","890","830","35180","34290"
"In post","2021","Declared disabled","Yorkshire and The Humber","Unknown","260","240","30840","30210"
"In post","2021","Declared non-disabled","East Midlands (England)","AA/AO","5080","4580","22130","21010"
"In post","2021","Declared non-disabled","East Midlands (England)","EO","4100","3770","27030","27570"
"In post","2021","Declared non-disabled","East Midlands (England)","G6/G7","1060","1010","57660","53430"
"In post","2021","Declared non-disabled","East Midlands (England)","SCS","70","70","89950","83850"
"In post","2021","Declared non-disabled","East Midlands (England)","SEO/HEO","3260","3080","36030","34120"
"In post","2021","Declared non-disabled","East Midlands (England)","Unknown","700","640","30290","30210"
"In post","2021","Declared non-disabled","East of England","AA/AO","5250","4800","23500","21440"
"In post","2021","Declared non-disabled","East of England","EO","5140","4710","28170","27570"
"In post","2021","Declared non-disabled","East of England","G6/G7","880","850","59290","55610"
"In post","2021","Declared non-disabled","East of England","SCS","80","80","96330","95620"
"In post","2021","Declared non-disabled","East of England","SEO/HEO","3430","3260","36680","35120"
"In post","2021","Declared non-disabled","East of England","Unknown","730","680","29260","28200"
"In post","2021","Declared non-disabled","London","AA/AO","8110","7500","25430","25110"
"In post","2021","Declared non-disabled","London","EO","14450","13650","29950","30130"
"In post","2021","Declared non-disabled","London","G6/G7","18830","18170","60660","59150"
"In post","2021","Declared non-disabled","London","SCS","3230","3110","90190","81800"
"In post","2021","Declared non-disabled","London","SEO/HEO","21510","20990","38690","37890"
"In post","2021","Declared non-disabled","London","Unknown","1150","1110","34280","34100"
"In post","2021","Declared non-disabled","North East (England)","AA/AO","8550","7320","21460","21010"
"In post","2021","Declared non-disabled","North East (England)","EO","5310","4800","26850","27570"
"In post","2021","Declared non-disabled","North East (England)","G6/G7","1530","1480","54880","52580"
"In post","2021","Declared non-disabled","North East (England)","SCS","90","80","87480","78780"
"In post","2021","Declared non-disabled","North East (England)","SEO/HEO","4340","4100","34930","33530"
"In post","2021","Declared non-disabled","North East (England)","Unknown","500","470","29360","28200"
"In post","2021","Declared non-disabled","North West (England)","AA/AO","13650","12110","21440","21010"
"In post","2021","Declared non-disabled","North West (England)","EO","12800","11780","26800","27570"
"In post","2021","Declared non-disabled","North West (England)","G6/G7","3240","3120","56730","52920"
"In post","2021","Declared non-disabled","North West (England)","SCS","190","190","87900","82050"
"In post","2021","Declared non-disabled","North West (England)","SEO/HEO","8910","8490","35210","33570"
"In post","2021","Declared non-disabled","North West (England)","Unknown","1480","1390","31030","30210"
"In post","2021","Declared non-disabled","Northern Ireland","AA/AO","960","890","20850","20310"
"In post","2021","Declared non-disabled","Northern Ireland","EO","600","560","26470","25560"
"In post","2021","Declared non-disabled","Northern Ireland","G6/G7","180","170","56070","52580"
"In post","2021","Declared non-disabled","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland","SEO/HEO","570","550","34690","31940"
"In post","2021","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","AA/AO","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Overseas","EO","210","210","27760","27130"
"In post","2021","Declared non-disabled","Overseas","G6/G7","880","870","59790","57790"
"In post","2021","Declared non-disabled","Overseas","SCS","210","210","86750","78510"
"In post","2021","Declared non-disabled","Overseas","SEO/HEO","1010","1010","38740","34770"
"In post","2021","Declared non-disabled","Overseas","Unknown","210","210","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland","AA/AO","8900","7990","21880","21010"
"In post","2021","Declared non-disabled","Scotland","EO","7580","6980","27380","27570"
"In post","2021","Declared non-disabled","Scotland","G6/G7","2880","2760","60970","61010"
"In post","2021","Declared non-disabled","Scotland","SCS","230","220","88780","83230"
"In post","2021","Declared non-disabled","Scotland","SEO/HEO","7300","7000","37790","35110"
"In post","2021","Declared non-disabled","Scotland","Unknown","80","80","39710","41960"
"In post","2021","Declared non-disabled","South East (England)","AA/AO","8870","8130","24010","21580"
"In post","2021","Declared non-disabled","South East (England)","EO","9020","8320","27970","27570"
"In post","2021","Declared non-disabled","South East (England)","G6/G7","2270","2170","57580","54990"
"In post","2021","Declared non-disabled","South East (England)","SCS","130","120","90240","86600"
"In post","2021","Declared non-disabled","South East (England)","SEO/HEO","6600","6310","36760","35510"
"In post","2021","Declared non-disabled","South East (England)","Unknown","1050","960","30810","30850"
"In post","2021","Declared non-disabled","South West (England)","AA/AO","6170","5610","22080","21010"
"In post","2021","Declared non-disabled","South West (England)","EO","7390","6800","26390","27130"
"In post","2021","Declared non-disabled","South West (England)","G6/G7","4480","4310","56010","54540"
"In post","2021","Declared non-disabled","South West (England)","SCS","240","230","95810","90530"
"In post","2021","Declared non-disabled","South West (England)","SEO/HEO","11610","11100","36240","35630"
"In post","2021","Declared non-disabled","South West (England)","Unknown","1790","1690","37260","33360"
"In post","2021","Declared non-disabled","Unknown","AA/AO","180","150","22340","21010"
"In post","2021","Declared non-disabled","Unknown","EO","410","380","28090","27570"
"In post","2021","Declared non-disabled","Unknown","G6/G7","130","120","55660","54700"
"In post","2021","Declared non-disabled","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","240","230","36550","34640"
"In post","2021","Declared non-disabled","Unknown","Unknown","60","60","28500","27370"
"In post","2021","Declared non-disabled","Wales","AA/AO","8420","7430","21300","21130"
"In post","2021","Declared non-disabled","Wales","EO","6580","6070","27130","27570"
"In post","2021","Declared non-disabled","Wales","G6/G7","2440","2350","59060","59620"
"In post","2021","Declared non-disabled","Wales","SCS","250","240","86840","78730"
"In post","2021","Declared non-disabled","Wales","SEO/HEO","6530","6210","37440","37410"
"In post","2021","Declared non-disabled","Wales","Unknown","770","720","30250","30210"
"In post","2021","Declared non-disabled","West Midlands (England)","AA/AO","6770","6090","21760","21010"
"In post","2021","Declared non-disabled","West Midlands (England)","EO","6510","5970","26980","27570"
"In post","2021","Declared non-disabled","West Midlands (England)","G6/G7","1640","1590","57120","52790"
"In post","2021","Declared non-disabled","West Midlands (England)","SCS","150","140","93720","86040"
"In post","2021","Declared non-disabled","West Midlands (England)","SEO/HEO","4710","4510","35970","34290"
"In post","2021","Declared non-disabled","West Midlands (England)","Unknown","1040","960","29760","28200"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","AA/AO","7590","6760","22450","21010"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","EO","7340","6700","27120","27570"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","G6/G7","2780","2650","56560","53340"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","SCS","170","160","86740","78520"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","SEO/HEO","6170","5840","35360","34290"
"In post","2021","Declared non-disabled","Yorkshire and The Humber","Unknown","950","860","29840","30210"
"In post","2021","Undeclared","East Midlands (England)","AA/AO","620","560","23800","21130"
"In post","2021","Undeclared","East Midlands (England)","EO","420","390","28130","27570"
"In post","2021","Undeclared","East Midlands (England)","G6/G7","50","50","56300","52580"
"In post","2021","Undeclared","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East Midlands (England)","SEO/HEO","350","340","36650","35310"
"In post","2021","Undeclared","East Midlands (England)","Unknown","50","50","29640","30810"
"In post","2021","Undeclared","East of England","AA/AO","690","630","25520","23240"
"In post","2021","Undeclared","East of England","EO","500","460","28830","27570"
"In post","2021","Undeclared","East of England","G6/G7","80","70","59130","56030"
"In post","2021","Undeclared","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","East of England","SEO/HEO","420","400","37560","36310"
"In post","2021","Undeclared","East of England","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","London","AA/AO","1040","950","27450","25630"
"In post","2021","Undeclared","London","EO","1200","1150","30320","30370"
"In post","2021","Undeclared","London","G6/G7","1490","1450","60610","59160"
"In post","2021","Undeclared","London","SCS","210","200","88650","80990"
"In post","2021","Undeclared","London","SEO/HEO","2060","2020","38760","37640"
"In post","2021","Undeclared","London","Unknown","80","80","33810","32690"
"In post","2021","Undeclared","North East (England)","AA/AO","850","740","23860","21440"
"In post","2021","Undeclared","North East (England)","EO","420","390","27770","27570"
"In post","2021","Undeclared","North East (England)","G6/G7","100","100","55580","52580"
"In post","2021","Undeclared","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North East (England)","SEO/HEO","360","340","35620","33840"
"In post","2021","Undeclared","North East (England)","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","North West (England)","AA/AO","1470","1320","23720","21430"
"In post","2021","Undeclared","North West (England)","EO","930","860","27730","27570"
"In post","2021","Undeclared","North West (England)","G6/G7","210","200","55930","53150"
"In post","2021","Undeclared","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","North West (England)","SEO/HEO","740","710","36110","34290"
"In post","2021","Undeclared","North West (England)","Unknown","100","90","30730","31420"
"In post","2021","Undeclared","Northern Ireland","AA/AO","80","70","20850","20310"
"In post","2021","Undeclared","Northern Ireland","EO","50","50","26840","26690"
"In post","2021","Undeclared","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland","SEO/HEO","70","70","34540","33950"
"In post","2021","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6/G7","50","50","60290","57400"
"In post","2021","Undeclared","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO/HEO","70","70","36700","34620"
"In post","2021","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","AA/AO","530","480","21710","21010"
"In post","2021","Undeclared","Scotland","EO","420","390","27620","27570"
"In post","2021","Undeclared","Scotland","G6/G7","110","110","62360","61010"
"In post","2021","Undeclared","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland","SEO/HEO","360","350","37810","34980"
"In post","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","AA/AO","1290","1170","25850","23270"
"In post","2021","Undeclared","South East (England)","EO","920","860","28980","27570"
"In post","2021","Undeclared","South East (England)","G6/G7","260","250","55120","53250"
"In post","2021","Undeclared","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South East (England)","SEO/HEO","820","790","37680","36970"
"In post","2021","Undeclared","South East (England)","Unknown","80","80","32270","31980"
"In post","2021","Undeclared","South West (England)","AA/AO","630","580","23700","21130"
"In post","2021","Undeclared","South West (England)","EO","590","560","27120","27380"
"In post","2021","Undeclared","South West (England)","G6/G7","400","380","55830","54540"
"In post","2021","Undeclared","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","South West (England)","SEO/HEO","1040","990","37020","37320"
"In post","2021","Undeclared","South West (England)","Unknown","140","130","40700","39200"
"In post","2021","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","AA/AO","760","660","22010","21590"
"In post","2021","Undeclared","Wales","EO","530","490","27820","27570"
"In post","2021","Undeclared","Wales","G6/G7","110","110","59420","59020"
"In post","2021","Undeclared","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales","SEO/HEO","480","460","37550","37410"
"In post","2021","Undeclared","Wales","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","AA/AO","750","680","23660","21110"
"In post","2021","Undeclared","West Midlands (England)","EO","580","540","27620","27570"
"In post","2021","Undeclared","West Midlands (England)","G6/G7","130","130","56830","52930"
"In post","2021","Undeclared","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","West Midlands (England)","SEO/HEO","420","400","36380","35480"
"In post","2021","Undeclared","West Midlands (England)","Unknown","60","60","29730","28200"
"In post","2021","Undeclared","Yorkshire and The Humber","AA/AO","850","770","24850","21550"
"In post","2021","Undeclared","Yorkshire and The Humber","EO","620","580","28470","27570"
"In post","2021","Undeclared","Yorkshire and The Humber","G6/G7","150","140","56280","52580"
"In post","2021","Undeclared","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Yorkshire and The Humber","SEO/HEO","600","570","36610","36460"
"In post","2021","Undeclared","Yorkshire and The Humber","Unknown","50","50","31430","34340"
"In post","2021","Unknown","East Midlands (England)","AA/AO","1350","1260","21370","20600"
"In post","2021","Unknown","East Midlands (England)","EO","710","680","26570","25560"
"In post","2021","Unknown","East Midlands (England)","G6/G7","180","180","56810","52580"
"In post","2021","Unknown","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Midlands (England)","SEO/HEO","650","620","34720","31910"
"In post","2021","Unknown","East Midlands (England)","Unknown","50","40","[c]","[c]"
"In post","2021","Unknown","East of England","AA/AO","1070","1020","23280","21440"
"In post","2021","Unknown","East of England","EO","590","560","27890","27140"
"In post","2021","Unknown","East of England","G6/G7","270","260","57720","53970"
"In post","2021","Unknown","East of England","SCS","40","30","[c]","[c]"
"In post","2021","Unknown","East of England","SEO/HEO","730","690","36340","35360"
"In post","2021","Unknown","East of England","Unknown","80","70","23270","22920"
"In post","2021","Unknown","London","AA/AO","2180","2110","25340","24220"
"In post","2021","Unknown","London","EO","3220","3120","29900","29570"
"In post","2021","Unknown","London","G6/G7","5310","5160","60060","57890"
"In post","2021","Unknown","London","SCS","970","940","94310","83280"
"In post","2021","Unknown","London","SEO/HEO","7560","7440","37000","36160"
"In post","2021","Unknown","London","Unknown","110","110","28500","26810"
"In post","2021","Unknown","North East (England)","AA/AO","2730","2360","20930","20380"
"In post","2021","Unknown","North East (England)","EO","1180","1120","26070","25560"
"In post","2021","Unknown","North East (England)","G6/G7","280","270","54150","52580"
"In post","2021","Unknown","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","SEO/HEO","880","850","33910","31810"
"In post","2021","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","AA/AO","3370","3090","21180","20800"
"In post","2021","Unknown","North West (England)","EO","2290","2200","27040","25560"
"In post","2021","Unknown","North West (England)","G6/G7","720","700","55220","52580"
"In post","2021","Unknown","North West (England)","SCS","60","60","84910","72130"
"In post","2021","Unknown","North West (England)","SEO/HEO","2050","1990","34680","32100"
"In post","2021","Unknown","North West (England)","Unknown","120","110","25340","22920"
"In post","2021","Unknown","Northern Ireland","AA/AO","500","470","20520","20140"
"In post","2021","Unknown","Northern Ireland","EO","250","240","26740","25560"
"In post","2021","Unknown","Northern Ireland","G6/G7","40","30","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","SEO/HEO","180","170","35680","34050"
"In post","2021","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","30","30","[c]","[c]"
"In post","2021","Unknown","Overseas","G6/G7","310","310","60110","58030"
"In post","2021","Unknown","Overseas","SCS","60","60","84550","76110"
"In post","2021","Unknown","Overseas","SEO/HEO","380","380","44440","41600"
"In post","2021","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","AA/AO","5810","5360","22620","21200"
"In post","2021","Unknown","Scotland","EO","4070","3840","29970","29350"
"In post","2021","Unknown","Scotland","G6/G7","1350","1300","60840","61010"
"In post","2021","Unknown","Scotland","SCS","90","90","86760","83230"
"In post","2021","Unknown","Scotland","SEO/HEO","3390","3200","38280","38540"
"In post","2021","Unknown","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","AA/AO","2480","2240","23980","21440"
"In post","2021","Unknown","South East (England)","EO","1310","1250","28230","26970"
"In post","2021","Unknown","South East (England)","G6/G7","580","550","57430","54460"
"In post","2021","Unknown","South East (England)","SCS","50","50","[c]","[c]"
"In post","2021","Unknown","South East (England)","SEO/HEO","1350","1300","35770","35300"
"In post","2021","Unknown","South East (England)","Unknown","130","120","27940","22920"
"In post","2021","Unknown","South West (England)","AA/AO","1500","1420","22190","21100"
"In post","2021","Unknown","South West (England)","EO","1310","1250","26520","26670"
"In post","2021","Unknown","South West (England)","G6/G7","880","830","56550","54540"
"In post","2021","Unknown","South West (England)","SCS","60","60","99510","92400"
"In post","2021","Unknown","South West (England)","SEO/HEO","1940","1860","36340","36520"
"In post","2021","Unknown","South West (England)","Unknown","250","230","39450","34000"
"In post","2021","Unknown","Unknown","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","60","60","27930","27570"
"In post","2021","Unknown","Unknown","G6/G7","60","50","61210","60990"
"In post","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","450","450","32670","32000"
"In post","2021","Unknown","Unknown","Unknown","1850","1850","37580","34460"
"In post","2021","Unknown","Wales","AA/AO","2330","2120","20970","21010"
"In post","2021","Unknown","Wales","EO","1310","1250","25800","25560"
"In post","2021","Unknown","Wales","G6/G7","450","440","56320","53630"
"In post","2021","Unknown","Wales","SCS","30","30","[c]","[c]"
"In post","2021","Unknown","Wales","SEO/HEO","1410","1370","34640","33570"
"In post","2021","Unknown","Wales","Unknown","110","100","27130","24800"
"In post","2021","Unknown","West Midlands (England)","AA/AO","1640","1560","21610","20800"
"In post","2021","Unknown","West Midlands (England)","EO","1010","970","27110","26000"
"In post","2021","Unknown","West Midlands (England)","G6/G7","410","390","56770","52600"
"In post","2021","Unknown","West Midlands (England)","SCS","50","40","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","SEO/HEO","960","930","35850","35000"
"In post","2021","Unknown","West Midlands (England)","Unknown","60","50","23610","20770"
"In post","2021","Unknown","Yorkshire and The Humber","AA/AO","2020","1920","21680","20880"
"In post","2021","Unknown","Yorkshire and The Humber","EO","1260","1210","26510","25560"
"In post","2021","Unknown","Yorkshire and The Humber","G6/G7","610","580","55390","52580"
"In post","2021","Unknown","Yorkshire and The Humber","SCS","90","90","82230","75000"
"In post","2021","Unknown","Yorkshire and The Humber","SEO/HEO","1310","1270","33920","32000"
"In post","2021","Unknown","Yorkshire and The Humber","Unknown","70","60","23380","22920"
"In post","2022","Declared disabled","East Midlands (England)","AA/AO","1020","910","22240","21260"
"In post","2022","Declared disabled","East Midlands (England)","EO","920","830","27270","27570"
"In post","2022","Declared disabled","East Midlands (England)","G6/G7","150","140","57760","55210"
"In post","2022","Declared disabled","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Midlands (England)","SEO/HEO","570","540","36000","33840"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","310","280","30500","28200"
"In post","2022","Declared disabled","East of England","AA/AO","800","710","23460","21820"
"In post","2022","Declared disabled","East of England","EO","990","910","28440","27570"
"In post","2022","Declared disabled","East of England","G6/G7","110","110","59760","58630"
"In post","2022","Declared disabled","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO/HEO","540","510","37460","35980"
"In post","2022","Declared disabled","East of England","Unknown","260","240","29010","28200"
"In post","2022","Declared disabled","London","AA/AO","1320","1200","25410","25110"
"In post","2022","Declared disabled","London","EO","2470","2320","30330","30750"
"In post","2022","Declared disabled","London","G6/G7","2270","2190","60450","59160"
"In post","2022","Declared disabled","London","SCS","300","290","89650","80670"
"In post","2022","Declared disabled","London","SEO/HEO","3150","3060","38910","38240"
"In post","2022","Declared disabled","London","Unknown","420","400","35340","34100"
"In post","2022","Declared disabled","North East (England)","AA/AO","1590","1340","21710","21260"
"In post","2022","Declared disabled","North East (England)","EO","1100","970","27260","27570"
"In post","2022","Declared disabled","North East (England)","G6/G7","210","200","55570","54500"
"In post","2022","Declared disabled","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SEO/HEO","710","670","35010","33370"
"In post","2022","Declared disabled","North East (England)","Unknown","210","200","30280","28200"
"In post","2022","Declared disabled","North West (England)","AA/AO","2670","2330","21650","21260"
"In post","2022","Declared disabled","North West (England)","EO","2440","2190","27200","27570"
"In post","2022","Declared disabled","North West (England)","G6/G7","520","500","56510","55210"
"In post","2022","Declared disabled","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SEO/HEO","1540","1450","35520","33840"
"In post","2022","Declared disabled","North West (England)","Unknown","500","470","30700","28200"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","130","110","21920","21250"
"In post","2022","Declared disabled","Northern Ireland","EO","90","80","27050","26820"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
