"Status","Year","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Heterosexual / straight","15330","14100","33400","29490"
"In post","2022","Asian","Female","LGBO","330","300","32110","28310"
"In post","2022","Asian","Female","Undeclared","1170","1040","31460","28310"
"In post","2022","Asian","Female","Unknown","1880","1580","31750","27570"
"In post","2022","Asian","Male","Heterosexual / straight","12620","12310","34050","30450"
"In post","2022","Asian","Male","LGBO","390","380","36240","32370"
"In post","2022","Asian","Male","Undeclared","690","660","33190","30400"
"In post","2022","Asian","Male","Unknown","1250","1190","34000","29290"
"In post","2022","Black","Female","Heterosexual / straight","9250","8830","33140","31020"
"In post","2022","Black","Female","LGBO","200","190","33720","30990"
"In post","2022","Black","Female","Undeclared","580","540","32320","30320"
"In post","2022","Black","Female","Unknown","890","800","32030","30550"
"In post","2022","Black","Male","Heterosexual / straight","5270","5180","33950","31060"
"In post","2022","Black","Male","LGBO","150","150","36180","31120"
"In post","2022","Black","Male","Undeclared","230","220","33710","31060"
"In post","2022","Black","Male","Unknown","510","490","34180","31650"
"In post","2022","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Heterosexual / straight","4260","4000","34980","31060"
"In post","2022","Mixed","Female","LGBO","430","420","34610","30970"
"In post","2022","Mixed","Female","Undeclared","380","350","33830","30200"
"In post","2022","Mixed","Female","Unknown","320","280","34970","29230"
"In post","2022","Mixed","Male","Heterosexual / straight","2870","2820","36980","32800"
"In post","2022","Mixed","Male","LGBO","380","380","37370","33140"
"In post","2022","Mixed","Male","Undeclared","280","260","37060","31880"
"In post","2022","Mixed","Male","Unknown","250","250","36670","32140"
"In post","2022","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Heterosexual / straight","1070","1010","35140","31060"
"In post","2022","Other ethnicity","Female","LGBO","100","90","35830","32790"
"In post","2022","Other ethnicity","Female","Undeclared","130","120","39010","31520"
"In post","2022","Other ethnicity","Female","Unknown","130","110","36490","31060"
"In post","2022","Other ethnicity","Male","Heterosexual / straight","850","830","36900","32790"
"In post","2022","Other ethnicity","Male","LGBO","120","110","42230","35200"
"In post","2022","Other ethnicity","Male","Undeclared","150","150","42270","36980"
"In post","2022","Other ethnicity","Male","Unknown","120","110","37510","31650"
"In post","2022","Undeclared","Female","Heterosexual / straight","1430","1310","32190","28310"
"In post","2022","Undeclared","Female","LGBO","100","90","31700","29750"
"In post","2022","Undeclared","Female","Undeclared","4900","4440","34160","30410"
"In post","2022","Undeclared","Female","Unknown","1870","1570","31260","27570"
"In post","2022","Undeclared","Male","Heterosexual / straight","1630","1570","34900","31060"
"In post","2022","Undeclared","Male","LGBO","200","190","35150","31600"
"In post","2022","Undeclared","Male","Undeclared","8170","7880","37560","33370"
"In post","2022","Undeclared","Male","Unknown","1910","1790","35910","32640"
"In post","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Heterosexual / straight","1850","1650","33720","28920"
"In post","2022","Unknown","Female","LGBO","110","100","35170","29290"
"In post","2022","Unknown","Female","Undeclared","1400","1310","40170","35510"
"In post","2022","Unknown","Female","Unknown","33270","30990","32110","27570"
"In post","2022","Unknown","Male","Heterosexual / straight","1520","1470","35520","31400"
"In post","2022","Unknown","Male","LGBO","140","140","38060","32710"
"In post","2022","Unknown","Male","Undeclared","1190","1150","42470","38200"
"In post","2022","Unknown","Male","Unknown","33020","32190","34230","29490"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","White","Female","Heterosexual / straight","156410","142140","33600","28280"
"In post","2022","White","Female","LGBO","9750","9420","33260","29230"
"In post","2022","White","Female","Undeclared","13750","12220","32490","27570"
"In post","2022","White","Female","Unknown","16800","14170","31340","27570"
"In post","2022","White","Male","Heterosexual / straight","124880","121190","36540","32000"
"In post","2022","White","Male","LGBO","9650","9460","36430","31650"
"In post","2022","White","Male","Undeclared","10240","9780","35800","31650"
"In post","2022","White","Male","Unknown","13330","12580","35930","31650"
"In post","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Female","Heterosexual / straight","410","370","30180","26410"
"Leaver CS","2021","Asian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Female","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Asian","Female","Unknown","210","160","[c]","[c]"
"Leaver CS","2021","Asian","Male","Heterosexual / straight","350","330","30520","27570"
"Leaver CS","2021","Asian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Male","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Female","Heterosexual / straight","260","240","30970","26410"
"Leaver CS","2021","Black","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Female","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","Black","Male","Heterosexual / straight","190","180","32940","27570"
"Leaver CS","2021","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Heterosexual / straight","140","130","29280","25110"
"Leaver CS","2021","Mixed","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Heterosexual / straight","110","100","33870","29290"
"Leaver CS","2021","Mixed","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Undeclared","170","150","31790","27080"
"Leaver CS","2021","Undeclared","Female","Unknown","370","290","26920","21720"
"Leaver CS","2021","Undeclared","Male","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Undeclared","340","300","36580","33300"
"Leaver CS","2021","Undeclared","Male","Unknown","340","300","30720","26890"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Heterosexual / straight","80","70","31030","26560"
"Leaver CS","2021","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Undeclared","100","80","30120","22820"
"Leaver CS","2021","Unknown","Female","Unknown","3120","2750","30780","26550"
"Leaver CS","2021","Unknown","Male","Heterosexual / straight","120","110","39930","31310"
"Leaver CS","2021","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Undeclared","90","90","32280","29320"
"Leaver CS","2021","Unknown","Male","Unknown","3030","2810","33610","27760"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Female","Heterosexual / straight","5320","4550","30990","26670"
"Leaver CS","2021","White","Female","LGBO","340","320","30870","25850"
"Leaver CS","2021","White","Female","Undeclared","640","520","30790","26670"
"Leaver CS","2021","White","Female","Unknown","3120","2400","30120","26890"
"Leaver CS","2021","White","Male","Heterosexual / straight","5190","4810","35080","29200"
"Leaver CS","2021","White","Male","LGBO","310","290","34130","27570"
"Leaver CS","2021","White","Male","Undeclared","510","440","35460","28880"
"Leaver CS","2021","White","Male","Unknown","2110","1800","35170","27570"
"Leaver CS","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Female","Heterosexual / straight","930","850","32090","28080"
"Leaver CS","2022","Asian","Female","LGBO","40","30","[c]","[c]"
"Leaver CS","2022","Asian","Female","Undeclared","80","60","31250","27570"
"Leaver CS","2022","Asian","Female","Unknown","260","210","36620","29010"
"Leaver CS","2022","Asian","Male","Heterosexual / straight","840","790","34020","29260"
"Leaver CS","2022","Asian","Male","LGBO","30","30","[c]","[c]"
"Leaver CS","2022","Asian","Male","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Male","Unknown","190","160","[c]","[c]"
"Leaver CS","2022","Black","Female","Heterosexual / straight","740","700","31770","30350"
"Leaver CS","2022","Black","Female","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Black","Female","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Black","Female","Unknown","100","90","[c]","[c]"
"Leaver CS","2022","Black","Male","Heterosexual / straight","430","410","33050","30300"
"Leaver CS","2022","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Male","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Mixed","Female","Heterosexual / straight","400","370","31500","27570"
"Leaver CS","2022","Mixed","Female","LGBO","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Heterosexual / straight","250","230","33500","28040"
"Leaver CS","2022","Mixed","Male","LGBO","40","40","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Male","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Heterosexual / straight","110","100","34320","31060"
"Leaver CS","2022","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Heterosexual / straight","70","60","34870","31060"
"Leaver CS","2022","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Heterosexual / straight","100","90","32660","27570"
"Leaver CS","2022","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Undeclared","370","320","31420","27570"
"Leaver CS","2022","Undeclared","Female","Unknown","270","210","31460","27570"
"Leaver CS","2022","Undeclared","Male","Heterosexual / straight","130","120","33050","28180"
"Leaver CS","2022","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Undeclared","570","520","36730","33410"
"Leaver CS","2022","Undeclared","Male","Unknown","330","300","34870","29540"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","130","100","33710","29290"
"Leaver CS","2022","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","290","60","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Unknown","4220","3830","30610","25930"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","130","120","40460","31060"
"Leaver CS","2022","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","250","80","39270","39070"
"Leaver CS","2022","Unknown","Male","Unknown","4250","4040","33340","27570"
"Leaver CS","2022","White","Female","Heterosexual / straight","10490","9090","32070","27570"
"Leaver CS","2022","White","Female","LGBO","850","800","30360","27570"
"Leaver CS","2022","White","Female","Undeclared","1050","870","31410","27570"
"Leaver CS","2022","White","Female","Unknown","2730","2070","32510","27570"
"Leaver CS","2022","White","Male","Heterosexual / straight","9390","8770","34840","28970"
"Leaver CS","2022","White","Male","LGBO","740","720","33270","27570"
"Leaver CS","2022","White","Male","Undeclared","760","690","35600","29280"
"Leaver CS","2022","White","Male","Unknown","2100","1770","39180","32670"
"Leaver CS","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Heterosexual / straight","400","380","34650","31060"
"Leaver Dept.","2021","Asian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","Unknown","100","90","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Heterosexual / straight","300","290","34040","31060"
"Leaver Dept.","2021","Asian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Heterosexual / straight","250","240","33880","31070"
"Leaver Dept.","2021","Black","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Heterosexual / straight","130","130","33750","31060"
"Leaver Dept.","2021","Black","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Heterosexual / straight","130","120","38860","33210"
"Leaver Dept.","2021","Mixed","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Heterosexual / straight","90","90","39700","33930"
"Leaver Dept.","2021","Mixed","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Undeclared","80","70","37630","33540"
"Leaver Dept.","2021","Undeclared","Female","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Undeclared","130","130","38960","34390"
"Leaver Dept.","2021","Undeclared","Male","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Heterosexual / straight","70","60","38440","34240"
"Leaver Dept.","2021","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Unknown","1580","1410","37120","32290"
"Leaver Dept.","2021","Unknown","Male","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Unknown","1420","1300","37990","33120"
"Leaver Dept.","2021","White","Female","Heterosexual / straight","2550","2440","37630","32110"
"Leaver Dept.","2021","White","Female","LGBO","230","220","35740","32430"
"Leaver Dept.","2021","White","Female","Undeclared","200","190","41140","35830"
"Leaver Dept.","2021","White","Female","Unknown","680","580","35840","30110"
"Leaver Dept.","2021","White","Male","Heterosexual / straight","1910","1870","39390","33810"
"Leaver Dept.","2021","White","Male","LGBO","270","260","37750","32040"
"Leaver Dept.","2021","White","Male","Undeclared","140","140","38940","34210"
"Leaver Dept.","2021","White","Male","Unknown","500","430","36590","31210"
"Leaver Dept.","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Heterosexual / straight","1150","1060","35530","30850"
"Leaver Dept.","2022","Asian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","Undeclared","80","70","38530","31990"
"Leaver Dept.","2022","Asian","Female","Unknown","150","130","48090","35830"
"Leaver Dept.","2022","Asian","Male","Heterosexual / straight","820","790","35290","30450"
"Leaver Dept.","2022","Asian","Male","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","Undeclared","60","50","39700","34550"
"Leaver Dept.","2022","Asian","Male","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Heterosexual / straight","740","690","34960","31060"
"Leaver Dept.","2022","Black","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Black","Female","Unknown","80","60","[c]","[c]"
"Leaver Dept.","2022","Black","Male","Heterosexual / straight","300","290","36750","31520"
