"Status","Year","Disability","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","LGBO","Mixed","440","430","36190","31650"
"In post","2021","Declared non-disabled","LGBO","Other ethnicity","100","90","37330","31230"
"In post","2021","Declared non-disabled","LGBO","Undeclared","110","110","34190","31060"
"In post","2021","Declared non-disabled","LGBO","Unknown","100","90","39800","31220"
"In post","2021","Declared non-disabled","LGBO","White","11210","10930","34970","30180"
"In post","2021","Declared non-disabled","Undeclared","Asian","1210","1090","30190","27570"
"In post","2021","Declared non-disabled","Undeclared","Black","530","500","32310","29500"
"In post","2021","Declared non-disabled","Undeclared","Chinese","70","70","38220","35200"
"In post","2021","Declared non-disabled","Undeclared","Mixed","350","330","35540","30960"
"In post","2021","Declared non-disabled","Undeclared","Other ethnicity","160","150","40120","33700"
"In post","2021","Declared non-disabled","Undeclared","Undeclared","4580","4290","34870","30980"
"In post","2021","Declared non-disabled","Undeclared","Unknown","420","390","34160","30470"
"In post","2021","Declared non-disabled","Undeclared","White","15890","14480","33440","28000"
"In post","2021","Declared non-disabled","Unknown","Asian","2130","1850","30170","27570"
"In post","2021","Declared non-disabled","Unknown","Black","980","900","31600","30550"
"In post","2021","Declared non-disabled","Unknown","Chinese","80","80","37170","31870"
"In post","2021","Declared non-disabled","Unknown","Mixed","350","320","35380","31060"
"In post","2021","Declared non-disabled","Unknown","Other ethnicity","170","150","33850","29290"
"In post","2021","Declared non-disabled","Unknown","Undeclared","2320","2010","29890","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","7000","6390","32010","27570"
"In post","2021","Declared non-disabled","Unknown","White","23290","20420","31950","27570"
"In post","2021","Undeclared","Heterosexual / straight","Asian","850","800","32000","28850"
"In post","2021","Undeclared","Heterosexual / straight","Black","500","480","31990","30920"
"In post","2021","Undeclared","Heterosexual / straight","Chinese","40","30","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Mixed","240","230","35690","31550"
"In post","2021","Undeclared","Heterosexual / straight","Other ethnicity","70","60","32960","31060"
"In post","2021","Undeclared","Heterosexual / straight","Undeclared","350","340","33030","29370"
"In post","2021","Undeclared","Heterosexual / straight","Unknown","160","140","33090","30630"
"In post","2021","Undeclared","Heterosexual / straight","White","9710","9070","32340","28920"
"In post","2021","Undeclared","LGBO","Asian","40","30","[c]","[c]"
"In post","2021","Undeclared","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Mixed","40","40","[c]","[c]"
"In post","2021","Undeclared","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Undeclared","90","80","34200","28890"
"In post","2021","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","White","790","770","32570","29290"
"In post","2021","Undeclared","Undeclared","Asian","190","180","34120","29570"
"In post","2021","Undeclared","Undeclared","Black","100","90","31860","30040"
"In post","2021","Undeclared","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Mixed","80","80","31640","28650"
"In post","2021","Undeclared","Undeclared","Other ethnicity","70","60","47050","41490"
"In post","2021","Undeclared","Undeclared","Undeclared","6460","6130","36020","32140"
"In post","2021","Undeclared","Undeclared","Unknown","610","570","32450","29200"
"In post","2021","Undeclared","Undeclared","White","3390","3150","33400","30800"
"In post","2021","Undeclared","Unknown","Asian","150","130","31590","27570"
"In post","2021","Undeclared","Unknown","Black","160","140","31120","31530"
"In post","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Mixed","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Undeclared","480","440","36610","32100"
"In post","2021","Undeclared","Unknown","Unknown","1240","1170","37610","34710"
"In post","2021","Undeclared","Unknown","White","2810","2500","31000","31650"
"In post","2021","Unknown","Heterosexual / straight","Asian","1330","1280","36340","32520"
"In post","2021","Unknown","Heterosexual / straight","Black","600","580","36270","32790"
"In post","2021","Unknown","Heterosexual / straight","Chinese","60","60","42070","39220"
"In post","2021","Unknown","Heterosexual / straight","Mixed","390","380","37450","32960"
"In post","2021","Unknown","Heterosexual / straight","Other ethnicity","120","110","41690","36200"
"In post","2021","Unknown","Heterosexual / straight","Undeclared","220","210","36700","33650"
"In post","2021","Unknown","Heterosexual / straight","Unknown","750","700","34720","29770"
"In post","2021","Unknown","Heterosexual / straight","White","15530","14740","36120","33300"
"In post","2021","Unknown","LGBO","Asian","40","40","[c]","[c]"
"In post","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Mixed","50","50","[c]","[c]"
"In post","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","LGBO","Unknown","80","80","35730","31300"
"In post","2021","Unknown","LGBO","White","950","930","35100","31810"
"In post","2021","Unknown","Undeclared","Asian","70","70","38490","32260"
"In post","2021","Unknown","Undeclared","Black","30","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Unknown","Undeclared","Undeclared","850","820","39120","36460"
"In post","2021","Unknown","Undeclared","Unknown","1930","1750","29150","26550"
"In post","2021","Unknown","Undeclared","White","1270","1190","36610","33300"
"In post","2021","Unknown","Unknown","Asian","720","670","36730","31810"
"In post","2021","Unknown","Unknown","Black","290","270","35990","30320"
"In post","2021","Unknown","Unknown","Chinese","50","50","43780","40450"
"In post","2021","Unknown","Unknown","Mixed","150","140","38140","33450"
"In post","2021","Unknown","Unknown","Other ethnicity","70","70","42750","37750"
"In post","2021","Unknown","Unknown","Undeclared","1100","1030","37680","33650"
"In post","2021","Unknown","Unknown","Unknown","51440","49370","32800","28000"
"In post","2021","Unknown","Unknown","White","6470","5890","35850","30720"
"In post","2022","Declared disabled","Heterosexual / straight","Asian","2630","2430","32810","29370"
"In post","2022","Declared disabled","Heterosexual / straight","Black","1740","1650","32870","31020"
"In post","2022","Declared disabled","Heterosexual / straight","Mixed","980","920","34110","30710"
"In post","2022","Declared disabled","Heterosexual / straight","Other ethnicity","250","230","35190","31650"
"In post","2022","Declared disabled","Heterosexual / straight","Undeclared","410","380","31760","28310"
"In post","2022","Declared disabled","Heterosexual / straight","Unknown","300","270","33020","28920"
"In post","2022","Declared disabled","Heterosexual / straight","White","34350","31430","32290","27570"
"In post","2022","Declared disabled","LGBO","Asian","110","100","34590","31060"
"In post","2022","Declared disabled","LGBO","Black","90","90","36160","31060"
"In post","2022","Declared disabled","LGBO","Mixed","210","210","34440","31060"
"In post","2022","Declared disabled","LGBO","Other ethnicity","70","60","38210","32790"
"In post","2022","Declared disabled","LGBO","Undeclared","80","80","31520","28240"
"In post","2022","Declared disabled","LGBO","Unknown","40","30","[c]","[c]"
"In post","2022","Declared disabled","LGBO","White","4290","4120","33100","28920"
"In post","2022","Declared disabled","Undeclared","Asian","200","180","30360","27570"
"In post","2022","Declared disabled","Undeclared","Black","140","130","32350","30690"
"In post","2022","Declared disabled","Undeclared","Mixed","140","130","32480","29370"
"In post","2022","Declared disabled","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Undeclared","1360","1250","33070","28920"
"In post","2022","Declared disabled","Undeclared","Unknown","100","90","36560","32900"
"In post","2022","Declared disabled","Undeclared","White","3560","3200","31380","27570"
"In post","2022","Declared disabled","Unknown","Asian","190","160","28890","27570"
"In post","2022","Declared disabled","Unknown","Black","90","80","31740","30430"
"In post","2022","Declared disabled","Unknown","Mixed","60","50","33860","30220"
"In post","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Undeclared","250","220","30020","27570"
"In post","2022","Declared disabled","Unknown","Unknown","850","770","32350","28760"
"In post","2022","Declared disabled","Unknown","White","2060","1790","29950","27570"
"In post","2022","Declared non-disabled","Heterosexual / straight","Asian","22500","21280","33570","29610"
"In post","2022","Declared non-disabled","Heterosexual / straight","Black","11530","11150","33280","31060"
"In post","2022","Declared non-disabled","Heterosexual / straight","Mixed","5400","5170","35850","31060"
"In post","2022","Declared non-disabled","Heterosexual / straight","Other ethnicity","1490","1420","35980","31060"
"In post","2022","Declared non-disabled","Heterosexual / straight","Undeclared","2050","1930","33600","29440"
"In post","2022","Declared non-disabled","Heterosexual / straight","Unknown","2070","1930","34690","30450"
"In post","2022","Declared non-disabled","Heterosexual / straight","White","219590","206050","35200","30470"
"In post","2022","Declared non-disabled","LGBO","Asian","510","480","34200","29970"
"In post","2022","Declared non-disabled","LGBO","Black","220","220","33570","30750"
"In post","2022","Declared non-disabled","LGBO","Mixed","490","480","36150","31650"
"In post","2022","Declared non-disabled","LGBO","Other ethnicity","120","110","39590","33390"
"In post","2022","Declared non-disabled","LGBO","Undeclared","130","120","35240","31650"
"In post","2022","Declared non-disabled","LGBO","Unknown","110","100","39420","31900"
"In post","2022","Declared non-disabled","LGBO","White","12960","12650","35410","30760"
"In post","2022","Declared non-disabled","Undeclared","Asian","1350","1220","31290","28310"
"In post","2022","Declared non-disabled","Undeclared","Black","520","490","32330","30330"
"In post","2022","Declared non-disabled","Undeclared","Mixed","380","360","36430","31060"
"In post","2022","Declared non-disabled","Undeclared","Other ethnicity","160","150","39940","33400"
"In post","2022","Declared non-disabled","Undeclared","Undeclared","4610","4320","35790","31650"
"In post","2022","Declared non-disabled","Undeclared","Unknown","500","460","36610","33430"
"In post","2022","Declared non-disabled","Undeclared","White","15710","14400","34070","29080"
"In post","2022","Declared non-disabled","Unknown","Asian","1960","1710","31150","27570"
"In post","2022","Declared non-disabled","Unknown","Black","870","790","31800","30750"
"In post","2022","Declared non-disabled","Unknown","Mixed","340","310","35020","29450"
"In post","2022","Declared non-disabled","Unknown","Other ethnicity","140","120","34360","30680"
"In post","2022","Declared non-disabled","Unknown","Undeclared","2260","1970","31710","27570"
"In post","2022","Declared non-disabled","Unknown","Unknown","6490","5970","31590","27570"
"In post","2022","Declared non-disabled","Unknown","White","20260","17870","33190","27570"
"In post","2022","Undeclared","Heterosexual / straight","Asian","1020","960","33350","30140"
"In post","2022","Undeclared","Heterosexual / straight","Black","510","490","33450","31060"
"In post","2022","Undeclared","Heterosexual / straight","Mixed","260","250","35860","31220"
"In post","2022","Undeclared","Heterosexual / straight","Other ethnicity","60","60","33340","29970"
"In post","2022","Undeclared","Heterosexual / straight","Undeclared","390","370","33850","29940"
"In post","2022","Undeclared","Heterosexual / straight","Unknown","150","140","33280","30400"
"In post","2022","Undeclared","Heterosexual / straight","White","10190","9520","32910","29290"
"In post","2022","Undeclared","LGBO","Asian","40","40","[c]","[c]"
"In post","2022","Undeclared","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","LGBO","Mixed","50","50","35050","31820"
"In post","2022","Undeclared","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","LGBO","Undeclared","80","70","34710","30940"
"In post","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","LGBO","White","920","890","33370","29950"
"In post","2022","Undeclared","Undeclared","Asian","200","190","34820","31060"
"In post","2022","Undeclared","Undeclared","Black","100","100","33590","31180"
"In post","2022","Undeclared","Undeclared","Mixed","90","90","33980","31060"
"In post","2022","Undeclared","Undeclared","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Undeclared","6240","5920","36840","33350"
"In post","2022","Undeclared","Undeclared","Unknown","470","440","34080","30450"
"In post","2022","Undeclared","Undeclared","White","3380","3150","33910","31530"
"In post","2022","Undeclared","Unknown","Asian","110","90","30050","27570"
"In post","2022","Undeclared","Unknown","Black","140","120","31280","31650"
"In post","2022","Undeclared","Unknown","Mixed","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","360","330","35090","31040"
"In post","2022","Undeclared","Unknown","Unknown","470","430","32240","31650"
"In post","2022","Undeclared","Unknown","White","2120","1870","30820","31650"
"In post","2022","Unknown","Heterosexual / straight","Asian","1800","1740","36830","32970"
"In post","2022","Unknown","Heterosexual / straight","Black","750","730","37130","33400"
"In post","2022","Unknown","Heterosexual / straight","Mixed","490","470","38410","34170"
"In post","2022","Unknown","Heterosexual / straight","Other ethnicity","130","120","37860","32790"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","220","200","37080","35000"
"In post","2022","Unknown","Heterosexual / straight","Unknown","840","790","34910","30450"
"In post","2022","Unknown","Heterosexual / straight","White","17170","16340","37540","34430"
"In post","2022","Unknown","LGBO","Asian","60","60","37290","33080"
"In post","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Mixed","60","60","40140","37750"
"In post","2022","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Unknown","90","90","34220","31310"
"In post","2022","Unknown","LGBO","White","1240","1220","36030","32770"
"In post","2022","Unknown","Undeclared","Asian","110","110","40100","36500"
"In post","2022","Unknown","Undeclared","Black","50","50","[c]","[c]"
"In post","2022","Unknown","Undeclared","Mixed","40","40","[c]","[c]"
"In post","2022","Unknown","Undeclared","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Undeclared","860","820","40180","36330"
"In post","2022","Unknown","Undeclared","Unknown","1520","1470","45270","40650"
"In post","2022","Unknown","Undeclared","White","1330","1260","38840","35000"
"In post","2022","Unknown","Unknown","Asian","870","820","37180","33080"
"In post","2022","Unknown","Unknown","Black","300","290","36730","32090"
"In post","2022","Unknown","Unknown","Mixed","150","140","38740","33370"
"In post","2022","Unknown","Unknown","Other ethnicity","70","60","45240","38180"
"In post","2022","Unknown","Unknown","Undeclared","900","830","38830","35000"
"In post","2022","Unknown","Unknown","Unknown","58480","56000","33360","28500"
"In post","2022","Unknown","Unknown","White","5700","5210","36210","31910"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Asian","70","60","31570","27570"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Black","50","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Heterosexual / straight","White","1490","1290","29580","26660"
"Leaver CS","2021","Declared disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","LGBO","White","170","160","30490","27130"
"Leaver CS","2021","Declared disabled","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","Undeclared","70","60","31230","28400"
"Leaver CS","2021","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Undeclared","White","190","160","29820","26890"
"Leaver CS","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","White","650","520","28230","26890"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Asian","610","570","30110","26880"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Black","360","350","31370","27140"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Mixed","200","190","30490","26970"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Other ethnicity","70","60","36600","29940"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Undeclared","60","50","32590","27570"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","Unknown","150","130","36750","27570"
"Leaver CS","2021","Declared non-disabled","Heterosexual / straight","White","7970","7120","33450","27570"
"Leaver CS","2021","Declared non-disabled","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","LGBO","White","430","410","33960","27570"
"Leaver CS","2021","Declared non-disabled","Undeclared","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","Undeclared","180","160","35900","32330"
"Leaver CS","2021","Declared non-disabled","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Undeclared","White","750","630","33570","27240"
"Leaver CS","2021","Declared non-disabled","Unknown","Asian","230","190","29570","24500"
"Leaver CS","2021","Declared non-disabled","Unknown","Black","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","160","120","29770","26890"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","450","380","36030","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","White","3520","2840","30500","26890"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Heterosexual / straight","White","460","400","31570","27570"
"Leaver CS","2021","Undeclared","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Undeclared","230","200","35150","32690"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","White","150","130","31300","27570"
"Leaver CS","2021","Undeclared","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","240","210","33180","34530"
"Leaver CS","2021","Undeclared","Unknown","Unknown","120","110","37780","33610"
"Leaver CS","2021","Undeclared","Unknown","White","340","270","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Asian","50","50","32180","27460"
"Leaver CS","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","White","610","570","35820","32120"
"Leaver CS","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","White","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","110","100","28250","22820"
"Leaver CS","2021","Unknown","Undeclared","White","60","50","35690","33040"
"Leaver CS","2021","Unknown","Unknown","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
