"Status","Year","Responsibility_level","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Devon","Heterosexual / straight","1910","1710","22220","21010"
"In post","2021","AA/AO","Devon","LGBO","120","120","22910","21010"
"In post","2021","AA/AO","Devon","Undeclared","250","220","23570","21010"
"In post","2021","AA/AO","Devon","Unknown","810","710","22190","21010"
"In post","2021","AA/AO","Dorset and Somerset","Heterosexual / straight","1200","1110","22260","21010"
"In post","2021","AA/AO","Dorset and Somerset","LGBO","70","70","23740","22030"
"In post","2021","AA/AO","Dorset and Somerset","Undeclared","160","150","22380","21010"
"In post","2021","AA/AO","Dorset and Somerset","Unknown","300","280","22850","22080"
"In post","2021","AA/AO","East Anglia","Heterosexual / straight","3420","3150","23250","21430"
"In post","2021","AA/AO","East Anglia","LGBO","170","160","23540","21550"
"In post","2021","AA/AO","East Anglia","Undeclared","420","390","23240","21430"
"In post","2021","AA/AO","East Anglia","Unknown","940","850","23800","21500"
"In post","2021","AA/AO","East Wales","Heterosexual / straight","3420","3120","21600","21010"
"In post","2021","AA/AO","East Wales","LGBO","220","220","21150","20600"
"In post","2021","AA/AO","East Wales","Undeclared","450","400","21550","21010"
"In post","2021","AA/AO","East Wales","Unknown","1640","1450","21060","20180"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1420","1280","23820","21950"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","LGBO","80","80","23710","22350"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Undeclared","180","160","24260","21550"
"In post","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Unknown","450","410","24140","22350"
"In post","2021","AA/AO","Eastern Scotland","Heterosexual / straight","2820","2620","21920","21010"
"In post","2021","AA/AO","Eastern Scotland","LGBO","220","210","21630","21010"
"In post","2021","AA/AO","Eastern Scotland","Undeclared","790","720","21770","21440"
"In post","2021","AA/AO","Eastern Scotland","Unknown","2420","2240","22240","21010"
"In post","2021","AA/AO","Essex","Heterosexual / straight","1000","910","23850","21780"
"In post","2021","AA/AO","Essex","LGBO","60","60","24240","24180"
"In post","2021","AA/AO","Essex","Undeclared","160","140","23730","21440"
"In post","2021","AA/AO","Essex","Unknown","390","350","23290","21590"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","2620","2430","22080","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","150","150","22420","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","360","330","22440","21010"
"In post","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","740","680","22150","21160"
"In post","2021","AA/AO","Greater Manchester","Heterosexual / straight","3250","2950","21290","21010"
"In post","2021","AA/AO","Greater Manchester","LGBO","270","260","21140","21010"
"In post","2021","AA/AO","Greater Manchester","Undeclared","470","410","21430","21010"
"In post","2021","AA/AO","Greater Manchester","Unknown","1730","1540","21280","20600"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Heterosexual / straight","3140","2700","21870","20920"
"In post","2021","AA/AO","Hampshire and Isle of Wight","LGBO","150","140","22660","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Undeclared","420","370","22690","21010"
"In post","2021","AA/AO","Hampshire and Isle of Wight","Unknown","950","780","22510","20600"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","1220","1140","23030","21050"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","LGBO","70","70","23150","22850"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Undeclared","160","150","23180","21010"
"In post","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","370","340","23530","21050"
"In post","2021","AA/AO","Highlands and Islands","Heterosexual / straight","460","430","21650","21010"
"In post","2021","AA/AO","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Highlands and Islands","Undeclared","100","80","21720","21010"
"In post","2021","AA/AO","Highlands and Islands","Unknown","270","260","23780","22920"
"In post","2021","AA/AO","Inner London - East","Heterosexual / straight","1500","1400","25770","25110"
"In post","2021","AA/AO","Inner London - East","LGBO","100","90","26250","25110"
"In post","2021","AA/AO","Inner London - East","Undeclared","220","200","25010","24670"
"In post","2021","AA/AO","Inner London - East","Unknown","900","810","26340","25110"
"In post","2021","AA/AO","Inner London - West","Heterosexual / straight","2870","2730","25540","24490"
"In post","2021","AA/AO","Inner London - West","LGBO","160","160","26130","24590"
"In post","2021","AA/AO","Inner London - West","Undeclared","370","350","25330","24490"
"In post","2021","AA/AO","Inner London - West","Unknown","1090","1030","25610","24370"
"In post","2021","AA/AO","Kent","Heterosexual / straight","2000","1880","24960","24180"
"In post","2021","AA/AO","Kent","LGBO","110","110","25470","24180"
"In post","2021","AA/AO","Kent","Undeclared","230","210","24660","23240"
"In post","2021","AA/AO","Kent","Unknown","650","610","25360","24570"
"In post","2021","AA/AO","Lancashire","Heterosexual / straight","3720","3330","21770","21010"
"In post","2021","AA/AO","Lancashire","LGBO","220","200","21910","21010"
"In post","2021","AA/AO","Lancashire","Undeclared","440","390","21810","21010"
"In post","2021","AA/AO","Lancashire","Unknown","1720","1500","22100","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","1850","1660","21880","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","LGBO","90","90","22410","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Undeclared","270","240","22150","21010"
"In post","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","710","630","21940","21010"
"In post","2021","AA/AO","Lincolnshire","Heterosexual / straight","990","930","22160","21010"
"In post","2021","AA/AO","Lincolnshire","LGBO","40","30","[c]","[c]"
"In post","2021","AA/AO","Lincolnshire","Undeclared","130","110","21940","21010"
"In post","2021","AA/AO","Lincolnshire","Unknown","150","130","22540","21010"
"In post","2021","AA/AO","Merseyside","Heterosexual / straight","4520","3980","21070","21430"
"In post","2021","AA/AO","Merseyside","LGBO","180","170","21120","21120"
"In post","2021","AA/AO","Merseyside","Undeclared","510","440","20990","21430"
"In post","2021","AA/AO","Merseyside","Unknown","1960","1690","21230","21010"
"In post","2021","AA/AO","North Eastern Scotland","Heterosexual / straight","250","230","25980","22220"
"In post","2021","AA/AO","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","North Eastern Scotland","Undeclared","90","80","24880","22490"
"In post","2021","AA/AO","North Eastern Scotland","Unknown","200","180","24790","22920"
"In post","2021","AA/AO","North Yorkshire","Heterosexual / straight","940","880","22200","20920"
"In post","2021","AA/AO","North Yorkshire","LGBO","50","50","[c]","[c]"
"In post","2021","AA/AO","North Yorkshire","Undeclared","130","120","24510","21050"
"In post","2021","AA/AO","North Yorkshire","Unknown","270","250","22280","20920"
"In post","2021","AA/AO","Northern Ireland","Heterosexual / straight","1110","1020","20850","20310"
"In post","2021","AA/AO","Northern Ireland","LGBO","40","40","[c]","[c]"
"In post","2021","AA/AO","Northern Ireland","Undeclared","100","90","21340","20810"
"In post","2021","AA/AO","Northern Ireland","Unknown","440","400","20490","20140"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Heterosexual / straight","4960","4220","20720","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","LGBO","280","250","20670","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Undeclared","630","530","20830","21010"
"In post","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","3140","2580","20670","20640"
"In post","2021","AA/AO","Outer London - East and North East","Heterosexual / straight","840","790","26540","25110"
"In post","2021","AA/AO","Outer London - East and North East","LGBO","40","40","[c]","[c]"
"In post","2021","AA/AO","Outer London - East and North East","Undeclared","120","110","26130","24590"
"In post","2021","AA/AO","Outer London - East and North East","Unknown","420","380","26670","25110"
"In post","2021","AA/AO","Outer London - South","Heterosexual / straight","1400","1260","24290","25630"
"In post","2021","AA/AO","Outer London - South","LGBO","40","40","[c]","[c]"
"In post","2021","AA/AO","Outer London - South","Undeclared","210","190","24380","25630"
"In post","2021","AA/AO","Outer London - South","Unknown","360","340","23770","24120"
"In post","2021","AA/AO","Outer London - West and North West","Heterosexual / straight","1340","1230","25670","25110"
"In post","2021","AA/AO","Outer London - West and North West","LGBO","60","60","26420","25630"
"In post","2021","AA/AO","Outer London - West and North West","Undeclared","210","190","24710","25110"
"In post","2021","AA/AO","Outer London - West and North West","Unknown","450","410","25710","24670"
"In post","2021","AA/AO","Overseas","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","AA/AO","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Shropshire and Staffordshire","Heterosexual / straight","2150","1990","22490","21020"
"In post","2021","AA/AO","Shropshire and Staffordshire","LGBO","150","150","23190","21550"
"In post","2021","AA/AO","Shropshire and Staffordshire","Undeclared","230","200","22360","21010"
"In post","2021","AA/AO","Shropshire and Staffordshire","Unknown","720","660","23150","21600"
"In post","2021","AA/AO","South Yorkshire","Heterosexual / straight","2160","1900","21890","21430"
"In post","2021","AA/AO","South Yorkshire","LGBO","110","110","22470","21430"
"In post","2021","AA/AO","South Yorkshire","Undeclared","250","220","22430","21430"
"In post","2021","AA/AO","South Yorkshire","Unknown","570","500","22180","21010"
"In post","2021","AA/AO","Southern Scotland","Heterosexual / straight","980","840","21370","21010"
"In post","2021","AA/AO","Southern Scotland","LGBO","50","40","[c]","[c]"
"In post","2021","AA/AO","Southern Scotland","Undeclared","210","180","21750","21400"
"In post","2021","AA/AO","Southern Scotland","Unknown","1000","870","21400","20140"
"In post","2021","AA/AO","Surrey, East and West Sussex","Heterosexual / straight","1880","1720","24280","21710"
"In post","2021","AA/AO","Surrey, East and West Sussex","LGBO","170","160","24980","23500"
"In post","2021","AA/AO","Surrey, East and West Sussex","Undeclared","250","230","23740","21440"
"In post","2021","AA/AO","Surrey, East and West Sussex","Unknown","620","560","24780","22000"
"In post","2021","AA/AO","Tees Valley and Durham","Heterosexual / straight","3020","2680","22670","21430"
"In post","2021","AA/AO","Tees Valley and Durham","LGBO","150","140","23040","21430"
"In post","2021","AA/AO","Tees Valley and Durham","Undeclared","330","290","23060","21380"
"In post","2021","AA/AO","Tees Valley and Durham","Unknown","1180","1040","23600","21100"
"In post","2021","AA/AO","Unknown","Heterosexual / straight","160","140","22170","21010"
"In post","2021","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Unknown","60","50","22320","21310"
"In post","2021","AA/AO","West Central Scotland","Heterosexual / straight","4100","3660","22190","21010"
"In post","2021","AA/AO","West Central Scotland","LGBO","220","210","21610","21010"
"In post","2021","AA/AO","West Central Scotland","Undeclared","730","640","22260","21010"
"In post","2021","AA/AO","West Central Scotland","Unknown","1940","1750","22040","20920"
"In post","2021","AA/AO","West Midlands","Heterosexual / straight","3150","2810","20980","20650"
"In post","2021","AA/AO","West Midlands","LGBO","150","140","21120","21000"
"In post","2021","AA/AO","West Midlands","Undeclared","430","370","20820","20650"
"In post","2021","AA/AO","West Midlands","Unknown","1550","1360","20790","20520"
"In post","2021","AA/AO","West Wales and The Valleys","Heterosexual / straight","4360","3840","21190","21590"
"In post","2021","AA/AO","West Wales and The Valleys","LGBO","210","200","21050","21590"
"In post","2021","AA/AO","West Wales and The Valleys","Undeclared","1330","1060","20670","21590"
"In post","2021","AA/AO","West Wales and The Valleys","Unknown","1290","1120","21160","21010"
"In post","2021","AA/AO","West Yorkshire","Heterosexual / straight","2810","2510","22230","21010"
"In post","2021","AA/AO","West Yorkshire","LGBO","200","180","22170","21010"
"In post","2021","AA/AO","West Yorkshire","Undeclared","400","340","22260","21010"
"In post","2021","AA/AO","West Yorkshire","Unknown","1670","1490","21560","20230"
"In post","2021","EO","Bedfordshire and Hertfordshire","Heterosexual / straight","1150","1070","28890","29290"
"In post","2021","EO","Bedfordshire and Hertfordshire","LGBO","60","50","28930","29290"
"In post","2021","EO","Bedfordshire and Hertfordshire","Undeclared","150","130","29490","29290"
"In post","2021","EO","Bedfordshire and Hertfordshire","Unknown","260","230","29380","29290"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","1690","1610","29060","27570"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","LGBO","100","100","29490","29140"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","220","210","30220","28670"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","400","370","29640","28130"
"In post","2021","EO","Cheshire","Heterosexual / straight","1020","980","29540","28010"
"In post","2021","EO","Cheshire","LGBO","80","80","29070","27570"
"In post","2021","EO","Cheshire","Undeclared","120","110","29880","28840"
"In post","2021","EO","Cheshire","Unknown","220","200","29570","27570"
"In post","2021","EO","Cornwall and Isles of Scilly","Heterosexual / straight","410","380","27250","27570"
"In post","2021","EO","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cornwall and Isles of Scilly","Undeclared","60","60","27260","27570"
"In post","2021","EO","Cornwall and Isles of Scilly","Unknown","130","110","27060","27570"
"In post","2021","EO","Cumbria","Heterosexual / straight","360","330","25860","26250"
"In post","2021","EO","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Cumbria","Undeclared","40","40","[c]","[c]"
"In post","2021","EO","Cumbria","Unknown","160","140","26700","26340"
"In post","2021","EO","Derbyshire and Nottinghamshire","Heterosexual / straight","2190","2020","26710","27570"
"In post","2021","EO","Derbyshire and Nottinghamshire","LGBO","150","140","26560","27130"
"In post","2021","EO","Derbyshire and Nottinghamshire","Undeclared","340","300","27010","27130"
"In post","2021","EO","Derbyshire and Nottinghamshire","Unknown","870","800","26740","27130"
"In post","2021","EO","Devon","Heterosexual / straight","1420","1310","26970","27570"
"In post","2021","EO","Devon","LGBO","80","80","27250","27570"
"In post","2021","EO","Devon","Undeclared","210","190","27680","27570"
"In post","2021","EO","Devon","Unknown","630","570","26890","27130"
"In post","2021","EO","Dorset and Somerset","Heterosexual / straight","1100","1010","27340","27570"
"In post","2021","EO","Dorset and Somerset","LGBO","50","50","[c]","[c]"
"In post","2021","EO","Dorset and Somerset","Undeclared","170","150","27520","27570"
"In post","2021","EO","Dorset and Somerset","Unknown","300","260","27320","27570"
"In post","2021","EO","East Anglia","Heterosexual / straight","2250","2080","27480","27570"
"In post","2021","EO","East Anglia","LGBO","110","110","26790","27570"
"In post","2021","EO","East Anglia","Undeclared","330","300","27740","27570"
"In post","2021","EO","East Anglia","Unknown","600","540","27670","27570"
"In post","2021","EO","East Wales","Heterosexual / straight","3440","3210","26820","27460"
"In post","2021","EO","East Wales","LGBO","250","250","26430","26860"
"In post","2021","EO","East Wales","Undeclared","560","510","27780","27570"
"In post","2021","EO","East Wales","Unknown","1250","1170","26000","25560"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","1120","1030","27700","27570"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","LGBO","50","50","27490","27570"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","Undeclared","210","200","27970","27370"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","Unknown","280","250","27850","27570"
"In post","2021","EO","Eastern Scotland","Heterosexual / straight","2890","2710","28340","27570"
"In post","2021","EO","Eastern Scotland","LGBO","190","180","28200","27570"
"In post","2021","EO","Eastern Scotland","Undeclared","540","500","28190","28170"
"In post","2021","EO","Eastern Scotland","Unknown","1580","1460","29980","29190"
"In post","2021","EO","Essex","Heterosexual / straight","1590","1450","28720","29290"
"In post","2021","EO","Essex","LGBO","90","80","29110","29290"
"In post","2021","EO","Essex","Undeclared","230","200","28550","27850"
"In post","2021","EO","Essex","Unknown","370","340","28630","29290"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","4320","4050","25860","26670"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","270","260","25710","26670"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","530","490","26650","27090"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","880","790","26060","26960"
"In post","2021","EO","Greater Manchester","Heterosexual / straight","3670","3460","26580","27370"
"In post","2021","EO","Greater Manchester","LGBO","290","280","26630","27390"
"In post","2021","EO","Greater Manchester","Undeclared","480","450","26680","27370"
"In post","2021","EO","Greater Manchester","Unknown","1360","1270","26460","26120"
"In post","2021","EO","Hampshire and Isle of Wight","Heterosexual / straight","2700","2540","26980","26670"
"In post","2021","EO","Hampshire and Isle of Wight","LGBO","140","140","26750","27370"
"In post","2021","EO","Hampshire and Isle of Wight","Undeclared","370","350","27280","26780"
"In post","2021","EO","Hampshire and Isle of Wight","Unknown","530","480","26870","27160"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","780","730","27090","27570"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","LGBO","30","30","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Undeclared","100","90","27700","27570"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Unknown","180","160","27070","27570"
"In post","2021","EO","Highlands and Islands","Heterosexual / straight","420","390","28470","27570"
"In post","2021","EO","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Highlands and Islands","Undeclared","70","70","28880","27570"
"In post","2021","EO","Highlands and Islands","Unknown","180","170","29770","29140"
"In post","2021","EO","Inner London - East","Heterosexual / straight","2870","2730","30840","31060"
"In post","2021","EO","Inner London - East","LGBO","220","210","30550","31060"
"In post","2021","EO","Inner London - East","Undeclared","400","380","30340","31060"
"In post","2021","EO","Inner London - East","Unknown","990","930","30910","31060"
"In post","2021","EO","Inner London - West","Heterosexual / straight","5130","4990","29320","29270"
"In post","2021","EO","Inner London - West","LGBO","420","410","28890","28500"
"In post","2021","EO","Inner London - West","Undeclared","640","620","29530","29500"
"In post","2021","EO","Inner London - West","Unknown","1690","1630","29200","29230"
"In post","2021","EO","Kent","Heterosexual / straight","2580","2380","28130","27370"
"In post","2021","EO","Kent","LGBO","140","140","29040","29290"
"In post","2021","EO","Kent","Undeclared","440","400","28080","27370"
"In post","2021","EO","Kent","Unknown","420","380","29660","29290"
"In post","2021","EO","Lancashire","Heterosexual / straight","2810","2550","27440","27570"
"In post","2021","EO","Lancashire","LGBO","140","130","27590","27570"
"In post","2021","EO","Lancashire","Undeclared","360","320","27460","27570"
"In post","2021","EO","Lancashire","Unknown","1070","970","27570","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","1190","1110","27240","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","LGBO","90","80","27380","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Undeclared","180","170","27340","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Unknown","370","330","27550","27570"
"In post","2021","EO","Lincolnshire","Heterosexual / straight","540","500","27930","27570"
"In post","2021","EO","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Lincolnshire","Undeclared","80","70","27350","26890"
"In post","2021","EO","Lincolnshire","Unknown","110","100","27710","27570"
"In post","2021","EO","Merseyside","Heterosexual / straight","4340","3970","26170","25600"
"In post","2021","EO","Merseyside","LGBO","220","210","25970","25560"
"In post","2021","EO","Merseyside","Undeclared","470","420","26510","26780"
"In post","2021","EO","Merseyside","Unknown","1150","1030","26570","27570"
"In post","2021","EO","North Eastern Scotland","Heterosexual / straight","360","330","28770","27570"
"In post","2021","EO","North Eastern Scotland","LGBO","30","30","[c]","[c]"
"In post","2021","EO","North Eastern Scotland","Undeclared","60","50","29190","27570"
"In post","2021","EO","North Eastern Scotland","Unknown","150","140","30600","29920"
"In post","2021","EO","North Yorkshire","Heterosexual / straight","680","650","27530","26750"
"In post","2021","EO","North Yorkshire","LGBO","50","50","[c]","[c]"
"In post","2021","EO","North Yorkshire","Undeclared","110","100","27650","26780"
"In post","2021","EO","North Yorkshire","Unknown","210","190","26710","26670"
"In post","2021","EO","Northern Ireland","Heterosexual / straight","660","620","26730","25560"
"In post","2021","EO","Northern Ireland","LGBO","30","30","[c]","[c]"
"In post","2021","EO","Northern Ireland","Undeclared","60","60","26450","25560"
"In post","2021","EO","Northern Ireland","Unknown","220","210","26150","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Heterosexual / straight","3590","3250","26590","27570"
"In post","2021","EO","Northumberland and Tyne and Wear","LGBO","180","180","26440","27570"
"In post","2021","EO","Northumberland and Tyne and Wear","Undeclared","340","310","26700","27370"
"In post","2021","EO","Northumberland and Tyne and Wear","Unknown","1430","1300","26290","25560"
"In post","2021","EO","Outer London - East and North East","Heterosexual / straight","1090","1020","31270","31060"
"In post","2021","EO","Outer London - East and North East","LGBO","60","50","31580","31060"
"In post","2021","EO","Outer London - East and North East","Undeclared","160","140","31140","31060"
"In post","2021","EO","Outer London - East and North East","Unknown","410","380","31120","31060"
"In post","2021","EO","Outer London - South","Heterosexual / straight","2240","2110","29890","29370"
"In post","2021","EO","Outer London - South","LGBO","90","90","29810","29570"
"In post","2021","EO","Outer London - South","Undeclared","360","330","29990","29570"
"In post","2021","EO","Outer London - South","Unknown","530","500","30310","30330"
"In post","2021","EO","Outer London - West and North West","Heterosexual / straight","2920","2670","29860","30110"
"In post","2021","EO","Outer London - West and North West","LGBO","120","110","30390","31060"
"In post","2021","EO","Outer London - West and North West","Undeclared","460","410","30000","30410"
"In post","2021","EO","Outer London - West and North West","Unknown","530","490","30170","31060"
"In post","2021","EO","Overseas","Heterosexual / straight","200","200","27860","26990"
"In post","2021","EO","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Overseas","Undeclared","40","40","[c]","[c]"
"In post","2021","EO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Shropshire and Staffordshire","Heterosexual / straight","1720","1610","27590","27570"
"In post","2021","EO","Shropshire and Staffordshire","LGBO","90","80","26990","27570"
"In post","2021","EO","Shropshire and Staffordshire","Undeclared","260","230","27770","27570"
"In post","2021","EO","Shropshire and Staffordshire","Unknown","400","360","27820","27570"
"In post","2021","EO","South Yorkshire","Heterosexual / straight","1970","1780","26840","27370"
"In post","2021","EO","South Yorkshire","LGBO","100","100","27080","27570"
"In post","2021","EO","South Yorkshire","Undeclared","230","210","26910","27470"
"In post","2021","EO","South Yorkshire","Unknown","430","370","27900","27570"
"In post","2021","EO","Southern Scotland","Heterosexual / straight","1150","1030","26760","27570"
"In post","2021","EO","Southern Scotland","LGBO","40","40","[c]","[c]"
"In post","2021","EO","Southern Scotland","Undeclared","150","140","27330","27570"
"In post","2021","EO","Southern Scotland","Unknown","550","490","27040","27400"
"In post","2021","EO","Surrey, East and West Sussex","Heterosexual / straight","1980","1790","28190","27570"
"In post","2021","EO","Surrey, East and West Sussex","LGBO","170","160","28120","27570"
"In post","2021","EO","Surrey, East and West Sussex","Undeclared","330","280","28410","27570"
"In post","2021","EO","Surrey, East and West Sussex","Unknown","520","470","28310","27570"
"In post","2021","EO","Tees Valley and Durham","Heterosexual / straight","1620","1460","27500","27570"
"In post","2021","EO","Tees Valley and Durham","LGBO","70","60","27900","27570"
"In post","2021","EO","Tees Valley and Durham","Undeclared","210","190","27310","27280"
"In post","2021","EO","Tees Valley and Durham","Unknown","480","430","27610","27570"
"In post","2021","EO","Unknown","Heterosexual / straight","390","370","28010","27570"
"In post","2021","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Undeclared","50","50","28370","27570"
"In post","2021","EO","Unknown","Unknown","120","110","28020","27570"
"In post","2021","EO","West Central Scotland","Heterosexual / straight","3180","2940","27660","27570"
"In post","2021","EO","West Central Scotland","LGBO","170","170","27000","27570"
"In post","2021","EO","West Central Scotland","Undeclared","470","420","27790","27570"
"In post","2021","EO","West Central Scotland","Unknown","1370","1260","28850","27570"
"In post","2021","EO","West Midlands","Heterosexual / straight","3690","3390","26740","27570"
"In post","2021","EO","West Midlands","LGBO","170","160","26960","27570"
"In post","2021","EO","West Midlands","Undeclared","470","420","26760","27570"
"In post","2021","EO","West Midlands","Unknown","1470","1330","26900","27570"
"In post","2021","EO","West Wales and The Valleys","Heterosexual / straight","2700","2490","27390","27570"
"In post","2021","EO","West Wales and The Valleys","LGBO","130","120","27270","27570"
"In post","2021","EO","West Wales and The Valleys","Undeclared","470","420","27310","26780"
"In post","2021","EO","West Wales and The Valleys","Unknown","620","560","27280","27570"
"In post","2021","EO","West Yorkshire","Heterosexual / straight","3160","2910","27010","27570"
"In post","2021","EO","West Yorkshire","LGBO","210","210","26910","27570"
"In post","2021","EO","West Yorkshire","Undeclared","400","360","27110","27570"
"In post","2021","EO","West Yorkshire","Unknown","1300","1200","26600","26470"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Heterosexual / straight","220","210","60690","59730"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
