"Status","Year","Profession_of_post","Region_ITL2","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tees Valley and Durham","North East (England)","30","30","[c]","[c]"
"In post","2021","Counter Fraud","West Central Scotland","Scotland","70","70","27810","25310"
"In post","2021","Counter Fraud","West Midlands","West Midlands (England)","70","70","37490","37380"
"In post","2021","Counter Fraud","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bedfordshire and Hertfordshire","East of England","70","70","35900","34770"
"In post","2021","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","250","240","41480","37910"
"In post","2021","Digital, Data and Technology","Cheshire","North West (England)","140","130","41990","41700"
"In post","2021","Digital, Data and Technology","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Derbyshire and Nottinghamshire","East Midlands (England)","180","180","38690","35860"
"In post","2021","Digital, Data and Technology","Devon","South West (England)","890","850","37780","38450"
"In post","2021","Digital, Data and Technology","Dorset and Somerset","South West (England)","240","240","37890","35340"
"In post","2021","Digital, Data and Technology","East Anglia","East of England","170","160","34900","31830"
"In post","2021","Digital, Data and Technology","East Wales","Wales","1100","1080","40000","37410"
"In post","2021","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Eastern Scotland","Scotland","220","220","38680","35230"
"In post","2021","Digital, Data and Technology","Essex","East of England","270","250","37480","35000"
"In post","2021","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1020","990","40710","39170"
"In post","2021","Digital, Data and Technology","Greater Manchester","North West (England)","450","440","40570","37460"
"In post","2021","Digital, Data and Technology","Hampshire and Isle of Wight","South East (England)","380","370","37160","33300"
"In post","2021","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","80","80","38280","33150"
"In post","2021","Digital, Data and Technology","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Inner London - East","London","630","620","49780","45000"
"In post","2021","Digital, Data and Technology","Inner London - West","London","1810","1780","50010","46090"
"In post","2021","Digital, Data and Technology","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Lancashire","North West (England)","60","50","32300","31770"
"In post","2021","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","80","70","33840","31740"
"In post","2021","Digital, Data and Technology","Lincolnshire","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Merseyside","North West (England)","380","360","38340","34830"
"In post","2021","Digital, Data and Technology","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","North Yorkshire","Yorkshire and The Humber","160","150","38890","37720"
"In post","2021","Digital, Data and Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Northumberland and Tyne and Wear","North East (England)","570","540","39480","38630"
"In post","2021","Digital, Data and Technology","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Outer London - South","London","580","570","50740","45800"
"In post","2021","Digital, Data and Technology","Outer London - West and North West","London","280","270","43290","41970"
"In post","2021","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Shropshire and Staffordshire","West Midlands (England)","300","290","42150","38630"
"In post","2021","Digital, Data and Technology","South Yorkshire","Yorkshire and The Humber","380","370","44100","41990"
"In post","2021","Digital, Data and Technology","Southern Scotland","Scotland","210","200","40370","38630"
"In post","2021","Digital, Data and Technology","Surrey, East and West Sussex","South East (England)","190","190","37450","33370"
"In post","2021","Digital, Data and Technology","Tees Valley and Durham","North East (England)","140","130","37570","37100"
"In post","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","West Central Scotland","Scotland","150","150","37210","33040"
"In post","2021","Digital, Data and Technology","West Midlands","West Midlands (England)","520","500","40490","37000"
"In post","2021","Digital, Data and Technology","West Wales and The Valleys","Wales","920","890","39140","36030"
"In post","2021","Digital, Data and Technology","West Yorkshire","Yorkshire and The Humber","360","350","37640","32080"
"In post","2021","Economics","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Anglia","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Economics","East Wales","Wales","160","160","39490","32180"
"In post","2021","Economics","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Greater Manchester","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Hampshire and Isle of Wight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Inner London - East","London","210","200","55390","55860"
"In post","2021","Economics","Inner London - West","London","1530","1510","46890","42020"
"In post","2021","Economics","Merseyside","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Northumberland and Tyne and Wear","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Outer London - South","London","30","30","[c]","[c]"
"In post","2021","Economics","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Economics","South Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Southern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Surrey, East and West Sussex","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Central Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Midlands","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Wales and The Valleys","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Economics","West Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Bedfordshire and Hertfordshire","East of England","100","100","43570","37640"
"In post","2021","Finance","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","300","290","38460","35000"
"In post","2021","Finance","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Derbyshire and Nottinghamshire","East Midlands (England)","150","150","37290","33330"
"In post","2021","Finance","Devon","South West (England)","100","90","41330","39640"
"In post","2021","Finance","Dorset and Somerset","South West (England)","40","40","[c]","[c]"
"In post","2021","Finance","East Anglia","East of England","140","130","35870","31920"
"In post","2021","Finance","East Wales","Wales","370","340","39050","36030"
"In post","2021","Finance","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Eastern Scotland","Scotland","120","120","35300","32300"
"In post","2021","Finance","Essex","East of England","150","140","33170","31810"
"In post","2021","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","1160","1110","39810","36460"
"In post","2021","Finance","Greater Manchester","North West (England)","290","280","40610","37890"
"In post","2021","Finance","Hampshire and Isle of Wight","South East (England)","370","360","37560","33300"
"In post","2021","Finance","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Finance","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Inner London - East","London","380","370","48290","43730"
"In post","2021","Finance","Inner London - West","London","1880","1840","49930","45240"
"In post","2021","Finance","Kent","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Lancashire","North West (England)","80","70","37620","33410"
"In post","2021","Finance","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Lincolnshire","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Finance","Merseyside","North West (England)","240","230","35100","31810"
"In post","2021","Finance","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","North Yorkshire","Yorkshire and The Humber","140","140","39360","36790"
"In post","2021","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Northumberland and Tyne and Wear","North East (England)","240","240","39130","38630"
"In post","2021","Finance","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Outer London - South","London","220","210","46980","42170"
"In post","2021","Finance","Outer London - West and North West","London","70","70","41080","38410"
"In post","2021","Finance","Overseas","Overseas","40","40","[c]","[c]"
"In post","2021","Finance","Shropshire and Staffordshire","West Midlands (England)","140","130","40680","38630"
"In post","2021","Finance","South Yorkshire","Yorkshire and The Humber","160","150","38610","36960"
"In post","2021","Finance","Southern Scotland","Scotland","90","90","36420","33930"
"In post","2021","Finance","Surrey, East and West Sussex","South East (England)","210","190","33960","31810"
"In post","2021","Finance","Tees Valley and Durham","North East (England)","130","120","38750","36500"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","West Central Scotland","Scotland","480","380","24600","21440"
"In post","2021","Finance","West Midlands","West Midlands (England)","330","320","41260","37100"
"In post","2021","Finance","West Wales and The Valleys","Wales","340","320","36620","33350"
"In post","2021","Finance","West Yorkshire","Yorkshire and The Humber","490","440","32470","28130"
"In post","2021","Human Resources","Bedfordshire and Hertfordshire","East of England","50","50","[c]","[c]"
"In post","2021","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","130","130","39100","35300"
"In post","2021","Human Resources","Cheshire","North West (England)","70","60","42030","40080"
"In post","2021","Human Resources","Cornwall and Isles of Scilly","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Derbyshire and Nottinghamshire","East Midlands (England)","310","290","39150","33840"
"In post","2021","Human Resources","Devon","South West (England)","110","100","36710","32940"
"In post","2021","Human Resources","Dorset and Somerset","South West (England)","50","50","35230","33050"
"In post","2021","Human Resources","East Anglia","East of England","110","110","35730","33300"
"In post","2021","Human Resources","East Wales","Wales","560","520","35900","30660"
"In post","2021","Human Resources","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Eastern Scotland","Scotland","200","190","34990","33350"
"In post","2021","Human Resources","Essex","East of England","30","30","[c]","[c]"
"In post","2021","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","730","680","35560","32590"
"In post","2021","Human Resources","Greater Manchester","North West (England)","490","460","33250","31810"
"In post","2021","Human Resources","Hampshire and Isle of Wight","South East (England)","250","240","34620","31180"
"In post","2021","Human Resources","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","110","100","36130","31180"
"In post","2021","Human Resources","Highlands and Islands","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Inner London - East","London","380","360","48130","43110"
"In post","2021","Human Resources","Inner London - West","London","1620","1580","46880","42200"
"In post","2021","Human Resources","Kent","South East (England)","80","70","34850","31180"
"In post","2021","Human Resources","Lancashire","North West (England)","210","190","27640","26670"
"In post","2021","Human Resources","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Lincolnshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Merseyside","North West (England)","250","240","37370","31960"
"In post","2021","Human Resources","North Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","North Yorkshire","Yorkshire and The Humber","80","80","39190","34120"
"In post","2021","Human Resources","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Northumberland and Tyne and Wear","North East (England)","70","70","37280","33610"
"In post","2021","Human Resources","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Outer London - South","London","340","320","46640","42470"
"In post","2021","Human Resources","Outer London - West and North West","London","80","70","38790","34910"
"In post","2021","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Shropshire and Staffordshire","West Midlands (England)","60","60","38810","37030"
"In post","2021","Human Resources","South Yorkshire","Yorkshire and The Humber","80","80","39520","34300"
"In post","2021","Human Resources","Southern Scotland","Scotland","60","50","43390","39630"
"In post","2021","Human Resources","Surrey, East and West Sussex","South East (England)","40","40","[c]","[c]"
"In post","2021","Human Resources","Tees Valley and Durham","North East (England)","50","50","33890","31030"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","West Central Scotland","Scotland","500","470","25470","21580"
"In post","2021","Human Resources","West Midlands","West Midlands (England)","150","150","39410","37580"
"In post","2021","Human Resources","West Wales and The Valleys","Wales","240","220","33640","31810"
"In post","2021","Human Resources","West Yorkshire","Yorkshire and The Humber","200","190","40340","38180"
"In post","2021","Inspector of Education and Training","Derbyshire and Nottinghamshire","East Midlands (England)","70","70","64380","64500"
"In post","2021","Inspector of Education and Training","East Anglia","East of England","90","90","65420","75500"
"In post","2021","Inspector of Education and Training","East Wales","Wales","60","60","74480","74730"
"In post","2021","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","80","70","66220","70500"
"In post","2021","Inspector of Education and Training","Greater Manchester","North West (England)","110","110","65190","64500"
"In post","2021","Inspector of Education and Training","Inner London - West","London","230","230","66190","64500"
"In post","2021","Inspector of Education and Training","North Yorkshire","Yorkshire and The Humber","120","110","66660","70500"
"In post","2021","Inspector of Education and Training","West Midlands","West Midlands (England)","100","100","65740","64500"
"In post","2021","Intelligence Analysis","Bedfordshire and Hertfordshire","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cheshire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Cumbria","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Derbyshire and Nottinghamshire","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Devon","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Dorset and Somerset","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","East Anglia","East of England","380","370","32740","33300"
"In post","2021","Intelligence Analysis","East Wales","Wales","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","60","60","28420","27370"
"In post","2021","Intelligence Analysis","Eastern Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Essex","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Greater Manchester","North West (England)","240","230","28240","25690"
"In post","2021","Intelligence Analysis","Hampshire and Isle of Wight","South East (England)","50","50","27550","26670"
"In post","2021","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Inner London - East","London","100","100","41770","36160"
"In post","2021","Intelligence Analysis","Inner London - West","London","700","690","47090","45200"
"In post","2021","Intelligence Analysis","Kent","South East (England)","270","260","28420","27370"
"In post","2021","Intelligence Analysis","Lancashire","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","50","50","27660","26590"
"In post","2021","Intelligence Analysis","Lincolnshire","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Merseyside","North West (England)","100","90","29100","27370"
"In post","2021","Intelligence Analysis","North Yorkshire","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Northumberland and Tyne and Wear","North East (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Outer London - South","London","150","140","34760","30500"
"In post","2021","Intelligence Analysis","Outer London - West and North West","London","450","420","32690","30150"
"In post","2021","Intelligence Analysis","Overseas","Overseas","70","70","43800","40560"
